CHARGE_CODE,CHARGE_DESCRIPTION,CHARGE,REVENUE_CODE,CPT_CODE,PHARMACY_NDC
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.4,,,6626719614
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.39,,,5295914460
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.39,,,6387411801
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.39,,,6387411860
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.38,,,6387411812
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.38,,,6387411815
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.38,,,6387411818
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.38,,,6387411820
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.38,,,6387411821
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.38,,,6387411824
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.38,,,6387411828
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.38,,,6387411830
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.38,,,6387411840
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.38,,,6387411850
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.2,,,6626719620
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.11,,,6626719628
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,5.05,,,6387411814
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.99,,,6387411806
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.99,,,6387411810
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456900750
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456900751
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456900752
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456900753
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456900755
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456900759
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456929862
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456958130
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456958131
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456983010
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5456991041
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5528924114
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.72,,,5886447814
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.71,,,5456900757
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.71,,,5456983490
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.71,,,5456991040
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.67,,,6626719660
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.62,,,5374627205
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,4.42,,,5528924115
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.66,,,6076006920
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.64,,,6197112005
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.64,,,7093404914
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.64,,,7093404920
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.41,,,1054494020
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.41,,,1054494028
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.41,,,5348914605
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.41,,,7093404306
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.41,,,7093404312
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.4,,,0440835802
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.35,,,5528924120
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,3.35,,,5886447820
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,26.2,,,5528924102
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,2.86,,,5528924128
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,2.36,,,5434862502
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,2.33,,,0440835803
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,2.01,,,5528924160
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,2.01,,,6387411803
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,13.17,,,5528924104
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,12.31,,,3535666606
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,12.31,,,3535666614
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,12.31,,,3535666620
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,12.31,,,3535666628
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,12.31,,,3535666630
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,12.31,,,5570061114
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,12.31,,,5570061120
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,12.31,,,5570061128
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,11.2,,,6878889641
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.9,,,0440835804
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.69,,,5434862503
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.67,,,5528924117
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.47,,,0440835806
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.43,,,5434862506
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.37,,,6373922810
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.36,,,5434862504
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.2,,,6042917020
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.05,,,6808423001
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.05,,,6808423011
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.04,,,5434862514
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.03,,,5434862520
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.01,,,5348914601
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,1.01,,,5374627201
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.98,,,0440240620
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.98,,,0440835820
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.98,,,4229202808
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.96,,,0440835810
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.8,,,5107912801
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.8,,,6586242001
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.77,,,0440835840
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.76,,,5434862510
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.69,,,5434862512
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.64,,,6586242005
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.63,,,5434862515
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.6,,,0440835881
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.57,,,0440840630
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.5,,,0440840640
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.49,,,0093008901
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.47,,,0440840660
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.44,,,0093008905
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.29,,,5434862599
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.25,,,5723723301
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.25,,,6197112001
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.24,,,5723723305
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.12,,,0179013806
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.12,,,0179013810
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.12,,,0179013814
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.12,,,0179013820
4953074,SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,.12,,,0179013828
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,3.56,,,5528964520
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,26.84,,,2433812013
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,24.13,,,6830825010
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.63,,,4999918940
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.6,,,6633601720
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.6,,,6633601728
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.57,,,1659008828
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.57,,,1659008830
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.57,,,1659008840
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.56,,,5528964528
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.4,,,5528964530
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.25,,,5504520764
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.24,,,5504520762
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.24,,,5504520763
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.24,,,5504520766
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.23,,,5528964540
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.2,,,5295906420
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.2,,,5528964556
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,2.14,,,5295906428
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,1.97,,,5528964580
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,1.7,,,5295906440
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,1.08,,,5456922810
4953075,ERYTHROMYCIN BASE 250 MG PO CPEP,1.08,,,5456922811
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,8.32,,,4359835001
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,8.1,,,4229168901
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,7.49,,,6954337510
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,5.92,,,1747876710
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,5.62,,,6516280810
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,4.52,,,6945214920
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,3.3,,,6042986901
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,15.55,,,6938710201
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,12.96,,,0093535401
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,12.96,,,0591396501
4953076,PROGESTERONE MICRONIZED 200 MG PO CAPS,12.96,,,1088871362
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,94.74,,,4306337601
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,59.79,,,4306337602
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,39,,,4580275800
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,38.99,,,0713053606
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,38.99,,,4580275830
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,38.99,,,5167252961
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,18.24,,,4999933912
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,16.17,,,5486847941
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,15.58,,,5456957440
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,15.58,,,5456957441
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,14.37,,,5295973112
4953077,PROMETHAZINE HCL 12.5 MG RE SUPP,11.34,,,5486847940
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,1.1,,,0440721906
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.66,,,0054812025
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.33,,,1191705021
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.32,,,5486823991
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.3,,,0440721930
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.26,,,5486823990
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.22,,,0054412025
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.2,,,0440721960
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.19,,,1191705034
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.16,,,0440721991
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.09,,,4329255565
4953078,CALCIUM CARBONATE 1250 (500 CA) MG PO TABS,.06,,,4329255581
4953081,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,.74,,,6373935401
4953081,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,.74,,,6373935410
4953081,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,.58,,,6025817101
4953081,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,.56,,,7133505961
4953081,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,.45,,,0904531118
4953081,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,.37,,,5456967780
4953081,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,.18,,,6858500698
4953083,MAGNESIUM OXIDE -MG SUPPLEMENT 250 MG PO TABS,.12,,,7431205830
4953083,MAGNESIUM OXIDE -MG SUPPLEMENT 250 MG PO TABS,.1,,,3160401269
4953083,MAGNESIUM OXIDE -MG SUPPLEMENT 250 MG PO TABS,.08,,,4009310258
4953084,B-12 1000 MCG SL SUBL,.4,,,3504601130
4953084,B-12 1000 MCG SL SUBL,.35,,,1184509662
4953088,LEVETIRACETAM 750 MG PO TABS,3.18,,,5107982220
4953088,LEVETIRACETAM 750 MG PO TABS,3.16,,,5107982201
4953088,LEVETIRACETAM 750 MG PO TABS,2.95,,,0093728789
4953088,LEVETIRACETAM 750 MG PO TABS,2.95,,,0378561712
4953088,LEVETIRACETAM 750 MG PO TABS,2.83,,,4354722315
4953088,LEVETIRACETAM 750 MG PO TABS,2.8,,,0378561707
4953088,LEVETIRACETAM 750 MG PO TABS,2.73,,,6437613899
4953088,LEVETIRACETAM 750 MG PO TABS,2.66,,,0378561778
4953088,LEVETIRACETAM 750 MG PO TABS,2.63,,,6586224708
4953088,LEVETIRACETAM 750 MG PO TABS,2.54,,,5511118304
4953088,LEVETIRACETAM 750 MG PO TABS,2.53,,,4204319204
4953088,LEVETIRACETAM 750 MG PO TABS,2.52,,,0378561705
4953088,LEVETIRACETAM 750 MG PO TABS,2.5,,,4204319205
4953088,LEVETIRACETAM 750 MG PO TABS,2.46,,,6437613805
4953088,LEVETIRACETAM 750 MG PO TABS,2.28,,,6808488201
4953088,LEVETIRACETAM 750 MG PO TABS,2.28,,,6808488211
4953088,LEVETIRACETAM 750 MG PO TABS,2.24,,,0781511372
4953088,LEVETIRACETAM 750 MG PO TABS,19.07,,,1672906616
4953088,LEVETIRACETAM 750 MG PO TABS,19.04,,,2724100912
4953088,LEVETIRACETAM 750 MG PO TABS,19.04,,,2724100950
4953088,LEVETIRACETAM 750 MG PO TABS,19.04,,,6818011416
4953088,LEVETIRACETAM 750 MG PO TABS,18.94,,,1671435601
4953088,LEVETIRACETAM 750 MG PO TABS,18.8,,,1671435602
4953088,LEVETIRACETAM 750 MG PO TABS,17.17,,,5026846911
4953088,LEVETIRACETAM 750 MG PO TABS,17.14,,,0904605361
4953088,LEVETIRACETAM 750 MG PO TABS,1.78,,,3172253805
4953088,LEVETIRACETAM 750 MG PO TABS,1.78,,,3172253812
4953088,LEVETIRACETAM 750 MG PO TABS,1.78,,,6800111803
4953088,LEVETIRACETAM 750 MG PO TABS,1.78,,,6800111807
4953088,LEVETIRACETAM 750 MG PO TABS,1.78,,,6818011402
4953088,LEVETIRACETAM 750 MG PO TABS,1.78,,,6818011409
4953088,LEVETIRACETAM 750 MG PO TABS,1.72,,,5026847411
4953088,LEVETIRACETAM 750 MG PO TABS,1.7,,,5026847415
4953088,LEVETIRACETAM 750 MG PO TABS,1.36,,,6373978710
4953088,LEVETIRACETAM 750 MG PO TABS,1.33,,,1366801605
4953088,LEVETIRACETAM 750 MG PO TABS,1.33,,,1366801612
4953088,LEVETIRACETAM 750 MG PO TABS,1.33,,,1366801625
4953088,LEVETIRACETAM 750 MG PO TABS,1.03,,,4229138218
4953089,SCOPOLAMINE 1 MG/3DAYS TD PT72,64.2,,,0067434509
4953089,SCOPOLAMINE 1 MG/3DAYS TD PT72,64.2,,,6675820858
4953095,VALACYCLOVIR HCL 1 G PO TABS,72.66,,,6318795030
4953095,VALACYCLOVIR HCL 1 G PO TABS,72.36,,,6318777604
4953095,VALACYCLOVIR HCL 1 G PO TABS,72.36,,,6318777621
4953095,VALACYCLOVIR HCL 1 G PO TABS,7.16,,,4229188930
4953095,VALACYCLOVIR HCL 1 G PO TABS,53.03,,,5570034521
4953095,VALACYCLOVIR HCL 1 G PO TABS,5.59,,,4306377121
4953095,VALACYCLOVIR HCL 1 G PO TABS,5.34,,,4306377114
4953095,VALACYCLOVIR HCL 1 G PO TABS,5.21,,,1671469701
4953095,VALACYCLOVIR HCL 1 G PO TABS,44.57,,,6878863450
4953095,VALACYCLOVIR HCL 1 G PO TABS,44.57,,,6878863451
4953095,VALACYCLOVIR HCL 1 G PO TABS,44.57,,,6878863452
4953095,VALACYCLOVIR HCL 1 G PO TABS,44.57,,,6878863453
4953095,VALACYCLOVIR HCL 1 G PO TABS,44.57,,,6878863454
4953095,VALACYCLOVIR HCL 1 G PO TABS,44.57,,,6878863457
4953095,VALACYCLOVIR HCL 1 G PO TABS,41.01,,,7133501233
4953095,VALACYCLOVIR HCL 1 G PO TABS,41.01,,,7133501238
4953095,VALACYCLOVIR HCL 1 G PO TABS,41,,,7133501231
4953095,VALACYCLOVIR HCL 1 G PO TABS,41,,,7133501232
4953095,VALACYCLOVIR HCL 1 G PO TABS,41,,,7133501234
4953095,VALACYCLOVIR HCL 1 G PO TABS,41,,,7133501235
4953095,VALACYCLOVIR HCL 1 G PO TABS,41,,,7133501236
4953095,VALACYCLOVIR HCL 1 G PO TABS,41,,,7133501237
4953095,VALACYCLOVIR HCL 1 G PO TABS,41,,,7133506301
4953095,VALACYCLOVIR HCL 1 G PO TABS,4.66,,,5974632530
4953095,VALACYCLOVIR HCL 1 G PO TABS,4.27,,,4306377120
4953095,VALACYCLOVIR HCL 1 G PO TABS,38.43,,,0378427677
4953095,VALACYCLOVIR HCL 1 G PO TABS,37.97,,,0781520992
4953095,VALACYCLOVIR HCL 1 G PO TABS,37.93,,,1054493704
4953095,VALACYCLOVIR HCL 1 G PO TABS,35,,,5976283981
4953095,VALACYCLOVIR HCL 1 G PO TABS,35,,,5976283986
4953095,VALACYCLOVIR HCL 1 G PO TABS,34.86,,,1671469703
4953095,VALACYCLOVIR HCL 1 G PO TABS,30.38,,,0781520931
4953095,VALACYCLOVIR HCL 1 G PO TABS,30.34,,,0378427693
4953095,VALACYCLOVIR HCL 1 G PO TABS,27.87,,,5026878911
4953095,VALACYCLOVIR HCL 1 G PO TABS,20.25,,,0093725956
4953095,VALACYCLOVIR HCL 1 G PO TABS,20.25,,,0591324930
4953095,VALACYCLOVIR HCL 1 G PO TABS,20.25,,,4596355930
4953095,VALACYCLOVIR HCL 1 G PO TABS,20.25,,,5511155330
4953095,VALACYCLOVIR HCL 1 G PO TABS,20.25,,,6586244930
4953095,VALACYCLOVIR HCL 1 G PO TABS,20.22,,,0093725998
4953095,VALACYCLOVIR HCL 1 G PO TABS,20.22,,,5511155390
4953095,VALACYCLOVIR HCL 1 G PO TABS,20,,,6808430911
4953095,VALACYCLOVIR HCL 1 G PO TABS,20,,,6808430921
4953095,VALACYCLOVIR HCL 1 G PO TABS,2.94,,,5974632537
4953095,VALACYCLOVIR HCL 1 G PO TABS,19.81,,,5511155305
4953095,VALACYCLOVIR HCL 1 G PO TABS,18.22,,,4596355908
4953095,VALACYCLOVIR HCL 1 G PO TABS,18.22,,,6586244990
4953095,VALACYCLOVIR HCL 1 G PO TABS,17.11,,,4306353404
4953095,VALACYCLOVIR HCL 1 G PO TABS,13.44,,,4306353421
4953095,VALACYCLOVIR HCL 1 G PO TABS,11.69,,,4306377106
4953095,VALACYCLOVIR HCL 1 G PO TABS,11.07,,,5166090530
4953095,VALACYCLOVIR HCL 1 G PO TABS,11.07,,,5723704330
4953095,VALACYCLOVIR HCL 1 G PO TABS,11.07,,,6330490530
4953095,VALACYCLOVIR HCL 1 G PO TABS,10.52,,,5723704390
4953095,VALACYCLOVIR HCL 1 G PO TABS,1.48,,,5234305230
4953095,VALACYCLOVIR HCL 1 G PO TABS,1.47,,,5234305290
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,7,,,5026814815
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,5.82,,,0904654661
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,5.8,,,6808447901
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,5.8,,,6808447911
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,5.59,,,5026814811
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,5.52,,,0904654606
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,5,,,1785608802
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,4.11,,,0054008826
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,4.11,,,3172237702
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,4.11,,,6818013415
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,3.6,,,6809400259
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,3.6,,,6809400261
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,3.28,,,0054008813
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,2.73,,,5515449610
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,2.53,,,0781208102
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,1.82,,,6516259020
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,1.82,,,6909786283
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,1.78,,,5129382502
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,1,,,2315553102
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,1,,,2903302602
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,.86,,,6042949102
4953097,CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,.7,,,1013562902
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,4.48,,,0781224301
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,4.48,,,5511153205
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,3.36,,,6808431311
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,2.6,,,5107976530
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,2.6,,,5107976556
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,2.54,,,6808431301
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,2.49,,,5107976501
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,2.49,,,5107976508
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,2.26,,,6838210601
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,2.26,,,6838210610
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,2.19,,,0378800801
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,2.19,,,5511153201
4953099,DIVALPROEX SODIUM 125 MG PO CSDR,2.08,,,0378800805
4953100,CALCIUM CARBONATE ANTACID 750 MG PO CHEW,.07,,,5789676496
4953103,CALCIUM CARBONATE-VITAMIN D 600-400 MG-UNIT PO TABS,1.44,,,1785632332
4953103,CALCIUM CARBONATE-VITAMIN D 600-400 MG-UNIT PO TABS,1.11,,,7733311510
