"PI001047","* ","ISOSORBIDE MONONITRATE 20 MG T",7.05
"PI001048","*","ISOSORBIDE MONONITRATE E.R. 30",8.59371584699454
"PI001059","* ","KETOROLAC 15MG/ML 1ML VIAL",48.6285112359551
"PI001060","*","KETOROLAC 30MG/1ML 1ML VIAL",31.5770246478873
"PI001061","* ","KETOROLAC 60MG/2ML VIAL",19.3582089552239
"PI001062","*","LABETALOL 100 MG TAB",6
"PI001063","* ","LABETALOL 200 MG TAB",9.39760273972603
"PI001065","*","LABETALOL 5MG/ML 20ML VIAL",42.3899390243902
"PI001066","* ","LACRI-LUBE NP OPTH OINT 0.7GM",1.85
"PI001067","*","LACT RINGERS 1000ML",232.042520427404
"PI001068","* ","LACT RINGERS 500ML",116
"PI001070","*","LACTIC ACID 12% LOT 225ML",0.2
"PI001072","* ","LACTULOSE 20GM/30ML SYRUP",8.1
"PI001074","*","LAMIVUDINE 150 MG TAB",24.9769230769231
"PI001075","* ","LAMOTRIGINE 100 MG TAB",15.9
"PI001077","*","LAMOTRIGINE 200 MG TAB",17.2
"PI001081","* ","LATANOPROST OPHT 0.005% SOLN",220.110655737705
"PI001088","*","LEUCOVORIN 350 MG PF VIAL",73.9964285714286
"PI001090","* ","LEUPROLIDE DEP 11.25MG 3-MONTH",2241.63333333333
"PI001091","*","LEUPROLIDE DEP 22.5MG 3-MONTH",2457.78333333333
"PI001093","* ","LEVETIRACETAM 250 MG TAB",8.843
"PI001094","*","LEVETIRACETAM 500 MG TAB",11.1987272727273
"PI001098","* ","LEVOFLOXACIN 250 MG TAB",52
"PI001099","*","LEVOFLOXACIN 250 MG/ 50ML BAG",114.7
"PI001101","* ","LEVOFLOXACIN 500MG/100ML BAG",94.068359375
"PI001102","*","LEVOFLOXACIN 500MG TAB",59.55
"PI001103","* ","LEVOTHYROXINE 100 MCG TAB",4.9475
"PI001104","*","LEVOTHYROXINE 125 MCG TAB",4.95
"PI001105","* ","LEVOTHYROXINE 137 MCG TAB",4.95
"PI001106","*","LEVOTHYROXINE 150 MCG TAB",4.95
"PI001107","* ","LEVOTHYROXINE 200 MCG TAB",4.95
"PI001109","*","LEVOTHYROXINE 25 MCG TAB",4.94622641509434
"PI001110","* ","LEVOTHYROXINE 50 MCG TAB",4.94080459770115
"PI001111","*","LEVOTHYROXINE 75 MCG TAB",4.94411764705882
"PI001112","* ","LEVOTHYROXINE SOD 112 MCG TAB",4.94375
"PI001113","*","LEVOTHYROXINE SOD 88 MCG TAB",4.95
"PI001115","* ","LIDOCAINE 0.5% 50ML VIAL",3.6
"PI001116","*","LIDOCAINE 1% 20ML VIAL",10.6963529411765
"PI001117","* ","LIDOCAINE 1% 5ML SYR",14.352
"PI001120","*","LIDOCAINE 2% 20ML VIAL",0.91
"PI001121","* ","LIDOCAINE 2% ABBOJECT 5ML SYR",83.2
"PI001123","*","LIDOCAINE 2% W/EPI 1:100000 3",6.9
"PI001125","* ","LIDOCAINE 2% W/EPI 1:200000",83.4978260869565
"PI001126","*","LIDOCAINE 2.5% & PRILOC 2.5% C",79.3403225806452
"PI001129","* ","LIDOCAINE 5% OINT 35GM",65.25
"PI001131","*","LINEZOLID 600 MG TAB",319.8
"PI001134","* ","LISINOPRIL 10 MG TAB",8.09823008849558
"PI001135","*","LISINOPRIL 2.5 MG TAB",4.2
"PI001136","* ","LISINOPRIL 20 MG TAB",8.58934010152284
"PI001137","*","LISINOPRIL 40 MG TAB",10.6950549450549
"PI001138","* ","LISINOPRIL 5 MG TAB",7.04150943396226
"PI001139","*","LITHIUM CARBONATE 300 MG CAP",4.95
"PI001148","* ","LOPERAMIDE 2 MG CAP",6.49621212121212
"PI001150","*","LORATADINE 10 MG TAB",14.0441489361702
"PI001151","* ","LORATIDINE 10MG/10ML LIQ",10.4
"PI001152","*","LORAZEPAM 1MG TAB",13.532
"PI001154","* ","LORAZEPAM 2MG/ML 1ML VIAL",61.447754491018
"PI001156","*","LOSARTAN 50MG TAB",10.6779874213837
"PI001157","* ","HYDROCHLOROTHIAZIDE-LOS TAB",9.9
"PI001166","*","LUPRON DEPOT 3.75MG KIT",2242.25
"PI001168","* ","MAGNESIUM CITRATE 5.8% ORAL SO",5.90555555555556
"PI001170","*","MAGNESIUM SULFATE 50% 2ML VIAL",10.875
"PI001173","* ","MANNITOL 25% 50ML VIAL",19.25
"PI001175","*","MEASLES/MUMPS/REUBELLA VAC 0.5",222.3
"PI001179","* ","MECLIZINE 12.5MG TAB",4.69555555555556
"PI001180","*","MECLIZINE 25 MG TAB",4.94444444444444
"PI001181","* ","MEDROXYPROGESTERONE 10 MG TAB",6
"PI001186","*","MEGESTROL 40 MG TAB",10.7
"PI001187","* ","MEGESTROL 40MG/ML SUSP",20.8
"PI001193","*","MEPERIDINE 25MG/1ML SYR",49.15
"PI001194","* ","MEPERIDINE 50MG/1ML SYR",49.15
"PI001200","*","MEROPENEM 500 MG INJ",16.0321951219512
"PI001204","* ","METFORMIN 500 MG TAB",6
"PI001206","*","METFORMIN X.R. 500 MG",4.95
"PI001209","* ","METHADONE 5MG TAB",4.94166666666667
"PI001213","*","METHIMAZOLE 10 MG TAB",6
"PI001214","* ","METHIMAZOLE 5 MG TAB",4.19852941176471
"PI001215","*","METHOCARBAMOL 750MG TAB",4.17105263157895
"PI001225","* ","METHYLDOPA 250 MG TAB",4.95
"PI001228","*","METHYLERGONOVINE 0.2 MG TAB",156
"PI001229","* ","METHYLERGONOVINE 0.2MG/1ML VIAL",48.4
"PI001233","*","METHYLPHENIDATE 5MG TAB",7.04090909090909
"PI001234","* ","METHYLPREDNISOLONE 1GM VIAL",162.25
"PI001235","*","METHYLPREDNISOLONE 125MG VIAL",34.6
"PI001237","* ","METHYLPREDNISOLONE 40MG VIAL",19.4953291814947
"PI001238","*","METHYLPREDNISOLONE ACETATE 40M",55.9
"PI001239","* ","METHYLPREDNISOLONE ACETATE 80M",112.85
"PI001241","*","METOCLOPRAMIDE 10 MG TAB",4.68571428571429
"PI001242","* ","METOCLOPRAMIDE 10MG/10ML SOLN",2.9
"PI001243","*","METOCLOPRAMIDE 10MG/2ML VIAL",18.1882943143813
"PI001247","* ","METOLAZONE 2.5 MG TAB",6
"PI001248","*","METOLAZONE 5 MG TAB",7.55
"PI001249","* ","METOPROLOL 100 MG TAB",6.49702380952381
"PI001250","*","METOPROLOL 1MG/ML 5ML AMP",36.1441176470588
"PI001252","* ","METOPROLOL XL 25MG TAB",4.94733333333333
"PI001253","*","METOPROLOL XL 100MG",7.55
"PI001254","* ","METRONIDAZOLE 250MG TAB",4.95
"PI001255","*","METRONIDAZOLE 500MG/100ML BAG",94.6196555819477
"PI001259","* ","MICONAZOLE 2% VAG CRM 45GM",48.15
"PI001260","*","MIDAZOLAM 2MG/2ML VIAL",15.5986791414419
"PI001262","* ","MIDODRINE 5 MG TAB",12.2078828828829
"PI001263","*","MILK OF MAGNESIA CONC",5.64318181818182
"PI001267","* ","MILRINONE 1MG/ML 20ML VIAL",17.9
"PI001275","*","MINOXIDIL 10 MG TAB",8.6
"PI001276","* ","MINOXIDIL 2.5 MG TAB",4.95
"PI001277","*","MIRTAZAPINE 15 MG TAB",14.05
"PI001278","* ","MIRTAZAPINE 30 MG TAB",14.3
"PI001280","*","MISOPROSTOL 200 MCG TAB",6.5
"PI001286","* ","MOEXIPRIL 7.5 MG TAB",5.725
"PI001287","*","MOMETASONE 50MCG NASAL INH 17G",432.65
"PI001288","* ","MONTELUKAST 10 MG TAB",17.95
"PI001292","*","MORPHINE 100MG CR TAB",24.2
"PI001293","* ","MORPHINE 10MG/1ML SYR",49.15
"PI001294","*","MORPHINE 10MG/5ML SOLN",4.19545454545455
"PI001295","* ","MORPHINE 15 MG CR TAB",7.55
"PI001296","*","MORPHINE 15MG IR TAB",4.95
"PI001298","* ","MORPHINE 1MG/ML 10ML PF AMP",61.65
"PI001303","*","MORPHINE 20MG/ML LIQ",4.7
"PI001304","* ","MORPHINE 2MG/1ML SYR",50.4218719211823
"PI001306","*","MORPHINE 30MG CR TAB",9.9
"PI001308","* ","MORPHINE 4MG/1ML SYR",50.5991666666667
"PI001311","*","MORPHINE 8MG/1ML SYR",48.8785714285714
"PI001313","* ","MULTIVITAMIN (MVI-12) 10ML SDV",87.718
"PI001314","*","MULTIVITAMIN CAP/TAB",0.299346405228758
"PI001324","* ","MUPIROCIN 2% OINT 15GM",184.9
"PI001326","*","MYCOPHENOLATE 250 MG CAP",15.8625
"PI001327","* ","MYCOPHENOLATE 500 MG CAP",13.8
"PI001331","*","NAFCILLIN 2 GM VIAL",63.2
"PI001334","* ","NALOXONE 0.4MG/1ML AMP",43.4355555555556
"PI001335","*","NALOXONE 1MG/ML 2ML AMP",60.0085714285714
"PI001348","* ","NEOMYCIN 500 MG TAB",11.2
"PI001353","*","NEUTRA-PHOS POWDER PACKET",2.35
"PI001356","* ","NIACIN 500 MG ER TAB",10.925
"PI001359","*","NICOTINE 14MG/24HRS PATCH",8.09503546099291
"PI001360","* ","NICOTINE 21MG/24HRS PATCH",8.09423868312757
"PI001361","*","NICOTINE 7MG/24HRS PATCH",8.1
"PI001365","* ","NITROFURANTOIN MACRO 50 MG CAP",7.05
"PI001368","*","NITROGLYCERIN 0.2MG/HR PATCH",10.7
"PI001370","* ","NITROGLYCERIN 0.4MG  (25 TAB)",2.34096573208723
"PI001371","*","NITROGLYCERIN 0.4MG/HR PATCH",12.25
"PI001373","* ","NITROGLYCERIN 2% OINT 30GM",6.5
"PI001377","*","NOREPINEPHRINE 1MG/ML INJ",86.85
"PI001378","* ","NORTRIPTYLINE 10 MG CAP",4.95
"PI001379","*","NORTRIPTYLINE 25 MG CAP",7.03414634146342
"PI001381","* ","NYSTATIN 100000 U/GM POWDER",123.25
"PI001387","*","OCTREOTIDE 100 MCG AMP",14.175
"PI001388","* ","OFLOXACIN OTIC 0.3% SOLN",250.4
"PI001389","*","OLANZAPINE 10 MG TAB",61.65
"PI001390","* ","OLANZAPINE 2.5 MG TAB",30.2
"PI001391","*","OLANZAPINE 5 MG TAB",39.55
"PI001394","* ","ONDANSETRON 4 MG TAB",21.525
"PI001395","*","ONDANSETRON 4MG/2ML VIAL",4.2958067940552
"PI001396","* ","ONDANSETRON 8 MG TAB",18.525
"PI001399","*","OPHTHALMIC IRRIGATING SOLN 15M",75.15
"PI001406","* ","OXYBUTYNIN 5 MG TAB",4.7
"PI001408","*","OXYCODONE 10MG SR TAB",9.640125
"PI001409","* ","OXYCODONE 20MG SR TAB",17.45
"PI001412","*","OXYCODONE W/APAP 5/325 TAB",4.94373368146214
"PI001414","* ","OXYTOCIN 10 U/1ML AMP",0.69875
"PI001416","*","PACLITAXEL 300MG/50ML VIAL",30.4906176929072
"PI001419","* ","PAMIDRONATE 90 MG VIAL",156.95
"PI001425","*","PANTOPRAZOLE 40 MG TAB",17.193991416309
"PI001430","* ","PAROXETINE 20 MG TAB",15.35
"PI001431","*","PAROXETINE 30 MG TAB",15.6
"PI001433","* ","PEGFILGRASTIM 6 MG/0.6 ML INJ",12876
"PI001436","*","PEN G BENZATHINE 1.2 MILLION U",21.3416666666667
"PI001448","* ","PENICILLIN V POT 250MG TAB",2.1
"PI001457","*","PENTOXIFYLLINE 400 MG ER TAB",5.75
"PI001464","* ","PERMETHRIN 5% CREAM 60GM",985.15
"PI001466","*","PERPHENAZINE 2 MG TAB",5.9875
"PI001472","* ","PHENAZOPYRIDINE 100 MG TAB",7.03809523809524
"PI001476","*","PHENOBARBITAL 130MG/1ML VIAL",94.77
"PI001483","* ","PHENYLEPHRINE 1% 1ML VIAL",33.8
"PI001488","*","PHENYTOIN 100MG ER CAP",6
"PI001489","* ","PHENYTOIN 100MG/2ML VIAL",9.375
"PI001490","*","PHENYTOIN 100MG/4ML SUSP",7.075
"PI001492","* ","PHENYTOIN 250MG/5ML VIAL",37.7
"PI001496","*","PHYTONADIONE 1 MG AMP",35.2492307692308
"PI001497","* ","PHYTONADIONE 10 MG AMP",63.7
"PI001498","*","PHYTONADIONE 5 MG TAB",114.693103448276
"PI001502","* ","PILOCARPINE 5 MG TAB",4.45
"PI001504","*","PIOGLITAZONE 15 MG TAB",19
"PI001506","* ","PIOGLITAZONE 45 MG TAB",32.25
"PI001507","*","PIPERACILLIN-TAZOBACTAM 2250 M",12.1982166446499
"PI001508","* ","PIPERACILLIN-TAZOBACTAM 3375 M",92.537130977131
"PI001509","*","PIPERACILLIN-TAZOBACTAM 4500 M",92.5632653061225
"PI001521","* ","POTASSIUM ACETATE INJ",0.58
"PI001525","*","POTASSIUM CHLORIDE 2MEQ/ML 20M",18.5
"PI001531","* ","POTASSIUM PHOSPHATE 3 MM/ML 50",47.9927536231884
"PI001532","*","POTASSIUM PHOSPHATE 3 MM/ML 5M",40.82
"PI001534","* ","POVIDONE IODINE SWAB STICK",7.05
"PI001537","*","PRAVASTATIN 10 MG TAB",14.05
"PI001538","* ","PRAVASTATIN 20 MG TAB",15.35
"PI001539","*","PRAVASTATIN 40 MG TAB",20.0210144927536
"PI001540","* ","PRAVASTATIN 80 MG TAB",21.0055555555556
"PI001542","*","PRAZOSIN 5 MG CAP",8.1
"PI001545","* ","PREDNISONE 1 MG TAB",4.16666666666667
"PI001546","*","PREDNISONE 10MG TAB",0.2090625
"PI001548","* ","PREDNISONE 20MG TAB",0.208528761061947
"PI001549","*","PREDNISONE 5MG TAB",2.1
"PI001550","* ","MULTIVTAMIN PRENATAL W/ FOLIC",1.55
"PI001553","*","PRIMIDONE 50 MG TAB",4.7
"PI001563","* ","PROCHLORPERAZINE 10MG TAB",3.525
"PI001564","*","PROCHLORPERAZINE 10MG/2ML VIAL",45
"PI001567","* ","PROCHLORPERAZINE 5 MG TAB",4.95
"PI001570","*","PROMETHAZINE 25MG/1ML AMP",42.1399390243903
"PI001577","* ","PROPARACAINE HCL OPHTH SOLN 0.",87.65
"PI001581","*","PROPRANOLOL 10 MG TAB",2.096875
"PI001582","* ","PROPRANOLOL 20 MG TAB",4.7
"PI001584","*","PROPRANOLOL 40 MG TAB",4.7
"PI001593","* ","PSYLLIUM  PWD PACKET 13OZ",4.95
"PI001597","*","PYRIDOSTIGMINE 60MG TAB",4.95
"PI001602","* ","QUETIAPINE 100 MG TAB",21.0979166666667
"PI001603","*","QUETIAPINE 200 MG TAB",39
"PI001604","* ","QUETIAPINE 25 MG TAB",12.5
"PI001609","*","RABIES IMMUNE GLOBULIN  VIAL 1",631.02
"PI001611","* ","RALOXIFENE 60 MG TAB",20.05
"PI001613","*","RAMIPRIL 10 MG CAP",8.85
"PI001615","* ","RAMIPRIL 5 MG CAP",8.1
"PI001616","*","RANITIDINE 150MG TAB",19.0872521246459
"PI001617","* ","RANITIDINE 15MG/ML ORAL LIQ",1.56
"PI001618","*","RANITIDINE 25MG/ML 2ML VIAL",9.375
"PI001632","* ","RIFAMPIN 300 MG CAP",14.05
"PI001636","*","RISEDRONATE 5 MG TAB",8.85
"PI001637","* ","RISPERIDONE 0.25 MG TAB",15.35
"PI001638","*","RISPERIDONE 0.5 MG TAB",14.85
"PI001639","* ","RISPERIDONE 1 MG TAB",16.3949494949495
"PI001640","*","RISPERIDONE 2 MG TAB",23.4
"PI001641","* ","RISPERIDONE 3 MG TAB",29.4
"PI001644","*","RITUXIMAB 10MG/ML 10ML VIAL",2227.16447368421
"PI001645","* ","RITUXIMAB 10MG/ML 50ML VIAL",2227.16
"PI001650","*","ROCURONIUM 10MG/ML 5ML VIAL",113.088759689923
"PI001652","* ","ROPIVACAINE 2MG/ML 20ML VIAL",0.78
"PI001653","*","ROPIVACAINE 5MG/ML 30ML AMP",0.616333333333333
"PI001664","* ","SCOPOLAMINE TRANSDERMAL 1.5 MG",47.806976744186
"PI001668","*","SENNA EXTRACT 187 MG TAB",0.546238244514107
"PI001670","* ","SERTRALINE 100 MG TAB",14.5983333333333
"PI001671","*","SERTRALINE 25 MG TAB",14.05
"PI001672","* ","SERTRALINE 50 MG TAB",14.0168103448276
"PI001675","*","SEVELAMER 800 MG TAB",18.9870588235294
"PI001676","* ","SEVOFLURANE 250 ML",169.75
"PI001677","*","SILVER SULFADIAZINE 1% CRM 400",121.2
"PI001678","* ","SILVER SULFADIAZINE 1% CRM 85",40.05
"PI001679","*","SIMETHICONE DROPS 30ML",129.8
"PI001680","* ","SIMVASTATIN 10 MG TAB",14.05
"PI001681","*","SIMVASTATIN 20 MG TAB",19.25
"PI001682","* ","SIMVASTATIN 40 MG TAB",23.4
"PI001689","*","SODIUM BICARB 650 MG TAB",0.288961038961039
"PI001691","* ","SODIUM BICARB 8.4% 50ML SYR",93.5428571428572
"PI001692","*","SODIUM BICARB 8.4% 50ML VIAL                              01",25.4430555555556
"PI001693","* ","SODIUM CHLORIDE 0.45% 1000ML",185.499473684211
"PI001698","*","SODIUM CHLORIDE 0.9% NEB 5ML S",2.08809523809524
"PI001700","* ","SODIUM CHLORIDE 0.9% 1000ML",179.207634560907
"PI001701","*","SODIUM CHLORIDE 0.9% 100ML",82.4944787644788
"PI001703","* ","SODIUM CHLORIDE 0.9% 250 ML",98.9157608695652
"PI001704","*","SODIUM CHLORIDE 0.9% 500ML",146.541084337349
"PI001705","* ","SODIUM CHLORIDE 0.9% 50ML",10.3690156599553
"PI001712","*","SODIUM PHOSPHATE 3MM/ML 15ML V",15.4023913043478
"PI001720","* ","SOTALOL 120 MG TAB",18.25
"PI001723","*","SOTALOL 80 MG TAB",16.0285714285714
"PI001724","* ","SPIRONOLACTONE 100 MG TAB",5.75
"PI001725","*","SPIRONOLACTONE 25 MG TAB",4.19846153846154
"PI001736","* ","SUCCINYLCHOLINE 200MG/10ML",4.99332661290323
"PI001737","*","SUCRALFATE 1 GM TAB",6.4969696969697
"PI001738","* ","SUCRALFATE 1000MG/10ML SUSP",21.6
"PI001745","*","SULFAMETHOX/TRIMETH 10ML VIAL",35.1
"PI001747","* ","SULFAMETHOX/TRIMETH 800/160 DS",13
"PI001757","*","SUMATRIPTAN 25 MG TAB",82.2
"PI001760","* ","SUMATRIPTAN 6MG/0.5ML VIAL",163.7
"PI001763","*","TACROLIMUS 1 MG CAP",17.1631578947368
"PI001765","* ","TAMOXIFEN 10 MG TAB",14.05
"PI001767","*","TEMAZEPAM 15 MG CAP",4.95
"PI001770","* ","TENECTEPLASE 50 MG VIAL",9348.39285714286
"PI001771","*","TERBINAFINE 250MG TAB",44.2
"PI001772","* ","TERBUTALINE 1MG/ML AMP",97.3026315789474
"PI001776","*","TERCONAZOLE-7 0.4% CREAM W/APP",120.55
"PI001791","* ","THIAMINE 100 MG TAB",0.299004975124378
"PI001792","*","THIAMINE 100MG/1ML VIAL",17.8176119402985
"PI001822","* ","TIMOLOL 0.5% OPTH SOLN 10ML",100.1625
"PI001840","*","TOPIRAMATE 100 MG TAB",18.75
"PI001842","* ","TOPIRAMATE 200 MG TAB",23.15
"PI001843","*","TOPIRAMATE 25 MG TAB",9.9
"PI001847","* ","TORSEMIDE 10MG TAB",6
"PI001848","*","TORSEMIDE 20 MG TAB",7.01395348837209
"PI001856","* ","TRAZODONE 100 MG TAB",7.55
"PI001857","*","TRAZODONE 50 MG TAB",5.99647887323944
"PI001868","* ","TRIAMCINOLONE 0.1% OINT 15GM",21.6
"PI001870","*","TRIAMCINOLONE 10MG/ML 5ML VIAL",17.68
"PI001871","* ","TRIAMCINOLONE 40MG/ML 5ML VIAL",8.775
"PI001873","*","TRIAMCINOLONE NASAL INH 10GM",17.55
"PI001888","* ","TUBERCULIN PPD SKIN TEST 5 TU/",6.4
"PI001893","*","VALPROIC ACID 100MG/ML 5ML VIA",58.25
"PI001894","* ","VANCOMYCIN 1000MG VIAL                                    01",46.7749419953596
"PI001897","*","VANCOMYCIN 500MG VIAL",55.65
"PI001905","* ","VENLAFAXINE 37.5 MG TAB",8.6
"PI001907","*","VENLAFAXINE 75 MG TAB",8.85
"PI001908","* ","VERAPAMIL 120 MG ER TAB",4.4
"PI001909","*","VERAPAMIL 120 MG TAB",4.95
"PI001910","* ","VERAPAMIL 180 MG ER TAB",7.55
"PI001912","*","VERAPAMIL 240 MG ER TAB",8.1
"PI001915","* ","VERAPAMIL 80 MG TAB",5.741
"PI001918","*","VINCRISTINE 1MG/ML 5ML VIAL",152.375
"PI001921","* ","VITAMIN A & D 5 GM OINT",0.9
"PI001925","*","VITAMIN E 400 UNITS CAP",0.296153846153846
"PI001926","* ","WARFARIN 1 MG TAB",5.73088235294118
"PI001927","*","WARFARIN 10 MG TAB",6
"PI001928","* ","WARFARIN 2 MG TAB",4.95
"PI001929","*","WARFARIN 2.5 MG TAB",5.19393939393939
"PI001930","* ","WARFARIN 5 MG TAB",5.74175257731959
"PI001931","*","WARFARIN 7.5 MG TAB",8.09027777777778
"PI001932","* ","WATER FOR INJECTION 10ML VIAL",4.7
"PI001943","*","ZINC SULFATE 220 MG CAP",0.3
"PI001944","* ","ZIPRASIDONE 20 MG CAP",23.4
"PI001945","*","ZIPRASIDONE 20MG INJ",40.45
"PI001946","* ","ZIPRASIDONE 40 MG CAP",22.4
"PI001947","*","ZIPRASIDONE 60 MG CAP",21.85
"PI001949","* ","ZOLEDRONIC ACID 4 MG INJ",273.785714285714
"PI001952","*","ZOLPIDEM 10 MG TAB",14.05
"PI001953","* ","ZOLPIDEM 5 MG TAB",12.9784946236559
"PI001984","*","ALTEPLASE 2MG INJ",137.714516129032
"PI001996","* ","CARBAMAZEPINE 300 MG CAP",5.75
"PI001997","*","CEFEPIME 1GM INJ",18.4746875
"PI001998","* ","CEFEPIME 2GM INJ",18.5104591836735
"PI002015","*","ENOXAPARIN 120 MG/0.8 ML INJ",21.4291666666667
"PI002016","* ","ENOXAPARIN 150 MG/ML INJ",21.0966666666667
"PI002020","*","FULVESTRANT 50 MG/ML INJ",314.21
"PI002022","* ","GABAPENTIN 800MG TAB",8.1
"PI002025","*","GLIPIZIDE 2.5 MG  XL TAB",4.7
"PI002030","* ","HYDROMORPHONE 2MG INJ",102.618603042877
"PI002031","*","HYDROMORPHONE 4MG INJ                                     01",70
"PI002038","* ","LEVOFLOXACIN 750MG TAB",1.6
"PI002039","*","LIDOCAINE TOPICAL 5% PATCH",26.5394927536232
"PI002040","* ","LORAZEPAM 0.5MG TAB",8.09718875502008
"PI002041","*","MEROPENEM 1000MG VIAL",16.0474691358025
"PI002044","* ","METOPROLOL 50MG TAB",6.49457593688363
"PI002047","*","METRONIDAZOLE 500 MG TAB",2.09603174603175
"PI002048","* ","MIDAZOLAM 5 MG/ML - 10ML INJ",2.751
"PI002049","*","MORPHINE 10 MG/ML PF 20ML AMP",5.9
"PI002051","* ","OLANZAPINE 15 MG TAB",78
"PI002052","*","OXALIPLATIN 50 MG INJ",51.9548306496391
"PI002053","* ","PANTOPRAZOLE 40 MG INJ",90.1838306731436
"PI002057","*","PHENOBARBITAL 30MG TAB",10.67
"PI002060","* ","PREDNISOLONE ACETATE 1% OPHTH",390
"PI002061","*","QUETIAPINE 300 MG TAB",43.7
"PI002065","* ","SODIUM CHLORIDE NASAL 0.65% SO",4.95
"PI002073","*","TOLTERODINE 4 MG CAP",20.8
"PI002075","* ","TOLTERODINE 2 MG CAP",20.8
"PI002077","*","VALSARTAN 80 MG TAB",13.55
"PI002078","* ","VENLAFAXINE 37.5 MG CAP",14.05
"PI002079","*","VENLAFAXINE ER 75 MG CAP",15.35
"PI002080","* ","VENLAFAXINE 150 MG CAP",15.35
"PI002081","*","SODIUM CHLORIDE 3% 500ML",122.75
"PI002100","* ","ATAZANVIR 200MG CAP",55.4
"PI002109","*","MEMANTINE 5 MG TAB",15.1
"PI002110","* ","MEMANTINE 10 MG TAB",17.2
"PI002122","*","SODIUM CHLORIDE 0.9% BOLUS",179.277551020408
"PI002123","* ","LACTATED RINGERS 1000ML BOLUS",231.631637168142
"PI002125","*","SODIUM CHLORIDE 0.45% BOLUS",185.65
"PI002126","* ","D10W 1000ML BOLUS",186.2
"PI002128","*","DILTIAZEM 5MG/ML 5ML VIAL",95.1996153846154
"PI002129","* ","BUPROPION XL 150MG/WELLBUTRIN",18.1125
"PI002130","*","BUPROPION XL 300MG/WELLBUTRIN",18.5
"PI002131","* ","NYSTATIN 100000 UNITS/ML ORAL",8.22350746268657
"PI002133","*","URSODIOL 300MG CAP",19.25
"PI002139","* ","AZITHROMYCIN 500MG VIAL",109.418390804598
"PI002141","*","TRIAMCINOLONE 40MG/ML 1ML VIAL",8.775
"PI002144","* ","OXYCODONE 5M IR TAB",4.94926829268293
"PI002146","*","LEVETIRACETAM 100MG/ML SOLN",8.3452380952381
"PI002147","* ","ONDANSETRON 4MG ODT TAB",21.5175824175824
"PI002150","*","DIAZEPAM 10MG RECTAL KIT",366.9
"PI002156","* ","METAXALONE 800MG TAB",13.3
"PI002158","*","SILVER NITRATE TOPICAL STICK",4.95
"PI002163","* ","TOBRAMYCIN POWDER INJ 1200 MG",38.9333333333333
"PI002164","*","KETAMINE INJ 500MG/5ML VIAL",95.45
"PI002165","* ","MIDAZOLAM 1MG/1ML 5ML VIAL",13.9774647887324
"PI002166","*","MIDAZOLAM 5MG/1ML 1ML VIAL",68.65
"PI002167","* ","MIDAZOLAM 5MG/2.5ML SYRUP",14.5716666666667
"PI002169","*","TRANEXAMIC ACID 100MG/ML 10ML",175.798148148148
"PI002186","* ","CHOLECALCIFEROL (VIT D3) 400 U",0.535087719298246
"PI002189","*","METOPROLOL 50 MG XL TAB",5.9981884057971
"PI002196","* ","METOPROLOL 25MG TAB",1.84187219730942
"PI002197","*","PROMETHAZINE 25MG TAB",1.05
"PI002198","* ","CYANOCOBALAMIN 500 MCG TAB",4.2
"PI002199","*","OCTREOTIDE 500 MCG AMP",11.53125
"PI002202","* ","PREDNISONE 50 MG TAB",0.001
"PI002208","*","PAROXETINE 10 MG TAB",15.35
"PI002212","* ","TRAMADOL 50 MG TAB",6.49366554054054
"PI002214","*","NATEGLINIDE 120MG TAB",6
"PI002226","* ","BEVACIZUMAB 100MG INJ",190.26875
"PI002230","*","TIOTROPIUM 18MCG INH CAP(X DOS",863.4609375
"PI002231","* ","AZACITIDINE 100MG INJ",13.5045
"PI002232","*","EZETIMIBE 10MG TAB",25.4583333333333
"PI002234","* ","CILOSTAZOL 100 MG TAB",11.2
"PI002235","*","CLONIDINE 0.3 MG TAB",5.75
"PI002237","* ","ESTRADIOL 1 MG MICRONIZED TAB",4.7
"PI002239","*","BEVACIZUMAB 400MG INJ",196.575357142857
"PI002248","* ","OXCARBAZEPINE 150 MG TAB",5.98928571428571
"PI002249","*","ARIPIPRAZOLE 5 MG TAB",76.45
"PI002250","* ","CYANOCOBALAMIN 1000 MCG TAB",4.446875
"PI002251","*","DESMOPRESSIN 0.2 MG TAB",18.75
"PI002252","* ","ACETYLCYSTEINE 200 MG/ML INJ",7.83392282958199
"PI002256","*","NAPHAZOL/PHENIRAM OPH SOL 15ML",27.05
"PI002264","* ","MEPERIDINE 50 MG TAB",8.6
"PI002270","*","METOCLOPRAMIDE 5 MG TAB",4.19769230769231
"PI002273","* ","OSELTAMIVIR 75 MG CAP",16.1
"PI002277","*","TOPIRAMATE 25 MG SPRINKLE CAP",8.85
"PI002291","* ","GENTAMICIN PED 10MG/ML",22.2
"PI002300","*","ASP-DIPYRIDAMOLE 25-200MG CAP",18.9318181818182
"PI002301","* ","HEPATITIS B 10MCG/.5ML PED VAC",24.4444444444444
"PI002304","*","TDAP VACCINE",80.0509615384615
"PI002306","* ","HYALURONATE 23MG/ML 0.6ML OPH",104.75
"PI002322","*","ESCITALOPRAM 10MG TAB",13.8
"PI002323","* ","ESCITALOPRAM 20MG TAB",12.7321428571429
"PI002336","*","MIRALAX 17G PKT",9.64261538461538
"PI002339","* ","LORAZEPAM 2MG/ML 10ML VIAL",3.225
