"Procedure Record Name","Unit Charge"
"SCREW LOCKING 3.5 X 30MM 7182-1230","437.00"
"SCREW LOCKING 3.5 X 30MM 73805030","400.00"
"SCREW LOCKING 3.5 X 30MM 7382-5030","400.00"
"SCREW LOCKING 3.5 X 30MM AR-8935L-30","343.00"
"SCREW LOCKING 3.5 X 32 MM 7182-1232","437.00"
"SCREW LOCKING 3.5 X 32MM 212.112","441.00"
"SCREW LOCKING 3.5 X 32MM 30-0244","389.00"
"SCREW LOCKING 3.5 X 32MM 58803532","518.00"
"SCREW LOCKING 3.5 X 32MM 614632","488.00"
"SCREW LOCKING 3.5 X 32MM 73805032","400.00"
"SCREW LOCKING 3.5 X 32MM 7382-5032","400.00"
"SCREW LOCKING 3.5 X 32MM AR-8935L-32","343.00"
"SCREW LOCKING 3.5 X 34MM 212.113","441.00"
"SCREW LOCKING 3.5 X 34MM 58803534","518.00"
"SCREW LOCKING 3.5 X 34MM 614634","488.00"
"SCREW LOCKING 3.5 X 34MM 7182-1234","437.00"
"SCREW LOCKING 3.5 X 34MM 7382-5034","400.00"
"SCREW LOCKING 3.5 X 34MM AR-8835L-34","392.00"
"SCREW LOCKING 3.5 X 34MM AR-8935L-34","343.00"
"SCREW LOCKING 3.5 X 36MM 212.115","441.00"
"SCREW LOCKING 3.5 X 36MM 30-0246","389.00"
"SCREW LOCKING 3.5 X 36MM 412.115","441.00"
"SCREW LOCKING 3.5 X 36MM 7182-1236","437.00"
"SCREW LOCKING 3.5 X 36MM 73805036","89.00"
"SCREW LOCKING 3.5 X 36MM 73805036","400.00"
"SCREW LOCKING 3.5 X 36MM 7382-5036","400.00"
"SCREW LOCKING 3.5 X 36MM AR-8935L-36","343.00"
"SCREW LOCKING 3.5 X 36MM COL-3360","403.00"
"SCREW LOCKING 3.5 X 38 MM 7182-1238","437.00"
"SCREW LOCKING 3.5 X 38MM","403.00"
"SCREW LOCKING 3.5 X 38MM 212.116","441.00"
"SCREW LOCKING 3.5 X 38MM 73805038","89.00"
"SCREW LOCKING 3.5 X 38MM 73805038","400.00"
"SCREW LOCKING 3.5 X 38MM 7382-5038","400.00"
"SCREW LOCKING 3.5 X 38MM AR-8935L-38","343.00"
"SCREW LOCKING 3.5 X 40 MM 30-0248","389.00"
"SCREW LOCKING 3.5 X 40MM 212.117","441.00"
"SCREW LOCKING 3.5 X 40MM 73805040","400.00"
"SCREW LOCKING 3.5 X 40MM 7382-5040","400.00"
"SCREW LOCKING 3.5 X 42MM 212.118","441.00"
"SCREW LOCKING 3.5 X 42MM 7382-5042","400.00"
"SCREW LOCKING 3.5 X 44MM 7382-5044","400.00"
"SCREW LOCKING 3.5 X 45MM 212.119","441.00"
"SCREW LOCKING 3.5 X 45MM 30-0249","389.00"
"SCREW LOCKING 3.5 X 45MM 7382-4045","89.00"
"SCREW LOCKING 3.5 X 46 MM 7182-1246","441.00"
"SCREW LOCKING 3.5 X 46MM 7382-5046","400.00"
"SCREW LOCKING 3.5 X 48MM 7382-5048","400.00"
"SCREW LOCKING 3.5 X 50MM 212.121","441.00"
"SCREW LOCKING 3.5 X 50MM 30-0250","471.00"
"SCREW LOCKING 3.5 X 50MM 73805050","400.00"
"SCREW LOCKING 3.5 X 50MM 7382-5050","400.00"
"SCREW LOCKING 3.5 X 55 MM 7182-5055","380.00"
"SCREW LOCKING 3.5 X 55MM 212.123","441.00"
"SCREW LOCKING 3.5 X 60 MM 7182-5060","380.00"
"SCREW LOCKING 3.5 X 60MM 212.124","441.00"
"SCREW LOCKING 3.5 X 60MM 614660","488.00"
"SCREW LOCKING 3.5 X 60MM 73805060","400.00"
"SCREW LOCKING 3.5 X 60MM 7382-4060","89.00"
"SCREW LOCKING 3.5 X 60MM 7382-5060","400.00"
"SCREW LOCKING 3.5 X 70 MM 7182-1270","476.00"
"SCREW LOCKING 3.5 X 8MM 30-0232","389.00"
"SCREW LOCKING 3.5 X 8MM 71821208","441.00"
"SCREW LOCKING 3.5 X34 30-0245","389.00"
"SCREW LOCKING 3.5MM X 12MM 7182-1212","437.00"
"SCREW LOCKING 3.5MM X 12MM 7182-5012","416.00"
"SCREW LOCKING 3.5MM X 14 MM 38803514","717.00"
"SCREW LOCKING 3.5MM X 14MM 7182-5014","416.00"
"SCREW LOCKING 3.5MM X 18MM 7182-5018","416.00"
"SCREW LOCKING 3.5MM X 22MM 7182-1222","471.00"
"SCREW LOCKING 3.5MM X 48MM 71821248","441.00"
"SCREW LOCKING 3.5MMX16MM 7182-5016","416.00"
"SCREW LOCKING 3.5X12MM AR-8835L-12","392.00"
"SCREW LOCKING 3.5X14MM 7182-1214","437.00"
"SCREW LOCKING 3.5X14MM AR-8835L-14","392.00"
"SCREW LOCKING 3.5X14MM T10 40-35614","463.00"
"SCREW LOCKING 3.5X16MM 7182-1216","437.00"
"SCREW LOCKING 3.5X16MM 7382-5016","400.00"
"SCREW LOCKING 3.5X40MM","416.00"
"SCREW LOCKING 3.5X40MM 7182-1240","476.00"
"SCREW LOCKING 3.5X40MM COL-3400","403.00"
"SCREW LOCKING 3.5X44MM 7182-1244","441.00"
"SCREW LOCKING 3.5X48MM 212.120","441.00"
"SCREW LOCKING 3.5X50MM","380.00"
"SCREW LOCKING 3.5X50MM 7182-1250","476.00"
"SCREW LOCKING 3.5X55MM 7182-1255","437.00"
"SCREW LOCKING 3.5X65MM 212.125","441.00"
"SCREW LOCKING 3.5X70MM 212.126","441.00"
"SCREW LOCKING 3.5X75MM 212.127","441.00"
"SCREW LOCKING 3.5X80MM 212.128","441.00"
"SCREW LOCKING 3.5X85MM 212.129","441.00"
"SCREW LOCKING 3.5X90MM 212.130","441.00"
"SCREW LOCKING 3.5X95MM 212.131","441.00"
"SCREW LOCKING 30MM A-5750.30","271.00"
"SCREW LOCKING 4 X 24MM 04.005.414","525.00"
"SCREW LOCKING 4 X 32MM 1896-4032S","468.00"
"SCREW LOCKING 4.0 18M  458.818","575.00"
"SCREW LOCKING 4.0 24M  458.824","575.00"
"SCREW LOCKING 4.0 X 14MM 371514","470.00"
"SCREW LOCKING 4.0 X 15MM 371516","470.00"
"SCREW LOCKING 4.0 X 18MM 371518","470.00"
"SCREW LOCKING 4.0 X 20MM 371520","470.00"
"SCREW LOCKING 4.0 X 22MM 370522","399.00"
"SCREW LOCKING 4.0 X 22MM 371522","470.00"
"SCREW LOCKING 4.0 X 28 MM 371528","470.00"
"SCREW LOCKING 4.0 X 30MM 04.802.213","995.00"
"SCREW LOCKING 4.0 X 32MM 371532","470.00"
"SCREW LOCKING 4.0 X 34MM 371534","470.00"
"SCREW LOCKING 4.0 X 40MM 371540","470.00"
"SCREW LOCKING 4.0 X 60 MM 371560","470.00"
"SCREW LOCKING 4.0 X 70 MM 371570","470.00"
"SCREW LOCKING 4.0X24MM 371524","470.00"
"SCREW LOCKING 4.0X26MM 371526","470.00"
"SCREW LOCKING 4.0X30MM 371530","470.00"
"SCREW LOCKING 4.0X36MM 371536","470.00"
"SCREW LOCKING 4.0X38MM 371538","470.00"
"SCREW LOCKING 4.0X42MM 371542","470.00"
"SCREW LOCKING 4.0X44MM 371544","470.00"
"SCREW LOCKING 4.0X46MM 371546","470.00"
"SCREW LOCKING 4.0X48MM 371548","470.00"
"SCREW LOCKING 4.0X50MM 371550","529.00"
"SCREW LOCKING 4.0X55MM 371555","470.00"
"SCREW LOCKING 4.0X65MM 371565","470.00"
"SCREW LOCKING 4.0X75MM 371575","470.00"
"SCREW LOCKING 4.0X80MM 371580","470.00"
"SCREW LOCKING 4.0X85MM 371585","470.00"
"SCREW LOCKING 4.3 X 18MM 3011-43018","433.00"
"SCREW LOCKING 4.3 X 20 MM 3011-43020","433.00"
"SCREW LOCKING 4.3 X 22 MM 3011-43022","433.00"
"SCREW LOCKING 4.3 X 26 MM 3011-43026","399.00"
"SCREW LOCKING 4.3 X 26MM 3011-43026","433.00"
"SCREW LOCKING 4.3 X 28 MM 3011-43028","433.00"
"SCREW LOCKING 4.3 X 30 MM 3011-43030","433.00"
"SCREW LOCKING 4.3 X 32MM 3011-43032","433.00"
"SCREW LOCKING 4.3 X 34 MM 3011-43034","433.00"
"SCREW LOCKING 4.3 X 36 MM 3011-43036","433.00"
"SCREW LOCKING 4.3 X 38 MM 3011-43038","433.00"
"SCREW LOCKING 4.3 X 40 MM 3011-43040","433.00"
"SCREW LOCKING 4.3 X 42 MM 3011-43042","433.00"
"SCREW LOCKING 4.3 X 44MM 3011-43044","433.00"
"SCREW LOCKING 4.3 X 46MM 3011-43046","433.00"
"SCREW LOCKING 4.3 X 50MM 3011-43050","433.00"
"SCREW LOCKING 4.3 X 52MM 3011-43052","433.00"
"SCREW LOCKING 4.5 MM X 18 MM 73827018","397.00"
"SCREW LOCKING 4.5 X 10 MM 7182-7010","419.00"
"SCREW LOCKING 4.5 X 10MM 73827010","397.00"
"SCREW LOCKING 4.5 X 12MM 73827012","488.00"
"SCREW LOCKING 4.5 X 14 MM 7182-7014","419.00"
"SCREW LOCKING 4.5 X 16MM 73827016","397.00"
"SCREW LOCKING 4.5 X 18MM DWD018","399.00"
"SCREW LOCKING 4.5 X 20MM 7182-7020","419.00"
"SCREW LOCKING 4.5 X 20MM 7382-7020","397.00"
"SCREW LOCKING 4.5 X 20MM DWD020","399.00"
"SCREW LOCKING 4.5 X 24MM 7382-4024","397.00"
"SCREW LOCKING 4.5 X 26MM 7382-7026","397.00"
"SCREW LOCKING 4.5 X 26MM DWD026","399.00"
"SCREW LOCKING 4.5 X 28MM 7382-7028","397.00"
"SCREW LOCKING 4.5 X 29MM DWD029","399.00"
"SCREW LOCKING 4.5 X 30MM 7382-7030","397.00"
"SCREW LOCKING 4.5 X 32MM 7382-4032","397.00"
"SCREW LOCKING 4.5 X 32MM DWD032","399.00"
"SCREW LOCKING 4.5 X 34 MM 7182-7034","419.00"
"SCREW LOCKING 4.5 X 34MM 7382-7034","397.00"
"SCREW LOCKING 4.5 X 35MM DWD035","399.00"
"SCREW LOCKING 4.5 X 36MM 130770036","403.00"
"SCREW LOCKING 4.5 X 36MM 7382-7036","397.00"
"SCREW LOCKING 4.5 X 38MM 7382-7038","397.00"
"SCREW LOCKING 4.5 X 40 MM 7182-7040","419.00"
"SCREW LOCKING 4.5 X 40MM 7382-7040","397.00"
"SCREW LOCKING 4.5 X 41MM DWD041","399.00"
"SCREW LOCKING 4.5 X 42MM 7382-7042","397.00"
"SCREW LOCKING 4.5 X 44 MM 7182-7044","419.00"
"SCREW LOCKING 4.5 X 44MM 7382-7044","397.00"
"SCREW LOCKING 4.5 X 44MM DWD044","399.00"
"SCREW LOCKING 4.5 X 46MM 7382-7046","397.00"
"SCREW LOCKING 4.5 X 48MM 7382-7048","397.00"
"SCREW LOCKING 4.5 X 50MM 7382-7050","397.00"
"SCREW LOCKING 4.5 X 58 MM 73827058","397.00"
"SCREW LOCKING 4.5 X 60MM 7382-7060","397.00"
"SCREW LOCKING 4.5 X 66MM 7182-7066","419.00"
"SCREW LOCKING 4.5 X 68MM 7182-7068","419.00"
"SCREW LOCKING 4.5 X 70MM 7382-7070","397.00"
"SCREW LOCKING 4.5MM X 26MM 7182-7026","419.00"
"SCREW LOCKING 4.5MM X 26MM 7182-7028","419.00"
"SCREW LOCKING 4.5MM X 30MM 7182-7030","419.00"
"SCREW LOCKING 4.5MM X 32MM 7182-7032","419.00"
"SCREW LOCKING 4.5MM X 36MM 7182-7036","419.00"
"SCREW LOCKING 4.5MM X 48MM 7182-7048","419.00"
"SCREW LOCKING 4.5MM X 50MM 7182-7050","419.00"
"SCREW LOCKING 4.5MM X 70MM 7182-7070","419.00"
"SCREW LOCKING 4.5MM X 74MM 7182-7074","419.00"
"SCREW LOCKING 4.5MMX76MM 7182-7076","419.00"
"SCREW LOCKING 4MM A-5250.04","435.00"
"SCREW LOCKING 4X20MM 04.005.410","525.00"
"SCREW LOCKING 4X20MM 04.005.410S","662.00"
"SCREW LOCKING 4X22MM 04.005.412","525.00"
"SCREW LOCKING 4X24MM 04.005.414S","662.00"
"SCREW LOCKING 4X26MM 04.005.416S","525.00"
"SCREW LOCKING 4X26MM 458.826","575.00"
"SCREW LOCKING 4X28MM 04.005.418","525.00"
"SCREW LOCKING 4X28MM 458.828","575.00"
"SCREW LOCKING 4X30MM 04.005.420","525.00"
"SCREW LOCKING 4X30MM 04.802.208","1057.00"
"SCREW LOCKING 4X30MM 458.830","575.00"
"SCREW LOCKING 4X32MM 04.005.422","525.00"
"SCREW LOCKING 4X32MM 04.005.422S","662.00"
"SCREW LOCKING 4X34MM 04.005.424","525.00"
"SCREW LOCKING 4X34MM 04.005.434","525.00"
"SCREW LOCKING 4X34MM 458.834","575.00"
"SCREW LOCKING 4X36MM 04.005.426","525.00"
"SCREW LOCKING 4X36MM 04.005.426S","662.00"
"SCREW LOCKING 4X36MM 04.005.428","525.00"
"SCREW LOCKING 4X36MM 458.836","575.00"
"SCREW LOCKING 4X38MM 04.005.428S","662.00"
"SCREW LOCKING 4X40MM 04.005.430","525.00"
"SCREW LOCKING 4X40MM 458.840","575.00"
"SCREW LOCKING 4X42MM 04.005.32","525.00"
"SCREW LOCKING 4X42MM 458.842","575.00"
"SCREW LOCKING 4X44MM 458.844","575.00"
"SCREW LOCKING 4X46MM 04.005.436","525.00"
"SCREW LOCKING 4X46MM 458.846","575.00"
"SCREW LOCKING 4X48MM 458.848","575.00"
"SCREW LOCKING 4X50MM 04.005.440","525.00"
"SCREW LOCKING 4X50MM 458.850","575.00"
"SCREW LOCKING 4X52MM 458.852","575.00"
"SCREW LOCKING 4X54MM 458.854","575.00"
"SCREW LOCKING 4X56MM 458.856","575.00"
"SCREW LOCKING 4X58MM 458.858","575.00"
"SCREW LOCKING 4X60MM 458.860","575.00"
"SCREW LOCKING 4X62MM 04.005.452","525.00"
"SCREW LOCKING 4X62MM 458.862","575.00"
"SCREW LOCKING 4X64MM 04.005.454","525.00"
"SCREW LOCKING 4X64MM 458.864","575.00"
"SCREW LOCKING 4X66MM 04.005.456","525.00"
"SCREW LOCKING 4X66MM 458.866","575.00"
"SCREW LOCKING 4X68MM 04.005.458","525.00"
"SCREW LOCKING 4X68MM 458.868","575.00"
"SCREW LOCKING 4X70MM 04.005.460","525.00"
"SCREW LOCKING 4X70MM 458.870","575.00"
"SCREW LOCKING 4X72MM 458.872","575.00"
"SCREW LOCKING 4X74MM 04.005.464","525.00"
"SCREW LOCKING 4X74MM 458.874","575.00"
"SCREW LOCKING 4X76MM 04.005.466","525.00"
"SCREW LOCKING 4X76MM 458.876","575.00"
"SCREW LOCKING 4X78MM 04.005.468","525.00"
"SCREW LOCKING 4X78MM 458.878","575.00"
"SCREW LOCKING 4X80MM 04.005.470","525.00"
"SCREW LOCKING 4X80MM 458.880","575.00"
"SCREW LOCKING 5 X 27.5MM 1896-5027S","476.00"
"SCREW LOCKING 5 X 35MM","476.00"
"SCREW LOCKING 5 X 64MM FOR IM NAILS 04.005.554","525.00"
"SCREW LOCKING 5.0 X 20MM 371320","395.00"
"SCREW LOCKING 5.0 X 28MM 371334","395.00"
"SCREW LOCKING 5.0 X 32 MM 371332","562.00"
"SCREW LOCKING 5.0 X 34MM 661134","692.00"
"SCREW LOCKING 5.0 X 36 MM 371336","395.00"
"SCREW LOCKING 5.0 X 38 MM 371338","395.00"
"SCREW LOCKING 5.0 X 38MM 661138","692.00"
"SCREW LOCKING 5.0 X 40 MM 371340","395.00"
"SCREW LOCKING 5.0 X 40MM 661140","692.00"
"SCREW LOCKING 5.0 X 42MM 371342","395.00"
"SCREW LOCKING 5.0 X 44MM 371344","395.00"
"SCREW LOCKING 5.0 X 46 MM 371346","395.00"
"SCREW LOCKING 5.0 X 48MM 371348","395.00"
"SCREW LOCKING 5.0 X 50MM 371350","395.00"
"SCREW LOCKING 5.0 X 80 MM 371380","395.00"
"SCREW LOCKING 5.0 X 85 MM 371385","395.00"
"SCREW LOCKING 5.0 X 85MM 661185","692.00"
"SCREW LOCKING 5.0 X 90MM 661190","692.00"
"SCREW LOCKING 5.0MM 28MM 04.034.755S","2782.00"
"SCREW LOCKING 5.0X26MM 422.392","642.00"
"SCREW LOCKING 5.0X28MM","395.00"
"SCREW LOCKING 5.0X40MM 422.393","642.00"
"SCREW LOCKING 5.0X55MM 422.394","642.00"
"SCREW LOCKING 5.0X65MM 422.395","642.00"
"SCREW LOCKING 5.0X75MM 422.396","642.00"
"SCREW LOCKING 5.0X85MM 422.397","642.00"
"SCREW LOCKING 5.7 X 25MM 7182-8025","749.00"
"SCREW LOCKING 5.7 X 40 MM 7182-8040","749.00"
"SCREW LOCKING 5.7 X 45MM 7182-8045","749.00"
"SCREW LOCKING 5.7 X 55MM 7382-8055","749.00"
"SCREW LOCKING 5.7 X 65MM 7382-8065","749.00"
"SCREW LOCKING 5.7 X 90MM 7182-8090","749.00"
"SCREW LOCKING 5MM A-5250.05","435.00"
"SCREW LOCKING 5MM X 10MM 71802010","261.00"
"SCREW LOCKING 5MM X 14MM 71802014","224.00"
"SCREW LOCKING 5MMX80MM 04.005.570","525.00"
"SCREW LOCKING 5X20MM","426.00"
"SCREW LOCKING 5X26MM 04.005.516","525.00"
"SCREW LOCKING 5X28MM 04.005.518","525.00"
"SCREW LOCKING 5X28MM 04.005.518S","662.00"
"SCREW LOCKING 5X30MM 04.005.520","525.00"
"SCREW LOCKING 5X30MM 04.015.520","597.00"
"SCREW LOCKING 5X32MM 04.005.522S","662.00"
"SCREW LOCKING 5X34MM 04.005.524","525.00"
"SCREW LOCKING 5X35MM 04.015.525","597.00"
"SCREW LOCKING 5X36MM 04.005.526","525.00"
"SCREW LOCKING 5X38MM 04.005.528","525.00"
"SCREW LOCKING 5X38MM 04.005.528S","662.00"
"SCREW LOCKING 5X40MM 04.005.530","525.00"
"SCREW LOCKING 5X40MM 04.015.530","597.00"
"SCREW LOCKING 5X42MM 04.005.532","525.00"
"SCREW LOCKING 5X44MM 04.005.534","525.00"
"SCREW LOCKING 5X45MM 04.015.535","597.00"
"SCREW LOCKING 5X46MM","426.00"
"SCREW LOCKING 5X46MM 04.005.536","525.00"
"SCREW LOCKING 5X48MM 04.005.538","525.00"
"SCREW LOCKING 5X48MM 04.005.538S","662.00"
"SCREW LOCKING 5X50MM 04.005.540","525.00"
"SCREW LOCKING 5X50MM 04.015.540","597.00"
"SCREW LOCKING 5X52MM 04.005.542","525.00"
"SCREW LOCKING 5X54MM 04.005.544","525.00"
"SCREW LOCKING 5X55MM 04.015.545","597.00"
"SCREW LOCKING 5X56MM 04.005.546","525.00"
"SCREW LOCKING 5X58MM 04.005.548","525.00"
"SCREW LOCKING 5X60MM 04.005.550S","662.00"
"SCREW LOCKING 5X60MM 04.015.550","597.00"
"SCREW LOCKING 5X62MM 04.005.552","525.00"
"SCREW LOCKING 5X64MM 04.005.554S","662.00"
"SCREW LOCKING 5X65MM 04.015.555","597.00"
"SCREW LOCKING 5X66MM 04.005.556","525.00"
"SCREW LOCKING 5X68MM 04.005.558","525.00"
"SCREW LOCKING 5X70MM 04.005.550","525.00"
"SCREW LOCKING 5X70MM 04.005.560","525.00"
"SCREW LOCKING 5X70MM 04.015.560","597.00"
"SCREW LOCKING 5X72MM 04.005.562S","662.00"
"SCREW LOCKING 5X74MM 04.005.564","525.00"
"SCREW LOCKING 5X75MM 04.015.565","597.00"
"SCREW LOCKING 5X76MM 04.005.566","525.00"
"SCREW LOCKING 5X78MM 04.005.568","525.00"
"SCREW LOCKING 5X80MM 04.005.570","525.00"
"SCREW LOCKING 5X80MM 04.015.570","597.00"
"SCREW LOCKING 5X85MM 04.015.575","597.00"
"SCREW LOCKING 5X90MM 04.015.580","597.00"
"SCREW LOCKING 6.0 X 72MM 04.005.662","525.00"
"SCREW LOCKING 6.5X24MM 04.202.024","960.00"
"SCREW LOCKING 6.5X26MM 04.202.026","960.00"
"SCREW LOCKING 6MM 53-17006E","302.00"
"SCREW LOCKING 6MM A-5250.06","435.00"
"SCREW LOCKING 6X100MM 04.005.690","525.00"
"SCREW LOCKING 6X14MM 04.005.624","525.00"
"SCREW LOCKING 6X26MM 04.005.616","525.00"
"SCREW LOCKING 6X32MM 04.005.622","525.00"
"SCREW LOCKING 6X85MM 04.005.675","525.00"
"SCREW LOCKING 7MM 53-17007E","302.00"
"SCREW LOCKING 7MM A-5250.07","435.00"
"SCREW LOCKING 7MM A-5450.07","435.00"
"SCREW LOCKING 8MM 04.501.018.01","665.00"
"SCREW LOCKING 8MM 53-17008E","302.00"
"SCREW LOCKING 8MM A-5250.08","435.00"
"SCREW LOCKING 8MM A-5450.08","435.00"
"SCREW LOCKING 9MM 53-17009E","302.00"
"SCREW LOCKING 9MM A-5250.09","435.00"
"SCREW LOCKING 9MM A-5450.09","435.00"
"SCREW LOCKING ANTEGRA 6.5X22MM 04.202.022","960.00"
"SCREW LOCKING CANCELLOUS 4.0 X 44MM 8161-40-044","379.00"
"SCREW LOCKING CANCELLOUS 4.0 X 55","379.00"
"SCREW LOCKING CANN 7.3 X 110MM 02.207.110","839.00"
"SCREW LOCKING CANN 7.3 X 115MM 02.207.115","839.00"
"SCREW LOCKING CANN 7.3 X 20MM 02.207.020","820.00"
"SCREW LOCKING CANN 7.3 X 40MM 02.207.040","820.00"
"SCREW LOCKING CANN 7.3 X 50MM 02.207.050","820.00"
"SCREW LOCKING CANN 7.3 X 90MM 02.207.090","820.00"
"SCREW LOCKING CANNULATED 5.0 X 25MM 02.205.025","590.00"
"SCREW LOCKING CANNULATED 5.0 X 90MM 02.231.690","717.00"
"SCREW LOCKING CANNULATED 5X85MM 02.205.085","590.00"
"SCREW LOCKING CANNULATED 7.3 X 60MM 02.207.060","820.00"
"SCREW LOCKING CANNULATED 7.3X25MM 02.207.025","820.00"
"SCREW LOCKING CORTEX 1.5 X 12 MM 7182-2412","317.00"
"SCREW LOCKING CORTICAL 3.5 X 14MM 8161-35-014","379.00"
"SCREW LOCKING CORTICAL 3.5 X 16MM 8161-35-016","379.00"
"SCREW LOCKING CORTICAL 3.5 X 20MM 8161-35-020","379.00"
"SCREW LOCKING CORTICAL 3.5 X 22MM 8161-35-022","379.00"
"SCREW LOCKING CORTICAL 3.5 X 44MM 8161-35-044","379.00"
"SCREW LOCKING CORTICAL3.5 X 28MM 58803528","624.00"
"SCREW LOCKING FOR IM NAILS 5.0 X 95 MM 04.005.585","525.00"
"SCREW LOCKING FT 5 X 105MM 1896-5105S","476.00"
"SCREW LOCKING FULL THREAD 100MM 1896-5100S","476.00"
"SCREW LOCKING FULL THREAD 4X26MM 1896-4026S","468.00"
"SCREW LOCKING FULL THREAD 5 X 65MM 1865-5065S","476.00"
"SCREW LOCKING FULL THREAD 70MM","476.00"
"SCREW LOCKING FULL THREAD 85MM 1896-5085S","476.00"
"SCREW LOCKING FULL THREAD 90MM 1896-5090S","476.00"
"SCREW LOCKING FULL THREAD 95MM 1896-5095S","476.00"
"SCREW LOCKING FULLEY THREADED 04X45MM 1896-4045S","468.00"
"SCREW LOCKING FULLY THREADED 04 X 30 MM 1896-4030S","468.00"
"SCREW LOCKING FULLY THREADED 04 X 40MM 1896-4040S","468.00"
"SCREW LOCKING FULLY THREADED 04 X 50 MM 1896-4050S","468.00"
"SCREW LOCKING FULLY THREADED 05 X 25 MM 1896-5025S","476.00"
"SCREW LOCKING FULLY THREADED 4 X 55 MM 1896-4055S","468.00"
"SCREW LOCKING HEXALOBE 3.0 X 30MM 30-0289","389.00"
"SCREW LOCKING HEXALOBE 3.0 X 32MM 30-0290","389.00"
"SCREW LOCKING HEXALOBE 3.0 X 34MM 30-0291","389.00"
"SCREW LOCKING HEXALOBE 3.0 X 36MM 30-0292","389.00"
"SCREW LOCKING INTEGRA 6.5 X 28MM 04.202.028","960.00"
"SCREW LOCKING INTEGRA 6.5 X 32MM 04.202.032","1087.00"
"SCREW LOCKING LOCKING 5.7 X 90 MM  71808095","729.00"
"SCREW LOCKING MDTP 2.7 X 14MM 1312-27-314","594.00"
"SCREW LOCKING MDTP 2.7 X 20MM 1312-27-320","594.00"
"SCREW LOCKING MDTP 2.7 X 22MM 1312-27-322","594.00"
"SCREW LOCKING MDTP 2.7 X 26MM 1312-27-326","594.00"
"SCREW LOCKING MDTP 2.7 X 28MM 1312-27-328","594.00"
"SCREW LOCKING METAGLENE 4.5X18MM LG","403.00"
"SCREW LOCKING METAGLENE 4.5X24MM LG","403.00"
"SCREW LOCKING METAGLENE 4.5X30MM LG 130790030","403.00"
"SCREW LOCKING METAGLENE 4.5X36MM LG","403.00"
"SCREW LOCKING METAGLENE 4.5X42MM LG 130790042","403.00"
"SCREW LOCKING METAGLENE 4.5X48MM LG","403.00"
"SCREW LOCKING PART THREADED KNEE 18915055S","571.00"
"SCREW LOCKING PARTIALLY THREADED 1891-5035S","501.00"
"SCREW LOCKING PARTIALLY THREADED 4 X 26 MM 1891-4026S","468.00"
"SCREW LOCKING PARTIALLY THREADED 4 X 50 MM1891-4050S","468.00"
"SCREW LOCKING POLY 5.5 X 45MM 8153-55-045","535.00"
"SCREW LOCKING POLY 5.5 X 50MM 8153-55-050","535.00"
"SCREW LOCKING POLY 5.5 X 60MM 8153-55-060","592.00"
"SCREW LOCKING RECON 2.4 X 10 81-2510","379.00"
"SCREW LOCKING RECON 2.4 X 12MM 81-2512","379.00"
"SCREW LOCKING RECON 2.4 X 14MM 81-2514","379.00"
"SCREW LOCKING RECON 2.4 X 8MM 81-2508","379.00"
"SCREW LOCKING SELF DRILL 5X85MM 213.845","642.00"
"SCREW LOCKING SELF TAP STRDRV 2.0X7MM 201.877","403.00"
"SCREW LOCKING SELF TAP STRDRV 2.7 X 48MM 202.248","418.00"
"SCREW LOCKING SELF TAPPING 2 X 11MM 201.881","403.00"
"SCREW LOCKING SELF TAPPING 2 X 9MM 201.879","403.00"
"SCREW LOCKING SELF TAPPING 3.5 X 10MM 71801210","441.00"
"SCREW LOCKING SELF TAPPING 3.5 X 14MM 71801214","441.00"
"SCREW LOCKING SELF TAPPING STARDRIVE 2.0 X 10MM 201.880","403.00"
"SCREW LOCKING SELF TAPPING TI 3.5 X 26MM 412.109","441.00"
"SCREW LOCKING SELF TAPPING TI 3.5 X 28MM 412.110","441.00"
"SCREW LOCKING SELF TAPPING TI 3.5 X 60MM 412.124","441.00"
"SCREW LOCKING SELF-TAPPING 3.5 X 44 MM 212.134","441.00"
"SCREW LOCKING SELF-TAPPING SDRV 16MM X 90MM 408.413","729.00"
"SCREW LOCKING SELF-TAPPNG STR DRV 2.0 X 20MM 201.890","403.00"
"SCREW LOCKING SELF-TAPPNG STR DRV 2.0 X 22MM 201.892","403.00"
"SCREW LOCKING SELF-TAPPNG STR DRV 2.0 X 24MM 201.894","403.00"
"SCREW LOCKING SELF-TAPPNG STR DRV 2.0 X 26MM 201.896","403.00"
"SCREW LOCKING SELF-TAPPNG STR DRV 2.0 X 28MM 201.898","403.00"
"SCREW LOCKING SHOULDER 4.5 X 47MM DWD047","399.00"
"SCREW LOCKING SLF TAP 2.4X26MM 212.826","403.00"
"SCREW LOCKING SLF TAP 2X12MM 201.882","403.00"
"SCREW LOCKING SLF TAP 2X14MM 201.884","403.00"
"SCREW LOCKING SLF TAP 2X18MM 201.888","403.00"
"SCREW LOCKING SLF TAP STR DR 2.4X6MM 212.806","403.00"
"SCREW LOCKING SLF TAP STRDRV 2.0X16MM 201.886","403.00"
"SCREW LOCKING SLF TAP STRDRV 2.0X6MM 201.876","403.00"
"SCREW LOCKING SLF TAP STRDRV 2.0X8MM 201.878","403.00"
"SCREW LOCKING SLF TAP STRDRV 2.4X8MM 212.808","403.00"
"SCREW LOCKING SLF TAP STRDRV 2.7X36MM 202.236","418.00"
"SCREW LOCKING SLF TAP STRDRV 2.7X40MM 202.240","418.00"
