"Charge Code",,"Charge Description","Fee Schedule"
"SP000423",,"CATH URETH 16FR 5ML SIL FLY 2W",44
"SP000427",,"CATH ART 110CM 8FR TD CCO PCNG",162
"SP000428",,"CATH THERMODILUTIN 5FR",306
"SP000429",,"CATH ART 110CM 7.5FR 831HF75",213
"SP000430",,"KIT ART LINE 1.75IN 20GA .018",51
"SP000431",,"KIT CATH INTRODUCER 8.5FR                  02",426
"SP000434",,"CATH INTRAORTIC BAL 9.5FR 40CC",1452
"SP000448",,"CATH ROB-NEL 12FRX16IN PLASTIC",2
"SP000449",,"CATH ROB-NEL 14FRX16IN PLASTIC",2
"SP000459",,"CATH SUCTION W/CONTROL 6FR",1
"SP000460",,"CATH SUCTION W/CONTROL 8FR",1
"SP000461",,"CATH SUCTION W/CONTROL 10FR",1
"SP000462",,"CATH SUCTION W/CONTROL 12FR",1
"SP000463",,"CATH SUCTION W/CONTROL 14FR",1
"SP000475",,"CATH TROCAR STR 28FR X 16IN",54
"SP000490",,"TUBE NG 48IN 16FR W/REFLUX VLV",19
"SP000492",,"TUBE ET 5MM NSL ORAL CUFF HVT",9
"SP000493",,"TUBE ET 6MM NSL ORAL CUFF HVT",7
"SP000494",,"TUBE ET 6.5MM SHERIDAN NSL",7
"SP000495",,"TUBE ET 7MM NSL ORAL CUFF HVT",7
"SP000496",,"TUBE ET 7.5MM SHERIDAN NSL",7
"SP000497",,"TUBE ET 8MM NSL ORAL CUFF HVT",7
"SP000499",,"TUBE ET 9MM NSL ORAL CUFF HVT",7
"SP000501",,"TUBE ET 5.5MM NSL ORAL CUFF",7
"SP000502",,"TUBE NG 39IN 20FR BLN CATH",1129
"SP000507",,"TUBE ET 3MM NSL ORAL UNCUF",5
"SP000509",,"TUBE ET 4MM SHERIDAN NSL ORAL",5
"SP000510",,"TUBE ET 4.5MM SHERIDAN NSL",5
"SP000514",,"TUBE ET 6.5MM NSL ORAL UNCUF",5
"SP000523",,"TUBE NG 48IN 14FR",4
"SP000524",,"SYS 10FR VNYL PORT RADOPQ 1W",44
"SP000525",,"TUBE NG 48IN 18FR",4
"SP000526",,"TUBE NG 48IN 16FR",4
"SP000527",,"TUBE NG 48IN 12FR",4
"SP000532",,"TUBE NG 48IN 18FR 4 EYE FEED",167
"SP000544",,"TUBE FEED 10FR W/STYLET SILK",76
"SP000548",,"TUBE 5MM CUFF LPRES CANN SHLY",159
"SP000549",,"TUBE 6.4MM CUFF LPRES CANN",159
"SP000550",,"TUBE 7.6MM CUFF LPRES CANN",159
"SP000551",,"TUBE 8.9MM CUFF LPRES CANN",159
"SP000552",,"TUBE 5MM CUFF LPRES FEN CANN",169
"SP000553",,"TUBE 6.4MM CUFF LPRES FEN CANN",169
"SP000554",,"TUBE 7.6MM CUFF LPRES FEN CANN",169
"SP000556",,"TUBE 5MM UNCUF FEN SHLY TRACH",183
"SP000557",,"TUBE 6.4MM UNCUF FEN SHLY",183
"SP000558",,"TUBE TRACH FEN UNCUFF SZ 8",183
"SP000559",,"TUBE TRACH FEN UNCUFF SZ 10",183
"SP000560",,"TUBE 5MM UNCUF NFEN SHLY TRACH",172
"SP000561",,"TUBE 6.4MM UNCUF NFEN SHLY",172
"SP000562",,"TUBE 7.6MM UNCUF NFEN SHLY",172
"SP000564",,"TUBE 4.5MM UNCUF OBTRTR SHLY",136
"SP000565",,"TUBE 3MM UNCUF OBTRTR SHLY",136
"SP000566",,"TUBE 3.5MM UNCUF OBTRTR SHLY",136
"SP000567",,"TUBE 4MM UNCUF OBTRTR SHLY",136
"SP000568",,"TUBE 5MM UNCUF OBTRTR SHLY",136
"SP000569",,"TUBE 5.5MM UNCUF OBTRTR SHLY",136
"SP000570",,"TUBE 4MM UNCUF OBTRTR LWR FLNG",136
"SP000571",,"TUBE 3MM UNCUF OBTRTR LWR FLNG",136
"SP000572",,"TUBE 3.5MM UNCUF OBTRTR LWR",136
"SP000573",,"TUBE TRACH XLONG #7",241
"SP000574",,"TUBE TRACH X LONG #8",241
"SP000575",,"TUBE TRACH X LONG #6",241
"SP000591",,"CLEANSER FOAM 8 OZ",15
"SP000594",,"CLNSR WND ULT KLNZ DRML SPRY",28
"SP000599",,"REM ADH BTL DSPNSR CAP",2
"SP000606",,"BAG OST PRMR 2.5IN 12IN 1 PCE",49
"SP000607",,"DEODORIZER M9",9
"SP000615",,"POUCH OSTOMY PED                          02",30
"SP000616",,"AIRWAY NASOPHARYGEAL 28FR",15
"SP000617",,"AIRWAY NASOPHARYGEAL 30FR",15
"SP000618",,"AIRWAY NASOPHARYGEAL 32FR",15
"SP000622",,"TBG SUCT CLER 6FT 5MM MDVC",2
"SP000623",,"TBG O2 CRSH RESIST STD CONN",1
"SP000625",,"TUBING CORRUGATED INSPIRON",2
"SP000626",,"NEBULIZER PRE-FILLED",12
"SP000627",,"MASK O2 ADLT TRACH SWVL CONN",3
"SP000629",,"MASK O2 ADLT COLR CD DIL TBG",6
"SP000632",,"MASK AERS ADLT CONN ADJ NOSE",2
"SP000633",,"MASK AERS PED CONN ADJ NOSE",2
"SP000635",,"CONNECTOR T-TUBE RESP",1
"SP000637",,"SPIROMETER INCENTIVE",11
"SP000642",,"BAG RESUS INFANT/NEONATE DISP",78
"SP000644",,"MASK ANES CHLD 3 ULTHN WALL",6
"SP000647",,"MASK ANES INF ULTHN WALL AIR",6
"SP000649",,"MTR PKFLW FULL RNG ZONE MGMT",39
"SP000669",,"SYRINGE CATH TIP 2 OZ",1
"SP000670",,"SCALPEL SAFETY W/HANDLE #10",1
"SP000671",,"SCALPEL SAFETY W/HANDLE #11",1
"SP000672",,"SCALPEL SAFETY W/HANDLE #15",1
"SP000680",,"ELECTRODE EKG REDDOT PED 4.4CM",1
"SP000687",,"SET TRANS 6IN DLYS XTD LIFE",188
"SP000689",,"PAD 2 5/8INX1 5/8IN CTTN EYE",0.48
"SP000690",,"SHLD EYE 12X8IN BLK PLAS",7
"SP000694",,"DRN INCS 2.5L PLAS THOR SGL",138
"SP000697",,"DRN INCS 200ML PLAS THOR SGL",155
"SP000704",,"PACK CSTM CARD",1625
"SP000710",,"SLIPPER ADULT 2 SIDED TREAD",3
"SP000712",,"SLIPPER AD XXL 2 SIDED TREAD",4
"SP000713",,"TBG PRSS MNTR 72IN PVC M/F",10
"SP000720",,"SLING ARM SMALL",21
"SP000721",,"SLING ARM MEDIUM",21
"SP000722",,"SLNG ORTH LG CTTN ARM ENV",21
"SP000723",,"SLNG ORTH XL CTTN ARM ENV",21
"SP000724",,"RESTRAINT LIMB INFANT",7
"SP000725",,"RESTRAINT LIMB CHILD",1
"SP000726",,"ARMBOARD SM",8
"SP000728",,"ARMBOARD INFANT PED 2INX5IN",7
"SP000736",,"PROT HEEL PREVALON W/WEDGE",203
"SP000737",,"RESTRAINT WRIST & ANKLE",23
"SP000759",,"SLV CMPR UNV KNEE SCD SEQ 3",94
"SP000768",,"SLV CMPR MED THG SCD SEQ 3",150
"SP000772",,"SLV CMPR LG THG SCD SEQ 3 HOOK",185
"SP000773",,"CRUTCH RUBBER TIP SM 36-43",50
"SP000774",,"CRUTCH RUBBER TIP MED 42-50",50
"SP000775",,"CRUTCH RUBBER TIP LG 48-60",52
"SP000785",,"PACK CSTM C SECT",284
"SP000789",,"BEDPAN FRACTURE",4
"SP000791",,"CNTNR GENT-L-PAN 2L GRAD CMDE",2
"SP000792",,"UNDERPADS CHUX ADULT PK/15",6
"SP000793",,"TISS FCL WHT",2
"SP000795",,"KIT ENEMA ADMINISTRATION",4
"SP000798",,"PAD SNTRY CRTY MTRNTY REG ADH",0.28
"SP000800",,"URNL PT GRAD LID 1L PLAS",1
"SP000801",,"BASIN EME 700ML 10IN GRAD",0.46
"SP000802",,"HALT TX 32-38IN BREAMER CLSC",2277
"SP000803",,"HALT TX 36-42IN BREAMER CLSC",2277
"SP000804",,"HALT TX 42-58IN BREAMER CLSC",2277
"SP000805",,"SET PIN CRWN HI FIX SM SKL TX",1625
"SP000806",,"SET HALO HI FIX PIN 23-26MM LG",1535
"SP000809",,"HALT TX 26-34IN BREAMER CLSC",2277
"SP000810",,"KIT ABG HEPARIN LOW 3CC",3
"SP000812",,"KIT PRSS MNTR 84IN TRNSPC IV",36
"SP000823",,"STAPLER SKIN REMOVER",1
"SP000825",,"ELECTRODE VINYL TAB 5400",3
"SP000827",,"ELCTRD ADH SNAP ADLT FOAM GEL",2
"SP000828",,"ELCTRD SNAP PED CLTH WET GEL",1
"SP000829",,"ELECTRODE PED 1041PTS PPYDOG",9
"SP000832",,"ELECTRODE QUIK-COMBO AD PHYSIO",261
"SP000833",,"ELECTRODE QUIK-COMBO PED PHYSI",200
"SP000839",,"TRAY BPSY 1.5IN 21GA LVR NDL",229
"SP000840",,"TRAY PARACENTESIS DISP",243
"SP000843",,"TRAY FOLEY CATHETER DISP",8
"SP000844",,"TRAY IRR PISTN CSRB STRL DISP",5
"SP000846",,"TRAY SPNL INF CRTY",89
"SP000847",,"TRAY SPNL 3.5IN 20GA ADLT CRTY",37
"SP000851",,"TRAY THORCNTS 3.5IN 16GA CRTY",135
"SP000852",,"BAG DRN 2.5L URMTR BCTRSTAT",34
"SP000853",,"TRAY INS CATH UMB",148
"SP000855",,"TRAY 8IN 16GA .032IN RADOPQ",115
"SP000856",,"PORT IMPLINFN PRTACTH TRAY",30
"SP000859",,"BAG BODY 90X36IN ADLT PLAS 3",3
"SP000861",,"PAD HYPO/HYPERTHERMIA",57
"SP000873",,"STYLET INTUBATING ADULT 10FR",10
"SP000874",,"STYL INTUB 27CM 6FR SOFT-TIP",10
"SP000888",,"TRAY INSERTION CHEST - FLOOR",423
"SP000890",,"TRAY EAR/NOSE/THROAT",670
"SP000894",,"TRAY THORACOTOMY - ED",671
"SP000899",,"TRAY THORACENTESIS ADULT/PED",432
"SP000902",,"TRAY TRACH CUT DOWN AD/PED FLR",839
"SP000907",,"TRAY CHRICO CUTDOWN",287
"SP000908",,"TRAY PACEMAKER",513
"SP000941",,"SOLN IRRIG GLYCINE 3000 2B7317",30
"SP000953",,"SOLN IRRIG LR 3000 2B748",26
"SP000960",,"SET ADM 12 GTT 180UM 126IN",29
"SP000961",,"SET CONTROLLER IV FLOW RATE",20
"SP000962",,"HUMIDIFIER 02",5
"SP000963",,"TOURNIQUET NON LATEX",1
"SP000968",,"SET IV PUMP NON PVC 2260",1
"SP000971",,"DPR 4 24-37LB INF PMPR INCONT",0.9
"SP000972",,"DPR 1 UPTO 10LB INF PMPR",1.31
"SP000973",,"DPR 3 16-28LB INF PMPR INCONT",0.67
"SP000975",,"DIAPERS DISP SMALL SIZE 1",6
"SP000988",,"TRAY MYLEOGRAM 22G X 3 1/2IN",98
"SP001002",,"SET RECIPIENT Y TYPE",18
"SP001015",,"TBG SUCT CLER 1.5FT 5MM MDVC",1
"SP001017",,"TRAY EPDRL CATH",157
"SP001019",,"DRAPE IOBAN 6650 90X50CM",26
"SP001020",,"DRAPE STERI INCISE 6651EZ",49
"SP001024",,"CUP 8OZ TRNS LID MAU DNTR PE",1
"SP001038",,"BRIEF INCONTINENT LARGE",31
"SP001052",,"DRAIN SUCTION FLAT 10MM",23
"SP001064",,"TRAY PROC JUDKINS DISP",169
"SP001067",,"SNSR ADLT OXIMAX OXM ADH STRAP",40
"SP001068",,"SNSR PED OXIMAX 18IN OXM ADH",67
"SP001069",,"SNSR INF OXIMAX 18IN OXM ADH",52
"SP001070",,"SNSR NEO OXIMAX OXM ADH",52
"SP001081",,"WSHCLTH DMSTC 13.5INX9 3/8IN",22
"SP001084",,"WIPE PRSNL NICEN CLN ALOE",4
"SP001091",,"IMMOBILIZER KNEE",65
"SP001092",,"IMMOBILIZER SHOULDER",51
"SP001098",,"STAPLER SKIN 35 WIDE",27
"SP001099",,"CANE ALUMINUM ADJUSTABLE",26
"SP001150",,"SPONGE LAPAROTOMY 18INX18IN",17
"SP001157",,"DRAP BACK TBL REINF LF DISP 88",9
"SP001166",,"TWL PRWSH BLUE DISP STRL",1
"SP001169",,"PACK CSTM TOT HIP",1101
"SP001170",,"PACK CSTM MIN SET UP",170
"SP001172",,"TRAY PROC BUNDLE MAIN XTRMT",405
"SP001180",,"PACK UNIVERSAL I",79
"SP001187",,"TRAY D & C",555
"SP001190",,"STETH MECH DISP",13
"SP001192",,"BAG ZIP LOCK 8 X 10",13
"SP001353",,"BASIN MEDCL PLAS HVYDTY RECT",2
"SP001461",,"DRSG TRNS 2.75INX2 3/8IN TGDRM",1
"SP001462",,"DRSG TRNS 4.75X4IN PU TGDRM",3
"SP001482",,"BURR DIAMOND 3MM",539
"SP001877",,"COMB HAIR PLAS BLK 7IN",0.15
"SP002514",,"CANNULA TWIST IN 5 5MM CRYSTAL",119
"SP002684",,"SUTURE SILK 1 C-2 NDL",22
"SP002685",,"SUT 0 18IN PDS2 VIOL LOOP LIG",336
"SP002795",,"SUTURE GUT CHROM 5-0 30IN CV23",16
"SP002851",,"SUTURE DERMALON 5-0 18IN PRE2",17
"SP002857",,"SUTURE STEEL MONO 0 12X18 PC",30
"SP002959",,"TUBE GASTROSTOMY LO VOL 16FR",207
"SP002960",,"TUBE GASTROSTOMY 18FR",131
"SP002962",,"TUBE 20FR SIL 2 PORT FEED",131
"SP002963",,"TUBE 22FR SIL 2 PORT FEED",131
"SP002965",,"TUBE GASTRO ENTRIC 16FR",554
"SP002992",,"SUTURE POLYSORB 5-0 P-13",12
"SP003005",,"SUTURE ETHI-PACK ST B&5187",34
"SP003016",,"SUT 5-0 PC-1 18IN FAST ABSB",34
"SP003036",,"SUT 2-0 FS 18IN PRLN MFL BLUE",11
"SP003101",,"TRAY FOLEY DRAIN BAG CLSD 16FR",75
"SP003102",,"TRAY FOLEY URINEMETER CLSD 16F",98
"SP003110",,"PACK EMBO 3ML",119
"SP003126",,"NDL BSCP 22GA WANG TRNSBR BPSY",207
"SP003128",,"PK WND 24X1IN SILVERLON STRL",67
"SP003130",,"NDL BPSY 14GA 6IN TEMNO STD",133
"SP003157",,"NDL BSCP 19GA WANG TRNSBR BPSY",212
"SP003308",,"TRAY PROC BUNDLE BSC MAJOR",464
"SP003346",,"VLV DRN 1W VLV STEP CONN AIR",141
"SP003350",,"CLPR LEAD SUP LEAD XTRCT SYS",315
"SP003364",,"SUTURE FIBERWIRE#2",143
"SP003418",,"CATH FOLEY 2 WAY 10FR 3CC PEDS",36
"SP003429",,"CATH FOLEY 2 WAY 20FR 30CC",38
"SP003543",,"BAG DRAINAGE URETERAL",39
"SP003544",,"SET AMPLATZ RENAL DILATOR",688
"SP003712",,"SUTURE GUT CHROM 4-0 18IN P13",30
"SP003715",,"CATH FOLEY 2 WAY 6FR 1.5CC PED",119
"SP003814",,"TIP OCCLUSIVE 5FRX70CM",331
"SP003880",,"KNIFE FULL HANDLE ANG 15DEG",50
"SP004015",,"BAG OST PCHKN CTRPNTLK 1.75IN",5
"SP004022",,"BIT DRL 195MM QC 3 FLT 4.5MM",415
"SP004023",,"BIT DRL MINI 65MM QC 1.5MM NS",223
"SP004031",,"BIT DRL MINI 65MM QC 2MM NS",223
"SP004034",,"BIT DRL MINI 80MM QC 1.8MM NS",223
"SP004040",,"KIT CANNULA 8MMX76MM",105
"SP004129",,"BAG DRN SGL CONN REED VLV SOFT",135
"SP004180",,"SUTURE PROLENE 7-0 CC",61
"SP004189",,"BLD SAW UNV 70X9X1.27MM OSC",525
"SP004206",,"CATH ESCP 200CM 6-5FR GLO-TIP",210
"SP004248",,"SPHNCRTM 190CM 4.5FR APLO 3AC",480
"SP004306",,"TRAY 55CM 4FR RADOPQ INTGR NDL",560
"SP004307",,"TRAY 55CM 3FR RADOPQ INTGR NDL",414
"SP005059",,"BUR DIA ELITE TAPERED 1MM",539
"SP005104",,"KIT SHOULDER SUSPENSION",287
"SP005162",,"CATH PLACEMENT PRESSURE SET",169
"SP005194",,"CATH SET ARTERIAL 18G X 4 1/4",73
"SP005195",,"CATH SET ARTERIAL 20G X 4 1/4",62
"SP005208",,"RASP 17X3.2MM MED HELICOIDAL",496
"SP005234",,"CLIP TISSMRK 3MM 17GA",263
"SP005254",,"CATH FOGARTY EMBOLECTOMY 6FR",223
"SP005390",,"CANN VEN RT ANGLE 16FR",143
"SP005865",,"KIT CATH REPAIR",356
"SP005890",,"DLYZR POLYFLUX REVCLR MAX",78
"SP005969",,"NEEDLE CHIBA 23G X 20CM",49
"SP005970",,"NDL CHIBA 20GX20CM",46
"SP005991",,"TRAY 9.6FR 1 LUM CONN REP CATH",562
"SP006100",,"LIGHT SOURCE DISP",1256
"SP006189",,"BUNDLE THORACOTOMY",370
"SP006192",,"CPT BURN",590
"SP006197",,"BUNDLE ENT LARYNGOSCOPY",143
"SP006198",,"BUNDLE PROCEDURE MINOR",345
"SP006199",,"BUNDLE FESS",456
"SP006200",,"BUNDLE PEDIATRIC SURGERY",277
"SP006202",,"DILATOR 16F",27
"SP006292",,"BIT DRL 165MM QC 2.8MM NS",276
"SP006328",,"NEEDLE SPINAL 20G 6IN",37
"SP006343",,"DRILLBIT QUICK COUPLE 2.0X100M",236
"SP006347",,"DRILLBIT QUICK COUPL 2.5X180MM",249
"SP006349",,"DRILLBIT QUICK COUPL 2.5X110MM",223
"SP006350",,"DRILLBIT QUICK COUPL 2.7X100MM",223
"SP006355",,"DRILLBIT JACOB CHUCK 3.2X180MM",270
"SP006356",,"DRILLBIT QUICK COUPL 3.2X145MM",215
"SP006358",,"DRILLBIT QUICK COUPL 3.5X110MM",236
"SP006360",,"DRILLBIT QUICK COUPL 3.5X195MM",249
"SP006362",,"DRILLBIT QUICK COUPL 4.5X145MM",215
"SP006368",,"DRILLBIT CANN 5MM",1151
"SP006371",,"DRILLBIT CANN 2.7MM 160MM 130M",1165
"SP006398",,"TAP FOR CANN SCREW 4MM",1192
"SP006464",,"CATH BALL QUANT MAV 15MM X4.00                            01",536
"SP006594",,"KIT SYNCHRO REFILL",133
"SP006595",,"KIT SYNCHROMED ACCESSORY",319
"SP006612",,"NDL PORT 1IN HUBER SFTY W/O Y",32
"SP006613",,"NDL PORT .75IN HUBER SFTY W/O",32
"SP006619",,"LFTR LEG 41IN ADLT ADJ RGD",10
"SP006709",,"SUTURE 5-0 PROLENE",49
"SP006877",,"BLD DRMTM 4.25X1.25IN BRN SS",196
"SP006879",,"DRAIN FLAT SUCTION JP 7MM",23
"SP007087",,"VAC MIXING SYSTEM PRISM II",409
"SP007095",,"ADHESIVE DERMABOND",92
"SP007119",,"RETAINER VISCERA",112
"SP007205",,"PILLOW ABDUCTION MEDIUM",92
"SP007220",,"SET ADM IV PRIM INFS RPD STRL",1218
"SP007234",,"SPLINT AIRWAY DOYLE II",214
"SP007542",,"DRAIN SUCTION JP ROUND 7MM",21
"SP007552",,"TUBE JJUNO 16FR MPORE FEED 28",487
"SP007591",,"NEEDLE PORTACATH 22GX1IN",8
"SP007592",,"NEEDLE PORTACATH 20GX1 1/2IN",8
"SP007600",,"RSTRNT XTRMT 7IN PEDI-WRAP SM",153
"SP007605",,"RSTRNT XTRMT 9IN PEDI-WRAP MED",153
"SP007685",,"COLLAR ASPEN CHILD SHORT PD4",108
"SP007686",,"COLLAR ASPEN CHILD REG PD5",108
"SP007712",,"COLLAR ASPEN ADULT TALL",108
"SP007713",,"COLLAR ASPEN ADULT SHORT",108
"SP007714",,"COLLAR ASPEN ADULT X TALL",143
"SP007771",,"CANN SHOULDER 7CM",71
"SP007797",,"IV EXTENSION TUBING",2
"SP007817",,"DRAIN SILICONE BLAKE RD 24FR",175
"SP007858",,"FCP ESCP BPSY COLD OVAL CUP",361
"SP007859",,"FCP ESCP BPSY HOT OVAL CUP ACT",361
"SP007860",,"DEV SP RET 160CM 1.8MM ROTH",375
"SP007861",,"TUBE GASTROSTOMY 16F",69
"SP007898",,"APL 2% CHG 70% ISOPRPNL 5X4IN",1
"SP007918",,"CPT ORGAN PREP",314
"SP007919",,"PDS LIVER TRANSPLANT",1803
"SP007936",,"RETRACTOR MINI ENDO 5MM",271
"SP007938",,"DISSECTOR ENDO LAP DISP 5MM",271
"SP007944",,"ENDOCLOSE DEVICE TROCAR SITE",113
"SP007968",,"ENDOSTITCH INST 10MM",441
"SP007973",,"SUTURE ENDO STITCH SILK 48 0",102
"SP007977",,"SURGICLIP PREM TITANIUM L 13.0",454
"SP007978",,"SURGICLIP PREMIUM TITAN M11.5",449
"SP008023",,"INSTRUMENT DISP PURSTRING 65",269
"SP008025",,"BAG BILE REGULAR",26
"SP008047",,"TRAY FOLEY DRAIN BAG CLSD 14FR",75
"SP008049",,"TRAY FOLEY URINEMETER CLSD 14F",98
"SP008141",,"SET ADM 41IN IV 2ND MALE LL",5
"SP008148",,"COLLAR ASPEN REGULAR",108
"SP008151",,"TRAY TRAMA PDS NEURO MCV",1169
"SP008548",,"NET ROTH 2.5 / 230 DISPOSABLE",360
"SP008571",,"DRSG GRMCDL 4.7X4IN AQCL AG",40
"SP008572",,"DRSG BURN ADH ABSB ANBCTRL",90
"SP008573",,"DRESSING AQUACEL 19.5X19.5CM",131
"SP008583",,"TIP LOOP CAUTERY HIGH TEMP",49
"SP008677",,"SNSR ADLT O2SNR II OXM ADH",45
"SP008681",,"STOPCOCK 3WAY 20IN EXT MLSS",3
"SP008822",,"GOWN SURGEON DISPOSABLE XXL",19
"SP008831",,"PAD 4YDX4IN SYNTH NS NWVN LF",48
"SP008863",,"SOL IV 0.9% NACL 100ML SGL",5
"SP008872",,"SPLINT WRIST RIGHT LARGE",27
"SP008901",,"BANDAGE KLING STERILE 4IN",2
"SP009112",,"TRAP DIGIT",66
"SP009205",,"TRAY SUTURE REMOVAL",14
"SP009223",,"CANNULA NASAL",6
"SP009314",,"NEEDLE MONOPTY 20G X 10CM",126
"SP009318",,"DRSG 4X4IN ADH ABSB BRDR WTPRF",14
"SP009506",,"DRSG HYDRCL 6.25X3.5IN",199
"SP009531",,"NDL ESCP 5MM 25GA 2.5MM 350CM",225
"SP009770",,"PAD GROUNDING ADULT/PEDS",14
"SP009875",,"TAPE DRSG MDPR 10YDX4IN ADH",32
"SP009884",,"PACK DISP CSTM ANGIO",287
"SP009885",,"PDS GENERAL TRAUMA",563
"SP009904",,"SHOE POSTOP MEN MEDIUM",18
"SP009932",,"BAG LINEN SOILED DISP 29X45",14
"SP009933",,"KIT DRILL NEUROMONITOR DISP",1309
"SP009965",,"BAG BODY 48X36IN PED PLAS 3",23
"SP009966",,"PACK POST MORTEM DISP INF",16
"SP010070",,"SET EXTENSION 20IN",3
"SP010074",,"SET 20DROP GRAV W/2SITE BCVALV",8
"SP010078",,"VALVE SMARTSITE PLUS",2
"SP010080",,"SET ADM 80IN 4ML IV ALARIS",17
"SP010147",,"TUBE JJUNAL MKEY 16FRX1.5X22CM",1092
"SP010466",,"DRESSING ACTICOAT 8X16IN 20CM",160
"SP010525",,"SUT 4-0 18 IN VICRYL PLUS AB U",19
"SP010657",,"NDL ESCP 8CM 25GA GI ASP US",728
"SP010697",,"TBG DLYST PRISMA HF1000",811
"SP010748",,"BAG DRN DERMASURE MED WND MGMT",141
"SP010752",,"POUCH WOUND DERMASURE LARGE",345
"SP010762",,"DRILLBIT MINI QC 2.4MMX80MM",223
"SP010767",,"DRILLBIT CANN 2.0MM",1103
"SP010892",,"SNARE EN 18-30MM",1076
"SP010898",,"SNARE EN 9-15MM",1076
"SP010940",,"DRSG TRNS 2.5X2IN PU ADH",1
"SP011031",,"BIT DRILL 2.0MM                                           02",249
"SP011284",,"SUTURE POLYSORB 4-0 30IN C14",11
"SP011336",,"DERMABOND ADVANCED .75ML",89
"SP011479",,"SET BLOOD COLLECTION",134
"SP011536",,"TRAY 20CM 8.5FR OXM CATH CVEN",1463
"SP011558",,"TUBE MIC FEED TRANSGASTRIC 16F",727
"SP011609",,"BAG COLLECTION WASTE",59
"SP011610",,"BAG CONTRAST DELIVERY SET",159
"SP011690",,"SET DIALYSIS PERITONEAL INFANT",409
"SP011819",,"TUBING HI PRESSURE",25
"SP011820",,"STOPCOCK HI PRESSURE",8
"SP011871",,"DRAP 44X44IN SLSH WRMR EQUIP",150
"SP011882",,"PROTACT INSTRUMENT 5MM",900
"SP012004",,"CATH 3-LUMEN 5.5FR  ANTIMICRO",475
"SP012007",,"BLANKET BAIR HUGGER FULL BODY",22
"SP012008",,"EXCHGR HME FLXB TUBE HMD-VENT",10
"SP012011",,"KIT CSF DRAIN EXTERNAL EDS3",814
"SP012012",,"BAG DRAIN ICP W/REFLUX VALVE",190
"SP012036",,"FLTR TRNSFN BLD LKCYT RDC ADM",206
"SP012049",,"SLV CMPR REG IMPAD SCD FOOT",123
"SP012050",,"SLV CMPR LG IMPAD SCD FOOT CVR",123
"SP012051",,"DRAPE FEM ANGIO FEN REINF WIND",33
"SP012053",,"PDS BASIC LAPAROSCOPY",314
"SP012054",,"BUNDLE EYE",638
"SP012055",,"PDS ARTHROSCOPY",381
"SP012102",,"SET XTN 60IN IV LL SLIP CLMP",4
"SP012111",,"SUT 3-0 27 IN  VICRYL PLS AB U",8
"SP012180",,"NDL SPNL 5IN 22GA BD QNCK STRL",15
"SP012257",,"SUTURE ETHILON BLK 6-0 18 P1",16
"SP012268",,"SUTURE ETHILON BLK 5-0 18 PC3",20
"SP012280",,"SET SLGR 30CM .016IN RABINOV",165
"SP012285",,"MASK NONREBREATHER PED",6
"SP012321",,"DRAPE ANGIOGRAPHY BRACHIAL",9
"SP012345",,"TUBE ORAL UNCUFF 6.0MM X 25FR",12
"SP012353",,"TUBE ENDO TRACH CTRL 7MM 28FR",48
"SP012381",,"BAG DRAINAGE",62
"SP012411",,"CLOSURE SKIN STERISTRIP 3X1/4",3
"SP012434",,"PACK DISP EP LAB PROCEDURE TRAY",213
"SP012437",,"PACK PACEMAKER",377
"SP012496",,"LENS MORGAN IRRIGATION",123
"SP012500",,"TRAY TRAUMA",89
"SP012501",,"TRAY PERITONEAL LAVAGE",105
"SP012505",,"CATH PERIPHERAL 2-LUMEN 20/22",44
"SP012506",,"CATH PERIPHERAL 2-LUMEN 18/20",44
"SP012510",,"BRUSH CYTOLOGY DISPOSABLE",58
"SP012565",,"NEEDLE ACHIEVE",201
"SP012566",,"FLOWSWITCH",21
"SP012594",,"TRAY LUMBAR PUNCTURE AD 20X3.5",68
"SP012598",,"SOLUTION DEBRIBMENT SHUR-CLENS",4
"SP012619",,"SPECULUM VAGINAL DISP MEDIUM",6
"SP012672",,"PACEMAKER LEAD WRENCH",191
"SP012677",,"SYS BLD WARM ADM SET NRMTH LVL",227
"SP012686",,"FORCEP RADIAL JAW 3",240
"SP012687",,"FORCEP BIOPSY CUPPED DISP",213
"SP012688",,"DTECTR CO2 RELIABLE BRTH TO",44
"SP012715",,"NEEDLE HUBER SFTY W/OY 20GX1.5",32
"SP012784",,"SPCUL OTSCP KLNSPC SM 2.75MM",0.11
"SP012785",,"SPCUL OTSCP KLNSPC MED 4.25MM",0.11
"SP012789",,"ORP HEAD",228
"SP012790",,"BUNDLE LITHOTOMY LAP",329
"SP012791",,"BUNDLE LOWER EXTREMITY",303
"SP012792",,"BUNDLE MINOR LITHOTOMY",254
"SP012793",,"BUNDLE LOWER TORSO",255
"SP012794",,"BUNDLE UPPER EXTREMITY",306
"SP012827",,"CATH 3-LUMEN 12 FR ANTIMICRO",337
"SP012832",,"BLANKET BAIR HUGGER CUB SHORT",91
"SP012853",,"SYS BLD WARM ADM SET INJ PORT",41
"SP012879",,"STYLET ALUMINUM",17
"SP012919",,"DEV CPSL BRAVO PH MNTR DLV SYS",2657.25
"SP012950",,"PROBE SIDE FIRE",707
"SP013065",,"SHIELD SPLASH DISPOSABLE",8
"SP013092",,"PROBE TEMP ESOPH/RECTAL DISP",29
"SP013176",,"SLEEVE WAND COVER MDT",71
