"Item","Description","2019 PRICE"
30103439,"HC URINE PORPHOBILINOGEN",58.86
30103442,"HC URINE PROTEIN ELECTROPHORESIS",116.85
30103448,"HC URINE TOTAL PROTEIN 24 HR",45.18
30103480,"HC VANCOMYCIN",77.96
30103486,"HC VASOACTIVE INTESTINAL POLYPEPT",202.7
30103523,"HC VITAMIN B-12 (CYANOCOBALAMIN)",86.28
30103524,"HC VITAMIN B6 LEVEL",168.74
30103525,"HC VITAMIN E LEVEL",81.08
30103526,"HC VITAMIN K1 LEVEL",119.12
30103530,"HC VOLATILE SCREEN",92.52
30103547,"HC WESTERN BLOT W INTERP / REPORT",250.38
30103576,"HC ZINC LEVEL",76.09
30103577,"HC ZONISAMIDE",60.17
30103585,"HC IRON",37.42
30103587,"HC LEAD LEVEL",69.95
30103590,"HC OLIGOCLONAL BANDS",145.8
30103591,"HC SGPT (ALANINE AMINOTRANSFERASE",55.62
30103592,"HC TROPONIN I QUA",161.65
30103593,"HC URINE 24 HOUR LEAD",69.65
30112672,"HC POTASSIUM QUANTITATIVE STOOL",98.75
30200002,"HC ANTI-DNA DOUBLE STRANDED",99.45
30200003,"HC BREAST CARCINASSOC AG CA 27.29",119.54
30200004,"HC HELPER PANEL",270.27
30200009,"HC HERPES SIMPLEX TYPE 1 AB IGM",75.88
30200010,"HC MYELOPEROXIDASE ANTIBODY (MPO)",120.58
30200013,"HC TRICHINELLA ANTIBODY",71.73
30200014,"HC Q FEVER PHASE 2 - IGM ANTIBODY",69.65
30200015,"HC Q FEVER PHASE 2 - IGG ANTIBODY",69.65
30200016,"HC RIBOSOME P",118.01
30200017,"HC S. PNEUMONIAE SEROTYPE 1 (1)",86.28
30200018,"HC S. PNEUMONIAE SEROTYPE 2 (2)",86.28
30200019,"HC S. PNEUMONIAE SEROTYPE 3 (3)",86.28
30200020,"HC S. PNEUMONIAE SEROTYPE 4 (4)",86.28
30200021,"HC S. PNEUMONIAE SEROTYPE 5 (5)",86.28
30200022,"HC S. PNEUMONIAE SEROTYPE 8 (8)",86.28
30200023,"HC S. PNEUMONIAE SEROTYPE 9N (9)",86.28
30200024,"HC S. PNEUMONIAE SEROTYPE 12F (12)",86.28
30200025,"HC S. PNEUMONIAE SEROTYPE 14 (14)",86.28
30200026,"HC S. PNEUMONIAE SEROTYPE 17F (17)",86.28
30200027,"HC S. PNEUMONIAE SEROTYPE 19F (19)",86.28
30200028,"HC S. PNEUMONIAE SEROTYPE 20 (20)",86.28
30200029,"HC S. PNEUMONIAE SEROTYPE 22F (22)",86.28
30200030,"HC S. PNEUMONIAE SEROTYPE 23F (23)",86.28
30200031,"HC S. PNEUMONIAE SEROTYPE 6B (26)",86.28
30200032,"HC S. PNEUMONIAE SEROTYPE 10A (34)",86.28
30200033,"HC S. PNEUMONIAE SEROTYPE 11A (43)",86.28
30200034,"HC S. PNEUMONIAE SEROTYPE 7F (51)",86.28
30200035,"HC S. PNEUMONIAE SEROTYPE 15B (54)",86.28
30200036,"HC S. PNEUMONIAE SEROTYPE 18C (56)",86.28
30200037,"HC S. PNEUMONIAE SEROTYPE19A (57)",86.28
30200038,"HC S. PNEUMONIAE SEROTYPE 9V (68)",86.28
30200039,"HC S. PNEUMONIAE SEROTYPE 33F (70)",86.28
30200078,"HC ABSORPTION",311.85
30200123,"HC ALLERGAN SPECIFIC ANTIGEN,EACH",30.15
30200124,"HC ALLERGEN SPECIFIC IGE",17.68
30200126,"HC ALLERGEN(IGE)",32.08
30200149,"HC AMPHIPHYSIN ANTIBODY S",108.34
30200155,"HC ANA",82.27
30200183,"HC ANIT-GLIAL NUCLEAR AB, TYPE 1",108.34
30200197,"HC ANTIBODY ID ARC",202.13
30200198,"HC ANTIBODY ID INTERP 1",207.9
30200200,"HC ANTI-CENTROMERE ABS",168.75
30200201,"HC ANTI-CHROMATIN ABS",107.2
30200204,"HC ANTI-DNASE B TITER",75.88
30200205,"HC ANTIGEN INTERP 1",202.13
30200209,"HC ANTINEURAL NUCLEAR AB-TYPE 1",108.34
30200210,"HC ANTINEURAL NUCLEAR AB-TYPE 2",108.34
30200211,"HC ANTINEURAL NUCLEAR AB-TYPE 3",108.34
30200214,"HC ANTINUCLEAR ANTIBODY SCREEN",69.65
30200215,"HC ANTISTREPTOLYSIN O TITER",59.97
30200293,"HC ASPERGILLUS FUMIGATUS IGG AB",93.58
30200323,"HC AUTOANTIBODIES TO SS-A/RO,SERU",178.71
30200324,"HC AUTOANTIBODIES TO SS-B/LA,SERU",178.71
30200336,"HC BABESIA MICROTI IGG AB",70.69
30200344,"HC BARTONELLA HENSELAE IGG AB",58.21
30200345,"HC BARTONELLA HENSELAE IGM AB",58.21
30200346,"HC BARTONELLA QUINTANA IGG AB",58.21
30200347,"HC BARTONELLA QUINTANA IGM AB",58.21
30200366,"HC BETA 2 GLYCOPROTEIN1 IGG AB",133.06
30200411,"HC BLASTOMYCES ANTIBODY",73.8
30200472,"HC BRUCELLA IGG ANTIBODY",50.94
30200473,"HC BRUCELLA IGM ANTIBODY",50.94
30200499,"HC C1 ESTERASE INHIBITOR, QUANT",77.97
30200500,"HC C3 COMPLEMENT",68.61
30200501,"HC C4 COMPLEMENT",68.61
30200517,"HC CANCER ANTIGEN 125",136.71
30200518,"HC CANCER ANTIGEN 15-3",119.54
30200525,"HC CARBOHYDRATE ANTIGEN 19-9",119.54
30200608,"HC CD4/CD8 RATIO",270.27
30200677,"HC CHLAMYDIA PNEUMONIAE IGG AB",91.38
30200678,"HC CHLAMYDIA PNEUMONIAE IGM AB",72.77
30200679,"HC CHLAMYDIA PSITTACI IGG AB",91.38
30200680,"HC CHLAMYDIA PSITTACI IGM AB",72.77
30200681,"HC CHLAMYDIA TRACHOMATIS IGG AB",91.38
30200682,"HC CHLAMYDIA TRACHOMATIS IGM AB",72.77
30200840,"HC COCCIDIODES COMPLEMENT FIX",65.61
30200841,"HC COCCIDIOIDES IMMUNODIFF IGG AB",65.61
30200842,"HC COCCIDIOIDES IMMUNODIFF IGM AB",65.61
30200849,"HC COLD AGGLUTININS TITER",68
30200881,"HC COMPLEMENT TOTAL",99.79
30200942,"HC COXSACKIE A AB TYPE 10",74.84
30200943,"HC COXSACKIE A AB TYPE 16",74.84
30200944,"HC COXSACKIE A AB TYPE 2",74.84
30200945,"HC COXSACKIE A AB TYPE 4",74.84
30200946,"HC COXSACKIE A AB TYPE 7",74.84
30200947,"HC COXSACKIE A AB TYPE 9",74.84
30200948,"HC COXSACKIE B AB TYPE 1",74.84
30200949,"HC COXSACKIE B AB TYPE 2",74.84
30200950,"HC COXSACKIE B AB TYPE 3",74.84
30200951,"HC COXSACKIE B AB TYPE 4",74.84
30200952,"HC COXSACKIE B AB TYPE 5",74.84
30200953,"HC COXSACKIE B AB TYPE 6",74.84
30200968,"HC C-REACTIVE PROTEIN",64.92
30200969,"HC C-REACTIVE PROTEIN,HIGH SENSIT",84.69
30200985,"HC CRMP-5-IGG",108.34
30201002,"HC CSF CRYPTOCOCCAL",109.35
30201071,"HC CYSTICERCOSIS IGG AB WEST BLOT",74.84
30201099,"HC CYTOMEGALOVIRUS IGM ANTIBODY",111.98
30201185,"HC DILUTION OF SERUM",311.85
30201187,"HC DIPHTHERIA TOXOID IGG AB",86.28
30201204,"HC DOUBLE-STRANDED DNA IGG AB",100.43
30201250,"HC E. HISTOLYTICA ANTIBODY",70.69
30201302,"HC ECHOVIRUS AB TYPE 11",74.84
30201303,"HC ECHOVIRUS AB TYPE 30",74.84
30201304,"HC ECHOVIRUS AB TYPE 4",74.84
30201305,"HC ECHOVIRUS AB TYPE 7",74.84
30201306,"HC ECHOVIRUS AB TYPE 9",74.84
30201318,"HC EHRLICHIA CHAFFEENSIS IGG AB",102.39
30201360,"HC ENDOMYSIAL IGA ANTIBODY",108.34
30201386,"HC EPSTEIN BARR VIRUS NUCLEAR AG",101.21
30201387,"HC EPSTEIN BARR VIRUS VCA IGG AB",116.72
30201388,"HC EPSTEIN BARR VIRUS VCA IGM AB",116.72
30201576,"HC FRANCISELLA ANTIBODY",122.49
30201654,"HC H INFLUENZA",109.35
30201655,"HC H PYLORI IGG QUAL/SEMI-QUANT",120
30201658,"HC HAEMOPHILUS INFLUENZAE B IGGAB",91.48
30201711,"HC HEPARIN-PF4 AB REACTIVITY",358.16
30201713,"HC HEPATITIS A ANTIBODY",92.94
30201714,"HC HEPATITIS A IGM",64.45
30201715,"HC HEPATITIS B CORE ANTIBODY",120.95
30201716,"HC HEPATITIS B CORE IGM",96.71
30201718,"HC HEPATITIS B SURFACE ANTIBODY",77.33
30201721,"HC HEPATITIS BE ANTIBODY",66.53
30201724,"HC HEPATITIS C ANTIBODY",118.03
30201730,"HC HERPES SIMPLEX IGM ANTIBODY",83.16
30201733,"HC HERPES SIMPLEX TYPE I IGG",75.88
30201735,"HC HERPES SIMPLEX TYPE II IGG",111.23
30201757,"HC HIV WESTERN BLOT BANDS",111.23
30201759,"HC HIV-2 ANTIBODY",77.96
30201763,"HC HLA B27",452.16
30201786,"HC HTLV TYPES I AND II ANTIBODY",73.8
30201851,"HC IMMUNE COMPLEX C1Q BIND ASSAY",140.33
30201857,"HC IMMUNOFIXATION, SERUM",136.62
30201858,"HC IMMUNOFIXATION,CSF",170.48
30201900,"HC INFLUENZA A IGG",77.96
30201901,"HC INFLUENZA A IGM",77.96
30201972,"HC INSULIN ANTIBODY",122.66
30202051,"HC INTRINSIC FACTOR ANTIBODY",116.69
30202078,"HC JO 1 AUTOANTIBODIES",175.74
30202144,"HC LEGIONELLA PNEUMOPHILA AB",92.36
30202147,"HC LEPTOSPIRA ANTIBODY",75.88
30202177,"HC LYME DISEASE IGG",110.22
30202178,"HC LYME DISEASE IGM",110.22
30202179,"HC LYME DISEASE SEROLOGY",109.22
30202267,"HC MONO TEST",30.15
30202339,"HC MUMPS IGG",74.84
30202340,"HC MUMPS IGG SCREEN",74.84
30202341,"HC MUMPS IGM",74.84
30202351,"HC MYCOPLASMA PNEUMONIAE IGG AB",137.1
30202352,"HC MYCOPLASMA PNEUMONIAE IGM AB",137.1
30202380,"HC NEISERRIA MEN AY",109.35
30202381,"HC NEISERRIA MEN GRP B",109.35
30202533,"HC PARVOVIRUS B19 IGG ANTIBODY",86.28
30202534,"HC PARVOVIRUS B19 IGM ANTIBODY",86.28
30202594,"HC PHOSPHOLIPID(CARDIOLIPIN)IGA A",133.06
30202595,"HC PHOSPHOLIPID(CARDIOLIPIN)IGG A",133.06
30202596,"HC PHOSPHOLIPID(CARDIOLIPIN)IGGAB",133.06
30202597,"HC PHOSPHOLIPID(CARDIOLIPIN)IGM A",133.06
30202634,"HC PLATELET ANTIBODIES",358.16
30202635,"HC PLATELET ANTIBODY",358.16
30202689,"HC PRETREATMENT RBC W/CHEM/DRUG",311.85
30202754,"HC PURKINJE CELL CYTOPL AB-TYPETR",108.34
30202755,"HC PURKINJE CELL CYTOPLA AB-TYPE1",108.34
30202756,"HC PURKINJE CELL CYTOPLA AB-TYPE2",108.34
30202771,"HC RAPID TEST B STREP",109.35
30202772,"HC RAPID TEST STREP PNEUMONAE",109.35
30202917,"HC RESP SYNCYTIAL VIRUS",100.89
30202933,"HC RHEUMATOID FACTOR, QUANTITATIV",64.34
30202937,"HC RIBONUCLEOPROTEIN(U1RNP)AUTOAB",175.74
30202947,"HC ROTAVIRUS ANTIGEN",75.88
30202951,"HC RPR TITER",60.03
30202953,"HC RUBELLA ANTIBODY IGG",83.16
30202955,"HC RUBELLA IGG TITER",83.16
30202957,"HC RUBEOLA ANTIBODY IGG",115.6
30202958,"HC RUBEOLA ANTIBODY IGM",115.6
30202970,"HC SCLERDOMA (SCL 70) AUTOAB",175.74
30203054,"HC SMITH (SM) AUTOANTIBODIES",175.74
30203110,"HC SPOTTED FEVER GROUP IGG AB",111.23
30203111,"HC SPOTTED FEVER GROUP IGM AB",111.23
30203175,"HC T CELLS TOTAL COUNT",197.51
30203206,"HC TETANUS TOXOID IGG AB",86.28
30203250,"HC THYROGLOBULIN ANTIBODY",91.48
30203254,"HC THYROPEROXIDASE ANTIBODY",83.16
30203281,"HC TOXOPLASMA ANTIBODY IGG",83.16
30203282,"HC TOXOPLASMA ANTIBODY IGM",175.15
30203365,"HC UNFRACT.HEPARIN DEP.PLATE AB",360.16
30203381,"HC UR IMMUNOFIX ELECTOPHORE. IN",170.48
30203424,"HC URINE H INFLUENZA",109.35
30203434,"HC URINE NEISSERIA MEN AY",109.35
30203435,"HC URINE NEISSERIA MEN GROUP B",109.35
30203446,"HC URINE STREP PNEUMONAE",109.35
30203482,"HC VARICELLA ZOSTER IGG",128.09
30203483,"HC VARICELLA ZOSTER IGM",128.09
30203485,"HC VARICELLA-ZOSTER VIRUS TOTAL",128.09
30203545,"HC WEST NILE VIRUS IGG",108.13
30203546,"HC WEST NILE VIRUS IGM",108.13
30500001,"HC HEMATOCRIT",44.01
30500002,"HC PROTIME",48.57
30500003,"HC ACTIVATED PARTIAL THROMBOPL.TM",84.9
30500004,"HC PROTHROMBIN TIME",45.88
30500005,"HC PARTIAL THROMBOPLASTIN TIME",58.9
30500216,"HC ANTITHROMBIN III ANTIGEN",71.8
30500217,"HC ANTITHROMBIN III FUNCTION",170.52
30500259,"HC APTT MIXING STUDY 1:1",78.95
30500260,"HC APTT V W ACTIVATED PROTEIN C",163.21
30500559,"HC CBC WITH AUTO DIFF",94.05
30500836,"HC COAG/FIBRINOLYSIS ACTIVITY",143.2
30500837,"HC COAGULATION TIME, ACTIVATED",61.12
30501179,"HC DIL RUSSELL VIPER VEN. TM RATI",68.52
30501491,"HC FACTOR II ASSAY",136.01
30501494,"HC FACTOR IXASSAY",171.85
30501496,"HC FACTOR VII ASSAY",190.39
30501497,"HC FACTOR VIII ASSAY",152.04
30501498,"HC FACTOR XASSAY",165.78
30501499,"HC FACTOR XI ASSAY",102.91
30501500,"HC FACTOR XII ASSAY",100.93
30501529,"HC FETAL STAIN",156.66
30501531,"HC FIBRINOGEN",140.79
30501690,"HC HEMATOCRIT POC",42.46
30501697,"HC HEMOGLOBIN",32.02
30501701,"HC HEMOGLOBIN FETAL QUALITATIVE",38.46
30501703,"HC HEMOGLOBIN S",65.05
30501710,"HC HEPARIN ASSAY ANTI-XA ACTIVITY",152.31
30502185,"HC LYSOZYME",108.11
30502528,"HC PARTIAL PROTHROMBIN TIME MIX",81.75
30502630,"HC PLASMINOGEN",80.21
30502631,"HC PLATELET AGGREGATION P2Y12",117.51
30502632,"HC PLATELET AGGREGATION,ASPIRIN",84.58
30502711,"HC PROTEIN C ACTIVITY",165
30502712,"HC PROTEIN C ANTIGEN",175.19
30502714,"HC PROTEIN S ACTIVITY",137.89
30502715,"HC PROTEIN S FREE",137.89
30502716,"HC PROTEIN S TOTAL",119.63
30502724,"HC PROTIME MIX",123.99
30502725,"HC PROTIME, I-STAT",49.97
30502738,"HC PT MIXING STUDY 1:1",123.99
30502773,"HC RBC",17.67
30502915,"HC REPTILASE TEST",56.13
30502924,"HC RETICULOCYTE COUNT",58
30502925,"HC RETICULOCYTE COUNT,AUTOMATED",48.24
30502943,"HC RISTOCETIN COFACTOR",253.5
30502978,"HC SEDIMENTATION RATE,AUTO",52.78
30503011,"HC SICKLE CELL TEST PRODUCT",68.02
30503242,"HC THROMBIN TIME",52.63
30503518,"HC VISCOSITY",67.57
30503532,"HC VON WILLEBRAND FACTOR ANTIGEN",154.56
30600004,"HC MENINGITIS-ENCEPHALITIS PANEL",1617.5
30600010,"HC HIV-1 Genotypic PR-RT",1202.99
30600011,"HC Bordetella Pertussis",171.99
30600012,"HC Bordetella Parapertusses",171.99
30600102,"HC AFB CULTURE, NON SPUTUM",125.9
30600104,"HC AFB SMEAR",59.64
30600106,"HC AG DETECT NOS EIA MULT",193.2
30600156,"HC ANAEROBIC CULTURE",180.62
30600292,"HC ASPERGILLUS ANTIGEN",192.2
30600341,"HC BACTERIA IDENTIFICATION",46.78
30600409,"HC BK VIRUS DNA, QUANT.,RAPID PCR",375.45
30600418,"HC BLOOD CULTURE",129.84
30600437,"HC BODY FLUID CULTURE",138.03
30600453,"HC BORDETELLA PERTUSSIS BY PCR",278.19
30600491,"HC C DIFF TOXIN A/B",176.3
30600496,"HC C VIBRIO",30.27
30600497,"HC C YERSINIA",30.27
30600519,"HC CANDIDA SPP. DNA PROBE",112.27
30600555,"HC CATH TIP CULTURE",125.03
30600676,"HC CHLAMYDIA CULTURE",122.25
30600683,"HC CHLAMYDIA TRACHOMATIS, DNA PCR",189.19
30600714,"HC CLO TEST",106.64
30600831,"HC CMV DNA BY PCR",204.63
30600832,"HC CMV RAPID PCR RESULT",275.58
30600905,"HC CONCENTRATION",52.65
30600995,"HC CRYPTOSPORIDIUM AG",68.61
30600996,"HC CRYPTOSPORIDIUMANTIGEN STOOL",78.62
30601003,"HC CSF CULT (SPINAL FLUID CULT)",128.03
30601063,"HC CULTURE AFB",128.9
30601126,"HC DEFINITIVE IDENTIFICATION BACT",58.96
30601289,"HC EAR CULTURE",128.03
30601319,"HC EHRLICHIA/ANAPLASMA DNA, PCR",278.09
30601371,"HC ENTEROVIRUS BY RAPID PCR",278.09
30601392,"HC ESBL SCREEN",64.21
30601408,"HC E-TEST",57.2
30601486,"HC EYE CULTURE",101.8
30601584,"HC FUNGUS CULTURE BLOOD",132.04
30601585,"HC FUNGUS CULTURE HAIR,NAILS,SKIN",135.3
30601586,"HC FUNGUS CULTURE OTHER",135.3
30601587,"HC FUNGUS STAIN",59.64
30601588,"HC FUNGUS, MOLD, DEFINITIVE ID",70.21
30601605,"HC GARDNERELLA VAGINALIS DNA PROB",112.27
30601610,"HC GC SCREEN",107.21
30601613,"HC GENITAL CULTURE",125.03
30601614,"HC GENITAL CULTURE GRP B STREPT",107.21
30601625,"HC GIARDIA ANTIGEN",119.81
30601645,"HC GRAM STAIN ONLY",45.11
30601646,"HC GROUP A STREP CULTURE ONLY",107.21
30601684,"HC HELICOBACTER PYLORI AG STOOL",129.68
30601709,"HC HEP BS AG NEUTRALIZATION",79.21
30601719,"HC HEPATITIS B SURFACE ANTIGEN",121.67
30601720,"HC HEPATITIS B VIRAL DNA QUANT",315.51
30601722,"HC HEPATITIS BE ANTIGEN",66.53
30601726,"HC HEPATITIS C GENOTYPING",1323.29
30601727,"HC HEPATITIS C RNA PCR QUANT",319.75
30601751,"HC HIV 1 RNA PCR QUANTITATIVE",400.21
30601754,"HC HIV 1/2 AB/AG",127.69
30601777,"HC HOMOGENIZATION FOR TISSUE CUL",48.2
30601780,"HC HPV HIGH-RISK TYPES",185.85
30601781,"HC HPV TYPES 16 AND 18 ONLY",169.34
30601785,"HC HSV, RAPID PCR SPEC SOURCE",261.5
30601830,"HC ID ANAEROBIC ORGANISM",88.14
30601831,"HC ID URINE PRESUMPTIVE",49.78
30601886,"HC INDIA INK PREPARATION",24.95
30601897,"HC INFECTIOUS AGENT ANTIGEN",68.61
30601898,"HC INFLUENZA A",109.83
30601899,"HC INFLUENZA A (ED)",93.96
30601904,"HC INFLUENZA B",115.08
30601905,"HC INFLUENZA B (ED)",68.61
30602077,"HC JC BK VIRUS DET BY PCR",275.09
30602086,"HC KIRBY BAUER INTERPRET",64.2
30602095,"HC KOH PREP ONLY",16.63
30602096,"HC KOH PREP OTHER THAN HAIR,SKIN",60.26
30602176,"HC LYME DISEASE BY RAPID PCR",335.75
30602187,"HC M TUBERCULOSIS AMP DIRECT SPEC",225.08
30602192,"HC MALARIA SMEAR",70.75
30602248,"HC MICROBE SUSCEPTIBLE,MIC NEGATI",60.09
30602249,"HC MICROBE SUSCEPTIBLE,MIC POSITI",60.48
30602335,"HC MRSA CULTURE",106.64
30602348,"HC MYCOBACTERIA BLOOD CULTURE",129.04
30602382,"HC NEISSERIA GONORRHOEAE, DNA PCR",189.19
30602523,"HC PARASITIC EXAMINATION, STOOL",50.94
30602610,"HC PINWORM PREP",24.95
30602761,"HC QUANT TISSUE CULTURE",52.11
30602770,"HC RAPID STREP A W/REFLEX CULTURE",78.91
30602780,"HC RECTAL CULTURE",49.9
30602948,"HC ROTAVIRUS ANTIGEN STOOL",79.11
30603005,"HC SHIGA 1 TOXIN",79.01
30603006,"HC SHIGA 2 TOXIN",79.01
30603053,"HC SMEAR PRIMARY SOURCE,INCLUSION",70.02
30603112,"HC SPUTUM CULTURE",125.03
30603127,"HC STOOL CULT,BACT.EA ADD PLATE",30.27
30603128,"HC STOOL CULTURE",110.05
30603139,"HC STREPT PNEUMO CSF AG TEST",190.25
30603140,"HC STREPT PNEUMO URINE AG TEST",190.25
30603239,"HC THROAT CULTURE",125.75
30603259,"HC TISSUE CULTURE",125.75
30603283,"HC TOXOPLASMA GONDII, PCR CSF",275.09
30603328,"HC TRICHOMONAS BY MOLECULAR",279.25
30603330,"HC TRICHOMONAS VAGINALIS DNA PROB",112.27
30603420,"HC URINE CULTURE",85.27
30603427,"HC URINE HISTOPLASMA AG PRIOR",121.84
30603429,"HC URINE LEGIONELLA ANTIGEN SCREE",193.2
30603484,"HC VARICELLA ZOSTER, RAPID PCR R",278.01
30603548,"HC WET PREP FOR TRICHOMONAS/YEAST",60.26
30603555,"HC WOUND CULTURE",128.03
30703531,"HC VOLUME MEASUREMENT",19.88
30901663,"HC HANDLING FEE/ PAP PHYTEL",18.71
31000012,"HC SP STAINS GROUP II",241.16
31000013,"HC SP STAINS GROUP II (2)",241.16
31000015,"BCL1 TRANSLOCATION-NEOZBY99",199.55
31000016,"HC RET PROTO-ONCOGENE, FULL GENE-ANALYSIS-MAYO Z81VP",5917.67
31000017,"HC BRCA1/BRCA2 FULL GENE ANALYSIS-MAYO ZB40F",6119.04
31000018,"HC BCR/ABL1, QUAL, DIAG ASSAY-MAYO ZB1JX",449.9
31000019,"HC FRAGILE X SYNDROME , MOL ANALYSIS-MAYO ZB1T4",335.05
31000020,"HC MAT CELL CONT, MOL ANALYSIS-MAYO ZB1NN",1348.64
31000022,"HC T-CELL RECEPTOR GAMMA GENE REARRANGEMENT-NEO ZBY91",530.94
31000023,"HC T-CELL RECEPTOR BETA GENE REARRANGEMENT-NEO ZB4T6",627.73
31000024,"HC MICROSATELLITE INSTABILITY ANALYSIS-NEO ZBQ16",1288.31
31000025,"HC BRAF MUTATION ANALYSIS-NEO ZBY92",306.61
31000026,"HC CALR MUTATION ANALYSIS-NEO ZBX2Z",407.82
31000027,"HC JAK2 V617F MUTATION ANALYSIS-NEO ZBY95",419.47
31000028,"HC MPL MUTATION ANALYSIS-NEO ZB3EP",554.09
31000029,"HC NRAS MUTATION ANALYSIS EXONS 2&3-NEO ZB49N",728.07
31000030,"HC BRCA 1 & 2 MUTATION & DEL/DUP ANALYSIS-NEO ZB3ZI",6119.04
31000031,"HC MYD88 MUTATION ANALYSIS-NEO ZBZR7",342.65
31000032,"HC NRAS MUTATION ANALYSIS EXON 4-NEO ZB4EY",1087.2
31000033,"HC SETBP1 MUTATION ANALYSIS-NEO ZBX6G",342.65
31000034,"HC KIT (C-KIT) MUTATION ANALYSIS-NEO ZB494",245
31000035,"HC MET EXON 14 MUTATION ANALYSIS-NEO ZB4A0",450
31000036,"HC ASXL 1 MUTATION ANALYSIS-NEO ZBZR3",540
31000037,"HC STAT3 MUTATION ANALYSIS-NEO ZBZS4",1927.89
31000038,"HC CSF3R MUTATION ANALYSIS-NEO ZBZR4",442
31000040,"HC MPN EXTENDED PANEL- NEO ZB36B",1938.75
31000041,"HC BCR-ABL1 TRANSLOCATION MAJOR/MINOR- NEO ZB884",1048.75
31000042,"HC NEOTYPE CLL PROGNOSTIC PROFILE- NEO ZB3XG",2300.65
31000043,"HC B-CELL GENE REARRANGEMENT- NEO ZBQ39",1027.25
31000044,"HC KRAS MUTATION ANALYSIS-NEO ZB49M",1071.31
31000045,"HC KIT/PDGFRA MOLECULAR REFLEX PANEL (GIST)-NEO ZBQ20",811.1
31000046,"HC JAKV617F WITH REFLEX TO EXON 12-14-NEO ZB560",917.45
31000058,"HC MAT CELL CONT, MOL ANALYSIS-MAYO ZB1NN",1348.64
31000062,"HC U2AF1 MUTATION ANALYSIS-NEO ZBX3D",378
31000063,"HC ZRSR2 MUTATION ANALYSIS-NEO ZBX3E",540
31000064,"HC CBL MUTATION ANALYTSIS-NEO ZBX3A",390
31000065,"HC SRSF2 MUTATION ANALYSIS NEO ZBX3C",352
31000066,"HC TET2 MUTATION ANALYSIS-NEO ZBZS5",810
31000067,"HC RUNX1 MUTATION ANALYSIS NEO ZBZ10",795
31000074,"HC HLA CLASS 1 MOL TYPING DIS ASSOC-MAYO ZBA71",3351.77
31000075,"HC ALPHA-GLOBIN GENE ANALYSIS-MAYO-ZB1IT",734.5
31000076,"HC SF381 MUTATION ANALYSIS-NEO ZBQ28",342.65
31000077,"HC HUNTINGTON DISEASE MUT ANAL-QUEST ZB0Q9",499.55
31000078,"HC ELECTROLYTE AND OSMOLALITY PANEL-MAYO Z8588",399.8
31000079,"HC NEO TYPE TUMAR DISCORVER PROFILE-NEO Z84E1",5000
31000080,"HC Alpha Globin Gene Sequencing-MAYO ZB4M1",600
31000081,"HC Beta Globin Gene Sequencing-MAYO ZB4M0",366.8
31000082," HC Gamma Globin Gene Sequencing-MAYO ZB4M2",366.8
31000084,"HC HLA-B 5701 Geno, Abacavir Sens-MAYO ZB1W1",518.09
31000085,"HC KRAS Exon 4 Mutation Analysis-NEO ZBX6J",472.6
31000086," HC HLA-B57*01 Typing-QUEST ZBAAJ",337
31000087," HC MGMT Methylation Analysis-NEO ZBX6H",569
31000088,"HC JAK V617F Mutation Analysis-LABCORP ZB088",250
31000089,"HC BCR-ABL1 TRANSCRIPT DETECTION-LABCORP ZB3RV",399.98
31000090,"HC CYSTIC FIBROSIS PROFILE-LABCORP ZB749",1393.01
31000091,"HC ALPHA-THALASSEMIA DNA LABCORP ZB0YK",1705
31000092,"HC CALR & MPL MUTATION- LABCORP ZB54T",1025
31000093,"HC CALR MUTATION ALALYSIS LABCORP ZB3HN",520
31000094,"HC MPL MUTATION ANALYSIS - LABCORP ZB002",554.09
31000329,"HC AUTOPSY LIMITED",291.96
31000330,"HC AUTOPSY PRIVATE",423.19
31000378,"HC BILIRUBIN TOTAL TRANSCUTANEOUS",18.5
31000425,"HC BM CELL BLOCK/BX STAIN INTERP",256.76
31000492,"HC C KAPPA",120.58
31000494,"HC C LAMBDA",120.58
31000562,"HC CD10",120.58
31000564,"HC CD103",120.58
31000566,"HC CD117",120.58
31000568,"HC CD11-C",120.58
31000570,"HC CD13",120.58
31000572,"HC CD138 EA ADD MARKER",120.58
31000575,"HC CD14",120.58
31000577,"HC CD15",120.58
31000579,"HC CD16",120.58
31000581,"HC CD19",120.58
31000583,"HC CD2",120.58
31000585,"HC CD20",120.58
31000587,"HC CD22",120.58
31000589,"HC CD23",120.58
31000591,"HC CD25",120.58
31000592,"HC CD25A",120.58
31000594,"HC CD26",120.58
31000596,"HC CD28",120.58
31000598,"HC CD3",120.58
31000600,"HC CD33",120.58
31000602,"HC CD34",120.58
31000604,"HC CD36",120.58
31000606,"HC CD38",120.58
31000609,"HC CD4(2ND MARKER)",120.58
31000610,"HC CD41",120.58
31000612,"HC CD45",274.43
31000615,"HC CD5",120.58
31000621,"HC CD56",120.58
31000625,"HC CD64",120.58
31000627,"HC CD7",120.58
31000629,"HC CD8",120.58
31000700,"HC CHROMO ANALY,15-20 CELL, KARYO",716.22
31000834,"HC CNGNTL CHR ANALYSIS SPECIMEN",302.49
31000911,"HC CONSULT AND PREP REF MATERIAL",134.1
31000913,"HC CONSULT REF SLID CLERICAL LEV2",342
31000914,"HC CONSULT REFERENCE SLIDE",342
31000915,"HC CONSULT SURG FROZEN SECTION",155.66
31001100,"HC CYTOPATH CELL BLOCK",256.76
31001198,"HC DNA PROBE",122.66
