Medication,Package Size,Package Unit,UOM charge
POLYCARBOPHIL CALCIUM 625 MG TAB,1,Each,26
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,3.55
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,6.003
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,6.01
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,6.211
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,6.717
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,8.188
"POLYMYXIN B SULFATE 500,000 UNIT IJ SOLR",1,Each,120.65
"POLYMYXIN B SULFATE 500,000 UNIT IJ SOLR",1,Each,123.39
POLYSACCHARIDE IRON COMPLEX 150 MG CAP,1,Each,26
POLYVINYL ALCOHOL 1.4 % EYE DROPS,15,mL,26
POLYVINYL ALCOHOL 1.4 % EYE DROPS,15,mL,43.71
PORACTANT ALFA 120 MG/1.5 ML INTRATRACHEAL SUSP,1.5,mL,1439.09
PORACTANT ALFA 240 MG/3 ML INTRATRACHEAL SUSP,3,mL,2837.67
POT & SOD CITRATE-CITRIC ACID 550 MG-500 MG-334 MG/5 ML ORAL SOLN,5,mL,26
POT & SOD CITRATE-CITRIC ACID 550 MG-500 MG-334 MG/5 ML ORAL SOLN,473,mL,292.34
POTASSIUM & SODIUM PHOSPHATES 280 MG-160 MG-250 MG ORAL POWDER PACKET,1,Each,26
POTASSIUM ACETATE 2 MEQ/ML IV,20,mL,80
POTASSIUM ACETATE 2 MEQ/ML IV,50,mL,115.17
POTASSIUM CHLORIDE 10 % ORAL LIQUID,15,mL,29.24
POTASSIUM CHLORIDE 10 % ORAL LIQUID,30,mL,33.22
POTASSIUM CHLORIDE 10 % ORAL LIQUID,15,mL,89.25
POTASSIUM CHLORIDE 10 % ORAL LIQUID,30,mL,137.13
POTASSIUM CHLORIDE 10 % ORAL LIQUID,473,mL,837.82
POTASSIUM CHLORIDE 10 MEQ/100 ML IV PIGGY BACK,100,mL,248
POTASSIUM CHLORIDE 10 MEQ/50 ML IV PIGGY BACK,50,mL,248
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,10,mL,80
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,20,mL,80
POTASSIUM CHLORIDE 2 MEQ/ML IV SOLN,30,mL,80
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,1,Each,26
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,1,Each,26.835
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,1,Each,31.41
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,1,Each,46.69
POTASSIUM CHLORIDE 20 MEQ/100 ML IV PIGGY BACK,100,mL,248
POTASSIUM CHLORIDE 20 MEQ/50 ML IV PIGGY BACK,50,mL,248
POTASSIUM CHLORIDE SR 10 MEQ TAB,1,Each,26
"POTASSIUM CHLORIDE SR 20 MEQ TAB, PARTICLES/CRYSTALS",1,Each,26
"POTASSIUM CITRATE SR 10 MEQ (1,080 MG) TAB",1,Each,26
POTASSIUM IODIDE 1 GRAM/ML ORAL SOLN,30,mL,74.39
POTASSIUM PHOSPHATE DIBASIC 3 MMOLE/ML IV,15,mL,80
POTASSIUM PHOSPHATE DIBASIC 3 MMOLE/ML IV,50,mL,80
POTASSIUM PHOSPHATE DIBASIC 3 MMOLE/ML IV,15,mL,159.75
"POTASSIUM PHOSPHATE, MONOBASIC 500 MG TAB",1,Each,26
"POTASSIUM, SODIUM PHOSPHATES (PHOS-NAK) ORAL SYRINGE (NEONATE/PEDS)",75,mL,33.02
POVIDONE-IODINE 10 % OINTMENT,1,g,1
POVIDONE-IODINE 10 % OINTMENT,30,g,11.92
POVIDONE-IODINE 10 % TOPICAL SOLN,118,mL,26
PRALATREXATE 20 MG/ML (1 ML) IV,1,mL,35239.43
PRALIDOXIME 1 GRAM IJ SOLR,1,Each,528.805
PRALIDOXIME 1 GRAM IJ SOLR,1,Each,782.39
PRAMIPEXOLE 0.125 MG TAB,1,Each,26
PRAMIPEXOLE 0.25 MG TAB,1,Each,26
PRAMIPEXOLE 1 MG TAB,1,Each,26
PRAMIPEXOLE 1.5 MG TAB,1,Each,26
PRAMOXINE-CALAMINE 1 %-8 % LOTION,177,mL,10.59
PRAMOXINE-CALAMINE 1 %-8 % LOTION,177,mL,13.02
PRAMOXINE-CALAMINE 1 %-8 % LOTION,177,mL,14.12
PRAMOXINE-CALAMINE 1 %-8 % LOTION,177,mL,15.53
PRAMOXINE-MINERAL OIL-ZINC 1 %-12.5 % RECTAL OINTMENT,28.3,g,14.67
PRASUGREL 10 MG TAB,1,Each,26
PRASUGREL 10 MG TAB,1,Each,46.686
PRASUGREL 10 MG TAB,1,Each,54.093
PRASUGREL 10 MG TAB,1,Each,99.06
PRASUGREL 5 MG TAB,1,Each,26
PRASUGREL 5 MG TAB,1,Each,54.093
PRASUGREL 5 MG TAB,1,Each,99.06
PRAVASTATIN 10 MG TAB,1,Each,26
PRAVASTATIN 20 MG TAB,1,Each,26
PRAVASTATIN 40 MG TAB,1,Each,26
PRAZOSIN 1 MG CAP,1,Each,26
PRAZOSIN 5 MG CAP,1,Each,26
PREDNISOLONE 15 MG/5 ML ORAL SOLN,240,mL,155.4
"PREDNISOLONE ACETATE 1 % EYE DROPS, SUSP",1,mL,163.29
"PREDNISOLONE ACETATE 1 % EYE DROPS, SUSP",5,mL,260.47
"PREDNISOLONE ACETATE 1 % EYE DROPS, SUSP",10,mL,468.52
"PREDNISOLONE ACETATE 1 % EYE DROPS, SUSP",5,mL,653.43
PREDNISOLONE SODIUM PHOSPHATE 1 % EYE DROPS,10,mL,279.27
PREDNISOLONE SODIUM PHOSPHATE 15 MG/5 ML ORAL SOLN,237,mL,139.64
PREDNISONE 1 MG TAB,1,Each,26
PREDNISONE 10 MG TAB,1,Each,26
PREDNISONE 20 MG TAB,1,Each,26
PREDNISONE 5 MG TAB,1,Each,26
PREDNISONE 50 MG TAB,1,Each,26
PREGABALIN 100 MG CAP,1,Each,38
PREGABALIN 150 MG CAP,1,Each,38
PREGABALIN 25 MG CAP,1,Each,38
PREGABALIN 50 MG CAP,1,Each,38
PREGABALIN 75 MG CAP,1,Each,38
PRENATAL VIT #96-FERROUS FUMARATE-FOLIC ACID 27 MG IRON-800 MCG TABLET,1,Each,1
PRENATAL VITAMIN WITH CALCIUM NO.72-IRON-FA 27 MG-1 MG TAB,1,Each,26
PRENATAL VIT-IRON FUMARATE-FA 28 MG-0.8 MG TABLET,1,Each,26
PRIMAQUINE 26.3 MG TAB,1,Each,26
PRIMIDONE 250 MG TAB,1,Each,26
PRIMIDONE 50 MG TAB,1,Each,26
PROBENECID 500 MG TAB,1,Each,26
PROCAINAMIDE 100 MG/ML INJECTION,10,mL,779.5
PROCAINAMIDE 500 MG/ML INJECTION,2,mL,646.88
PROCAINAMIDE 500 MG/ML INJECTION,2,mL,836.5
PROCHLORPERAZINE 25 MG RECTAL SUPPOSITORY,1,Each,41.051
PROCHLORPERAZINE 25 MG RECTAL SUPPOSITORY,1,Each,46.205
PROCHLORPERAZINE EDISYLATE 5 MG/ML INJECTION,2,mL,80
PROCHLORPERAZINE EDISYLATE 5 MG/ML INJECTION,2,mL,198.85
PROCHLORPERAZINE EDISYLATE 5 MG/ML INJECTION,2,mL,202.91
PROCHLORPERAZINE MALEATE 10 MG TAB,1,Each,26
PROCHLORPERAZINE MALEATE 5 MG TAB,1,Each,26
PROGESTERONE MICRONIZED 100 MG CAP,1,Each,26
PROMETHAZINE 12.5 MG RECTAL SUPPOSITORY,1,Each,45.927
PROMETHAZINE 12.5 MG RECTAL SUPPOSITORY,1,Each,63.12
PROMETHAZINE 25 MG RECTAL SUPPOSITORY,1,Each,26
PROMETHAZINE 25 MG RECTAL SUPPOSITORY,1,Each,31.488
PROMETHAZINE 25 MG RECTAL SUPPOSITORY,1,Each,45.927
PROMETHAZINE 25 MG RECTAL SUPPOSITORY,1,Each,63.12
PROMETHAZINE 25 MG TAB,1,Each,26
PROMETHAZINE 25 MG/ML INJECTION,1,mL,80
PROMETHAZINE 50 MG/ML INJECTION,1,mL,80
PROMETHAZINE 6.25 MG/5 ML SYRUP,118,mL,26
PROMETHAZINE 6.25 MG/5 ML SYRUP,473,mL,70.44
PROMETHAZINE-CODEINE 6.25 MG-10 MG/5 ML SYRUP,118,mL,38
PROMETHAZINE-CODEINE 6.25 MG-10 MG/5 ML SYRUP,473,mL,41.46
PROMETHAZINE-DM 6.25 MG-15 MG/5 ML SYRUP,118,mL,26
PROPAFENONE 150 MG TAB,1,Each,26
PROPAFENONE SR 225 MG 12 HR CAP,1,Each,26
PROPAFENONE SR 225 MG 12 HR CAP,1,Each,38.106
PROPAFENONE SR 225 MG 12 HR CAP,1,Each,52.37
PROPAFENONE SR 325 MG 12 HR CAP,1,Each,26.188
PROPAFENONE SR 325 MG 12 HR CAP,1,Each,56.98
PROPAFENONE SR 425 MG 12 HR CAP,1,Each,26.188
PROPANTHELINE 15 MG TAB,1,Each,26
PROPARACAINE 0.5 % EYE DROPS,15,mL,206.61
"PROPOFOL (PF) 1,000 MG/100 ML (10 MG/ML) IV",100,mL,248
PROPOFOL (PF) 200 MG/20 ML (10 MG/ML) IV,20,mL,248
PROPOFOL (PF) 500 MG/50 ML (10 MG/ML) IV,50,mL,248
PROPOFOL 10 MG/ML IV EMUL,20,mL,80
PROPOFOL 10 MG/ML IV EMUL,100,mL,248
PROPOFOL 10 MG/ML IV EMUL,50,mL,248
PROPOFOL INFUSION,50,mL,248
PROPRANOLOL 1 MG/ML IV,1,mL,80
PROPRANOLOL 1 MG/ML IV,1,mL,87.75
PROPRANOLOL 1 MG/ML IV,1,mL,108.04
PROPRANOLOL 1 MG/ML IV,1,mL,110.45
PROPRANOLOL 10 MG TAB,1,Each,26
PROPRANOLOL 120 MG 24 HR SUSTAINED ACTION CAP,1,Each,26
PROPRANOLOL 120 MG 24 HR SUSTAINED ACTION CAP,1,Each,87.864
PROPRANOLOL 20 MG TAB,1,Each,26
PROPRANOLOL 40 MG TAB,1,Each,26
PROPRANOLOL 60 MG 24 HR SUSTAINED ACTION CAP,1,Each,26
PROPRANOLOL 80 MG 24 HR SUSTAINED ACTION CAP,1,Each,26
PROPRANOLOL 80 MG TAB,1,Each,26
"PROPYLENE GLYCOL (BULK) 99.5 % (NOT LESS THAN, USP) LIQUID",473,mL,62
PROPYLTHIOURACIL 50 MG TAB,1,Each,26
PROTAMINE 10 MG/ML IV,5,mL,107.38
PROTAMINE 10 MG/ML IV,5,mL,134.8
PROTAMINE 10 MG/ML IV,25,mL,291.7
PROTAMINE 10 MG/ML IV,25,mL,368.44
PSEUDOEPHEDRINE 30 MG TAB,1,Each,1
PSEUDOEPHEDRINE 30 MG/5 ML ORAL LIQUID,5,mL,1
PSEUDOEPHEDRINE 30 MG/5 ML ORAL LIQUID,118,mL,8
PSEUDOEPHEDRINE SR 120 MG TAB,1,Each,1.555
PSYLLIUM HUSK (ASPARTAME) 3.4 GRAM ORAL POWDER PACKET,1,Each,1
PSYLLIUM HUSK (ASPARTAME) 3.4 GRAM ORAL POWDER PACKET,1,Each,1.216
PSYLLIUM HUSK (ASPARTAME) 3.4 GRAM ORAL POWDER PACKET,1,Each,1.32
PYRANTEL PAMOATE 50 MG/ML ORAL SUSP,60,mL,66.04
PYRAZINAMIDE 500 MG TAB,1,Each,26
PYRIDOSTIGMINE BROMIDE 5 MG/ML INJECTION,2,mL,307.13
PYRIDOSTIGMINE BROMIDE 60 MG TAB,1,Each,26
PYRIDOSTIGMINE BROMIDE 60 MG/5 ML SYRUP,5,mL,80.09
PYRIDOSTIGMINE BROMIDE 60 MG/5 ML SYRUP,473,mL,4137.25
PYRIDOXINE 100 MG/ML INJECTION,1,mL,166.72
PYRIDOXINE 50 MG TAB,1,Each,26
PYRIMETHAMINE 25 MG TAB,1,Each,2651.625
QUETIAPINE 100 MG TAB,1,Each,26
QUETIAPINE 200 MG TAB,1,Each,26
QUETIAPINE 25 MG TAB,1,Each,26
QUETIAPINE 400 MG TAB,1,Each,26
QUETIAPINE SR 150 MG 24 HR TAB,1,Each,41.708
QUETIAPINE SR 150 MG 24 HR TAB,1,Each,52.135
QUETIAPINE SR 200 MG 24 HR TAB,1,Each,26
QUETIAPINE SR 200 MG 24 HR TAB,1,Each,57.381
QUETIAPINE SR 300 MG 24 HR TAB,1,Each,26
QUETIAPINE SR 300 MG 24 HR TAB,1,Each,60.189
QUETIAPINE SR 300 MG 24 HR TAB,1,Each,75.236
QUETIAPINE SR 50 MG 24 HR TAB,1,Each,26
QUETIAPINE SR 50 MG 24 HR TAB,1,Each,29.034
QUINAPRIL 10 MG TAB,1,Each,26
QUINAPRIL 40 MG TAB,1,Each,26
QUINAPRIL 5 MG TAB,1,Each,26
QUINIDINE 200 MG TAB,1,Each,26
QUINIDINE 300 MG TAB,1,Each,26
QUINIDINE SR 324 MG TAB,1,Each,26
QUININE 324 MG CAP,1,Each,26.657
QUININE 324 MG CAP,1,Each,30.85
QUINUPRISTIN-DALFOPRISTIN 500 MG IV SOLR,1,Each,2474.37
RABIES IMMUNE GLOBULIN (PF) 300 UNIT/ML INTRAMUSCULAR SOLUTION,1,mL,4331.2
RABIES IMMUNE GLOBULIN (PF) 300 UNIT/ML INTRAMUSCULAR SOLUTION,5,mL,19768.77
RABIES IMMUNE GLOBULIN 150 UNIT/ML IM,2,mL,4331.2
RABIES IMMUNE GLOBULIN 150 UNIT/ML IM,10,mL,19768.77
"RABIES VACCINE, PCEC 2.5 UNIT IM KIT",1,Each,1553.85
"RABIES VACCINE, PCEC 2.5 UNIT IM KIT",1,Each,1996.29
"RABIES VACCINE, PCEC 2.5 UNIT IM KIT",1,Each,2055.45
"RABIES VACCINE,HUMAN DIPLOID (PF) 2.5 UNIT IM",1,Each,2069.97
RACEPINEPHRINE 2.25 % NEB SOLUTION,0.5,mL,26
"RADIUM RA 223 DICHLORIDE 1,000 KBQ/ML (27 MICROCURIE/ML) IV",1,Each,154475.31
RALOXIFENE 60 MG TAB,1,Each,26
RALOXIFENE 60 MG TAB,1,Each,26.864
RALOXIFENE 60 MG TAB,1,Each,31.095
RALOXIFENE 60 MG TAB,1,Each,36.92
RALTEGRAVIR 400 MG TAB,1,Each,88.388
RAMIPRIL 1.25 MG CAP,1,Each,26
RAMIPRIL 2.5 MG CAP,1,Each,26
RAMIPRIL 5 MG CAP,1,Each,26
RAMUCIRUMAB 10 MG/ML IV SOLUTION,10,mL,7407.06
RAMUCIRUMAB 10 MG/ML IV SOLUTION,50,mL,36602.86
RANITIDINE 15 MG/ML SYRUP,10,mL,32.38
RANITIDINE 15 MG/ML SYRUP,10,mL,33.22
RANITIDINE 15 MG/ML SYRUP,10,mL,43.77
RANITIDINE 15 MG/ML SYRUP,473,mL,147.56
RANITIDINE 50 MG/2 ML (25 MG/ML) INJECTION,2,mL,80
RANITIDINE 50 MG/2 ML (25 MG/ML) INJECTION,2,mL,135.74
RANITIDINE 50 MG/2 ML (25 MG/ML) INJECTION,2,mL,180.98
RANOLAZINE SR 500 MG 12 HR TAB,1,Each,26
RASAGILINE 0.5 MG TAB,1,Each,28.185
RASAGILINE 0.5 MG TAB,1,Each,48.61
RASAGILINE 0.5 MG TAB,1,Each,84.297
RASAGILINE 1 MG TAB,1,Each,28.185
RASAGILINE 1 MG TAB,1,Each,48.61
RASAGILINE 1 MG TAB,1,Each,84.297
RASBURICASE 1.5 MG INTRAVENOUS SOLUTION,1,Each,5048.98
RASBURICASE 7.5 MG INTRAVENOUS SOLUTION,1,Each,22315.39
RASBURICASE 7.5 MG INTRAVENOUS SOLUTION,1,Each,25245.47
REGADENOSON 0.4 MG/5 ML IV SYRINGE,5,mL,1481.88
REMIFENTANIL 1 MG IV SOLR,1,Each,375.76
REMIFENTANIL 1 MG IV SOLR,1,Each,390.35
REMIFENTANIL 2 MG IV SOLR,1,Each,693.68
REPAGLINIDE 0.5 MG TAB,1,Each,26
REPAGLINIDE 1 MG TAB,1,Each,26
REPAGLINIDE 2 MG TAB,1,Each,26
RESERPINE 0.1 MG TAB,1,Each,26
RESERPINE 0.25 MG TAB,1,Each,26
RETAPAMULIN 1 % OINTMENT,15,g,767.23
RHO D IMMUNE GLOBULIN 300 MCG IM SYRG,1,Each,949.11
"RHO(D) IMMUNE GLOBULIN-MALTOSE 1,500 UNIT/1.3 ML INJECTION",1.3,mL,2048.37
"RHO(D) IMMUNE GLOBULIN-MALTOSE 2,500 UNIT/2.2 ML INJECTION SOLUTION",2.2,mL,3435.17
"RHO(D) IMMUNE GLOBULIN-MALTOSE 5,000 UNIT/4.4 ML INJECTION",4.4,mL,6870.39
RIFABUTIN 150 MG CAP,1,Each,49.479
RIFABUTIN 150 MG CAP,1,Each,112.213
RIFAMPIN 150 MG CAP,1,Each,26
RIFAMPIN 300 MG CAP,1,Each,26
RIFAMPIN 600 MG IV SOLR,1,Each,1239.47
RIFAMPIN 600 MG IV SOLR,1,Each,1436.21
RIFAXIMIN 200 MG TAB,1,Each,47.256
RIFAXIMIN 200 MG TAB,1,Each,67.857
RIFAXIMIN 550 MG TAB,1,Each,129.346
RILPIVIRINE 25 MG TABLET,1,Each,122.933
"RIMABOTULINUMTOXINB 5,000 UNIT/ML IM",1,mL,3543.67
RIMANTADINE 100 MG TAB,1,Each,26
"RIMEXOLONE 1 % EYE DROPS, SUSP",5,mL,451.67
RIOCIGUAT 0.5 MG TABLET,1,Each,383.117
RIOCIGUAT 1 MG TABLET,1,Each,383.114
RIOCIGUAT 1.5 MG TABLET,1,Each,383.114
RIOCIGUAT 2.5 MG TABLET,1,Each,383.117
RISEDRONATE 30 MG TAB,1,Each,287.302
RISEDRONATE 35 MG TAB,1,Each,175.138
RISEDRONATE 35 MG TAB,1,Each,287.308
RISEDRONATE 5 MG TAB,1,Each,26
RISEDRONATE 5 MG TAB,1,Each,41.069
RISPERIDONE 0.25 MG TAB,1,Each,26
RISPERIDONE 0.25 MG TAB,1,Each,32.46
RISPERIDONE 0.5 MG TAB,1,Each,26
"RISPERIDONE 0.5 MG TAB, RAPID DISSOLVE",1,Each,26
RISPERIDONE 1 MG TAB,1,Each,26
RISPERIDONE 1 MG TAB,1,Each,37.862
"RISPERIDONE 1 MG TAB, RAPID DISSOLVE",1,Each,43.483
RISPERIDONE 1 MG/ML ORAL SOLN,30,mL,177.82
RISPERIDONE 1 MG/ML ORAL SOLN,30,mL,220.73
RISPERIDONE 3 MG TAB,1,Each,26
RISPERIDONE MICROSPHERES 25 MG/2 ML IM SYRG,1,Each,2765.77
RISPERIDONE MICROSPHERES 37.5 MG/2 ML IM SYRG,1,Each,4148.84
RISPERIDONE MICROSPHERES 50 MG/2 ML IM SYRG,1,Each,5531.9
RITONAVIR 100 MG CAP,1,Each,30.306
RITONAVIR 100 MG TAB,1,Each,26.184
RITONAVIR 100 MG TAB,1,Each,30.306
"RITUXIMAB 1,400 MG/11.7 ML (120 MG/ML)-HYALURONIDASE SUBCUTANEOUS SOLN",11.7,mL,43364.98
RITUXIMAB 10 MG/ML IV CONC,10,mL,6287.71
RITUXIMAB 10 MG/ML IV CONC,50,mL,31006.15
RIVAROXABAN 10 MG TAB,1,Each,49.387
RIVAROXABAN 10 MG TAB,1,Each,49.388
RIVAROXABAN 15 MG TAB,1,Each,49.387
RIVAROXABAN 15 MG TAB,1,Each,49.388
RIVAROXABAN 20 MG TAB,1,Each,49.387
RIVAROXABAN 20 MG TAB,1,Each,49.388
RIVASTIGMINE 1.5 MG CAP,1,Each,26
RIVASTIGMINE 3 MG CAP,1,Each,26
RIVASTIGMINE 4.6 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,73.44
RIVASTIGMINE 4.6 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,76.268
RIVASTIGMINE 4.6 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,139.65
RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,31.553
RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,40.1
RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,47.79
RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,73.44
RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,76.268
RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,87.52
RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,139.65
RIZATRIPTAN 10 MG TAB,1,Each,26
RIZATRIPTAN 10 MG TAB,1,Each,35.98
"RIZATRIPTAN 10 MG TAB, RAPID DISSOLVE",1,Each,26
"RIZATRIPTAN 10 MG TAB, RAPID DISSOLVE",1,Each,215.26
RIZATRIPTAN 5 MG TAB,1,Each,26
"RIZATRIPTAN 5 MG TAB, RAPID DISSOLVE",1,Each,26
"RIZATRIPTAN 5 MG TAB, RAPID DISSOLVE",1,Each,26.177
"RIZATRIPTAN 5 MG TAB, RAPID DISSOLVE",1,Each,35.98
ROCURONIUM 10 MG/ML IV,10,mL,80
ROCURONIUM 10 MG/ML IV,5,mL,80
ROCURONIUM 10 MG/ML IV,5,mL,129.43
ROCURONIUM 50 MG/5 ML (10 MG/ML) INTRAVENOUS SYRINGE,5,mL,85.28
ROFLUMILAST 500 MCG TAB,1,Each,30.391
ROFLUMILAST 500 MCG TAB,1,Each,41.316
ROFLUMILAST 500 MCG TAB,1,Each,41.327
ROMIDEPSIN 10 MG/2 ML INTRAVENOUS SOLUTION,1,Each,19361.57
ROMIPLOSTIM 250 MCG SUBCUTANEOUS SOLUTION,1,Each,11005.8
ROMIPLOSTIM 500 MCG SUB-Q SOLN,1,Each,22011.59
ROPINIROLE 0.25 MG TAB,1,Each,26
ROPINIROLE 1 MG TAB,1,Each,26
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,30,mL,80
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,20,mL,158.82
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,30,mL,230.33
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,30,mL,238.23
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION,30,mL,282.25
ROPIVACAINE 2 MG/ML INJECTION,10,mL,80
ROPIVACAINE 2 MG/ML INJECTION,20,mL,106.17
ROPIVACAINE 7.5 MG/ML INJECTION,20,mL,207.3
ROSIGLITAZONE 2 MG TAB,1,Each,26
ROSIGLITAZONE 4 MG TAB,1,Each,26.61
ROSUVASTATIN 10 MG TAB,1,Each,26
ROSUVASTATIN 10 MG TAB,1,Each,30.745
ROSUVASTATIN 40 MG TAB,1,Each,26
ROSUVASTATIN 40 MG TAB,1,Each,30.748
ROTIGOTINE 2 MG/24 HR 24 HOUR TRANSDERMAL PATCH,1,Each,76.204
ROTIGOTINE 4 MG/24 HR 24 HOUR TRANSDERMAL PATCH,1,Each,76.204
SACCHAROMYCES BOULARDII 250 MG CAP,1,Each,26
SACUBITRIL 24 MG-VALSARTAN 26 MG TABLET,1,Each,27.298
SACUBITRIL 49 MG-VALSARTAN 51 MG TABLET,1,Each,27.298
SACUBITRIL 97 MG-VALSARTAN 103 MG TABLET,1,Each,27.298
SACUBITRIL 97 MG-VALSARTAN 103 MG TABLET,1,Each,49.92
SALINE PERIPHERAL FLUSH PRN,10,mL,0
SALINE PERIPHERAL FLUSH Q8H,10,mL,0
SALIVA STIMULANT AGENTS COMBINATION NO.3 MUCOSAL SPRAY,44.3,mL,17.84
SALIVA SUBSTITUTION COMBO NO.9 MOUTHWASH,237,mL,26
SALMETEROL 50 MCG/DOSE DISK DEVICE FOR INHALATION,1,Each,28.047
SALSALATE 500 MG TAB,1,Each,26
SAXAGLIPTIN 2.5 MG TAB,1,Each,48.111
SAXAGLIPTIN 5 MG TAB,1,Each,48.111
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,75.292
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,75.293
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,94.483
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,115.46
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,115.78
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,124.09
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,137.88
SCOPOLAMINE 0.4 MG/ML INJECTION,1,mL,87.2
"SELEGILINE 1.25 MG TAB, RAPID DISSOLVE",1,Each,239.817
SELEGILINE 5 MG CAP,1,Each,26
SELEGILINE 5 MG TAB,1,Each,26
SELEGILINE 6 MG/24 HR TRANSDERM 24 HR PATCH,1,Each,194.403
SELENIUM 40 MCG/ML IV,10,mL,194.47
SELENIUM 50 MCG TAB,1,Each,26
SELENIUM SULFIDE 1 % TOPICAL SUSP,207,mL,26
SELENIUM SULFIDE 1 % TOPICAL SUSP,207,mL,32.17
SELENIUM SULFIDE 2.5 % LOTION,120,mL,39.71
SENNOSIDES 8.6 MG TAB,1,Each,1
SENNOSIDES 8.8 MG/5 ML SYRUP,5,mL,1.08
SENNOSIDES 8.8 MG/5 ML SYRUP,236,mL,39.52
SENNOSIDES-DOCUSATE SODIUM 8.6 MG-50 MG TAB,1,Each,1
SENNOSIDES-DOCUSATE SODIUM 8.6 MG-50 MG TAB,1,Each,1.084
SENNOSIDES-DOCUSATE SODIUM 8.6 MG-50 MG TAB,1,Each,1.439
SERTRALINE 25 MG TAB,1,Each,26
SERTRALINE 50 MG TAB,1,Each,26
SEVELAMER 400 MG TAB,1,Each,26
SEVELAMER 800 MG TAB,1,Each,26
SEVELAMER CARBONATE 0.8 GRAM ORAL POWDER PACKET,1,Each,59.867
SEVELAMER CARBONATE 0.8 GRAM ORAL POWDER PACKET,1,Each,98.66
SEVELAMER CARBONATE 2.4 GRAM ORAL POWDER PACKET,1,Each,53.874
SEVELAMER CARBONATE 2.4 GRAM ORAL POWDER PACKET,1,Each,59.867
SEVELAMER CARBONATE 2.4 GRAM ORAL POWDER PACKET,1,Each,98.66
SEVELAMER CARBONATE 800 MG TAB,1,Each,26
SEVELAMER CARBONATE 800 MG TAB,1,Each,53.5
SEVOFLURANE FOR INHALATION,250,mL,0
SILDENAFIL 10 MG/12.5 ML IV,12.5,mL,1277.04
SILDENAFIL 20 MG TAB,1,Each,26
SILDENAFIL 20 MG TAB,1,Each,168.626
SILDENAFIL 25 MG TAB,1,Each,238.116
SILODOSIN 4 MG CAPSULE,1,Each,29.377
SILODOSIN 8 MG CAPSULE,1,Each,29.377
SILVER NITRATE APPLICATORS 75 %-25 % TOPICAL STICK,1,Each,30
SILVER SULFADIAZINE 1 % TOPICAL CREAM,25,g,48.24
SILVER SULFADIAZINE 1 % TOPICAL CREAM,50,g,79.31
SILVER SULFADIAZINE 1 % TOPICAL CREAM,400,g,279.75
"SIMETHICONE 40 MG/0.6 ML ORAL DROPS, SUSP",30,mL,7.42
"SIMETHICONE 40 MG/0.6 ML ORAL DROPS, SUSP",30,mL,8.97
SIMETHICONE 80 MG CHEWABLE TAB,1,Each,1
SIMVASTATIN 10 MG TAB,1,Each,26
SIMVASTATIN 20 MG TAB,1,Each,26
SIMVASTATIN 40 MG TAB,1,Each,26
