Medication,Package Size,Package Unit,UOM charge
LACTULOSE ENEMA IN STERILE WATER,1000,mL,98.8
LEUCOVORIN CALCIUM 25 MG TAB,1,Each,98.8
LIDOCAINE 2 % MUCOSAL SOLN,100,mL,98.8
TERBINAFINE 1 % TOPICAL CREAM,30,g,99.97
THIOTHIXENE 1 MG CAP,1,Each,14
CADEXOMER IODINE 0.9 % TOPICAL GEL,10,g,100.51
THIOTHIXENE 10 MG CAP,1,Each,14.024
THIOTHIXENE 10 MG CAP,1,Each,22.227
TRIAMCINOLONE ACETONIDE 55 MCG NASAL SPRAY AEROSOL,10.8,mL,100.89
RIVASTIGMINE 4.6 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,101.88
RIVASTIGMINE 13.3 MG/24 HOUR TRANSDERMAL PATCH,1,Each,101.88
THIOTHIXENE 5 MG CAP,1,Each,14
THYROID (PORK) 30 MG TAB,1,Each,14
AMOXICILLIN-POT CLAVULANATE 400 MG-57 MG/5 ML ORAL SUSP,75,mL,103.07
POTASSIUM IODIDE 1 GRAM/ML ORAL SOLN,30,mL,103.21
IBUPROFEN 100 MG/5 ML ORAL SUSP,5,mL,2.48
HYDROCORTISONE ACETATE 25 MG RECTAL SUPPOSITORY,1,Each,103.29
MAGNESIUM CITRATE ORAL SOLN,296,mL,2.63
IBUPROFEN 100 MG/5 ML ORAL SUSP,5,mL,2.76
EZETIMIBE 10 MG TAB,1,Each,103.3
TOBRAMYCIN 0.3 % EYE DROPS,5,mL,103.74
THYROID (PORK) 60 MG TAB,1,Each,14
TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM,80,g,104.19
TIAGABINE 2 MG TAB,1,Each,42.692
MIDAZOLAM 2 MG/ML SYRUP,5,mL,45.07
TIAGABINE 4 MG TAB,1,Each,36.027
TIAGABINE 4 MG TAB,1,Each,44.626
TOBRAMYCIN 0.3 % EYE DROPS,5,mL,104.64
OXYCODONE 20 MG/ML ORAL CONCENTRATE,1,mL,46.08
MICONAZOLE NITRATE 2 % EXTRA THICK TOPICAL CREAM,92,g,104.95
CLOTRIMAZOLE 1 % TOPICAL CREAM,15,g,105.09
IBUPROFEN 100 MG/5 ML ORAL SUSP,5,mL,2.78
TOBRAMYCIN 0.3 % EYE DROPS,5,mL,105.54
TICAGRELOR 60 MG TAB,1,Each,30.712
PENICILLIN V POTASSIUM 250 MG/5 ML ORAL SUSP,200,mL,105.99
CYCLOPENTOLATE 1 % EYE DROPS,2,mL,106.17
TICAGRELOR 90 MG TAB,1,Each,30.712
CYCLOPENTOLATE 1 % EYE DROPS,2,mL,107.34
ACETYLCYSTEINE 20 % (200 MG/ML) SOLN,4,mL,107.79
PEG 3350-ELECTROLYTES ORAL SOLUTION,4000,mL,107.79
LACTATED RINGERS IRRIGATION SOLN,3000,mL,107.79
"WATER FOR IRRIGATION, STERILE SOLUTION",3000,mL,107.79
LATANOPROST 0.005 % EYE DROPS,2.5,mL,107.79
PEG 3350-ELECTROLYTES 240 G-22.72 G-6.72 G-5.84 G ORAL SOLUTION,4000,mL,107.79
CYCLOPENTOLATE 1 % EYE DROPS,2,mL,108.68
TICLOPIDINE 250 MG TAB,1,Each,14
TICLOPIDINE 250 MG TAB,1,Each,17.356
TIMOLOL 10 MG TAB,1,Each,14
ACETYLCYSTEINE 20 % (200 MG/ML) SOLN,10,mL,110.03
SILVER SULFADIAZINE 1 % TOPICAL CREAM,50,g,110.03
VALPROATE SODIUM 250 MG/5 ML SYRUP,473,mL,110.46
TRIAMCINOLONE ACETONIDE 55 MCG NASAL SPRAY AEROSOL,16.9,mL,110.51
MOXIFLOXACIN 400 MG TAB,1,Each,110.87
SILVER SULFADIAZINE 1 % TOPICAL CREAM,50,g,110.93
CALCIUM CARBONATE 200 MG (500 MG) CHEWABLE TAB,1,Each,2.8
SODIUM CHLORIDE 0.9 % INJECTION,10,mL,2.82
PYRIDOSTIGMINE BROMIDE 60 MG/5 ML SYRUP,5,mL,111.11
CHLORPHENIRAMINE-HYDROCODONE SR 8 MG-10 MG/5 ML ORAL 12 HR SUSP,5,mL,47.73
SILVER SULFADIAZINE 1 % TOPICAL CREAM,50,g,111.38
TOLTERODINE 1 MG TAB,1,Each,14
ECONAZOLE 1 % TOPICAL CREAM,15,g,112.23
TOLTERODINE 1 MG TAB,1,Each,17.802
OXYCODONE 5 MG/5 ML ORAL SOLN,5,mL,48.26
TOLTERODINE 1 MG TAB,1,Each,37.374
"NYSTATIN 100,000 UNIT/ML ORAL SUSP",60,mL,114.25
TOLTERODINE 2 MG TAB,1,Each,14
TOLTERODINE 2 MG TAB,1,Each,14.186
TOLTERODINE 2 MG TAB,1,Each,14.327
DESOXIMETASONE 0.25 % OINTMENT,15,g,117.08
"FLUTICASONE 50 MCG/ACTUATION NASAL SPRAY, SUSP",16,g,117.13
OXYMETAZOLINE 0.05 % NASAL SPRAY AEROSOL,15,mL,2.91
"NYSTATIN 100,000 UNIT/G TOPICAL CREAM",30,g,117.49
TOLTERODINE 2 MG TAB,1,Each,18.273
TIOTROPIUM BROMIDE 18 MCG CAPS WITH INHALATION DEVICE,1,Cap,119.06
ACTIVATED CHARCOAL- SORBITOL 25 GRAM/120 ML ORAL SUSP,120,mL,119.64
SODIUM CHLORIDE 0.65 % NASAL SPRAY AEROSOL,44,mL,3.02
ACTIVATED CHARCOAL 25 GRAM/120 ML ORAL SUSP,120,mL,119.64
CIPROFLOXACIN 0.3 % EYE DROPS,2.5,mL,119.91
MESALAMINE 4 GRAM/60 ML ENEMA,60,mL,120.18
MIDAZOLAM 2 MG/ML SYRUP,5,mL,49.98
LATANOPROST 0.005 % EYE DROPS,2.5,mL,120.36
ATROPINE 1 % EYE DROPS,5,mL,120.9
TOLTERODINE 2 MG TAB,1,Each,38.366
FERRIC SUBSULFATE SOLN,100,mL,121.26
RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,121.41
TOLTERODINE SR 2 MG 24 HR CAP,1,Each,43.183
CASTOR OIL 100 % ORAL,59,mL,3.14
TOLTERODINE SR 2 MG 24 HR CAP,1,Each,43.237
TOLTERODINE SR 2 MG 24 HR CAP,1,Each,52.432
TOLTERODINE SR 2 MG 24 HR CAP,1,Each,52.792
FERRIC SUBSULFATE SOLN,8,mL,123.59
POTASSIUM CHLORIDE 10 % ORAL LIQUID,15,mL,123.82
TOLTERODINE SR 2 MG 24 HR CAP,1,Each,63.527
TOLTERODINE SR 2 MG 24 HR CAP,1,Each,64.169
"LANSOPRAZOLE 30 MG RAPID DISSOLVE TAB, DELAYED RELEASE",1,Each,124.29
"LANSOPRAZOLE 15 MG RAPID DISSOLVE TAB, DELAYED RELEASE",1,Each,124.29
"NYSTATIN 100,000 UNIT/G TOPICAL CREAM",15,g,124.49
TOLTERODINE SR 4 MG 24 HR CAP,1,Each,43.237
TOLTERODINE SR 4 MG 24 HR CAP,1,Each,52.792
TOLTERODINE SR 4 MG 24 HR CAP,1,Each,61.689
"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/G EYE OINTMENT",3.5,g,124.84
POTASSIUM CHLORIDE 10 % ORAL LIQUID,15,mL,125.03
MINERAL OIL,10,mL,125.03
"BARIUM SULFATE 40 % (W/V), 30 % (W/W) ORAL SUSP",240,mL,125.03
"NYSTATIN 100,000 UNIT/G OINTMENT",15,g,125.7
"NYSTATIN 100,000 UNIT/G TOPICAL CREAM",15,g,125.7
BENZOCAINE 20 % MUCOSAL GEL,11.9,g,3.17
WHITE PETROLATUM TOPICAL GEL,30,g,3.24
TOLTERODINE SR 4 MG 24 HR CAP,1,Each,63.527
ESTRADIOL 0.05 MG/24 HR SEMIWEEKLY TRANSDERM PATCH,1,Each,126.83
FERRIC SUBSULFATE 259 MG/G TOPICAL SOLN,8,g,127.01
ACETAMINOPHEN SR 650 MG TAB,1,Each,3.25
TOLTERODINE SR 4 MG 24 HR CAP,1,Each,64.169
TOLVAPTAN 15 MG TAB,1,Each,2241.644
DOXERCALCIFEROL 0.5 MCG CAP,1,Each,127.86
AMOXICILLIN-POT CLAVULANATE 600 MG-42.9 MG/5 ML ORAL SUSP,75,mL,128
POLYETHYLENE GLYCOL 3350 100 % ORAL POWDER,255,g,128.26
SITAGLIPTIN 25 MG TAB,1,Each,128.62
SITAGLIPTIN 100 MG TAB,1,Each,128.62
SITAGLIPTIN 50 MG TAB,1,Each,128.62
TOLVAPTAN 30 MG TAB,1,Each,2325.445
LACOSAMIDE 10 MG/ML ORAL SOLN,10,mL,129.07
"OLANZAPINE 5 MG TAB, RAPID DISSOLVE",1,Each,129.61
FLUTICASONE 0.05 % TOPICAL CREAM,15,g,129.75
BRIMONIDINE 0.2 % EYE DROPS,5,mL,130.24
AMPHETAMINE-DEXTROAMPHETAMINE SR 10 MG 24 HR CAP,1,Each,52.91
POLYETHYLENE GLYCOL 3350 100 % ORAL POWDER,255,g,130.56
KETOROLAC TROMETHAMINE 0.5 % EYE DROPS,3,mL,131.31
BRIMONIDINE 0.2 % EYE DROPS,5,mL,132.04
TOPIRAMATE 25 MG TAB,1,Each,14
CHLORPROMAZINE 100 MG TAB,1,Each,133.15
ERYTHROMYCIN 5 MG/G EYE OINTMENT,3.5,g,134.02
"NYSTATIN 100,000 UNIT/G TOPICAL POWDER",15,g,134.33
LACTATED RINGERS IRRIGATION SOLN,3000,mL,134.73
BRIMONIDINE 0.2 % EYE DROPS,5,mL,134.73
"NYSTATIN 100,000 UNIT/G TOPICAL POWDER",15,g,134.73
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,3.36
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,3.39
SULFACETAMIDE-PREDNISOLONE 10 %-0.25 % EYE DROPS,5,mL,134.73
SODIUM CHLORIDE 2 % EYE DROPS,15,mL,136.35
ERYTHROMYCIN 5 MG/G EYE OINTMENT,3.5,g,136.53
SEVELAMER CARBONATE 0.8 GRAM ORAL POWDER PACKET,1,Each,136.87
SEVELAMER CARBONATE 2.4 GRAM ORAL POWDER PACKET,1,Each,136.87
PRASUGREL 10 MG TAB,1,Each,137.43
PRASUGREL 5 MG TAB,1,Each,137.43
SODIUM CHLORIDE 0.9 % INJECTION,10,mL,3.46
IBUPROFEN 100 MG/5 ML ORAL SUSP,5,mL,3.5
VENLAFAXINE SR 150 MG 24 HR CAP,1,Each,137.7
GENTAMICIN 0.3 % EYE DROPS,5,mL,137.88
CICLOPIROX 0.77 % TOPICAL CREAM,15,g,138.1
TRANDOLAPRIL 2 MG TAB,1,Each,14
TRANEXAMIC ACID 650 MG TABLET,1,Each,28.085
DOCOSANOL 10 % TOPICAL CREAM,2,g,138.86
TRANEXAMIC ACID 650 MG TABLET,1,Each,29.221
GENTAMICIN 0.3 % EYE DROPS,5,mL,139.22
TOBRAMYCIN 0.3 % EYE DROPS,5,mL,139.22
MICONAZOLE NITRATE 2 % TOPICAL CREAM,15,g,139.58
LATANOPROST 0.005 % EYE DROPS,2.5,mL,139.67
HOMATROPINE 2 % EYE DROPS,5,mL,139.76
ATROPINE 1 % EYE DROPS,5,mL,140.12
TRAZODONE 100 MG TAB,1,Each,14
PHYTONADIONE 1 MG/ML ORAL SOLUTION COMPOUND,5,mL,141.06
NITROGLYCERIN 0.3 MG/HR TRANSDERM 24 HR PATCH,1,Each,141.38
TIOTROPIUM BROMIDE 18 MCG CAPS WITH INHALATION DEVICE,1,Cap,141.49
LIDOCAINE 5 % (700 MG/PATCH) ADHESIVE PATCH,1,Each,141.92
MOMETASONE 0.1 % OINTMENT,15,g,142.28
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG/ML-10,000 UNIT/ML-0.1% EYE DROPS",5,mL,142.73
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG-10,000 UNIT/G-0.1 % EYE OINTMENT",3.5,g,142.73
HYDROXYZINE 10 MG/5 ML SYRUP,118,mL,143.08
SODIUM CHLORIDE 5 % EYE DROPS,15,mL,143.49
SODIUM CHLORIDE 5 % EYE OINTMENT,3.5,g,143.54
SODIUM PHOSPHATES 19 GRAM-7 GRAM/118 ML ENEMA,133,mL,3.54
DEXAMETHASONE 0.5 MG/5 ML ORAL SOLN,500,mL,143.71
PEG 3350-ELECTROLYTES 236 G-22.74 G-6.74 G-5.86 G ORAL SOLUTION,4000,mL,143.71
PEG 3350-ELECTROLYTES ORAL SOLUTION,4000,mL,143.71
MOMETASONE 0.1 % OINTMENT,15,g,143.76
ARFORMOTEROL 15 MCG/2 ML NEB SOLUTION,2,mL,145.33
FLUCONAZOLE 10 MG/ML ORAL SUSP,35,mL,145.55
MOXIFLOXACIN 400 MG TAB,1,Each,145.62
LAMIVUDINE-ZIDOVUDINE 150 MG-300 MG TAB,1,Each,146.7
DIATRIZOATE MEGLUMINE & SODIUM 66 %-10 % ORAL SOLN,30,mL,148.2
ESTRADIOL 0.05 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,148.9
ESTRADIOL 0.075 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,148.9
PHENYLEPHRINE 2.5 % EYE DROPS,3,mL,149.09
ESTRADIOL 0.05 MG/24 HR SEMIWEEKLY TRANSDERM PATCH,1,Each,149.46
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG-10,000 UNIT/G-0.1 % EYE OINTMENT",3.5,g,149.55
BENZALKONIUM CHLORIDE 0.13 % TOPICAL GEL,5,g,149.55
UREA 40 % TOPICAL CREAM,85,g,150.4
DEXAMETHASONE 0.1 % EYE DROPS,5,mL,150.9
CLOTRIMAZOLE-BETAMETHASONE 1 %-0.05 % TOPICAL CREAM,15,g,151.44
"FLUTICASONE 50 MCG/ACTUATION NASAL SPRAY, SUSP",15.8,mL,152.13
CIPROFLOXACIN 0.3 %-FLUOCINOLONE 0.025 % (0.25 ML) EAR SOLUTION,1,Each,152.17
MUPIROCIN 2 % NASAL OINTMENT,1,g,153.34
TRIAMTERENE 50 MG CAP,1,Each,50.02
TRIAMTERENE-HYDROCHLOROTHIAZIDE 37.5 MG-25 MG CAP,1,Each,14
HOMATROPINE 5 % EYE DROPS,5,mL,155.75
MOMETASONE 0.1 % TOPICAL CREAM,15,g,157.23
ATROPINE 1 % EYE OINTMENT,3.5,g,157.28
OXYMETAZOLINE 0.05 % NASAL SPRAY AEROSOL,30,mL,3.54
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,160.18
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,160.63
LEVOBUNOLOL 0.5 % EYE DROPS,5,mL,160.87
AMANTADINE 50 MG/5 ML SYRUP,473,mL,161.44
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG-10,000 UNIT/G-0.1 % EYE OINTMENT",3.5,g,161.68
LATANOPROST 0.005 % EYE DROPS,2.5,mL,161.68
"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG/ML-10,000 UNIT/ML-0.1% EYE DROPS",5,mL,161.68
HYDROGEN PEROXIDE 3 % SOLN,473,mL,3.6
HYDROGEN PEROXIDE 3 % SOLN,473,mL,3.62
AVOBENZONE-OCTISALATE-HOMOSALATE-OCTOCRYLENE LIP BALM,1,Tube,3.81
DOXYCYCLINE 25 MG/5 ML ORAL SUSP,60,mL,163.83
BUDESONIDE SR 3 MG 24 HR CAP,1,Each,163.85
BALANCED SALT SOLN NON-SURG #3 EYE,30,mL,164.37
CASTOR OIL,60,mL,3.84
TRIFLUOPERAZINE 10 MG TAB,1,Each,14
TRIFLUOPERAZINE 2 MG TAB,1,Each,14
TRIFLUOPERAZINE 5 MG TAB,1,Each,14
TRIHEXYPHENIDYL 2 MG TAB,1,Each,14
BUDESONIDE 1 MG/2 ML NEB SUSPENSION,2,mL,165.84
FLUOCINONIDE 0.05 % OINTMENT,15,g,166.12
"ERYTHROMYCIN ETHYLSUCCINATE 200 MG/5 ML SUSP, RECON",5,mL,168.95
MOMETASONE 0.1 % TOPICAL SOLN,30,mL,168.95
CEPHALEXIN 125 MG/5 ML ORAL SUSP,100,mL,170.66
CLOPIDOGREL 300 MG TAB,1,Each,170.84
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,172.15
PHENOL 1.4 % MUCOSAL AEROSOL SPRAY,177,mL,4.04
DESONIDE 0.05 % OINTMENT,15,g,173.67
"NYSTATIN 100,000 UNIT/G TOPICAL POWDER",15,g,174.21
"SIMETHICONE 40 MG/0.6 ML ORAL DROPS, SUSP",0.6,mL,4.28
MODIFIED LANOLIN OINTMENT,7,g,4.37
HYOSCYAMINE 0.125 MG/ML ORAL DROPS,15,mL,175.01
TRIHEXYPHENIDYL 5 MG TAB,1,Each,14
FAMOTIDINE 40 MG/5 ML ORAL SUSP,5,mL,176.27
LIDOCAINE 2 % MUCOSAL GEL,30,mL,178.11
MUPIROCIN 2 % OINTMENT,22,g,179.62
CHLORPHENIRAMINE-HYDROCODONE SR 8 MG-10 MG/5 ML ORAL 12 HR SUSP,5,mL,61.35
LEVONORGESTREL 1.5 MG TAB,1,Each,179.64
PEG 3350-ELECTROLYTES ORAL SOLUTION,4000,mL,179.64
AMMONIUM LACTATE 12 % LOTION,225,g,181.89
KETOCONAZOLE 2 % SHAMPOO,120,mL,182.16
CARBAMIDE PEROXIDE 6.5 % EAR DROPS,15,mL,4.39
CLOPIDOGREL 300 MG TAB,1,Each,186.57
"MULTIVIT WITH MINERALS-COENZYME Q10 2 MG/ML ORAL DROPS, SUSP",60,mL,187.54
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM",15,g,188.22
AMINOCAPROIC ACID 25 % SYRUP,15,mL,188.62
"NYSTATIN 100,000 UNIT/G TOPICAL CREAM",30,g,188.62
"NYSTATIN 100,000 UNIT/G OINTMENT",30,g,188.62
TRIPROLIDINE-PSEUDOEPHEDRINE 2.5 MG-60 MG TAB,1,Each,14
TROSPIUM 20 MG TAB,1,Each,14
"BARIUM SULFATE 40 % (W/V), 30 % (W/W) ORAL SUSP",60,mL,190.78
LIDOCAINE (PF) 3.5 % EYE GEL,1,mL,190.87
TROSPIUM 20 MG TAB,1,Each,15.266
MORPHINE CONCENTRATE 20 MG/ML ORAL,15,mL,70.3
UMECLIDINIUM 62.5 MCG/ACTUATION BLISTER POWDER FOR INHALATION,1,Each,513.48
UMECLIDINIUM 62.5 MCG-VILANTEROL 25 MCG/ACTUATION POWDR FOR INHALATION,1,Each,714.61
URSODIOL 300 MG CAP,1,Each,26.67
SCOPOLAMINE (1.3-1.5) MG 72 HR TRANSDERM PATCH,1,Each,191.28
ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER,8,g,192.43
URSODIOL 300 MG CAP,1,Each,31.087
URSODIOL 300 MG CAP,1,Each,39.081
VALACYCLOVIR 500 MG TAB,1,Each,14
VALACYCLOVIR 500 MG TAB,1,Each,16.708
VALACYCLOVIR 500 MG TAB,1,Each,20.17
VALACYCLOVIR 500 MG TAB,1,Each,22.827
RIVASTIGMINE 4.6 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,193.74
RIVASTIGMINE 9.5 MG/24 HOUR TRANSDERM 24 HR PATCH,1,Each,193.74
RIVASTIGMINE 13.3 MG/24 HOUR TRANSDERMAL PATCH,1,Each,193.74
FLUCONAZOLE 10 MG/ML ORAL SUSP,35,mL,193.97
AZELASTINE 137 MCG NASAL SPRAY AEROSOL,30,mL,195.36
"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/G EYE OINTMENT",3.5,g,195.54
CLOTRIMAZOLE-BETAMETHASONE 1 %-0.05 % TOPICAL CREAM,45,g,195.63
"NYSTATIN 100,000 UNIT/G TOPICAL POWDER",15,g,195.76
ACTIVATED CHARCOAL- SORBITOL 25 GRAM/120 ML ORAL SUSP,120,mL,197.24
VALACYCLOVIR 500 MG TAB,1,Each,63.673
ACTIVATED CHARCOAL 25 GRAM/120 ML ORAL SUSP,120,mL,197.24
"FLUTICASONE 50 MCG/ACTUATION NASAL SPRAY, SUSP",16,g,197.6
EDROPHONIUM CL-ATROPINE 10 MG-0.14 MG/ML IV,5,mL,197.6
VALGANCICLOVIR 450 MG TAB,1,Each,122.313
CLOTRIMAZOLE 1 % TOPICAL CREAM,30,g,198.86
KETOCONAZOLE 2 % SHAMPOO,120,mL,199.4
TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM,454,g,199.81
FLUTICASONE 0.05 % TOPICAL CREAM,30,g,199.94
BETAMETHASONE VALERATE 0.1 % TOPICAL CREAM,15,g,201.02
LIDOCAINE 4 % TOPICAL PATCH (12 HOUR DURATION),1,Each,4.44
LIDOCAINE 4 % TOPICAL PATCH (12 HOUR DURATION),1,Each,4.49
ACETAMINOPHEN (TYLENOL) SOLUTION 32MG/ML,10.15,mL,4.56
VALGANCICLOVIR 450 MG TAB,1,Each,221.904
AMOXICILLIN-POT CLAVULANATE 600 MG-42.9 MG/5 ML ORAL SUSP,75,mL,202.09
KETOCONAZOLE 2 % TOPICAL CREAM,15,g,203.71
LACTULOSE 10 GRAM/15 ML ORAL SOLN,946,mL,203.93
VALGANCICLOVIR 450 MG TAB,1,Each,461.57
LIDOCAINE 4 % TOPICAL SOLN,4,mL,205.74
STRONG IODINE 5% ORAL SOLN (LUGOL'S),14,mL,205.77
"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/G EYE OINTMENT",3.5,g,205.88
RANITIDINE 15 MG/ML SYRUP,473,mL,206.3
CEPHALEXIN 250 MG/5 ML ORAL SUSP,100,mL,206.59
VALPROIC ACID 250 MG CAP,1,Each,14
DIATRIZOATE MEGLUMINE & SODIUM 66 %-10 % ORAL SOLN,30,mL,207.21
HYDROCORTISONE 1 % TOPICAL CREAM,28.4,g,4.65
MAGIC MOUTHWASH COMPOUNDING KIT,119,mL,207.36
CIPROFLOXACIN 0.3 % EYE DROPS,5,mL,207.63
METRONIDAZOLE 0.75 % VAGINAL GEL,70,g,207.96
PALIPERIDONE SR 3 MG 24 HR TAB,1,Each,209.36
FLUPHENAZINE 2.5 MG/5 ML ELIXIR,60,mL,212.87
VALSARTAN 160 MG TAB,1,Each,18.248
ACETIC ACID 2 % EAR SOLN,15,mL,214.05
DEXAMETHASONE 1 MG/ML ORAL DROPS,30,mL,214.22
PHENYTOIN 100 MG/4 ML ORAL SUSP,237,mL,215
VALSARTAN 160 MG TAB,1,Each,41.603
MAGNESIUM CITRATE ORAL SOLN,296,mL,4.65
BACITRACIN 500 UNIT/G OINTMENT,15,g,4.76
SODIUM CHLORIDE 0.9 % INJECTION,20,mL,4.79
CARBAMIDE PEROXIDE 6.5 % EAR DROPS,15,mL,4.96
AZITHROMYCIN 200 MG/5 ML ORAL SUSP,30,mL,215.28
AZITHROMYCIN 200 MG/5 ML ORAL SUSP,15,mL,215.28
AZITHROMYCIN 100 MG/5 ML ORAL SUSP,15,mL,215.28
AZITHROMYCIN 200 MG/5 ML ORAL SUSP,22.5,mL,215.34
ATOVAQUONE 750 MG/5 ML ORAL SUSP,5,mL,216.02
VALSARTAN 40 MG TAB,1,Each,41.683
PREDNISOLONE 15 MG/5 ML ORAL SOLN,240,mL,217.26
LACTULOSE 10 GRAM/15 ML ORAL SOLN,1892,mL,217.98
CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,218.06
CYCLOPENTOLATE 1 % EYE DROPS,2,mL,218.98
PROMETHAZINE 50 MG RECTAL SUPPOSITORY,1,Each,220.74
ALBUTEROL SULFATE 2 MG/5 ML SYRUP,473,mL,220.92
VALSARTAN 80 MG TAB,1,Each,38.684
CLOTRIMAZOLE-BETAMETHASONE 1 %-0.05 % TOPICAL CREAM,15,g,222.17
ATROPINE 1 % EYE DROPS,2,mL,222.52
HYDROCORTISONE 1 % TOPICAL CREAM,28,g,5.01
VARENICLINE 0.5 MG TAB,1,Each,37.41
HYDROCORTISONE 1 % OINTMENT,28,g,5.01
BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSP,30,mL,5.02
ACETAMINOPHEN (TYLENOL) SOLUTION 32MG/ML,20.3,mL,5.1
TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM,453.6,g,224.08
TRIAMCINOLONE ACETONIDE 0.1 % OINTMENT,453.6,g,224.08
PATIROMER CALCIUM SORBITEX 8.4 GRAM ORAL POWDER PACKET,1,Each,225.16
VITAMIN E 50 UNIT/ML ORAL DROPS,30,mL,226.14
MAGIC MOUTHWASH COMPOUNDING KIT,237,mL,226.24
LOPERAMIDE 1 MG/5 ML ORAL LIQUID,5,mL,5.12
"BARIUM SULFATE 40 % (W/V), 29% (W/W) ORAL SUSP",250,mL,226.31
APRACLONIDINE 1 % EYE DROPPERETTE,1,Each,228.19
CYCLOPENTOLATE-PHENYLEPHRINE 0.2 %-1 % EYE DROPS,2,mL,229.02
ACETIC ACID 2 % EAR SOLN,15,mL,230.46
FLUOCINONIDE-EMOLLIENT 0.05 % TOPICAL CREAM,15,g,231.08
FLUOCINOLONE 0.025 % TOPICAL CREAM,15,g,231.58
VARENICLINE 1 MG TAB,1,Each,37.41
FLUOCINOLONE 0.025 % OINTMENT,15,g,231.58
ARIPIPRAZOLE 5 MG/5 ML ORAL SOLN,5,mL,232.36
GENTAMICIN 0.3 % (3 MG/G) EYE OINTMENT,3.5,g,233.3
BENZOCAINE 20 % MUCOSAL AEROSOL SPRAY,57,g,234.54
POLYETHYLENE GLYCOL 3350 100 % ORAL POWDER,527,g,238.53
BALANCED SALT IRRIG SOLN COMB2 INTRAOCULAR,500,mL,238.65
MOMETASONE 0.1 % OINTMENT,45,g,239.6
LEVONORGESTREL 1.5 MG TAB,1,Each,240.71
"NYSTATIN-TRIAMCINOLONE 100,000 UNIT/G-0.1 % TOPICAL CREAM",30,g,242.19
RISPERIDONE 1 MG/ML ORAL SOLN,30,mL,248.61
TROPICAMIDE 1 % EYE DROPS,15,mL,251.82
FELBAMATE 600 MG/5 ML ORAL SUSP,5,mL,253.26
DESOXIMETASONE 0.25 % TOPICAL CREAM,15,g,257.5
ESTRADIOL 0.1 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,258.26
PHYTONADIONE 1 MG/ML ORAL SOLUTION COMPOUND,10,mL,258.49
GELATIN ADSORBABLE 100 TOPICAL SPONGE,1,Each,260.48
MIDAZOLAM 2 MG/ML SYRUP,10,mL,90.14
VORICONAZOLE 200 MG TAB,1,Each,260.84
BARIUM-METHYLCELLULOSE 24 % ORAL LIQUID,600,mL,261.69
ALBUTEROL SULFATE 5 MG/ML (0.5 %) SOLN FOR INHALATION,20,mL,263.34
CEPHALEXIN 125 MG/5 ML ORAL SUSP,200,mL,263.34
KETOROLAC TROMETHAMINE 0.5 % EYE DROPS,5,mL,263.5
KETOROLAC TROMETHAMINE 0.5 % EYE DROPS,5,mL,263.83
HYDROXYZINE 10 MG/5 ML SYRUP,473,mL,264.69
MUPIROCIN 2 % OINTMENT,22,g,265.41
METHYL SALICYLATE-MENTHOL OINTMENT,28,g,5.22
BISMUTH SUBSALICYLATE 262 MG/15 ML ORAL SUSP,236,mL,5.39
GRISEOFULVIN MICROSIZE 125 MG/5 ML ORAL SUSP,120,mL,266.63
LEVONORGESTREL 1.5 MG TAB,1,Each,267.45
PHENYLEPHRINE 2.5 % EYE DROPS,2,mL,267.45
CLINDAMYCIN 1 % TOPICAL SOLN,30,mL,268.61
ATOVAQUONE 750 MG/5 ML ORAL SUSP,5,mL,272.85
BETAMETHASONE VALERATE 0.1 % OINTMENT,45,g,273.3
DIATRIZOATE MEGLUMINE & SODIUM 66 %-10 % ORAL SOLN,120,mL,274.3
