'Procedure ID','Description','Amount'
'433371','SPLNT FNGR #4 STX       ','55.00'
'433372','SPLNT STKBL FNGR SZ 5   ','55.00'
'433373','SPLNT STKBL FNGR SZ 6   ','55.00'
'433374','SPLNT FNGR #7 STX       ','55.00'
'433378','PLAIN 4-0 L101          ','99.00'
'433427','NEEDLE INTJCT 4/25G     ','635.00'
'433436','CATH URETL OLIVE 4 L    ','326.00'
'433440','CATH FOLEY SIL 12F 5CC  ','176.00'
'433494','LNR ACTB DRMR 10D 28X50 ','6944.00'
'433495','LNR ACTB DURMR 56X28    ','6944.00'
'433496','LNR ACTB DRMR 10D 28X58 ','6944.00'
'433497','LNR ACTB DRMR 10D 28X52 ','6944.00'
'433498','LNR ACTB DRMR 10D 28X54 ','6944.00'
'433505','TUBE T EAR MOD 4.8X1.32 ','1290.00'
'433540','STAPLER LINEAR TX30G    ','1065.00'
'433582','BAG SPEC RET 6X4IN 10MM ','793.00'
'433604','DISSECTOR SURG PRPERITN ','4570.00'
'433606','PIN OTHSRB ABS          ','5528.00'
'433635','TUBE DEAVER T 18FR      ','381.00'
'433654','SOL IV 20 MEQ KCL D5.45%','29.00'
'433678','CUP ACTB DURLC 64MM     ','9070.00'
'433708','KIT ADM 170UM L26 BLD TR','72.00'
'433761','COLLAR FOAM CERV LRG    ','172.00'
'433766','COLLAR CERVICAL SMALL   ','164.00'
'433770','COLLAR STFNK INF        ','434.00'
'433831','IMPLNT PRO OSTN 10X10X40','5024.00'
'433844','LEAD PACING MT344482    ','1.00'
'434151','CUP ACTB DURLC 48MM COMP','9070.00'
'434325','PACKING NSL ANT/POST 7.5','635.00'
'434327','PEG FX 20X2.5 FP20 THRD ','1386.00'
'434359','SURGICEL HEMO 2X3       ','635.00'
'434423','FILTER SMKEVC ULPA AIR  ','1285.00'
'434430','SET CONTINUE-FLO SOL    ','174.00'
'434431','CONTRAST EZPQ BASO4 6.2 ','68.00'
'434439','TRAY THORA/PARA 8FR     ','635.00'
'434467','BLADE SHVR 17X4.5       ','793.00'
'434469','SUPP MAM W/CUPS SZ4     ','1880.00'
'434470','VEST SURG POST OP SZ5   ','1880.00'
'434480','CATH ANGIO 14GX3.25     ','555.00'
'434495','CATH IV 22X1            ','73.00'
'434507','BLADE SHVR VIOL 4.5MM   ','635.00'
'434514','PENCIL ESURG 10FT 3/32IN','154.00'
'434519','DRAIN BLAKE 10FR RND    ','265.00'
'434534','CATH IV SFSHLD YLW 24GA ','88.00'
'434535','CATH IVE PROTEC 18X1.25 ','88.00'
'434547','BLADE HRMN SCPL CVD 14  ','1333.00'
'434564','COLLAR CERV LG 21.5X3.75','138.00'
'434582','SPLINT ORTHO LG CLAV FOM','314.00'
'434592','INTRO CATH PTFE 10FR    ','1650.00'
'434595','SUPP MAM W/CUPS SZ3     ','1880.00'
'434656','SET XTN LS IV REG MCBR  ','206.00'
'434657','SOL IV NTG 5% DEX 250ML ','179.00'
'434661','SOL IV AMNSYN 10% 500ML ','173.00'
'434664','SOL IV 70% DEX 2000 ML  ','110.00'
'434665','SOL IV 10% AA 2L AMSYN  ','375.00'
'434673','SOL IV.9% NACL 150CC BG ','23.00'
'434689','SOL LIDOCAINE/D5W 0.4PCT','45.00'
'434719','STOPCOCK 4-WAY 456020   ','63.00'
'434721','STOPCOCK 3WAY W/EXTNSION','67.00'
'434722','BELT OSTOMY ADJ LG 42IN ','105.00'
'434762','DRAIN PENROSE 1/2X36    ','81.00'
'434768','SET IV SECONDARY 40IN   ','50.00'
'434790','TUBE NG 36IN 10FR 2 LUM ','184.00'
'434796','SOL IV .9% NACL 150ML   ','46.00'
'434810','CONTRAST LIQ EZ EM POLBR','555.00'
'434821','COLLAR PHIL 7X2.25IN    ','493.00'
'434833','DRSG CARBOFLEX 6X8      ','474.00'
'434839','GAD MR CONT NOS/ 20 ML  ','635.00'
'434840','GAD MR CONT NOS/ 15 ML  ','635.00'
'434864','TRACH KIT PERC CAIGLIA  ','4968.00'
'434876','IMMOB KN 3 PNL 79-80040 ','954.00'
'434895','CURRETTE SAFE FLXLP 4MM ','635.00'
'434914','SET ADM Y TYPE BLD FILTR','212.00'
'434954','SOLUTION IV 20 MEQ KCL 0','46.00'
'434961','SPLINT NSL POPE EPSTX 10','555.00'
'434969','COLLAR CERV FOM H4IN MED','155.00'
'434985','SOL IRR H20 250ML BTL   ','50.00'
'434986','PACKING WND PLAIN L5XW1 ','107.00'
'434990','PCKNG WND 5YDX1IN GZIFRM','123.00'
'434991','TUBE TRCH PED 3.5       ','635.00'
'434997','DRSG DDRM 4X4           ','100.00'
'435006','SUTURE CHRM GUT 5-0 634G','153.00'
'435012','CST PLSTR SPLNT 30INX5IN','16.00'
'435017','DCNTR 6 DSPNSR ADMX NS  ','73.00'
'435039','KWIRE TROC DBL END.035X9','462.00'
'435040','KWIRE TROC DBL END.045X9','462.00'
'435049','CATH FOLEY COUDE 5CC 16F','474.00'
'435052','SHEET THK SFEDGE 160MM  ','873.00'
'435060','SOL 0.9% SOD CHL 15ML   ','29.00'
'435067','PACKING WND PLAIN L5XW4 ','90.00'
'435071','PACKING WND PLAIN L5XW.5','99.00'
'435072','PACKING WND IFRM L5XW.25','94.00'
'435086','PACKING WND IFRM L5XW.5 ','99.00'
'435117','T-TUBE DEAVER 14FR      ','381.00'
'435126','SOL SET 60GTT/ML        ','200.00'
'435235','SOLUTION IRR 0.9% NACL V','555.00'
'435407','WICK EAR 16X2X2MM STRL  ','192.00'
'435448','LENS IOL 16.0  MTA4U0   ','968.00'
'435449','LENS IOL 13.5  MTA4U0   ','968.00'
'435452','PIN STNM STY 6 2X22.9   ','382.00'
'435453','PIN STNM FX 2.4X22.9    ','382.00'
'435454','PIN STNM STY 6 2.8X22.9 ','382.00'
'435463','DRESSING TELFA 2 X 3    ','63.00'
'435512','BLADE SAW SS 6X.64MM    ','635.00'
'435536','CEMENT NO HUB SM FEM CNL','555.00'
'435552','ELECTRODE LEEP R2008    ','635.00'
'435672','PIN STNM FX DMD 4X22.9  ','479.00'
'435674','STENT URET CNTOR 7X22   ','1386.00'
'435675','STNT URET CNTOR 7X24    ','1386.00'
'435685','SUTURE PDS Z422H        ','175.00'
'435686','TRAY ADD A FOL BG       ','253.00'
'435759','STENT NSL MEROPACK CLGN ','1354.00'
'435803','LENS IOL MA60AC 15.0    ','1413.00'
'435867','NEEDLE SURG TONSIL DAVIS','156.00'
'435945','SCREW BN 3MM 20MM SS LCK','1386.00'
'436029','STYL TNL PRTIL DIAL     ','555.00'
'436074','CATH IV 18 X 1.25 # 4054','83.00'
'436080','CRADLE EXTRM ARM CHS    ','555.00'
'436192','PIN STNM STY 6 4.8X22.9 ','479.00'
'436292','HEMOSTAT MOSQUITO       ','73.00'
'436339','SOLUTION IV ALBMR 50ML  ','610.00'
'436340','SOLUTION IV BUMINATE 250','608.00'
'436342','RESUSCITR PEDS MSK O2TUB','329.00'
'436346','CST DP BLU 4YDX3IN DLTL ','136.00'
'436348','DRESSING 4X4IN ABS NWVN ','63.00'
'436353','SOLUTION IRR 0.9% NACL1L','125.00'
'436360','MODULE RSC OR BRSL IOPED','714.00'
'436386','ELCTROD RDTRNSLCNT PHPLG','555.00'
'436393','MANIFOLD NPTN STD 4 PORT','555.00'
'436395','HEEL LIFT SMALL         ','472.00'
'436396','SET CNULA INNR 9 20 20G ','764.00'
'436397','SET CNULA INNR 9 10 20G ','764.00'
'436398','SET BX 9CM 18GA Q COR 20','654.00'
'436399','NDL SET 20GA 10MM       ','654.00'
'436408','TUBING CNTRST INJ 48IN  ','257.00'
'436413','KIT CATH TROCAR 28F     ','635.00'
'436415','NEEDLE 121816           ','636.00'
'436416','NDL SET 20GA 20MM       ','764.00'
'436485','SUTURE VIC RAP PC-1 5-0 ','306.00'
'436504','FINGER SPLINT PAD 1X18  ','47.00'
'436507','SUPP WHFO CMFRM LG LT   ','865.00'
'436508','SUPP WHFO CMFRM MED LT  ','865.00'
'436509','SUPP WHFO CMFRM LG RT   ','865.00'
'436510','SUPP WHFO CMFRM MED RT  ','865.00'
'436513','NDL BRST HWKN 20GA 10CM ','635.00'
'436514','NEEDLE BRST HWKN 20GX7.5','635.00'
'436516','HYDROGEL CLGN WND DRSSNG','291.00'
'436520','CATH IV 20G X 1         ','88.00'
'436523','SOLUTION 0.9% NACL 500ML','46.00'
'436535','TUBING CNTRST PLBR+ 105%','441.00'
'436538','SYSTEM RESUS PED INTRSMD','714.00'
'436541','MEROCEL PACKING W/ARWY  ','555.00'
'436545','NEEDLE LOC 5CM 20G KOPAN','635.00'
'436558','SCISSORS STR BLNT/SHRP S','63.00'
'436576','PK NSL 1.5LX.5W SIN STNG','510.00'
'436579','SLTN INJ 250ML USP VISIV','25.00'
'436580','SOLUTION IRR H2O 1L PLS ','114.00'
'436610','PIN STNM 1 22.9X22.2X2.8','555.00'
'436727','VALVE SPEAK OD23MM ID15M','993.00'
'436747','BLADE SAW L90XW18XH.058 ','635.00'
'436772','GFT VSC SWL STRCH 6X70  ','8579.00'
'436858','STPL XSM CC FX WO SPK   ','1386.00'
'436864','SUPPORT ORTH LG 36-42X10','567.00'
'436873','SUTURE MNCR SH 4.0 Y415H','92.00'
'436879','SUTURE PRLN 6-0 8636G   ','267.00'
'436897','HEEL LIFT MEDIUM        ','533.00'
'436899','CATH IV 16X21/4         ','107.00'
'436900','BLADES METZ SWITCH      ','635.00'
'436901','SUTURE VCRYL 0JB840     ','555.00'
'436943','SUPP MAM W/CUPS SZ2     ','1880.00'
'436972','BRACE ORTH FT ANKL 1 UPR','6095.00'
'436977','SPLINT ORTH LEG SHNK XTN','1880.00'
'436979','SPLINT OTHS BAR NCRSV   ','1880.00'
'437584','BLADE RASP SM TEAR      ','1215.00'
'437591','FILLER BN VOID STIM 10ML','10605.00'
'437657','SCREW ANKL FT NLCK3.5X20','1410.00'
'437703','SCREW ANCHRG ANK T8 3MM ','2056.00'
'437721','SEALER MCPLT 22CM 12MM E','6163.00'
'437918','BIT DRL PIN PASS15X2.4  ','1161.00'
'437971','CMPNT PTLA LG MNSCL CMNT','5566.00'
'437973','PROTECTO TISS PLYMR JURG','1625.00'
'437979','SUT GRSPR 60D           ','2729.00'
'438008','LENS IOL .285 DIOP      ','1527.00'
'438026','KT FX GD JGRKNT CRV INST','3884.00'
'438027','SCREW BN 3MM 22MM ANCHRG','1410.00'
'438043','LENS IOL SN60WF.070     ','1527.00'
'438044','LENS IOL SN60WF.075     ','1709.00'
'438049','LENS IOL MTA3U0.300     ','968.00'
'438074','LENS IOL MA60AC 17.0    ','1413.00'
'438170','PUSHER/CUTTER 360 CRV   ','1729.00'
'438217','PLATE DLMLS 7HL 8X4.5   ','4352.00'
'438425','PLATE VRX STR 5 HL      ','4501.00'
'438430','PLATE 84MM 6 HL STR VARI','4632.00'
'438431','PLATE 7 HL STR VARIAX BN','4632.00'
'438432','PLATE 108MM 8 HL STR LCK','4632.00'
'438433','PLATE 10 HL STR BN      ','4501.00'
'438434','BLADE SAW 5301040032718 ','446.00'
'438619','KIT JUGGERKNT DISP 2.9MM','3004.00'
'438621','SCREW AS3 CANN 60-4644  ','1386.00'
'438635','LENS IOL +26.5 DIOP ASPH','1062.00'
'438645','ANCHOR JUGGERKNOT 2.9MM ','3101.00'
'438970','METER PKFLW PED ADLT    ','339.00'
'439007','IMPLANT FX BTB TGGL LCK ','10605.00'
'439028','BALL HIP OD51 CCRT MOD  ','4282.00'
'439071','PLATE 50MM SS 3MM SCR SM','1391.00'
'439095','SCREW ASNS 3 TI 4X38MM  ','1488.00'
'439114','SLEEVE NAT IRRIG TRANS 2','97.00'
'439178','SCREW BN CANC 4X10X5MM  ','1243.00'
'439179','SCREW CANC 4X14X5MM     ','1243.00'
'439182','SCREW BN CANC 4X12X5MM  ','1243.00'
'439183','SCREW BN CANC 4X16X5MM  ','1243.00'
'439184','SCREW UNIFLX P/T 4X18MM ','1243.00'
'439185','SCREW BN CANC 4X36X14MM ','1290.00'
'439186','SCREW BN CANC 4X38X14MM ','1243.00'
'439203','SCREW PROFYL 53-17011   ','1386.00'
'439226','CATH CHLGRM 4FRX50      ','1360.00'
'439250','CATH DRN 5FR 15CM 4SH   ','555.00'
'439251','CATH DRN 5FR 10CM 1STP  ','555.00'
'439252','SET PRICRDCTS 8.3FR 40CM','1429.00'
'439254','BIT DRL PTLR PLNR MED   ','1857.00'
'439309','SCREW BN 6.5MM 80MM ASNS','2142.00'
'439315','SCREW BN 4MM 42MM ASNS 3','1449.00'
'439426','SCREW ASNS 3 4X70MM     ','1386.00'
'439439','SCREW BN 3MM 22MM SS LCK','1386.00'
'439441','SCREW AXSOS T8 3X24MM   ','1386.00'
'439442','SCREW BN 3MM 26MM AXSOS ','1386.00'
'439443','SCREW BN 3MM 28 AXSS T8 ','1386.00'
'439445','INSRT ACTB 3MM HIP LOCK ','425.00'
'439446','PLUG CABLE AXSOS SS 4MM ','1290.00'
'439447','TAP/DRILL BIT AO FIT 6.5','3881.00'
'439451','SCREW BN 6.5MM 40MM 20MM','2350.00'
'439452','SCREW BN 6.5MM 45MM 20MM','2350.00'
'439453','SCREW BN 6.5MM 50MM ASNS','2350.00'
'439454','SCREW BN 6.5MM 65MM ASNS','2350.00'
'439455','SCREW BN 6.5X75X20      ','2142.00'
'439456','SCREW BN 6.5X80         ','2289.00'
'439457','SCREW BN 6.5X85X20      ','2289.00'
'439458','SCREW BN 6.5MM 115MM 20M','2142.00'
'439459','SCREW BN 6.5MM 120MM 20M','2350.00'
'439460','SCREW BN 6.5MM 55MM 40MM','2350.00'
'439461','SCREW BN 6.5MM 60MM 40MM','2350.00'
'439462','SCREW BN 6.5MM 65MM 40MM','2350.00'
'439463','SCREW BN 6.5MM 75MM 40MM','2142.00'
'439464','SCREW BN 6.5MM 85MM ASNS','2284.00'
'439465','SCREW BN 6.5MM 90MM 40MM','2350.00'
'439466','SCREW BN 6.5MM 95MM ASNS','2350.00'
'439467','SCREW BN 6.5MM 100MM 40M','2350.00'
'439469','SCREW BN 6.5MM 105MM 40M','2350.00'
'439470','SCREW BN 6.5MM 115MM 40M','2350.00'
'439471','SCREW BN 6.5MM 120MM 40M','2350.00'
'439473','SCREW BN 8MM 40MM 25MM A','2293.00'
'439474','SCREW BN 8MM 50MM ASNS 3','2293.00'
'439475','SCREW BN 8MM 45MM 25MM S','2293.00'
'439476','SCREW BN 8MM 55MM 25MM A','2229.00'
'439529','SURGIFLO HEMOSTATIC MATR','1924.00'
'439537','SCREW BN 8MM 60MM 25MM A','2293.00'
'439538','SCREW BN 8MM 65MM 25MM A','2293.00'
'439539','SCREW BN 8MM 70MM 25MM A','2293.00'
'439540','SCREW BN 8MM 75MM 25MM A','2142.00'
'439602','CEMNT BN STIM RPDCUR 5ML','7424.00'
'439730','SLEEVE LAPSCP 100MM BLDL','713.00'
'439778','PACKNG NSL RP RHNO RR550','635.00'
'439804','TAP SURG SCREWS 70X3.5  ','1058.00'
'439806','SCREW BN 4MM 16MM ASNS 3','1386.00'
'439809','SCREW BN 4MM 24MM ASNS 3','1386.00'
'439811','PLATE PROX 150X4MM 8 HL ','10605.00'
'439828','BIT DRILL FIXOS 2.5MM   ','1833.00'
'439829','WIRE KRSCH FX 0.9MM 6IN ','635.00'
'439830','FILTER LN CO2 PT        ','314.00'
'440060','THERABAND-FT            ','17.00'
'440065','THERAPUTTY              ','94.00'
'440070','COBAN                   ','23.00'
'440075','HAND EXERCISERS         ','23.00'
'440078','SHOULDER PULLEY         ','659.00'
'440082','TERRY SLIPPERS (LG)     ','14.00'
'440090','CVA SLINGS              ','156.00'
'440110','CERVICAL COLLAR (MED)   ','120.00'
'440115','CERVICAL COLLAR (LG)    ','112.00'
'440133','L-S SUPPORT MOLDABLE INS','523.00'
'440135','LUMBAR STABILIZER       ','698.00'
'440150','KNEE STRAP              ','141.00'
'440160','MODULAR NIGHT SPLINT (S','652.00'
'440170','DROP FOOT BRACE (SML) ','322.00'
'440175','SWEDE-O ANKLE SUPPORT (S','210.00'
'440190','FINGER KNUCKEL BNDR XSS','218.00'
'440200','REVERSE KNUCKLE BNDR XS ','219.00'
'440205','SPRING PIN SPLINT       ','150.00'
'440218','FINGER JOINT JACK       ','298.00'
'440220','JOINT CINCH             ','72.00'
'440230','LBM SPRING PIP EXT (ALL ','318.00'
'440240','LBM SPRING FINGER ASSIST','164.00'
'440270','UNIV WRIST/FOREARM SPLI ','672.00'
'440320','ACE BANDAGE 2"          ','17.00'
'440324','ACE BANDAGE 3"          ','23.00'
'440328','ACE BANDAGE 4"          ','19.00'
'440332','ACE BANDAGE 6"          ','19.00'
'440340','DONJOY STRAPPING TAPE   ','38.00'
'440342','HYPAFIX 2 INCH          ','79.00'
'440350','2X2 SPONGE DRESSING     ','5.00'
'440352','PROFORE DRESSING        ','210.00'
'440354','AQUACEL AG 2X2          ','120.00'
'440355','4X4 SPONGE DRESSING     ','14.00'
'440356','AQUACEL AG 4X4          ','202.00'
'440360','ABD PAD 8X10            ','14.00'
'440365','3X8 TELFA PAD           ','5.00'
'440369','2X3 BIOCLUSIVE DRESSING ','19.00'
'440370','4X5 BIOCLUSIVE DRESSING ','65.00'
'440371','2X2 RESTORE CALCICARE   ','72.00'
'440373','3X3 ADAPTIC DRESSING    ','15.00'
'440375','ADAPTIC DRESSING 3X8    ','36.00'
'440380','XEROFORM DRESSING 5X9   ','32.00'
'440385','2" KLING GAUZE BANDAGE  ','32.00'
'440390','3" KLING GAUZE BANDAGE  ','32.00'
'440395','KERLEX ROLL             ','36.00'
'440400','DEBRIDEMENT KIT         ','56.00'
'440405','10" KNIFE BLADE         ','17.00'
'440406','UNAFLEX UNABOOT         ','139.00'
'440408','DUODERM CGF 4X4         ','58.00'
'440410','SOF FOAM 4X5            ','23.00'
'440414','PRIMAPORE 2X3           ','5.00'
'440416','PRIMAPORE 3X4           ','15.00'
'440418','IODOFORM PACKING        ','105.00'
'440420','PLAIN PACKING           ','83.00'
'440422','TIELLE 4X4              ','79.00'
'440424','TIELLE 5X7              ','181.00'
'440426','DUODERM THIN 4X4        ','60.00'
'440428','AQUACEL ROPE            ','113.00'
'440430','AQUACEL 2X2             ','54.00'
'440432','TUBIGRIP B-1 FOOT       ','14.00'
'440434','TUBIGRIP C-1 FOOT       ','15.00'
'440436','TUBIGRIP D-1 FOOT       ','15.00'
'440438','TUBIGRIP E-1 FOOT       ','16.00'
'440440','TUBIGRIP F-1 FOOT       ','16.00'
'440441','ADJUST-A-LIFT           ','274.00'
'440442','ABD PAD 5X9             ','14.00'
'440443','NUGEL 4X4               ','53.00'
'440444','NUGEL 6X8               ','94.00'
'440500','VAGINAL CONE PACK       ','322.00'
'440501','VAGINAL CONE PACK (PARTI','215.00'
'440510','VAGINAL CONE SINGLE     ','120.00'
'440520','KALISTAT ROPE           ','150.00'
'440522','FIBRACOL                ','177.00'
'440525','KALISTAT 2X2            ','56.00'
'440530','MITRAFLEX 4X4           ','126.00'
'440535','EPILOCK 4X4             ','84.00'
'440788','SCREW BN 4MM 14MM ASNS 3','1386.00'
'440789','SCREW BN 4MM 18MM SS P/T','1386.00'
'440791','SCREW BN 4X22MM 325022  ','1386.00'
'440792','SCREW BN 4MM 26MM ASNS 3','1386.00'
'440793','SCREW BN 4MM 28MM ASNS 3','1386.00'
'440794','SCREW BN 4MM 32MM SS P/T','1386.00'
'440796','SCREW BN 4MM 34MM SS P/T','1386.00'
'440800','PLATE 110MM SS 4MM SCR 8','1727.00'
'440801','PLATE 136MM SS 4MM SCR 1','1727.00'
'440802','PLATE 427MM 8 HL LCK REC','4862.00'
'440805','PLATE 4MM 48MM SS 4 HL R','3757.00'
'440806','PLATE 72MM SS 4MM SCR SM','4420.00'
'440849','SCREW RESCUE EMER 2.5X12','1386.00'
'440850','SCREW BN 4MM 20MM ASNS 3','1386.00'
'440851','SCREW BN 4MM 30MM SS P/T','1386.00'
'440891','PLATE HND WRST PRFL15316','3722.00'
'440909','PLATE 1.3X2.3MM SCR 5HL ','2251.00'
'440944','PLATE 3MM 128MM SS 10 HL','1506.00'
'440945','PLATE BN ORTH 10HL      ','4993.00'
'441012','BLADE STRYK 27796250    ','635.00'
'441024','SUTURE PRLN BLK MONO    ','289.00'
'441032','CATH FOLEY 2W 24FR 30CC ','190.00'
'441033','CLIPS  MINI             ','404.00'
'441064','DRESSING THK1CM SM OPN  ','424.00'
'441070','SCREW V-AX ORTH 3.5X46MM','1290.00'
'441122','SCREW UBLD LAG 30650075S','7623.00'
'441123','SCREW GMA3 HIP 80X10.5MM','6251.00'
'441124','SCREW GMA3 HIP 85X10.5MM','7623.00'
'441125','SCREW GMA3 HIP 10.5X90MM','7623.00'
'441126','SCREW BN 95MM LAG       ','7623.00'
'441144','SCREW GMA3 HIP 10.5X115 ','7623.00'
'441165','PLATE LCK P-AX 4HL 60MM ','4501.00'
'441168','SCREW GMA3 HIP 10.5X100 ','7623.00'
'441169','SCREW GMA3 TIP 105X10.5 ','7623.00'
'441170','SCREW GMA3 HIP 120X10.5 ','7623.00'
'441171','SCREW UBLD LAG 30650130S','7623.00'
'441172','CAP END U 3065-2001S    ','1654.00'
'441173','SCREW UBLD LAG 30650125S','7623.00'
'441174','SET ANKLE EXFIX STAB    ','28135.00'
'441319','SCREW BN 4MM 34MM 11.5MM','1449.00'
'441353','SCREW BN 11MM TWSTOF SPN','3826.00'
'441355','SCREW BN 3X29/6MM ASNS  ','1760.00'
'441456','SCREW CORT LCK 5X36MM   ','1386.00'
'441527','STAPLE REMOVER          ','63.00'
'441538','MESH SURG VNTRLT 9X7IN  ','11988.00'
'441567','SCREW BN 4MM 36MM 12MM A','1386.00'
'441568','SCREW BN 4MM 48MM ASNS 3','1386.00'
'441569','SCREW BN 4MM 60MM 20MM A','1439.00'
'441576','PLATE 14 HL 427114      ','2013.00'
'441606','MESH PTEX 15X10CM SKIRT ','4499.00'
'441620','NDL SCLRTX 25G2.8MM SMTH','635.00'
'441627','LOOPSVESSELMINIRED2/PK  ','72.00'
'441628','LOOPVESSELMAXIRED2/PK   ','74.00'
'441629','SUTURE REMOVAL TRAY     ','63.00'
'441655','SCREW BN 3X27/6MM ASNS  ','1760.00'
'441662','TRAY INCISION/DRAINAGE  ','132.00'
'441671','SCREW BN 4MM 65MM ASNS 3','1439.00'
'441773','BIT DRILL CANN 4MM REPR ','3837.00'
'441774','TAP CANN 4MM AO CPLNG   ','1437.00'
'441775','PLATE V-AX FIB 4.05MM 3H','4168.00'
'441776','PLATE STRAIGHT VARIAX 2 ','4501.00'
'441860','LOOP VESSEL MAXI BLUE   ','63.00'
'442044','TIP SUCT/IRR INTRPD 35D ','522.00'
'442110','DRESSING CLS PD ADHER   ','276.00'
'442117','PLATE 58MM SS 4MM SCR SM','1386.00'
'442129','SET TRKR FSN ENT NVG SYS','1725.00'
'442240','PORT POWER CLEAR VUE 8FR','3797.00'
'442244','LF LSPRIMPLUM CLV       ','212.00'
'442248','SCREW CORT S/T 3.5X75MM ','1243.00'
'442249','SCREW CORT S/T 3.5X80MM ','1243.00'
'442357','KNEE IMMOB 24 IN        ','610.00'
'442399','VAPR S 90 ELTRD 225537OR','1153.00'
'442400','SPLINT NASAL BIVALV CFLX','1880.00'
'442401','LEAD ADPTR KIT 6984M    ','1212.00'
'442403','CANNULA KNIFE CYSTO SHAR','778.00'
'442404','NDL SURG. STR MAYO CAT G','97.00'
'442405','INSERT LCS RP MED 17.5  ','12234.00'
'442406','TUBE VENT TITANIUM      ','947.00'
'442407','STYLT LD KT52CM.014INSTR','635.00'
'442408','INFAV URETERAL KIT -511 ','2035.00'
'442410','BNDR ABD 5 PNL 58-64    ','635.00'
'442411','CATH IV SYTE 20GA 1.88  ','103.00'
'442413','LCS FEM CEM R 129401010 ','9485.00'
'442414','LCS FEM CEM L 129402010 ','9485.00'
'442416','LCS FEM POR R 129403010 ','14317.00'
'442417','LCS FEM POR L SM        ','14317.00'
'442418','SLING-KNEE LG           ','561.00'
'442419','TIB TRAY 1294-33-170    ','10595.00'
'442420','MBT POR TIB TRAY SZ1    ','14675.00'
'442421','TRAY TIB COMP 1.5 KN KLD','16462.00'
'442422','MBT POR TIB TRAY SZ7    ','14675.00'
'442423','SLING-KNEE SMALL        ','561.00'
'442425','PROSTHESIS ROBIN 6X4.0  ','1441.00'
'442429','INSERT FEM LCS CMPLT SM ','9448.00'
'442430','INS FEM LCS COMPLETE SM ','9448.00'
'442431','LCS COMP RP INSERT 15MM ','9448.00'
'442432','LCS COMP RP INSERT 17.5 ','9448.00'
'442433','LCS COMP RP INSERT 20MM ','9448.00'
'442434','INSERT FEM LCS CMPLT SM ','9448.00'
'442435','MBT CEM TIBIAL TRAY SZ1 ','10595.00'
'442436','CMPNT TIBTRY 2 KN CMNT  ','10595.00'
'442437','MBT POR TIBIAL TRAY SZ1 ','14675.00'
'442438','MBT POR TIBIAL TR SZ1.5 ','14675.00'
'442439','MBT POR TIBIAL TRAY SZ7 ','14675.00'
'442440','ISOLATION VALVE KIT     ','280.00'
'442441','KIT CATH SUBCLAV 2LUM   ','1134.00'
'442442','SET INJ LG BOR CYSTOGRFN','282.00'
'442443','PROS RBNSN STPS 4.5     ','1386.00'
'442444','ELECTRODE FLAT BLDE 9111','63.00'
'442445','TUBE ACT STRAIGHT VENT  ','715.00'
'442446','GRAFT VAS 70X40 8X8     ','16053.00'
'442447','GRFT VASC 70CM 4MM LND  ','6511.00'
'442448','GRAFT VASC FTRX 70CM 5MM','6511.00'
'442449','GFT VSC SWL 7X40        ','3987.00'
'442450','GFT VASC. THN WL 4X80   ','8505.00'
'442451','GFT VSC SWL STRCH 6X60  ','6946.00'
'442453','GFT VSC SWL STRCH 8X50  ','6395.00'
'442454','GFT VSC SWL STRCH 10X40 ','5271.00'
'442455','GRAFT STRETCH 12MM X 40 ','8876.00'
'442456','GRAFT DVAG 6MM 25CM SEG ','9682.00'
'442457','GRAFT RINGS 6MM 30-120CM','4953.00'
'442458','TUBE EAR SM 7X.89MM     ','1128.00'
'442459','TORP OC PROST 7014-5890 ','4691.00'
'442460','STM FM XCL FX PR 0      ','9448.00'
'442461','STEM FEM XCL FX CEM 4   ','9448.00'
'442462','STM HIP CMNT SZ 5       ','9448.00'
'442468','CEMNT NO HUB LG FEM CNL ','555.00'
'442470','PROS HIP DEPUY 1014-76  ','9448.00'
'442471','HEAD FEM 28X61 SLFCTR   ','7086.00'
'442472','HEAD BIP 63MM 28MM SLFCN','7086.00'
'442473','HEAD BIP 65MM 28MM SLFCN','7086.00'
'442474','SCREW BN 6.5X40 CANC    ','1123.00'
'442475','SCREW BN 6.5X45 CANC    ','1123.00'
'442476','INS TIB LG STD 10 RP    ','9448.00'
'442477','INS TIB STD 12.5 RP     ','9448.00'
'442478','LCS ROT PLT 15MM 1178-48','9448.00'
'442479','INSERT TIB 1 25MM KN RP ','8189.00'
'442480','INS TIB STD+12.5 RP     ','9448.00'
'442481','BEARING 15MM LCS KN RP  ','8189.00'
'442482','INSERT TIB LG 10MM KN   ','8189.00'
'442483','INS TIB 12.5 LG RP BRNG ','9448.00'
'442484','BEARG 10 LCS KN RP TIB L','9448.00'
'442485','LCS ROT PLAT 117862025  ','9448.00'
'442486','LCS ROT TIB 65 117937000','16820.00'
'442487','LCS ROT TIB 70 117938000','16820.00'
'442488','LCS ROT TIB 75 117939000','13422.00'
'442489','LCS ROT TIB 80 117940000','16820.00'
'442490','LCS TEX FEM RT 118003000','18420.00'
'442491','LCS TEX TIB 118032000   ','15205.00'
'442492','LCS TEX TIB 118033000   ','15205.00'
'442493','LCS TEX TIB 118034000   ','15205.00'
'442494','LCS TEX TIB 118035000   ','15205.00'
'442495','ENDURON +4 1241-48-526  ','6621.00'
'442496','CUP ACTB 48MM DRLC 100  ','9070.00'
