Charge name,Charge procedure master #,Revenue ID,Associated Cost Centers & NAME,HOSPITAL BILLING DEFAULT TECH FEE SCHEDULE,Fee Schedule Year
HC ST OTHER LMTN DISCH 0%,H4400172,440,"20 PHYSICAL THERAPY I/P
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY


",$0.01,2018
HC ST OTHER LMTN DISCH <20%,H4400173,440,"20 PHYSICAL THERAPY I/P
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY


",$0.01,2018
HC ST OTHER LMTN DISCH <40%,H4400174,440,"20 PHYSICAL THERAPY I/P
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY


",$0.01,2018
HC ST OTHER LMTN DISCH <60%,H4400175,440,"20 PHYSICAL THERAPY I/P
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY


",$0.01,2018
HC ST OTHER LMTN DISCH <80%,H4400176,440,"20 PHYSICAL THERAPY I/P
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY


",$0.01,2018
HC ST OTHER LMTN DISCH <100%,H4400177,440,"20 PHYSICAL THERAPY I/P
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY


",$0.01,2018
HC ST OTHER LMTN DISCH 100%,H4400178,440,"20 PHYSICAL THERAPY I/P
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY


",$0.01,2018
HC ST G9165 CEDARON,H4400179,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9167 CEDARON,H4400180,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY",$0.01,2018
HC ST G9166 CEDARON,H4400181,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9168 CEDARON,H4400182,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9170 CEDARON,H4400183,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY",$0.01,2018
HC ST G9169 CEDARON,H4400184,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G8999 CEDARON,H4400185,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9158 CEDARON,H4400186,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9186 CEDARON,H4400187,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9174 CEDARON,H4400188,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9176 CEDARON,H4400189,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY",$0.01,2018
HC ST G9175 CEDARON,H4400190,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9159 CEDARON,H4400191,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY",$0.01,2018
HC ST G9161 CEDARON,H4400192,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY",$0.01,2018
HC ST G9EDARON,H4400193,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY",$0.01,2018
HC ST G9162 CEDARON,H4400194,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9164 CEDARON,H4400195,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9163 CEDARON,H4400196,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G8996 CEDARON,H4400197,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G8998 CEDARON,H4400198,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G8997 CEDARON,H4400199,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9171 CEDARON,H4400200,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9173 CEDARON,H4400201,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC ST G9172 CEDARON,H4400202,440,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P",$0.01,2018
HC SLP TREATMENT INDIVID,H4410001,441,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P
",$75.00,2018
HC SLP COMM/WK REINTEG EA 15MIN,H4410002,441,"25 S.N.F.-SPEECH THERAPY

",$111.00,2018
HC SLP SWALLOW EVAL,H4440004,444,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
45 SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P
",$230.00,2018
HC SLP VIDEO SWALLOW EVAL,H4440005,444,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY

",$250.00,2018
HC SLP APHASIA BATTERY 1HR I&R,H4440008,444,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 PHYSICAL THERAPY I/P
25 SPEECH THERAPY
30 SPEECH THERAPY
45 SPEECH THERAPY
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
20 PHYSICAL THERAPY O/P
55 PHYSICAL THERAPY I/P
",$392.00,2018
HC EVAL OF SPEECH FLUENCY,H4440010,444,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY

",$370.00,2018
HC EVAL SPEECH PRODUCTION,H4440011,444,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
45 SPEECH THERAPY
20 PHYSICAL THERAPY O/P
",$352.00,2018
HC EVAL SPEECH SOUND PROD W/COMPREH/EXPRESS,H4440012,444,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
45 SPEECH THERAPY
20 PHYSICAL THERAPY O/P
",$370.00,2018
HC ANALYSIS VOICE AND RESONANCE BEHAVIORAL & QUAL,H4440013,444,"20 OUTPATIENT REHAB CORK ST
20 REHAB SPEECH THERAPY
25 SPEECH THERAPY
25 S.N.F.-SPEECH THERAPY
30 SPEECH THERAPY
55 PHYSICAL THERAPY I/P
80 REHAB SPEECH THERAPY
45 SPEECH THERAPY
20 PHYSICAL THERAPY O/P
",$370.00,2018
HC LEVEL 1 E&M ED,H4500001,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
20 OBED


",$194.00,2018
HC LEVEL 2 E&M ED,H4500002,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
20 OBED


",$373.00,2018
HC LEVEL 3 E&M ED,H4500003,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
20 OBED


",$543.00,2018
HC LEVEL 4 E&M ED,H4500004,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
20 OBED


","$1,259.00",2018
HC LEVEL 5 E&M ED,H4500005,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
20 OBED


","$1,955.00",2018
HC E&M CC 30-74MIN,H4500006,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING


","$3,049.00",2018
HC E&M CC ADDL 30MIN,H4500007,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING


",$597.00,2018
HC I&D PILONIDAL CYST SMPL,H4500008,450,"20 GI/ENDO/GEN MED
20 MED TELEMETRY STEP- DOWN
20 MEDICAL ONCOLOGY
20 NEURO SURGICAL
20 ORTHOPAEDICS
20 4 SURGICAL
20 SURG TELEMETRY STEP-DOWN
20 PSYCHIATRIC
20 MOTHER/BABY NURSING
20 NEONATAL INTENSIVE CARE
20 CRITICAL CARE STEP DOWN
20 PULMONARY CARE
20 REHABILITATION UNIT
20 CONGEST HEART FAILURE CLINIC
20 LABOR & DELIVERY
20 CLINICAL OBSERVATION UNIT
20 PROCEDURES - CRITICAL CARE
20 EMERGENCY ROOM NURSING
25 MEDICAL/SURGICAL
25 INTENSIVE CARE
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 MEDICAL/SURGICAL
80 MEDICAL/SURGICAL
80 EMERGENCY ROOM NURSING
GEROPSYCH
55 EMERGENCY ROOM NURSING
80 HANCOCK MEDICAL PRACTICE PB
80 WAR FAM MED - HANCOCK FACILITY
20 MEDICAL OVERFLOW UNIT
20 WMC SHORT STAY UNIT",$485.00,2018
HC I&D PILONIDAL CYST CMPLX,H4500009,450,"20 GI/ENDO/GEN MED
20 MED TELEMETRY STEP- DOWN
20 MEDICAL ONCOLOGY
20 NEURO SURGICAL
20 ORTHOPAEDICS
20 4 SURGICAL
20 SURG TELEMETRY STEP-DOWN
20 PSYCHIATRIC
20 MOTHER/BABY NURSING
20 NEONATAL INTENSIVE CARE
20 CRITICAL CARE STEP DOWN
20 PULMONARY CARE
20 REHABILITATION UNIT
20 LABOR & DELIVERY
20 CLINICAL OBSERVATION UNIT
20 PROCEDURES - CRITICAL CARE
20 EMERGENCY ROOM NURSING
25 MEDICAL/SURGICAL
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 MEDICAL/SURGICAL
80 MEDICAL/SURGICAL
80 EMERGENCY ROOM NURSING
GEROPSYCH
20 MEDICAL OVERFLOW UNIT
20 WMC SHORT STAY UNIT",$860.00,2018
HC DEBRIDE INFECT SKIN <=10%,H4500010,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
20 CLINICAL OBSERVATION UNIT",$454.00,2018
HC DEBRIDE OPEN FX SITE SKIN/SUBQ TISSUE,H4500011,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM","$2,798.00",2018
HC REMOVAL OF SKIN TAGS  <= 15 LSN(S),H4500012,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 EMERGENCY ROOM NURSING
80 BERKLEY SPRINGS INTERNAL MED PB
80 SURGICAL SERVICES PRACTICE PB
80 HANCOCK MEDICAL PRACTICE PB
80 WAR INT MED -BSIM FACILITY
80 WAR MULTISPEC - SURG SER FACILITY
80 WAR FAM MED - HANCOCK FACILITY
",$415.00,2018
HC SHAVE SGL SKIN LSN T/A/L 0.6-1.0CM,H4500013,450,"20 EMERGENCY ROOM NURSING
80 COMM PHYS OF WAR PB
80 HANCOCK MEDICAL PRACTICE PB
80 WAR MULTISPEC - COM PHY FACILITY
80 WAR FAM MED - HANCOCK FACILITY",$207.00,2018
HC EXC B9+MARG S/N/H/F/G 0.5CM/<,H4500014,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
80 BERKLEY SPRINGS INTERNAL MED PB
80 SURGICAL SERVICES PRACTICE PB
80 WAR INT MED -BSIM FACILITY
80 WAR MULTISPEC - SURG SER FACILITY
",$982.00,2018
HC EXC B9 +MRGN S/N/H/F/G 0.6-1.0CM,H4500015,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$935.00,2018
HC EVAC SUBUNGUAL HEMATOMA,H4500016,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$174.00,2018
HC REPAIR NAIL BED,H4500017,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$570.00,2018
HC RECONSTRUCT NAIL BED W/GRAFT,H4500018,450,20 EMERGENCY ROOM NURSING,$579.00,2018
HC EXC WEDGE NAIL FOLD TOE,H4500019,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
",$415.00,2018
HC REPAIR SMPL S/N/A/EXT GNTL/T/E 2.6CM-7.5CM,H4500020,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
20 CARDIAC CATH LAB


",$570.00,2018
HC REPAIR SMPL S/N/AX/GEN/TRNK/EXT 7.6-12.5CM,H4500021,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING

",$570.00,2018
HC REPAIR SMPL S/N/AX/GEN/TRNK/EXT 12.6-20.0CM,H4500022,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$570.00,2018
HC REPAIR SMPL S/N/AX/GEN/TRNK/EXT 20.1-30.0CM,H4500023,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$570.00,2018
HC REPAIR SMPL S/N/AX/GEN/TRNK/EXT >30.0CM,H4500024,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$570.00,2018
HC REPAIR SMPL F/E/E/N/L/M 2.5 CM/<,H4500025,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING
20 CLINICAL OBSERVATION UNIT
80 HANCOCK MEDICAL PRACTICE PB
80 WAR FAM MED - HANCOCK FACILITY
20 WMC SHORT STAY UNIT
",$570.00,2018
HC REPAIR SMPL F/E/E/N/L/M  2.6-5.0CM,H4500026,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$570.00,2018
HC REPAIR SMPL F/E/E/N/L/M  5.1-7.5CM,H4500027,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING

",$570.00,2018
HC REPAIR SMPL F/E/E/N/L/M  7.6-12.5CM,H4500028,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$570.00,2018
HC REPAIR SMPL F/E/E/N/L/M  12.6-20.0CM,H4500029,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$570.00,2018
HC REPAIR SMPL F/E/E/N/L/M  20.1-30.0CM,H4500030,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$570.00,2018
HC REPAIR SMPL F/E/E/N/L/M >30.0CM,H4500031,450,"20 EMERGENCY ROOM NURSING
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$570.00,2018
HC REPAIR INTMD S/A/T/E 2.6-7.5CM,H4500032,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING





",$570.00,2018
HC REPAIR INTMD S/A/T/EXT 7.6-12.5CM,H4500033,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
HC REPAIR INTMD S/A/T/EXT EXCL HANDS/FEET 12.6-20CM,H4500034,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING






",$570.00,2018
HC REPAIR INTMD S/A/T/EXT EXCL HANDS/FEET 20.1-30CM,H4500035,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
HC REPAIR INTMD S/A/T/EXT EXCL HANDS/FEET >30.0 CM,H4500036,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




","$2,713.00",2018
HC REPAIR INTMD N/H/F/XTNL GNTL 2.5CM/<,H4500037,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
HC REPAIR INTMD N/H/F/XTNL GNTL 2.6-7.5CM,H4500038,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
HC REPAIR INTMD N/H/F/GENIT 7.6-12.5CM,H4500039,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
HC REPAIR INTMD N/H/F/GENIT 12.6-20.0CM,H4500040,450,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING




",$570.00,2018
