"Description","Price"
"REPLACE AORTIC VALVE OPEN ILIAC",36899
"REPLACE AORTIC VALVE OPEN TRCATH",36899
"REPLACE AORTIC VALVE PERQ",30347
"REPLACE G J TUBE PERC",1776
"REPLACE GASTRO TUBE",1848
"REPLACEAOPDUODAOPJEJAOPTUBEAOPPERC",1292
"REPLACEAOPEYEAOPFLUID",1569
"REPLACEAOPG/CAOPTUBEAOPPERC",1848
"REPLACEAOPTISSUEAOPEXPANDER",6664
"REPLACED DUOD/JEJ TUBE PERC",1292
"REPLACEDAOPTUNNELEDAOPCVAOPCATHETER",4752
"REPLACEMENT COMPLETE TUNNELED CAT",9756
"REPLACEMENTAOPOFAOPNONAOPTUNNLEDAOPCVC",4580
"REPLACEMENTAOPORAOPIRRIGATIONAOPVENTAOPCA",2109
"REPLANTATIONAOPDIGITAOPCOMPLETE",11853
"REPOS PREV IMPLTBL SUBQ DFB",4317
"REPOSITION GASTRO FEED TUBE CARDIAC CATH",2371
"REPOSITION LEFT VENTRIC LEAD",7409
"REPOSITION PACING/ICD LEAD",7409
"REPOSITION VAD DIFF SESSION",4042
"REPOSITIONAOPGASTROAOPFEEDAOPTUBE",1694
"REPOSITIONAOPGASTROSTOMYAOPTUBE",1602
"REPOSITIONINGAOPOFAOPPREVAOPPLAC",3039
"REREPAIRAOPINGAOPHERNIAAOPBLOCKED",7353
"REREPAIRAOPVENTRLAOPHERNAOPBLOCK",7353
"RESERVOIR BULB 400CC JACKSON PRATT",140
"RESETAOPDISLOCATEDAOPJAW",2072
"RESTRAINT WRIST DISPO",32
"Return to PACU","interval - Southside PACU"
"REVASC OPN PRQ TIB PERO STENT",48671
"REVASC OPN/PRQ TIB PERO STENT",45353
"REVISEAOPBLADDERAOP&AOPERETER",5733
"REVISEAOPEYEAOPSOCKETAOPIMPLANT",1466
"REVISEAOPLOWAOPBACKAOPNERVE",5565
"REVISEAOPREMOVEAOPNEUROELECTRODE",6002
"REVISEAOPRMVAOPPNAOPGASTAOPSTIMUL",6002
"REVISEAOPSPEMATICAOPCORDAOPVEINS",7279
"REVISEAOPULNARAOPNERVEAOPATAOPELBOW",5565
"REVISEAOPURETHAAOPSTAGEAOP1",9941
"REVISION AICD POCKET",10861
"REVISION OF AORTIC VALVE",17450
"REVISION PACEMAKER POCKET",10861
"REVISIONAOPOFAOPBLADDERAOPNECK",6971
"REVISIONAOPOFAOPCRANIALAOPNERVE",5565
"REVISIONAOPOFAOPPENIS",10610
"REVISIONAOPOFAOPURETHRA",9941
"REVISIONAOPPENIS",10610
"RHC & LHC CONG INTACT SPETM",14118
"RHC & LHC CONG OPEN SEPTM",14118
"RHC & RETROGR LHC CONGENITAL",14505
"Rhythm ECG 1-3 leads tracing only - EKG Charges - EKG",162
"Rhythm Electrocardiogram (ECG), 1-3 Leads, w/I&R (Global) ",259
"Right & Left Heart Cath (RHC/LHC) ",12681
"Right Heart Cath (RHC) Only ",9676
"RIGHT HEART CATH Cardiac Cath",9676
"Right Ventricular Recording ",2348
"RINSE RADICARE ORAL WOUND",88
"Risk Mod Cardiac Rehab CHARGE",349
"RITUXIMAB 500MG 50ML VIAL",1271
"RMVAOPBLADDERAOPSTONE",4092
"RMVAOPRVAOPSLINGAOPSTRESSAOPINCO",11337
"RMVL OF SUBQ DEFIBRILLATOR",4317
"Room Humidifier",205
"ROOM/BED: Acute Rehab",1102
"ROOM/BED: Adult Psychiatric",1670
"ROOM/BED: Boarder Nursery",806
"ROOM/BED: C&A Psychiatric",2129
"ROOM/BED: Cardiovascular ICU",4293
"ROOM/BED: CCU",4612
"ROOM/BED: CSH Level 1",2912
"ROOM/BED: CSH Level 2",3176
"ROOM/BED: CSH Level 3",3274
"ROOM/BED: ICU",4293
"ROOM/BED: Intermediate",1047
"ROOM/BED: Intermediate Nursery",1047
"ROOM/BED: Level 2",4246
"ROOM/BED: Level 3",5408
"ROOM/BED: Level 4",3870
"ROOM/BED: Mother/Baby",1953
"ROOM/BED: Neonatal Level 1",4427
"ROOM/BED: Neonatal Level 2",4246
"ROOM/BED: Neonatal Level 3",5408
"ROOM/BED: Neonatal Level 4",3870
"ROOM/BED: Newborn",162
"ROOM/BED: Observation",71
"ROOM/BED: Pathways Lodge Arts",1177
"ROOM/BED: Pathways Motel Model",108
"ROOM/BED: Pathways Residential",1177
"ROOM/BED: Pediatrics",1953
"ROOM/BED: Private",1953
"ROOM/BED: Rehab",1102
"ROOM/BED: Semi Private",1953
"ROOM/BED: Telemetry",2347
"ROOM/BED: Telemetry",2347
"ROSEN WIRE 1.5J 180CM",91
"Routine ECG 12 lead/15 lead tracing only",210
"RT CHARGE ABG Draw -> Yes",262
"RT CHARGE ABG Kit",3
"RT CHARGE Aerosol Therapy -> Additional treatment",329
"RT CHARGE Aerosol Therapy -> Aerosol treatment",329
"RT CHARGE Aerosol Therapy -> Inhalation Treatment-1st Hr",295
"RT CHARGE Aerosol Therapy -> Inhalation Treatment-Additional Hr",165
"RT CHARGE Aerosol Therapy -> Initial treatment",329
"RT CHARGE Aerosol Therapy -> MDI Treatment",329
"RT CHARGE Aerosol Therapy -> Pentamide treatment",329
"RT CHARGE Aerosol Therapy -> Pentamidine Meds Sterile Water",343
"RT CHARGE Aerosol Therapy -> Pentamidine Treatment",329
"RT Charge Aerosol Therapy Supplies -> 1 L Bottle Sterile Water for Irrigation",23
"RT Charge Aerosol Therapy Supplies -> AeroNeb",358
"RT Charge Aerosol Therapy Supplies -> Aerosol Circuit",6
"RT Charge Aerosol Therapy Supplies -> Aerosol Mask",3
"RT Charge Aerosol Therapy Supplies -> Corrugated Tubing",3
"RT Charge Aerosol Therapy Supplies -> Hill Rom Circuits MetaNeb",518
"RT Charge Aerosol Therapy Supplies -> Mask Dragon Aerosol Peds",6
"RT Charge Aerosol Therapy Supplies -> Mask Infant Aero Turtle w/Stra",88
"RT Charge Aerosol Therapy Supplies -> MDI Spacer",49
"RT Charge Aerosol Therapy Supplies -> Nebulizer Aero Eclipse",44
"RT Charge Aerosol Therapy Supplies -> Nebulizer Hope",552
"RT Charge Aerosol Therapy Supplies -> Nebulizer Uniheart",59
"RT Charge Aerosol Therapy Supplies -> Peak Flow Meter",69
"RT Charge Aerosol Therapy Supplies -> Pulse Ox Spot Check",78
"RT Charge Aerosol Therapy Supplies -> Set Primary Plum Clave Port",48
"RT Charge Aerosol Therapy Supplies -> SOLN Water Irrig 1000ML",20
"RT Charge Aerosol Therapy Supplies -> SOLN Water Irrig 50ML",29
"RT Charge Aerosol Therapy Supplies -> System Circulaire II Aerosol Drug Del",50
"RT CHARGE Bronchoscopy Supplies -> Ambu Disp Flex Intubation Scope",1699
"RT CHARGE Bronchoscopy Supplies -> Brush, Disposable Cytology",91
"RT CHARGE Bronchoscopy Supplies -> Forceps, Biopsy Radial Edge with NDL",355
"RT CHARGE Bronchoscopy Supplies -> Forceps, Biopsy Radial Edge without NDL",358
"RT CHARGE Bronchoscopy Supplies -> Full Body Drape",10
"RT CHARGE Bronchoscopy Supplies -> Microbiology Brush Sterile for Bronchs",169
"RT CHARGE Bronchoscopy Supplies -> Solution NaCL irrigation 500ml",26
"RT CHARGE Bronchoscopy Supplies -> Suction Valve",88
"RT CHARGE Bronchoscopy Supplies -> Trap mucus specimen",30
"RT CHARGE Bronchoscopy Supplies -> Valve Biopsy Sterile",38
"RT CHARGE Bronchoscopy Supplies -> Xylocaine MPF 2%",40
"RT CHARGE Chest Physiotherapy -> Chest PT Additional",154
"RT CHARGE Chest Physiotherapy -> Chest PT Initial (used for hand, mechanical or vest)",329
"RT CHARGE Chest Physiotherapy -> Clearchest Comfort Band",456
"RT CHARGE Chest Physiotherapy -> E Z Pap Initial (includes EZ Pap Device Charge)",178
"RT CHARGE Chest Physiotherapy -> Oscillating PEP Treatment Additional",154
"RT CHARGE Chest Physiotherapy -> Oscillating PEP Treatment Initial (includes Osc Device Charg",329
"RT CHARGE Chest Physiotherapy -> Pep Therapy Additional",154
"RT CHARGE Chest Physiotherapy -> PEP Therapy Initial (includes Pep Device Charge)",329
"RT Charge Education - Smoking -> SMOKING CESSATION  >10 minutes",154
"RT Charge Education - Smoking -> SMOKING CESSATION <= 10 minutes",78
"RT CHARGE ETCO2 Monitoring -> ET C02 Pulse Ox Setup",393
"RT CHARGE ETCO2 Supplies -> Airway Adapter",52
"RT CHARGE ETCO2 Supplies -> Cannula/Sample Line",64
"RT CHARGE ETCO2 Supplies -> Oral/Nasal Cannulas/Sample Line",86
"RT CHARGE Intubation or Assist -> Intubation",1480
"RT Charge Intubation/Assist Supplies -> Airway LMA",91
"RT Charge Intubation/Assist Supplies -> Blade Laryngoscope Fib Mac grn 1,2,3,3.5,4",31
"RT Charge Intubation/Assist Supplies -> Blade Laryngoscope Fib Mil grn 0,1,2,3,4",31
"RT Charge Intubation/Assist Supplies -> Blade Laryngoscope Fib Miller grn 00",34
"RT Charge Intubation/Assist Supplies -> C02 Detector",71
"RT Charge Intubation/Assist Supplies -> Cath Suction Closed w/Adaptor",69
"RT Charge Intubation/Assist Supplies -> CPR",1971
"RT Charge Intubation/Assist Supplies -> Croup Tent",78
"RT Charge Intubation/Assist Supplies -> Disposable Scope",1699
"RT Charge Intubation/Assist Supplies -> Endo Tube High Low Evac",118
"RT Charge Intubation/Assist Supplies -> Endotracheal Tube",32
"RT Charge Intubation/Assist Supplies -> Endotracheal tube",32
"RT Charge Intubation/Assist Supplies -> Handle Laryngoscope disp",56
"RT Charge Intubation/Assist Supplies -> Hyperinflation System w/Infant Mask",88
"RT Charge Intubation/Assist Supplies -> In-line Suction for Trach",78
"RT Charge Intubation/Assist Supplies -> Mcgrath Disp Blade Laryngoscope Mac Portable",98
"RT Charge Intubation/Assist Supplies -> Nasal Airway",29
"RT Charge Intubation/Assist Supplies -> Nasal airway",29
"RT Charge Intubation/Assist Supplies -> Nasal Airway Pediatric",15
"RT Charge Intubation/Assist Supplies -> Resuscitation Bag - Adult",67
"RT Charge Intubation/Assist Supplies -> Stylette",29
"RT Charge Intubation/Assist Supplies -> Suction Kit",5
"RT Charge Intubation/Assist Supplies -> Tonsilar Suction",5
"RT CHARGE IS -> Incentive spirometry device",38
"RT CHARGE Non-invasive Management -> BIPAP",371
"RT CHARGE Non-invasive Management -> BiPAP Daily",371
"RT CHARGE Non-invasive Management -> CPAP",371
"RT CHARGE Non-invasive Management -> CPAP Daily",371
"RT CHARGE Non-invasive Mgmt Supplies -> 1 L Bottle Sterile Water for Irrigation",23
"RT CHARGE Non-invasive Mgmt Supplies -> Bougie Tube Introducer",382
"RT CHARGE Non-invasive Mgmt Supplies -> Capnography tubing/filter/adapter",64
"RT CHARGE Non-invasive Mgmt Supplies -> Chamber Humidification (w/Intellipap)",134
"RT CHARGE Non-invasive Mgmt Supplies -> Connector Valve Tee",17
"RT CHARGE Non-invasive Mgmt Supplies -> In-line Suction for Trach",78
"RT CHARGE Non-invasive Mgmt Supplies -> Mask Full Face",180
"RT CHARGE Non-invasive Mgmt Supplies -> Nasal Pillow-All Sizes",131
"RT CHARGE Non-invasive Mgmt Supplies -> Non Invasive Circuit",44
"RT CHARGE Non-invasive Mgmt Supplies -> Oxygen Cylinder",86
"RT CHARGE Non-invasive Mgmt Supplies -> Performax Face Mask",414
"RT CHARGE Non-invasive Mgmt Supplies -> Single Limb Heated Wire",86
"RT CHARGE Non-invasive Mgmt Supplies -> Tubing Oxygen 21 feet",8
"RT CHARGE Non-invasive Mgmt Supplies -> Tubing Oxygen 7 feet",3
"RT CHARGE Non-invasive Mgmt Supplies -> Water Bottle Only Concha",23
"RT CHARGE Non-invasive Mgmt Supplies -> Water Concha With Column",79
"RT CHARGE Oxygen Therapy -> Oximeter Pulse Ox Daily (day shift charge)",188
"RT CHARGE Oxygen Therapy -> Oxyhood Initial Setup",150
"RT CHARGE Oxygen Therapy -> Pulse Ox Spot Check",78
"RT CHARGE Oxygen Therapy -> Skilled Care Oxygen per Day",11
"RT CHARGE Oxygen Therapy Supplies -> 1 L Bottle Sterile Water for Irrigation",23
"RT CHARGE Oxygen Therapy Supplies -> Aerosol Bottle with Caps",20
"RT CHARGE Oxygen Therapy Supplies -> Aerosol Bottle without Caps",11
"RT CHARGE Oxygen Therapy Supplies -> Aerosol Mask",3
"RT CHARGE Oxygen Therapy Supplies -> Aerosol Mask w/Tubing",15
"RT CHARGE Oxygen Therapy Supplies -> Bag Aerosol Drainage",6
"RT CHARGE Oxygen Therapy Supplies -> Cannula Bi-Flow 02/c02 Sampling",19
"RT CHARGE Oxygen Therapy Supplies -> Cannula Comfort Flow",29
"RT CHARGE Oxygen Therapy Supplies -> Cannula Soft Comfort Flo - Adult",29
"RT CHARGE Oxygen Therapy Supplies -> Circuit Dual Heated Wire Humidifier Line Adult",115
"RT CHARGE Oxygen Therapy Supplies -> Comfort Flow System",179
"RT CHARGE Oxygen Therapy Supplies -> Corrugated Tubing",3
"RT CHARGE Oxygen Therapy Supplies -> Corrugated tubing",3
"RT CHARGE Oxygen Therapy Supplies -> EZ Wrap for Nasal Cannula",6
"RT CHARGE Oxygen Therapy Supplies -> Face Tent",6
"RT CHARGE Oxygen Therapy Supplies -> Face tent",6
"RT CHARGE Oxygen Therapy Supplies -> Humidity Bottle",12
"RT CHARGE Oxygen Therapy Supplies -> Kit H/F HumidifierAdultCannula",49
"RT CHARGE Oxygen Therapy Supplies -> Nasal Cannula",23
"RT CHARGE Oxygen Therapy Supplies -> Nasal cannula",23
"RT CHARGE Oxygen Therapy Supplies -> NRB Mask",8
"RT CHARGE Oxygen Therapy Supplies -> Oxygen Mask Adult LRG",38
"RT CHARGE Oxygen Therapy Supplies -> Oxygen Mask Adult REG/SM",36
"RT CHARGE Oxygen Therapy Supplies -> Oxyhood Superdome Disp",290
"RT CHARGE Oxygen Therapy Supplies -> Oxymizer",143
"RT CHARGE Oxygen Therapy Supplies -> Oxysensor II V120 VN25",139
"RT CHARGE Oxygen Therapy Supplies -> Room Humidifier",250
"RT CHARGE Oxygen Therapy Supplies -> Sensor Pulse Oximeter LNCS Ear CPEVAL-369",221
"RT CHARGE Oxygen Therapy Supplies -> Simple O2 Mask",15
"RT CHARGE Oxygen Therapy Supplies -> Single LIMB Heated Wire",86
"RT CHARGE Oxygen Therapy Supplies -> Single Limb Heated Wire",86
"RT CHARGE Oxygen Therapy Supplies -> SOLN Water Irrig 1000ML",20
"RT CHARGE Oxygen Therapy Supplies -> SOLN Water Irrig 50ML",29
"RT CHARGE Oxygen Therapy Supplies -> Tender Grip",11
"RT CHARGE Oxygen Therapy Supplies -> Tracheostomy Collar",8
"RT CHARGE Oxygen Therapy Supplies -> Transtracheal Catheter",991
"RT CHARGE Oxygen Therapy Supplies -> Transtracheal Hose",181
"RT CHARGE Oxygen Therapy Supplies -> Transtracheal Kit",2812
"RT CHARGE Oxygen Therapy Supplies -> Tubing Oxygen 21 feet",8
"RT CHARGE Oxygen Therapy Supplies -> Tubing Oxygen 7 feet",3
"RT CHARGE Oxygen Therapy Supplies -> Venti Mask",10
"RT CHARGE Oxygen Therapy Supplies -> Venti mask",10
"RT CHARGE Oxygen Therapy Supplies -> Vibralung Acoustical Percussor",269
"RT CHARGE PFT -> Airway Close Volume Peak",277
"RT CHARGE PFT -> Body plethysmography (throacic gas volume)",813
"RT CHARGE PFT -> Challenge Test",789
"RT CHARGE PFT -> Challenge Test Profee Baker",61
"RT CHARGE PFT -> Challenge Test Profee Khoury",61
"RT CHARGE PFT -> Challenge Test Profee Milam",61
"RT CHARGE PFT -> Challenge Test Profee Plankeel",61
"RT CHARGE PFT -> CO Diffusion",416
"RT CHARGE PFT -> Evaluation Brochospasm with Bronchodilator",393
"RT CHARGE PFT -> Evaluation Brochospasm without Bronchodilator",268
"RT CHARGE PFT -> Flow volume loop",268
"RT CHARGE PFT -> Helium FRC",277
"RT CHARGE PFT -> Plethsmography",813
"RT CHARGE Specialty Gas -> Heliox Daily Charge",552
"RT CHARGE Specialty Gas -> Nitric oxide",268
"RT CHARGE Suction/Sputum -> Sputum induction",329
"RT CHARGE Suction/Sputum Supplies -> Cath Suction Closed w/Adaptor",69
"RT CHARGE Suction/Sputum Supplies -> In-line Suction for Trach",78
"RT CHARGE Suction/Sputum Supplies -> Sputum Trap",30
"RT CHARGE Suction/Sputum Supplies -> Suction Kit",5
"RT CHARGE Suction/Sputum Supplies -> Suction Valve",88
"RT CHARGE Suction/Sputum Supplies -> Tonsilar Suction",5
"RT CHARGE Trach -> Tracheostomy Care",57
"RT CHARGE Trach Supplies -> Aerosol Bottle with Caps",20
"RT CHARGE Trach Supplies -> Bag Aerosol Drainage",6
"RT CHARGE Trach Supplies -> Bivona Cuffless",344
"RT CHARGE Trach Supplies -> Bivona Hyperflex Trach",1235
"RT CHARGE Trach Supplies -> Bivona Hyperflex X Length",714
"RT CHARGE Trach Supplies -> Bivona Neonatal Trach Tube",330
"RT CHARGE Trach Supplies -> Cannula Inner Length-All Sizes",40
"RT CHARGE Trach Supplies -> Corrugated Tubing",3
"RT CHARGE Trach Supplies -> Passy Muir Valve",429
"RT CHARGE Trach Supplies -> Portex Trach w/Dic",177
"RT CHARGE Trach Supplies -> Shiley Speaking Valve",264
"RT CHARGE Trach Supplies -> Smooth Flo Cor-A-Tube II",17
"RT CHARGE Trach Supplies -> Solution NaCL 0.9% irrigation",26
"RT CHARGE Trach Supplies -> Suction Kit",5
"RT CHARGE Trach Supplies -> Trach Dic Inner Cannula",25
"RT CHARGE Trach Supplies -> Tracheostomy Button",1042
"RT CHARGE Trach Supplies -> Tracheostomy Collar",8
"RT CHARGE Trach Supplies -> Tracheostomy Tube",329
"RT CHARGE Trach Supplies -> Tri Anim Airway Adapter",64
"RT CHARGE Trach Supplies -> Tube Extra Length Trach",451
"RT CHARGE Trach Supplies -> Tube Jackson Metal Trach",89
"RT CHARGE Ventilator -> Extubation",268
"RT CHARGE Ventilator -> Ventilator",1014
"RT CHARGE Ventilator -> Ventilator Additional",722
"RT CHARGE Ventilator -> Ventilator Daily",1014
"RT CHARGE Ventilator -> Ventilator Initial Setup",1014
"RT CHARGE Ventilator -> Weaning Parameters",268
"RT CHARGE Ventilator Supplies -> Ambu Bag w/Mask - Adult",84
"RT CHARGE Ventilator Supplies -> Blade Laryngoscope Fib Mac grn 1,2,3,3.5,4",31
"RT CHARGE Ventilator Supplies -> Blade Laryngoscope Fib Mil grn 0,1,2,3,4",31
"RT CHARGE Ventilator Supplies -> Blade Laryngoscope Fib Miller grn 00",34
"RT CHARGE Ventilator Supplies -> Bougie Tube Introducer",382
"RT CHARGE Ventilator Supplies -> C02 Detector",71
"RT CHARGE Ventilator Supplies -> Cannula Inner Length-All Sizes",40
"RT CHARGE Ventilator Supplies -> Capnography tubing/filter/adapter",64
"RT CHARGE Ventilator Supplies -> Cardinal Circuit Vent MRI Comp",159
"RT CHARGE Ventilator Supplies -> Carefusion Mask Nonvented Full Face",200
"RT CHARGE Ventilator Supplies -> Cath Suction Closed w/Adaptor",69
"RT CHARGE Ventilator Supplies -> Connector Valve Tee",17
"RT CHARGE Ventilator Supplies -> CPR",1971
"RT CHARGE Ventilator Supplies -> Disposable Scope",1699
"RT CHARGE Ventilator Supplies -> Endotracheal Tube",32
"RT CHARGE Ventilator Supplies -> Endotracheal tube",32
"RT CHARGE Ventilator Supplies -> EntC02 Spacelabs",102
"RT CHARGE Ventilator Supplies -> ET CO2 PULSOX Setup",393
"RT CHARGE Ventilator Supplies -> ETAD",74
"RT CHARGE Ventilator Supplies -> Handle Laryngoscope disp",56
"RT CHARGE Ventilator Supplies -> Hyperinflation System w/Infant Mask",88
"RT CHARGE Ventilator Supplies -> In-line Suction for Trach",78
"RT CHARGE Ventilator Supplies -> Mask Full Face",180
"RT CHARGE Ventilator Supplies -> Mcgrath Disp Blade Laryngoscope Mac Portable",98
"RT CHARGE Ventilator Supplies -> Nifometer negative inspitory force meter",71
"RT CHARGE Ventilator Supplies -> PEEP Valve",33
"RT CHARGE Ventilator Supplies -> PEEP valve",33
"RT CHARGE Ventilator Supplies -> Ram Cannula",23
"RT CHARGE Ventilator Supplies -> Ram cannula",23
"RT CHARGE Ventilator Supplies -> Resuscitation Bag - Adult",67
"RT CHARGE Ventilator Supplies -> Solution NaCL 0.9% irrigation",26
"RT CHARGE Ventilator Supplies -> Stylette",29
"RT CHARGE Ventilator Supplies -> Suction Kit",5
"RT CHARGE Ventilator Supplies -> Teleflex Medical Circuit Vent Heated Wire",145
"RT CHARGE Ventilator Supplies -> Tonsilar Suction",5
"RT CHARGE Ventilator Supplies -> Trach Dic Inner Cannula",25
"RT CHARGE Ventilator Supplies -> Tracheostomy button",1042
"RT CHARGE Ventilator Supplies -> Tracheostomy Tube",329
"RT CHARGE Ventilator Supplies -> Tracheostomy tube",329
"RT CHARGE Ventilator Supplies -> Tri Anim Airway Adapter",64
"RT CHARGE Ventilator Supplies -> Tube Extra Length Trach",451
"RT CHARGE Ventilator Supplies -> Tube Jackson Metal Trach",89
"RT CHARGE Ventilator Supplies -> Ventilator Circuit",34
"RT CHARGE Ventilator Supplies -> Ventilator Circuit non-heated",33
"RT CHARGE Ventilator Supplies -> Water bottle only Concha",23
"RT CHARGE Ventilator Supplies -> Water Bottle Only Concha",23
"RT HEART CATH CONGENITAL",14505
"RT VENTRIC RECORDING",2348
"S CARDINAL PACK INTERVENTIONAL RADIOLOGY",65
"S CATH, I.V. ANGIO 15GA*5.25"" YELLOW",80
"S DEVICE MONOPTY BIOPSY 14GA",205
"S DEVICE, BIOPSY CUTTING 18x16",128
"S DEVICE,ULTRACLIP TISSUE MARKING 17G*10",197
"S ELECTRODE, PEDIATRIC MULTI-FUNCTION",264
"S GLOVE, RADIATION ATTENUATING SURGICAL",354
"S MARKER, MAMMO CORE",511
"S MASK ANES ADULT MED",13
"S MASK, HEAD HARNESS ADULT",90
"S NDL CHIBA BIOPSY 22 15.0CM",84
"S NDL CHIBA BIOPSY 25X15",73
"S NDL CHIBA BIOPSY 25X20",73
"S NDL WESCOTT BIOPSY 22X5.5",52
"S NDL, BIOPSY ACHIEVE 16X15",324
"S NDL, CHIBA BIOPSY 18X20",80
"S PAD SAF-D-FIB",216
"S SET MULTIPURPOSE DRAINAGE 10.2",1157
"S SET MULTIPURPOSE DRAINAGE 12.0",1275
"S SET OTT INTRAUTERINE CATH",312
"S SET ULTRATHANE NEPHROSTOMY 8.5",1413
"S SET ULTRATHANE NEPHRSTOMY 10.2",1184
"S SYSTEM, DISP BIOPSY 18G*20CM",286
"S TRAY GENERAL UTILITY BIOPSY",187
"S TUBE, CONNECTING DUCT9.5-30-P-MM",56
"S TUBING CORRUGATED",42
"SA MECH REM OBSTR CVAD",4245
"SACRALAOPNERVEAOPSTIMAOPLEAD",1745
"Sacrum Mepilex Border 7",50
"SCAPEL BLADE",323
"SCREW BONE 6.5MM SELF TAP NON-CANN 60MM",89
"SCREW SLF-TAP LOCK STARDRIVE RECESS 3.5/35MM",326
"SECONDARYAOPCLOSEUREAOPSURGICALAOPWOUND",4828
"SELAOPCATHAOPPLACEMENTAOPPULAOPARTERY",10557
"SELECT CATH PLACEMENT 2ND ORDER",1200
"SELECTAOPCATHAOPPLACEMENTAOP2NDAOPORD",11483
"Selective Coronary (SCA) & Byp Angio w/Right & Left Heart Cath (RHC&LHC)",24515
"Selective Coronary (SCA) & Byp Angio w/Right Heart Cath (RHC) {Pro Fee} 93457",23510
"Selective Coronary (SCA) & Bypass Angio w/Left Heart Cath (LHC) ",20411
"Selective coronary (SCA) & Bypass Graft Angio (26)",13834
"Selective Coronary Angio (SCA) w/Right & Left Heart Cath (RHC&LHC)",23929
"Selective Coronary Angio (SCA) w/Right Heart Cath (RHC) ",22905
"Selective Coronary Angiography (SCA)",13230
"Selective Debridement, 1st 20 Sq Cm ",454
"SELECTIVE ORGAN BLOOD SAMPLING",97
"SELWNDDEBRIDEMENT<20CM",454
"SENOMARK ULTRACOR M SHAPED",576
"SET ANGIOJET PUMP",1838
"SET COLLECTION STRL DISP BERKELEY",42
"SET CRANIAL SCREW IMPLANT",2488
"SET GASTROINTESTINAL SUTURE",539
"SET GASTROSTOMY WILLS-OLGESBY ALL SIZES",1372
"SET HLS ADVANCED CIRCUIT 7.0",30845
"SET LIVER ACCESS & BIOPSY ALL SIZES",2972
"SET MICROPUNCTURE INTRODUCER",334
"SET PRIMARY PLUM",101
"Set Primary Plum",101
"SET SHOULDER SUSPENSION DEROYAL",155
"Set Sure Grip Bendable Utensil Kt/4",147
"SET TRANSLUMBAR PUNCTURE",704
"SET TULIP GUNTHER RETREIVAL",1636
"SET VAC COLLECTION 3/8 IN*6 FT",43
"SET, INTRODUCER LOCALIZATION OR PETITE",1080
"SET, MRI IV EXT",111
"SET, MRI IV SPIKE",111
"SET, SHETTY GASTROJEJUNOSTOMY GJS-1400",2071
"SEVERINGAOPIFAOPVITREOUSAOPSTRANDS",1628
"SHAVE PREP KIT",8
"SHAVINGAOPEPIDERMALAOPDERMALAOPLESION",364
"SHAVINGAOPEPIDERMALAOPLESIONAOP.5CMAOPLES",364
"SHEATH GUIDING SUREFLEX MED 22MM",4674
"SHEATH GUIDING SUREFLEX SM 17MM",4674
"SHEATH PINNACLE ALL SIZES",91
"SHEATH TUNNELER A/V ACCESS FULL CURVE ORANGE LG 12 IN OREVAL-984",305
"SHEATH TUNNELER A/V ACCESS ORANGE LG 12 IN OREVAL-984",305
"SHEATH TUNNELER VASCULAR/BULLET TIPS GREEN SM 20.5 IN OREVAL-984",305
"Sheet Silicone Gel 4.75 x 6in",268
"SHEILD, CT EYE BISMUTH",47
"Shoehorn EZ Slide 24in",17
"Shoehorn EZ Slide 30in",20
"Shoehorn Plastic 18in",11
"Shoelaces Tylastic 36in x 1/8in White",8
"Shoelaces Tylastic 91 x 31cm Black",5
"Shoelaces Tylastic Brown",15
"Shoelaces Tylastic Brown 24in",15
"Shoelaces Tylastic Brown 36in Pk/2pr",15
"Shoelaces Tylastic White 26in",15
"Shoelaces Tylastic White 36in L x 3/16 W",15
"SHOULDERAOPARTHROSCOPYAOPSURGERY",5747
"SHOULDERAOPSURGERYAOPPROCEDURE",468
"SIALOLITHOTOMYAOPSMAOPUNCOMPLICATED",2779
"SIGMOIDAOPFLEXAOPWAOPDECOMPRESSION",1466
"Simple Lac Repair Ext/Scalp 2.5CM LESS ",970
"Simple O2 Mask",12
"SIMPLEAOPCYSTOMETROGRAM",1550
"SIMULATION 3 D",6687
"SIMULATION COMPLEX",1398
"SIMULATION INTERMEDIATE",1198
"SIMULATION SIMPLE",744
"Single Prev Heart Pulm Disease Cardiac Rehab CHARGE",112
"Single With > 2 Risk Factor Cardiac Rehab CHARGE",112
"SINUSAOPSURGERYAOPPROCEDURE",1699
"SKIN TISSUE PROCEDURE",734
"SKINAOPFULLAOPGRAFTAOPFACE",3971
"SKINAOPFULLAOPGRAFTAOPSCALP",3971
"SKINAOPTISSUEAOPEYELIDAOPREARRANGEAOP10SQ",4828
"SKINAOPTISSUEAOPFACEAOPREARRANAGEAOP10SQ",4828
"SKINAOPTISSUEAOPFACEAOPREARRANCEAOP10.1AOPS",4828
"SKINAOPTISSUEAOPPROCEDURE",734
"SKINAOPTISSUEAOPREARRANGEAOP10.1",4828
"SKINAOPTISSUEAOPTRUNKAOPREARRANGEAOP10SQ",4828
"Sleep Study No Show CHARGE",51
"Sleep Study Simultaneous Record Greater than 6 hours",3178
"Sleep Study Simultaneous Record Less than 6 hours",3178
"Sling Givmohr Acromion",290
"Sling Givmohr Acromion Lg",290
"Sling Givmohr Acromion Med 15-16in",290
"Sling Hemi Shoulder Med",248
"SLITTINGAOPOFAOPPREPUCE",6330
"SLITTINGAOPPREPUCEAOPDORSAL/LATAOPNEWBR",3336
"SLP Assessment of Aphasia Units",495
