"Mnemonic","Description","Price"
47382,"PERC ABLATION LIVER TUMOR(S",4945
47490,"PERCUTANEOUS CHOLECYSTOSTOM",3183
"47531-1","CHOLANGIOGRAM POST-OP",511
47532,"CHOLANGIOGRM PERC TRNSHP",724
47533,"PLC BILIARY DRAIN W IMAGING",2926
47534,"PLC BILIARY DRAIN INT/EXT I",5251
47536,"EXCHG BILIARY DRAIN W IMAGI",1638
47539,"Perc Bile Duct Stent Plc IG",8761
47544,"BILE STONE REMOVAL W IMAGIN",2291
47555,"DIL BILIARY DUCT STRIC/WO/S",2304
47556,"DIL BILIARY DUCT STRIC/W/ST",3821
48102,"PANCREAS BIOPSY PERC NEEDLE",1023
49082,"ABD PARACENTESIS NO IMAGING",894
49083,"ABD PARACENTESIS W/ IMAGING",952
49180,"ABD/RETRO MASS BX PERC NEED",963
49185,"SEROMA SCLEROSIS",1249
49406,"IMAGE CATH FLUID PERI RETRO",2868
49418,"RSP INTRAPERIT TUNNEL CATH",4614
49422,"REM TUNNELED INTRAPERIT CAT",2489
49423,"EXCH PREV PLACED ABS/CYS DR",3244
"49424-1","CONTRAST INJ PREV PLACED CA",353
49440,"FLG PERC PLAC GASTROSTOMY T",1224
49441,"FLG D OR J TUBE PLACEMENT",1510
49446,"FLG G TUBE TO GJ TUBE CONVE",1816
49450,"FLG CHANGE GASTROSTOMY TUBE",619
49451,"FLG CHANGE D OR J TUBE",619
49452,"FLG G J TUBE REPLACEMENT",580
49460,"RSP COLON TUBE OBSTR REMOVA",590
"49465-1","FLG ANY GI TUBE EVALUATION",302
"50200LT","LT RENAL BIOPSY PERC NEEDLE",941
"50200RT","RT RENAL BIOPSY PERC NEEDLE",941
"50382-50","PERC R&R INT INDW UR STENT",4148
"50382LT","PERC R&R INT INDW URE STENT",2766
"50382RT","PERC R&R INT INDW URE STENT",2766
"50384-50","PERC RO INT INDW URE STENT",4148
"50384LT","PERC RO INT INDW URET STENT",2766
"50387-50","FLG RR EXT URETERAL STENT B",1781
"50387LT","FLG RR EXT URETERAL STENT L",1187
"50389LT","FLG NEPHROS TUBE REM/STENT",970
"50389RT","FLG NEPHROS TUBE REM/STENT",970
"50390LT","RENAL CYST ASPIR/INJECT LT",1194
"50390RT","RENAL CYST ASPIR/INJECT RT",1194
"50430LT","LT PERC NEPHROSTOGRAM IG NE",1687
"50430RT","RT PERC NEPHROSTOGRAM IG NE",1687
"50431LT","LT PERC NEPHROSTOGRAM IG EX",1687
"50431RT","RT PERC NEPHROSTOGRAM IG EX",1687
50432,"PERC INTRO CATH RENAL PELVI",1874
"50432LT","LT PERC INTR CATH RENAL PEL",1874
"50432RT","RT PERC INTR CATH RENAL PEL",1874
"50433LT","LT NEPHROURETERAL CATH PLC",1874
"50433RT","RT NEPHROURETERAL CATH PLC",1874
"50434LT","LT NEPH CATH CONV TO NEPHUR",2027
"50434RT","RT NEPH CATH CONV TO NEPHUR",2027
"50435LT","LT NEPHROSTOMY TUBE EXCHG I",1558
"50435RT","RT NEPHROSTOMY TUBE EXCHG I",1558
50593,"CRYOABLATION RENAL TUMOR/S",7113
"50690-1","RSP BIL INJ THRU IDEAL COND",60
"50693LT","LT URETERAL STENT PLC IG EX",4138
"50693RT","RT URETERAL STENT PLC IG EX",4138
"50695LT","LT URETERAL STENT PLC IG NE",4138
"50695RT","RT URETERAL STENT PLC IG NE",4138
50706,"BAL DILATION URETER STRICT",1396
51102,"BLADDER ASP W/SUPRAPUBIC CA",2878
"51600-1","INJ PROC FOR CYSTOGRAPHY",821
51702,"INSERT TEMP INDW BLADDER CA",130
51703,"TEMP INDWELL CATH, COMPLICA",585
51705,"CYSTOSTOMY TUBE CHANGE SIMP",360
52332,"CYSTO W/ INDWELL STENT INSE",2605
53899,"UNLISTED PROC - URINARY SYS",712
55700,"PROSTATE NEEDLE BIOPSY",1380
60100,"THYROID BIOPSY PERC NEEDLE",462
60300,"THYROID CYST ASPIRATION/INJ",644
60699,"ADRENAL GLAND PERC BIOPSY",4085
62267,"PERC DISK ASPIRATION DX",740
62268,"SPINAL CORD PERC ASPIRATION",797
62269,"SPINAL CORD BX PERC NEEDLE",1023
62270,"LUMBAR PUNCTURE DIAGNOSTIC",762
62272,"SPINAL PUNCTURE THERAPEUTIC",818
62290,"INJ LUMBAR DISKOGRAM EA LVL",384
62291,"INJ CERV/THOR DISKOGRAM EA",428
62302,"MYELOGRAPHY,CERVICAL",1385
62303,"MYELOGRAPHY, THORACIC",1441
62304,"MYELOGRAPHY, LUMBOSACRAL",1441
62305,"MYELOGRAPHY ENTIRE SPINE",1490
62321,"SPINE INJ SINGLE CERV/THORA",1382
"62323-1","LUMBAR INJ DIAG OR THER",1865
64430,"PUDENDAL NERVE BLOCK",815
64445,"INJ. ANESTHETIC SCIATIC NER",723
64450,"INJ ANESTHETIC OTH PERIPH N",930
64479,"INJ ANEST STEROID EPID EA L",830
64480,"INJ ANEST STEROID EPID ADD",721
64483,"TRANSFORAMINAL NERVE BLOCK",1454
64484,"INJ ANES STEROID LS ADD LVL",1385
64493,"RSP INJ PARAV FACET LS LVL",1454
64494,"RSP INJ PARAV FACET LS LVL",1305
64520,"INJ ANES LUMBAR/THOR PARA/S",988
64530,"CELIAC PLEXUS INJECTION",841
"64999-1","OTHER PROCEDURE NERVOUS SYS",571
72285,"DISKOGRAM CERV/THOR EA LEVE",1943
72295,"DISKOGRAM LUMBAR EACH LEVEL",1943
"73040LT-1","LT SHOULDER ARTHROGRAM",806
"73040RT-1","RT SHOULDER ARTHROGRAM",806
"73115LT-1","LEFT WRIST ARTHROGRAM",637
"73115RT-1","RIGHT WRIST ARTHROGRAM",637
"73525LT-1","LEFT HIP ARTHROGRAM",491
"73525RT-1","RIGHT HIP ARTHROGRAM",491
"73580LT-1","LEFT KNEE ARTHROGRAM",882
"73580RT-1","RIGHT KNEE ARTHROGRAM",882
74235,"REM FB ESOPHAGUS/BALLOON CA",526
"74270-1","CONTRAST EXAM OF COLON",414
"74330OR","ERCP BILIARY & PANCREATIC",1080
74340,"INTRO LONG GI TUBE",708
74360,"INTRALUMEN DILATION STRICTU",713
"74360OR","INTRALUM DILATION ESOPHAG S",713
74363,"PERC TRANS DIL BILE DUCT ST",1357
"74420OR","RETROGRADE PYELOGRAM",762
"74425-1","RSP FLG ANTEGRADE UROGRAPHY",526
"74425-50","FLG ANTEGRADE UROGRAPHY BIL",790
"74425LT","FLG ANTEGRADE UROGRAPHY LT",526
"74425RT","FLG ANTEGRADE UROGRAPHY RT",526
"74430-1","CYSTOGRAPHY",491
74470,"RENAL CYST STUDY TRANSLUMBA",1043
75625,"ABDOMINAL AORTOGRAM",2366
"75625OR","ABDOMINAL AORTOGRAM",2366
"75630OR","ABDOMEN AORTOGRAM W/RUNOFF",2552
"75710LT","LT EXTREMITY ARTERIOGRAM",2410
"75710LTOR","LT EXTREMITY ARTERIOGRAM",2410
"75710RT","RT EXTREMITY ARTERIOGRAM",2410
"75710RTOR","RT EXTREMITY ARTERIOGRAM",2410
"75716OR","BIL EXTREMITY ARTERIOGRAM",2327
75726,"VISCERAL W/WO FLUSH EA VESS",4656
"75736LT","LT PELVIC ANGIOGRAM SELECTI",2402
"75736RT","RT PELVIC ANGIOGRAM SELECTI",2402
75741,"PULMONARY ANGIO SEL UNILAT",2340
75743,"BIL PULMONARY ANGIO SELECTI",1888
75774,"ARTERO/EACH ADD VESSEL",1800
"75774OR","ARTERO/EACH ADD VESSEL",1800
"75820-1","VASC VENOGRAPHY EXTREMITY",922
"75820LT","LT EXTREMITY VENOGRAM",922
"75820LTOR","LT EXTREMITY VENOGRAM",922
"75820RT","RT EXTREMITY VENOGRAM",922
"75820RTOR","RT EXTREMITY VENOGRAM",922
75822,"BIL EXTREMITY VENOGRAM",793
"75822OR","BIL EXTREMITY VENOGRAM",793
75825,"INFERIOR VENACAVAGRAM",2239
"75825OR","INFERIOR VENACAVAGRAM",2239
75827,"SUPERIOR VENACAVAGRAM",1854
"75827OR","SUPERIOR VENACAVAGRAM",1854
75860,"VENOGRAPHY SINUS/JUGULAR",1719
75970,"TRANSCATHETER BIOPSY",2626
75984,"EXCHG PERC DRAIN TUBE/CATH",529
"75984-50","EXCHG BIL PERC DRAIN TUBE/C",793
"75984LT","EXCHG LT PERC DRAIN TUBE/CA",529
"75984RT","EXCHG RT PERC DRAIN TUBE/CA",529
75989,"RAD GUID PERC DRAIN W CATH",913
"76000-1OR","FLUORO GUIDANCE 1-2 HOURS",542
"76000-2OR","FLUORO GUIDANCE > 2 HOURS",542
"76080-1","ABSCESS FISTULA OR SINUS TR",505
"76536-1","US HEAD & NECK-SOFT TISSUE",644
"76604-52","US CHEST LIMITED",458
"76705-1","US ABD(SGL ORGAN/QUADRANT/F",1202
"76775-1","US RETROPERITONEAL LTD",324
"76882LT-1","RSP US LT EXTREMITY NONVAS",668
"76882RT-1","RSP US RT EXTREMITY NONVAS",668
76937,"USG VENOUS ACCESS",179
"76937OR","US GUIDANCE VASCULAR ACCESS",179
76942,"USG NEEDLE PLACEMENT",520
"77001OR","FLUORO GUIDE CV ACCESS DEVI",297
"77001SP","FLG CV ACCESS DEVICE",297
"77002-59","FLG BX/FINE NEEDLE ASPIRATI",287
"77002SP","RSP FLG NEEDLE PLACEMENT SI",287
77003,"RSP FLG SPINE LOC TX INJ PR",261
"77003-59","RSP-FLG SPINE LOC TX INJ PR",261
96372,"INTRAMUSCULAR INJECTION",82
"96450-1","LUMB PUNC W/ CHEMOTHERAPY A",541
"99211-1","EST PATIENT MIN LEVEL CARE",123
99212,"EXT PATIENT FOCUS LEVEL CAR",147
20293,"GUIDEWIRE ULTRA-SELECT NITI",810
370363,"CATHETER SELECTIVE OMNI 1",218.7
370476,"SET MICROPUNCTURE 5FR NIT W",558.9
370609,"MONOPTY 18X10X11MM 211810",298.89
370610,"MONOOPTY 18X10X22MM 121810",298.89
370611,"TRUGUIDE 17GX7.8CM C1810A",128.4255
5020247,"TUBB CONN W/DRAIN CTU14.030",112.6305
5020293,"GUIDEWIRE ULTRA-SELECT NITI",810
5020300,"GUIDEWIRE AMPLATZ #46-526",526.338
5020317,"STENT NEPH IE/8/22 #22-136",1209.654
5020345,"SET NEFF PERC ACCESS #NPAS-",938.5875
5020381,"NEEDLE ACKERMAN BIOPSY #ABC",3067.048
5030821,"DERMABOND SKIN ADHESIVE DHV",228.58524
5050461,"INSTRUMENT DISP BIOPSY MC18",354.78
5070293,"SAFESTEP PORT ACCESS 3/4 2""",194.4
5070297,"POWERLOC PORT ACCESS 3/4 2""",206.55
5070299,"POWERLOC PORT ACCESS 1 20G""",147.015
5090067,"CATHETER INFUSION INSYTE 20",171.106
5090068,"CATHETER INFUSION INSYTE 22",171.106
5090069,"CATHETER INFUSION INSYTE 18",171.106
5110053,"DRAIN CHEST SYSTEM PLEUROVA",503.708625
5250705,"TRAY TRIPLE LUMEN COOK 7FR/",1202.85
5260227,"INSTRUMENT MONOP BIOPSY 121",355.47
5260625,"CEMENT BONE KYPHX MIXER C01",2149.4375
5260631,"KYPHO EXPRESS TRAY 10/2 100",17581.2
5260715,"KYPHOPAK EXPRESS 15/2 KPE10",17229.576
5260990,"SET GI ANCHOR ENDO 98701 KC",1634.295
8160622,"SLING & SWATH XLARGE",100.24
5261104,"KIT PICC POWER CATHETER 5FR",1502.8
5261315,"KIT MIDLINE POWER 4FR SL BA",1679.668
5261316,"KIT MIDLINE POWER 4FR DL BA",2037.45
5300898,"WIRE GUIDE STIFF WIRE",598.519
5370025,"ADAPTER MALE TO MALE",194.4
5370102,"CATHETER 5FR 65CM 432-136",670.68
5370152,"INFLATOR BASIX #K05-00807",381.024
5370158,"GUN BIOPSY 21GA X 16CM 1220",324.2835
5370159,"GUN BIOPSY 21GAX10CM 122010",324.2835
5370208,"ANGLED TAPER CATHETER CG508",670.68
5370252,"GW PLAT LT 180CM 46-601 MED",963.8595
5370288,"GUIDEWIRE BENTSON #49-177",208.1781
5370353,"GUIDE COAXIAL NEEDLE 18X16",128.4255
5370354,"GUIDE COAXIAL NEEDLE 20X10",128.4255
5370355,"GUIDE COAXIAL NEEDLE 20X16",128.4255
5370357,"GUN BIOPSY 18 X 16 BARD 211",298.89
5370358,"GUN BIOPSY 20 X 10 BARD 212",324.2835
5370359,"GUN BIOPSY 20 X 16 BARD 212",324.2835
5370363,"CATHETER SELECTIVE OMNI 1",218.7
5370399,"TUBE MCLEAN RING FEEDING CO",951.345
5370432,"WIRE AMPLATZ SUPER STIFF 03",330.1155
5370472,"SET MICROPUNCTURE 4FR MPIS-",510.3
5370476,"SET MICROPUNCTURE 5FR NIT W",558.9
5370484,"DRAIN CATH RESOLVE 14FR",863.5005
5370505,"CATHETER PEELAWAY 18FR",549.909
5370516,"OMNI FLUSH 4FR X 65CM 10732",218.39625
5370520,"NEEDLE CHIBA 22GA X 15CM",236.238525
5370521,"NEEDLE CHIBA 22GA X 20CM",133.65
5370528,"CATHETER PIGTAIL LOCKING 6",1083.78
5370609,"MONOPTY 18X10X11MM 211810",298.89
5370610,"GUN BIOPSY 18 X 10 BARD 121",298.89
5370611,"TRUGUIDE 17G X 7.8CM C1810A",128.4255
5370648,"SHEATH PINNACLE 5X10 RSS501",143.856
5370859,"13GA BONE NEEDLE 10 CM",522.45
5370860,"13 GA BONE NEEDLE 15CM",522.45
5370903,"GUN BIOPSY 22MM - 20 X 20 B",324.2835
5370904,"GUN BIOPSY 11 X 20 BARD 212",324.2835
5370905,"NEEDLE TRUGUIDE 17.8 BARD",128.4255
5370906,"CATHETER PLEURX PLEURAL",5066.25
5370956,"TUBE GASTROSTOMY 20FR 0100-",359.64
5371000,"CATH GLIDE ST 4FR 32-170",615.3975
5371016,"GUIDE WIRE PLAT 180CM 46.60",963.8595
5371058,"(CK) NDL/TROCAR/DTN-16-15-0",230.2425
5371091,"CATH GLIDE ANGLED 4FR 32-17",789.75
5371096,"WIRE BENSON .035X80 G01750",292.6935
5371101,"WIRE GUIDE ROSEN 150CM 49-1",149.445
5371173,"NEEDLE BIOPSY MAX CORE 22 M",395.2395
5371174,"GUIDE NEEDLE TRUGUIDE C1410",148.23
5371178,"NEEDLE OSTYCUT 16X5 1782.01",748.44
5371219,"WIRE AMPLATZ STIFF .35 46-5",315.9
5371228,"WIRE GUIDE BENTON .035 49-1",241.9551
5371249,"WIRE GUIDE CONTROL 46-852 M",1020.6
5371262,"TUBE GASTROSTOMY 18FR 0100-",448.578
5371293,"NEEDLE COAXIAL 18X20 C1820A",128.4255
5371318,"TUBE GASTROSTOMY 0100-14LV",373.977
5371351,"TUBE GASTROSTOMY 20FR 0200-",1578.285
5371355,"WIRE GLIDE ANGLE 4FR CG417",670.68
5371383,"GLIDE CATH ANGLED 4FR CG415",670.68
5371384,"WIRE GLIDE ANGLED GR3508",544.9275
5371385,"WIRE GUIDE ANGLED .018 GR18",737.6265
5371406,"KIT DRAINAGE PLEUREX 100CC",449.55
5371418,"TUBE DRAIN SUMP SMALL K08-1",200.232
5371419,"INTRODUCER PEELAWAY 20FR 38",549.909
5371422,"WIRE AMPLATZ ULTRA STIFF CO",419.175
5371453,"TUBE JEJUNAL 200-16 BALLARD",1578.285
5371494,"TUBE GASTROSTOMY 0100-16 KC",373.977
5371511,"DRAINAGE BAG JACKSON-PRATT",303.75
5371521,"WIRE GUIDE .035 J 49-167 MD",160.5501
5371576,"NEEDLE EPIDURAL TUOHY 20X6",131.8275
5371577,"TUBE JEJUNAL FEED 18FR 200-",1578.285
5371621,"NEEDLE OSTYCUT 14X5 1786-00",748.44
5371636,"DEVICE TORQUE OLCOTT OTD-10",194.4
5371657,"TUBE GASTROTOMY FEED 0100-2",448.578
5371697,"WIRE ADVANTAGE 260 GA3502 T",2917.215
5371712,"CATHETER CENTESIS ONE STEP",200.232
5371763,"WIRE NITINOL .018 MAK001N M",262.8045
5371786,"CATHETER CENTESIS ONE STEP",200.232
5371787,"CATHETER CENTESIS ONE STEP",200.232
5371824,"GUN BIOPSY MAX CORE 16X16",395.2395
5371825,"NEEDLE INTRODUCER 16GA C161",148.23
5371839,"CATH DRAIN APDL 8FR 27-134",863.5005
5371840,"CATH DRAIN APDL 10FR 27-135",863.5005
5371841,"CATH DRAIN APDL 12FR 27-138",863.5005
5371865,"WIRE GUIDE .035X260 G27035",388.8
5371876,"ELECTRODE LAV NDLE 2.0/17/1",2712.45
5371946,"TUBE GASTROSTOMY 22FR 0100-",448.578
5372016,"BIOPSY ONCONTROL 13GA X10 9",4423.79016666667
5372017,"BIOPSY ONCONTROL 13GAX14 94",4423.79016666667
5372025,"THROW TEMNO 20X6 TT206",558.9
5372026,"THROW TEMNO 20X11 TT2011",795.825
5372028,"THROW TEMNO 18X6 TT186",558.9
5372029,"THROW TEMNO 8X11 TT1811",795.825
5372034,"CATH MPA SCRB5.0-38-100 COO",218.7
5372040,"COIL TORNADO 18S/8/4 G09215",1338.0795
5372041,"COIL TORNADO 35/5/3 G10415",1312.2
5372043,"COIL MREYE 35/3/4 G42409 CK",1216.458
5372046,"GUIDEWIRE FATHOM .018 50-91",2948.385
5372049,"CATH KAZ IMPRESS 40CM 54038",145.8
5372101,"KIT VERTEBRAPLASTY HV CEMEN",7714.1835
5372164,"WIRE GUIDE NITREX .035 N351",688.5
5372182,"CATHETER COIL .018 MCPB2413",3856.28
5372218,"SHEATH RAABE GUIDE 9F G3639",729
5372241,"WIRE COONS .038X80 G04494 C",316.2645
5372242,"WIRE COONS .038X150 G02324",289.656
5372243,"NEEDLE MURPHY DBBN-13-10-M2",1221.1965
5372246,"STENT NEPHROURETERAL 10.2X2",1517.4135
5372249,"CATH DRAIN ULT 8.5X.038 G09",1092.771
5372250,"CATH DRAIN ULT 10.2X.038 G9",1092.771
5372256,"FILTER DENALI VENA FEMORAL",7695
5372257,"NEEDLE BONE 11 ON-CONTROL 9",1652.643
5372267,"WIRE GUIDE NEWTON .035 49-1",144.28125
5372270,"WIRE GUIDE AMPLATZ .035X145",330.1155
5372273,"CATHETER IMPRESS 5X40 54038",145.8
5372279,"CATH GLIDE SIMONS 5X100 CG5",615.3975
5372281,"WIRE GLIDE ANGLD .035X150 3",619.65
5372282,"WIRE GUIDE STR .035X150 350",619.65
5372283,"WIRE GUIDE NITREX STR N1830",1559.25
5372284,"CATHETER C1 .038 4X65 451-4",255.15
5372285,"CATHETER C2 .038 4X65 451-4",255.15
5372286,"CATHETER MPA .038 4X65 538-",303.75
5372289,"CATHETER MPA .038 5X65 534-",303.75
5372290,"CATHETER MPA .035 5X100 534",303.75
5372291,"CATHETER BERENSTAIN 4X100 4",874.8
5372294,"GUIDE WIRE REUTER TIP .038",886.95
5372295,"WIRE GUIDE MANDRIL .018X60",470.3265
5372296,"WIRE GUIDE COONS .038X80 G5",459.3915
5372297,"CATHETER SIM1 5X65 .035 565",145.8
5372298,"CATHETER SIM1 5X100 .035 51",145.8
5372300,"BIOPSY AXILLARY KIT 18X10CM",571.05
5372301,"SYSTEM PROGREAT MCATH PE281",5728.24
5372302,"SYSTEM PROGREAT MCATH PE281",5728.24
5372303,"WIRE GUIDE .035 80CM G00529",143.127
5372308,"WIRE GLIDE ANG .035X150 GR3",405.9315
5372309,"CATHETER CENTESIS OSC-6F-10",243
5372310,"CATHETER IMPRESS 65 46538KA",303.75
5372315,"CATHETER DRAIN 10FR KDL2101",729
5372331,"STENT URETERAL AMPLATZ 8.5X",1851.5385
5372332,"STENT URETERAL AMPLATZ 8.5X",1851.5385
5372335,"GLIDEWIRE GT STR 180 RG*ES1",3509.6
5372336,"BIOPSY CORE INST 20X10 MQK2",656.1
5372337,"BIOPSY CORE INST 20X16 MQK2",656.1
5372338,"BIOPSY CORE INST 20X20 MQK2",656.1
5372339,"BIOPSY CORE INST 18X10 MQK1",656.1
5372346,"NEEDLE CHIBA 18X15 CHI1815",185.0202
5372347,"NEEDLE CHIBA 18X20 CHI1820",225.92925
5400327,"WIRE GLIDE STIFF .035/260 3",813.535
5400458,"CATH GUIDE MACH1 HS 34356-4",650.25
8250022,"TRAY THORACENTESIS ARROW",514.46
"87041B","BLOOD CULTURE TUBE HOLD-CRE",-10.8
"0200T-1","CTG PERC SACROPLASTY UNILAT",3242
"0201T-1","CTG PERC SACROPLASTY BILATE",4450
"10030-2","IG CATHETER FLUID DRAINAGE",721
"22510-1","CTG THORACIC VERTEBROPLASTY",5560
"22511-1","CTG LUMBAR VERTEBROPLASTY",5560
"22512-1","CTG VERTEBROPLASTY ADDTL BO",2740
"27096-1","UNI SI JNT INJ ANES/STEROID",915
"27096-2","BIL SI JNT INJ ANES/STEROID",1373
"32555LT-1","CT THORACENTESIS LEFT",844
"32555RT-1","CT THORACENTESIS RT",844
"32557LT-1","CT THORACENTESIS LT W/TUBE",984
"32557RT-1","CT THORACENTESIS RT W/TUBE",984
"47490-1","CT GUIDED PERC CHOLECYSTOST",3183
"49083-1","CT ABD PARACENTESIS",952
"49185-1","CTG SEROMA SCLEROSIS",1249
"49405-1","IMAGE CATH FLUID COLXN VISC",2732
"49406-1","IMAGE CATH FLUID PERI RETRO",2868
"62323-3","LUMBAR INJ DIAG OR THER",1865
"64493-1","CT INJ PARAV FACET LS LVL 1",1454
64517,"CT HYPOGASTRIC NERVE BLOCK",588
70450,"CT SCAN HEAD W/O CONTRAST",1355
70460,"CT SCAN HEAD W/CONTRAST",1632
70470,"CT SCAN HEAD W/WO CONTRAST",1787
70480,"CT ORB/SELLA/POS FOSS/EAR W",1114
"70480-52","CT ORBITS FOR MRI SCREENING",1114
70481,"CT ORBIT/SELLA/FOSSA/EAR W",1589
70482,"CT ORBI/SELLA FOSSA EAR W/W",1723
70486,"CT MAXILLOFACIAL W/O CONTRA",1364
"70486-52","CT SINUSES LIMITED",1364
70487,"CT MAXILLO-FACIAL W/CONTRAS",1429
70488,"CT MAXILLOFACIAL W/WO CONTR",1880
70490,"CT NECK SOFT TISSUE W/O CON",678
70491,"CT NECK SOFT TISSUE W/CONTR",847
70492,"CT-NECK SOFT TISSUE W/WO CO",1057
70496,"CT ANGIO HEAD W/WO CONTRAST",1903
70498,"CT ANGIO NECK W/WO CONTRAST",1189
71250,"CT CHEST W/O CONTRAST",1316
"71250-4","CT CHEST W/O CONTRAST VERAN",1316
"71250-5","CT CHEST LOW DOSE FOLLOW UP",1316
"71250-52","CT CHEST/THORAX LIMITED",1316
"71250-59","CT CHEST HIGH RESOLUTION",1316
71260,"CT CHEST W/ CONTRAST",1548
"71260-1","CT CHEST W/CON/HIGH RESOLUT",1548
71270,"CT CHEST W/WO CONTRAST",1834
71275,"CTA CHEST (NON COR) W/WO CO",2032
"71275-1","CTA CHEST AORTIC DISSECTION",2032
"71275-2","CTA CHEST PULMONARY EMBOLI",2032
72125,"CT SPINE CERVICAL W/O CONTR",2875
72126,"CT SPINE-CERVICAL W/CONTRAS",2916
72127,"CT SPINE CERVICAL W/WO CONT",3289
72128,"CT SPINE THORACIC W/O CONTR",4674
72129,"CT SPINE THORACIC W/ CONTRA",4909
72130,"CT SPINE THORACIC  W/WO CON",5350
72131,"CT SPINE LUMBAR W/O CONTRAS",5143
72132,"CT SPINE LUMBAR  W/ CONTRAS",5401
72133,"CT SPINE LUMBAR W/WO CONTRA",6491
72191,"CT ANGIO PELVIS W/WO CONTRA",3600
72192,"CT PELVIS W/O CONTRAST",1472
"72192-52","CT ACETABULUM LIMITED",1472
72193,"CT PELVIS W/ CONTRAST",1782
72194,"CT PELVIS W/WO CONTRAST",2186
"73200-50","CT BIL UPPER EXTREM W/O CON",1658
"73200LT","CT LT UPPER EXTREM W/O CONT",1106
"73200RT","CT RT UPPER EXTREM W/O CONT",1106
"73201-50","CT BIL UPPER EXTREMITY W/ C",1942
"73201LT","CT LT UPPER EXTREM W/CONTRA",1295
"73201RT","CT RT UPPER EXTREM W/CONTRA",1295
73202,"CT UPPER EXTREMITY W/WO CON",1411
"73202-50","CT BIL UPPER EXTREM W/WO CO",2117
"73202LT","CT LT UPPER EXTREMITY W/WO",1411
"73202RT","CT RT UPPER EXTREMITY W/WO",1411
"73206LT","CT ANGIO LT UPPER EXTREMITY",1682
"73206RT","CT ANGIO RT UPPER EXTREMITY",1682
73700,"CT LOWER EXTREMIT W/O CONTR",1267
"73700-50","CT BIL LOWER EXTREM W/O CON",1901
"73700LT","CT LT LOWER EXTREMITY W/O C",1267
"73700RT","CT RT. LOWER EXTREMITY W/O",1267
"73701-50","CT BIL LOWER EXTREMITY W CO",2243
"73701LT","CT LT LOWER EXTREMITY W/CON",1495
"73701RT","CT RT LOWER EXTREMITY W/CON",1495
"73702-50","CT BIL LOWER EXTREMITY W/WO",2243
"73702LT","CT LT LOWER EXTREMITY W/WO",1495
"73702RT","CT RT LOWER EXTREMITY W/WO",1495
"73706LT","CT ANGIO LT LOWER EXTREMITY",2982
"73706RT","CT ANGIO RT LOWER EXTREMITY",2982
74150,"CT ABDOMEN W/O CONTRAST",1874
74160,"CT ABDOMEN W/ CONTRAST",2840
74170,"CT ABDOMEN W/WO CONTRAST",3127
"74170-52","CT LTD ABD W/O & ABD COMP W",3127
74174,"CTA ABDOMEN AND PELVIS",3809
74175,"CT ANGIO ABDOMEN W/WO CONTR",2993
"74175-1","CTA ABDOMEN AORTIC DISSECTI",2993
74176,"CT ABDOMEN PELVIS W/O CONTR",2964
74177,"CT ABDOMEN PELVIS W/ CONTRA",3650
74178,"CT ABDOMEN PELVIS W/WO CONT",4519
"75571SP","CT HRT WO DYE WCA TEST",180
75572,"CTA HEART W CON CARD STR MO",761
75574,"CT ANGIO HRT W/3D IMAGE",2200
75635,"CT ANGIO AA/LOWER EXT. RUN",3268
76376,"CT 3D RENDERING SIMPLE",472
76380,"CT LTD OR LOCALIZED FOLLOW-",959
"76380-1","CT CHEST HIGH RESOLUTION W/",959
"76380-2","CT CHEST/THORAX LTD W/O CON",959
76497,"CT Unlisted Procedure",364
77011,"CT STEREOTACTIC LOCALIZATIO",2129
77012,"CT GUIDED NEEDLE PLACEMENT",1322
77013,"CTG VISCERAL TISSUE ABLATIO",2024
"77073-1","CT SCANOGRAM (BONE LENGTH)",217
77078,"CT BONE DENSITY AXIAL SKELE",652
"82565-1","CREATININE RAD CONTRAST SCR",62
"84520-1","BUN FOR RAD CONTRAST SCREEN",49
"G0297","CT CHEST LOW DOSE SCREENING",1316
"G0297-1","CT CHEST LOW DOSE INITIAL",1316
"G0297-2","CT CHEST LOW DOSE ANNUAL",1316
"70030S","EYE-DETECTION OF FOREIGN BO",698
"70100S","MANDIBLE 1-3 VIEWS",350
"70110S","MANDIBLE COMPLETE 4+VIEWS",368
"70130S","MASTOIDS 3+VIEWS PER SIDE",72
"70150S","FACIAL BONES 3+ VIEWS",284
"70160S","NASAL BONES COMPLETE",354
"70200S","ORBITS COMPLETE 4+ VIEWS",584
"70210-1S","SINUSES-PARANASAL 1-2 VIEWS",91
"70220S","SINUSES-PARANASAL 3+ VIEWS",196
"70250-3","SKULL AP & LAT FOR SHUNT SE",205
"70250S","SKULL 1-3 VIEWS",205
"70260S","SKULL 4+ VIEWS",215
"70330S","TEMPOROMANDIBULAR JOINTS BI",92
"70360-3","NECK AP FOR SHUNT SERIES",820
"70360S","NECK SOFT TISSUE",820
"71045-4S","CHEST AP FOR SHUNT SERIES",166
"71045HD1S","CHEST ADDL VIEW-HEALTH DEPT",40
"71045HDS","CHEST ONE VIEW-HEALTH DEPT",75
"71045S","CHEST SINGLE VIEW",166
"71046HDS","CHEST TWO VIEW-HEALTH DEPT",90
"71046S","CHEST 2 VIEWS",242
"71047S","CHEST 3 VIEWS",300
"71048S","CHEST 4 OR MORE VIEWS",367
"71100LTS","LEFT RIBS",221
"71100RTS","RIGHT RIBS",221
"71101LTS","LEFT RIBS W/PA CHEST",330
