Px Code,Procedure Description,Unit Price,FEE SCHEDULE GROUP NAME,
71176010274,TREATMENT OF FIBULA FRACTURE  CRMC USE ONLY,2959.14,,PROCEDURES [101]
71177008731,TOTAL CONTACT CASTING KIT CRMC USE ONLY,223.81,,Supplies [3]
71176010275,CYSTOURETHROSCOPY WITH URETERAL CATH  CRMC USE ONLY,4013.73,,PROCEDURES [101]
71176010276,PREPUTIAL STRETCHING  CRMC USE ONLY,571.87,,PROCEDURES [101]
71176010277,REPAIR OF VAGINA  CRMC USE ONLY,5615.27,,PROCEDURES [101]
71176010278,REMOVE IMPACTED EAR WAX UNI  CRMC USE ONLY,112.24,,PROCEDURES [101]
71176010279,HLA-DRB1 LOW RESOLUTION TYPING  CRMC USE ONLY,816.58,,PROCEDURES [101]
71173000105,JAK2 EXONS 12 13 MUTATIONS QUAL CRMC USE ONLY,925.99,,PROCEDURES [101]
71173000104,HYPOGLYCEMIC PANEL CRMC USE ONLY,68.08,,PROCEDURES [101]
71177008732,VERSAFOAM - LARGE CRMC USE ONLY,64.05,,Supplies [3]
71173000106,PORPHYRINS TOTAL PLASMA CRMC USE ONLY,68.08,,PROCEDURES [101]
71173000107,NOREPINEPHRINE LEVEL CRMC USE ONLY,68.08,,PROCEDURES [101]
71173000108,OMEGA-3   6 FATTY ACIDS CRMC USE ONLY,68.08,,PROCEDURES [101]
71177008733,THERASKIN CRMC USE ONLY,203.7,,Supplies [3]
71177008734,AUTOLOGOUS PLATELET SEPARATOR CRMC USE ONLY,917.28,,Supplies [3]
71177008735,ADAPTER  POCKET 2X4 CRMC USE ONLY,1929.38,,Supplies [3]
71177008736,FEMORAL NAIL W CRMC USE ONLY,4552.22,,Supplies [3]
71177008737,HELICAL BLADE C CRMC USE ONLY,1781.64,,Supplies [3]
71177008738,MARKER FIDUCIAL 2 BAND CRMC USE ONLY,1638.32,,Supplies [3]
71177008739,NERVE REPAIR CONDUIT C CRMC USE ONLY,2410.8,,Supplies [3]
71173000112,BLOOD GASES CRMC USE ONLY,134.32,,PROCEDURES [101]
71173000113,DNA PROBE - CHLAMYDIA CRMC USE ONLY,0,,PROCEDURES [101]
71173000114,GLUCOSE TOLERANCE OB CRMC USE ONLY,0,,PROCEDURES [101]
71173000115,MUSCLE BIOPSY CRMC USE ONLY,0,,PROCEDURES [101]
71173000116,IMMUNO (INTERP ONLY) CRMC USE ONLY,0,,PROCEDURES [101]
71173000117,STAIN ONLY (IMMUNE-US LAB) CRMC USE ONLY,0,,PROCEDURES [101]
71173000118,ALLERGY-FOOD PANEL CRMC USE ONLY,0,,PROCEDURES [101]
71173000119,ALLERGY-SOUTH CSTL REG MIX PNL CRMC USE ONLY,537.05,,PROCEDURES [101]
71173000120,GALACTOSE ALPHA 1-3 CRMC USE ONLY,124.2,,PROCEDURES [101]
71173000121,LATEX ALLERGY (RAST) CRMC USE ONLY,0,,PROCEDURES [101]
71173000122,PEDIATRIC ALLERGY PANEL CRMC USE ONLY,0,,PROCEDURES [101]
71173000124,CELL COUNT FLUID  CRMC USE ONLY,119.6,,PROCEDURES [101]
71173000125,MIXING STUDY CRMC USE ONLY,0,,PROCEDURES [101]
71173000126,ARC RED CELL IMPORT FEE CRMC USE ONLY,123.28,,PROCEDURES [101]
71173000127,ARC RARE UNIT SEARCH CRMC USE ONLY,72.68,,PROCEDURES [101]
71173000128,BO PT CRMC USE ONLY,0,,PROCEDURES [101]
71173000129,LUPUS TYPE ANTICOAGULANT CRMC USE ONLY,30.36,,PROCEDURES [101]
71173000130,MY LAB -DRUG SCRN UA(NON-LEGL) CRMC USE ONLY,34.04,,PROCEDURES [101]
71173000131,MY LAB - BMP CRMC USE ONLY,51.52,,PROCEDURES [101]
71173000132,MY LAB - CMP CRMC USE ONLY,125.12,,PROCEDURES [101]
71173000133,MY LAB - LIPID PROFILE CRMC USE ONLY,76.36,,PROCEDURES [101]
71173000134,MY LAB - VITAMIN D CRMC USE ONLY,140.76,,PROCEDURES [101]
71173000135,MY LAB - CHOLESTEROL CRMC USE ONLY,55.2,,PROCEDURES [101]
71173000136,MY LAB - GLUCOSE CRMC USE ONLY,28.52,,PROCEDURES [101]
71173000137,MY LAB - HGB A1C CRMC USE ONLY,63.48,,PROCEDURES [101]
71173000138,MY LAB - PSA CRMC USE ONLY,76.36,,PROCEDURES [101]
71173000139,MY LAB - TSH CRMC USE ONLY,97.52,,PROCEDURES [101]
71173000140,MY LAB - PREGNANCY TEST CRMC USE ONLY,102.12,,PROCEDURES [101]
71173000141,MY LAB - URINALYSIS CRMC USE ONLY,50.6,,PROCEDURES [101]
71173000142,MY LAB - BLOOD ALC (NON-LEGAL) CRMC USE ONLY,120.52,,PROCEDURES [101]
71173000143,MY LAB - CBC CRMC USE ONLY,48.76,,PROCEDURES [101]
71173000144,MY LAB - IRON CRMC USE ONLY,16.56,,PROCEDURES [101]
71173000145,MY LAB - B12 CRMC USE ONLY,92.92,,PROCEDURES [101]
71173000146,MY LAB -  BLOOD TYPE (ABO/RH) CRMC USE ONLY,16.56,,PROCEDURES [101]
71173000147,PROTHROMBIN TIME W/INR CRMC USE ONLY,0,,PROCEDURES [101]
71177008741,CATH FLEXI-TIP DUAL LUMEN CRMC USE ONLY,135.45,,Supplies [3]
71177008742,BIT DRILL CRMC USE ONLY,426.67,,Supplies [3]
71177008743,SUTURE CRMC USE ONLY,190.05,,Supplies [3]
71173410001,CPM PASSIVE EXERCISER CRMC USE ONLY,0,,PROCEDURES [101]
71173000148,ARC THAWING RARE RGT CELL CRMC USE ONLY,11.04,,PROCEDURES [101]
71173000149,INS TEMP BLADDER CATH (FOLEY) CRMC USE ONLY,532.27,,PROCEDURES [101]
71176060006,PROC-IV THERAPY  CRMC USE ONLY,67.1,,PROCEDURES [101]
71176010280,C SECTION OR MAJ  CRMC USE ONLY,2582.58,,PROCEDURES [101]
71176010281,C SECT BTL OR MAJ  CRMC USE ONLY,3089.63,,PROCEDURES [101]
71173260012,AFTER HOURS VQ SCAN CRMC USE ONLY,0,,PROCEDURES [101]
71173260013,AFTER HOURS PULMON PERF IMAG CRMC USE ONLY,0,,PROCEDURES [101]
71173260014,AFTER HOURS HIDA SCAN CRMC USE ONLY,0,,PROCEDURES [101]
71173260015,AFTER HOURS HIDA EF CRMC USE ONLY,0,,PROCEDURES [101]
71173260016,AFTER HOURS ACUTE GI BLOOD LO CRMC USE ONLY,0,,PROCEDURES [101]
71173000150,INCUBATED PTT-LA MIX CRMC USE ONLY,0,,PROCEDURES [101]
71173000151,SICKLE CELL CRMC USE ONLY,0,,PROCEDURES [101]
77030020718,GRFTJACKET TISS 4X7 28 SQ CM,4640.42,,Supplies [3]
77030020750,GRFTJACKET TISS 5X5 25 SQ CM,4133.27,,Supplies [3]
73095001711,REF LACOSAMIDE TX,129.72,,PROCEDURES [101]
77012000007,BIOPSY GRID,135.19,,Supplies [3]
77012000009,TRIMARK TD 13 MARKER,249.23,,Supplies [3]
71177008746,RESORBABLE PIN A�CRMC USE ONLY,493.92,,Supplies [3]
77030020765,CATH GASTMY N-BLN USEN -B,190.05,,Supplies [3]
73260000169,TC99M SULFR COLLOID<20MCI FILTER,453.05,,PROCEDURES [101]
71176010282,NEG PRESS WND TX >50CM UTILIZING DME  CRMC USE ONLY,925.43,,PROCEDURES [101]
71173020000,RBC IRRAD 4 UNITS STOR/PROCESS CRMC USE ONLY,990.15,,PROCEDURES [101]
71173020001,RBC IRRAD 3 UNITS STOR/PROCESS CRMC USE ONLY,742.85,,PROCEDURES [101]
71173020002,RBC IRRAD 2 UNITS STOR/PROCESS CRMC USE ONLY,469.48,,PROCEDURES [101]
71173020003,RBC IRRAD 1 UNIT STOR/PROCESS CRMC USE ONLY,268.55,,PROCEDURES [101]
71173020004,RBC IRR CMV NEG 4 UN STOR/PROC CRMC USE ONLY,994.98,,PROCEDURES [101]
71173020005,RBC IRR CMV NEG 3 UN STOR/PROC CRMC USE ONLY,746.72,,PROCEDURES [101]
71173020006,RBC IRR CMV NEG 2 UN STOR/PROC CRMC USE ONLY,497.49,,PROCEDURES [101]
71173020007,RBC IRR CMV NEG 1 UN STOR/PROC CRMC USE ONLY,435.81,,PROCEDURES [101]
71173020008,FFP 4 UNITS STORAGE/PROCESSING CRMC USE ONLY,334.24,,PROCEDURES [101]
71173020009,FFP 4 UNITS STORAGE/PROCESS CRMC USE ONLY,0,,PROCEDURES [101]
71173020010,FFP 3 UNITS STORAGE/PROCESSING CRMC USE ONLY,250.19,,PROCEDURES [101]
71173020011,FFP 3 UNITS STORAGE/PROCESS CRMC USE ONLY,0,,PROCEDURES [101]
71173020012,FFP 2 UNITS STORAGE/PROCESSING CRMC USE ONLY,159.16,,PROCEDURES [101]
71173020013,FFP 2 UNITS STORAGE/PROCESS CRMC USE ONLY,0,,PROCEDURES [101]
71173020014,FFP 1 UNIT STORAGE/PROCESSING CRMC USE ONLY,79.12,,PROCEDURES [101]
71173020015,ARC RBC AG NEG 9 PER UNIT CRMC USE ONLY,599.84,,PROCEDURES [101]
71173020016,ARC RBC AG NEG 8 PER UNIT CRMC USE ONLY,532.68,,PROCEDURES [101]
71173020017,ARC RBC AG NEG 7 PER UNIT CRMC USE ONLY,466.44,,PROCEDURES [101]
71173020018,ARC RBC AG NEG 6 PER UNIT CRMC USE ONLY,406.64,,PROCEDURES [101]
71173020019,ARC RBC AG NEG 5 PER UNIT CRMC USE ONLY,338.56,,PROCEDURES [101]
71173020020,ARC RBC AG NEG 4 PER UNIT CRMC USE ONLY,271.4,,PROCEDURES [101]
71173020021,ARC RBC AG NEG 3 PER UNIT CRMC USE ONLY,203.32,,PROCEDURES [101]
73095001713,REF HSV CULTURE - LC,141.68,,PROCEDURES [101]
71173020022,ARC RBC AG NEG 2 PER UNIT CRMC USE ONLY,135.24,,PROCEDURES [101]
71173020023,ARC RBC AG NEG 1 PER UNIT CRMC USE ONLY,93.84,,PROCEDURES [101]
73095001721,REF AEROBIC CULTURE - LC,62.56,,PROCEDURES [101]
71176010284,GASTROESOPHAGEAL REFULX TEST CRMC USE ONLY,1179.49,,PROCEDURES [101]
71177008747,RT PREP BK PLASTER MOLD TO PT CRMC USE ONLY,2113.49,,Supplies [3]
71172600000,HC PACU FIRST 0.5 HOUR CRMC USE ONLY,1010.63,,PROCEDURES [101]
77030032958,GRFT BN SUB ELITE TRNTY MUSC -K1,7675.61,,Supplies [3]
77030032962,ALLGRFT STEM CELL OSIR -I,4782.65,,Supplies [3]
77030032979,IMPL ENT ETHM SNUS PROPL IENT -F,1383.64,,Supplies [3]
77030032991,GRFT BN SUB ELITE TRNTY MUSC -K2,9352.51,,Supplies [3]
73610000062,BALT ONLY AIRWAY INHALATION TX INI HAND,0,,PROCEDURES [101]
73610000063,BALT ONLY AIRWAY INHALATION TX INI MTR,0,,PROCEDURES [101]
73610000066,BALT ONLY AIRWAY INHALATION TX SUB MTR,0,,PROCEDURES [101]
77010052918,BALT ONLY OXYGEN DAILY INITIAL,147.2,,PROCEDURES [101]
77010052919,BALT ONLY OXYGEN DAILY SUBSEQ,147.2,,PROCEDURES [101]
73610000083,BALT ONLY SPIROMETRY/BREATHING CAP INI,0,,PROCEDURES [101]
73610000089,BALT ONLY VITAL CAPACITY TOTAL,0,,PROCEDURES [101]
77030036918,GRFT WND MTRX CYTAL 3LAYR 10X15CM 150 SQ CM,6240.15,,Supplies [3]
77030020790,BASPLT TIB NP S&N -H1,4290.93,,Supplies [3]
71176210000,L&D PACU FIRST 0.5 HOUR CRMC USE ONLY,861.63,,PROCEDURES [101]
71176210001,L&D PACU ADDL 1 MIN FOR CRMC USE ONLY,7.7,,PROCEDURES [101]
77030020845,CATH NSL JEJU COVD -B,152.25,,Supplies [3]
77030020915,FEM HD CO S&N -G1,2919.42,,Supplies [3]
77030020956,INSRT TIB DSH S&N -G1,2989.98,,Supplies [3]
77030020969,LD ICD SGL DURA SJ4 STJU -I3,5303.03,,Supplies [3]
77030020972,LD LV QUIKFLX STJU -I,2954.7,,Supplies [3]
77030020983,NAIL IM TIB SYNT -H,2687.9,,Supplies [3]
77030020995,PCMKR DUL RR ENT 5326 STJU,5733,,Supplies [3]
77030021024,PLT FT STRY -F,1501.61,,Supplies [3]
77030021072,SCR COM HDLSS SYNT -E,937.13,,Supplies [3]
73800000091,ECHO TEE COMPLT,1245.17,,PX COMPLETION [109]
77030021197,NAIL IM TIB XPRT SYNT -H,2563.31,,Supplies [3]
77030021202,PLT BROD LCP SYNT -G,1529.17,,Supplies [3]
77030021206,PLT CANN BLD 14H SYNT -H,2456.37,,Supplies [3]
77030021214,PLT COMPR 7H SYNT -E,893.03,,Supplies [3]
77030021226,PLT NAR LC-DCP SYNT -D,453.13,,Supplies [3]
77030021228,PLT NAR LCP SYNT -G,1428.84,,Supplies [3]
77030021229,PLT QTR TBLR SYNT -C,254.68,,Supplies [3]
77030021234,PLT SPN SS SYNT -E,625.12,,Supplies [3]
77030021238,PLT TIB BTR LAT SYNT -G,1167.55,,Supplies [3]
77030021240,PLT TIB LCP SYNT -H,2910.6,,Supplies [3]
77030021255,SCR LOK STRDRV SYNT -D,595.35,,Supplies [3]
77030021257,SCR SCHNZ SS SYNT -C,285.55,,Supplies [3]
77030021268,WRE K SYNT -D,611.89,,Supplies [3]
77030021379,STNT BILI RX WLFLX UNCVR BSC -H,3778.27,,Supplies [3]
77030021391,ANCHR SUT PUSHLOK ARTH -C,398,,Supplies [3]
77030021394,STNT BILI ADVNIX BSC -B,168,,Supplies [3]
77030021395,STNT BILI ADVNIX BSC -C,294.37,,Supplies [3]
76010009979,PTA ILIAC INIT,8262.2,,PROCEDURES [101]
76010009980,PTA ILIAC ADDL,3945.14,,PROCEDURES [101]
76010009981,PLC STNT ILIAC +/- PTA INIT,14551.43,,PROCEDURES [101]
76010009982,PLC STNT ILIAC +/- PTA ADDL,7829.43,,PROCEDURES [101]
76010009983,PTA FEMPOP UNI,8262.2,,PROCEDURES [101]
76010009985,PLC STNT FEMPOP UNI +/-PTA,17760.88,,PROCEDURES [101]
76010009986,PLC STNT/ARTHERC FEMPOP UNI +/-PTA,30120.85,,PROCEDURES [101]
76010009987,PTA TIB/PER UNI INIT,14551.43,,PROCEDURES [101]
76010009988,ARTHERC TIB/PER UNI +/-PTA INIT,17760.88,,PROCEDURES [101]
76010009989,PLC STNT TIB/PER UNI +/-PTA INIT,17760.88,,PROCEDURES [101]
76010009990,PLC STNT/ARTHERC TIB/PER UNI +/-PTA INIT,30120.85,,PROCEDURES [101]
76010009991,PTA TIB/PER UNI ADDL,3945.14,,PROCEDURES [101]
76010009993,PLC STNT TIB/PER UNI +/-PTA ADDL,4383.71,,PROCEDURES [101]
76010009994,PLC STNT/ARTHERC TIB/PER UNI +/-PTA ADDL,6042.33,,PROCEDURES [101]
76010009995,ARTHERC RENAL SURG/S&I,17302.99,,PROCEDURES [101]
76010009996,ARTHERC VISCERL EA SURG/S&I,17301.06,,PROCEDURES [101]
76010009997,ARTHERC ABD AORTA SURG/S&I,17302.99,,PROCEDURES [101]
76010009998,ARTHERC BRCP/BRANCHS EA SURG/S&I,17302.99,,PROCEDURES [101]
76010009999,ARTHERC ILIAC EA SURG/S&I,17302.99,,PROCEDURES [101]
76010010003,INS INTRAPERI TUNL CATH PERC,5956.36,,PROCEDURES [101]
73270000092,CT ABD/PELV W/O CON,3653.9,,PROCEDURES [101]
73270000093,CT ABD/PELV W CON,3935.24,,PROCEDURES [101]
73270000094,CT ABD/PELV W W/O CON,5055.8,,PROCEDURES [101]
73270000095,CT ABD/PELV ENTEROGRAPHY,3935.24,,PROCEDURES [101]
73250000066,US EXT NONVAS COMPLT LT,488.44,,PROCEDURES [101]
73250000067,US EXT NONVAS LIMITED RT,377.68,,PROCEDURES [101]
73250000068,US EXT NONVAS LIMITED LT,377.68,,PROCEDURES [101]
76010010002,GASTRIC INTUBATION TX,239.57,,PROCEDURES [101]
73250000070,US EXT NONVAS COMPLT RT,488.44,,PROCEDURES [101]
73820000096,CATH COR ANGIO/BYPASS GRFT,2926.98,,PROCEDURES [101]
73820000097,CATH RT HRT/COR ANGIO,4832.9,,PROCEDURES [101]
73820000098,CATH RT HRT/COR ANGIO/BYPASS GRFT,4978.76,,PROCEDURES [101]
73820000099,CATH LT HRT COR+/-LT VGRAM,6557.21,,PROCEDURES [101]
73820000100,CATH LT HRT COR/BYPASS GRFT+/-LT VGRAM,6704.04,,PROCEDURES [101]
73820000101,CATH LT/RT HRT/COR +/-LT VGRAM,8640.87,,PROCEDURES [101]
73820000102,CATH LT/RT HRT COR/BYPASS GRFT+/-LT VGRAM,8800.26,,PROCEDURES [101]
73820000104,INJ COR/ANGIO BYPASS GRFT CONGENTL,713.87,,PROCEDURES [101]
73820000105,INJ LT HRT +/-LT VGRAM/AGRAM CONGENTL,216.38,,PROCEDURES [101]
73820000106,INJ RT HRT +/-VGRAM/AGRAM,216.38,,PROCEDURES [101]
73820000107,SUPRAVALVULAR AORTAGRAM,194.17,,PROCEDURES [101]
73820000108,PULMONARY ANGIO,216.38,,PROCEDURES [101]
73820000109,CATH LT HRT TRNSSEPTL/TRNSSAPICAL PUNCTR,5580.26,,PROCEDURES [101]
73095001733,REF HEX PHOS RFLX,36.8,,PROCEDURES [101]
76010010004,DEBRIDEMENT TISS/SKN ADDL 20 CM,310.09,,PROCEDURES [101]
76010010005,DEBRIDE MUSC/TISS/SKN ADDL 20 CM CM,310.09,,PROCEDURES [101]
76010010006,DEBRIDE BN/TISS/SKN ADDL 20 CM,349.69,,PROCEDURES [101]
73095001740,REF B PERTUSSIS BY PCR,124.2,,PROCEDURES [101]
76010010010,REMOVE DRUG IMPLANT DEVICE,313.72,,PROCEDURES [101]
73095001741,REF ESTROGEN TOTAL URINE NON-P,81.88,,PROCEDURES [101]
76010010250,NON-OPHTHALMIC FVA,544.82,,PROCEDURES [101]
73820000110,PHARMACOLOGIC AGENT ADMIN,428.9,,PROCEDURES [101]
73820000111,PHYSIOLOGIC EXERCISE STUDY,783.67,,PROCEDURES [101]
71176010285,EN COLON A W OR W/O BX/INJ/DIL/STENT  CRMC USE ONLY,1673.6,,PROCEDURES [101]
71176010286,EN COLON B W/ CAUT OR HOT BX  CRMC USE ONLY,1717.49,,PROCEDURES [101]
71176010287,EN COLON C W/ APC OR FB  CRMC USE ONLY,1741.74,,PROCEDURES [101]
71176010288,EN COLON E W/ POLYECTOMY  CRMC USE ONLY,2300.76,,PROCEDURES [101]
71176010290,EN EGD A W OR W/O BX/BAND/CLIP/STENT  CRMC USE ONLY,1409.1,,PROCEDURES [101]
71176010291,EN EGD B W CAUT  CRMC USE ONLY,1448.37,,PROCEDURES [101]
71176010292,EN EGD C W APC OR FB  CRMC USE ONLY,1470.32,,PROCEDURES [101]
71176010293,EN EGD D W PEG/PEJ  CRMC USE ONLY,1389.11,,PROCEDURES [101]
71176010294,EN EGD E FLEX SIG  CRMC USE ONLY,1896.51,,PROCEDURES [101]
71176010295,EN EGD F W POLYPECTOMY/EMR  CRMC USE ONLY,1912.68,,PROCEDURES [101]
71176010296,EN EGDI ERCP/EGD  CRMC USE ONLY,2658.81,,PROCEDURES [101]
71173000152,BLOOD DRAW CRMC JOC USE ONLY,23.92,,PROCEDURES [101]
71176010300,EN EGD J CRMC USE ONLY,2269.58,,PROCEDURES [101]
76010010252,LOWCOST SKN SUB GRFT TRNK/ARM/LEG ADD 25CM,576.7,,PROCEDURES [101]
76010010256,LOWCOST SKN SUB GRFT F/N/HF/G ADD 25CM,641.42,,PROCEDURES [101]
71177008748,PREVENA CUSTOMIZABLE KIT����� CRMC USE ONLY,1159.83,,PROCEDURES [101]
73820000092,CATH RT HRT,3809.9,,PROCEDURES [101]
73820000093,CATH LT HRT +/-LT VGRAM,5295.61,,PROCEDURES [101]
73820000094,CATH LT/RT HRT +/-LT VGRAM,6674.09,,PROCEDURES [101]
73820000095,CATH COR ANGIO,2780.15,,PROCEDURES [101]
77030021497,SCR CORT PREILOK S&N -C,310.91,,Supplies [3]
73210000356,XR REM FB ESOPHAGUS SI,1095.2,,PROCEDURES [101]
73095001747,REF THROMBOPLASTIN INHIBTION,65.32,,PROCEDURES [101]
71177008749,CORTICAL FIBERS 5.0CC CRMC USE ONLY,1117.94,,Supplies [3]
71177008750,CORTICAL FIBERS 10.0CC CRMC USE ONLY,1836.77,,Supplies [3]
71177008751,CORTICAL FIBERS 30.0CC CRMC USE ONLY,3224.81,,Supplies [3]
77030021578,SCR LOK XPIN STRY -B,270.11,,Supplies [3]
77030021582,WDG FEM SCR ON S&N -G1,2013.17,,Supplies [3]
73095001753,REF FLU A&B AMP PROBE,316.48,,PROCEDURES [101]
77030021630,COM FEM TS TRIATH STRY -K2,12320.44,,Supplies [3]
77030021634,HD FEM CER BIOLX J&J -H1,4195.01,,Supplies [3]
77030021677,GRFT IL VIABAHN WLGO -I,5292,,Supplies [3]
77030021742,GRFT IL VIABHN SYS WLGO -I1,3993.26,,Supplies [3]
77030021752,PLT SPN CERV 3LV XSPN -G1,1899.61,,Supplies [3]
77030021754,SCR SPN VA SPDR XSPN -C,832.39,,Supplies [3]
73095001767,REF RABIES NEUT ABS-LC,0,,PROCEDURES [101]
77030021787,CATH BLN DIL TREK ABBT -C,603.07,,Supplies [3]
77030021822,SCR LOK STRDRV TI SYNT -C,541.33,,Supplies [3]
71173410002,NEG PRESS WND TX <= 50 CM WITHOUT DME CRMC USE ONLY,214.45,,PROCEDURES [101]
77030037016,ICD DRT-T DF-4 PRO MRI IPERIA BIOT,28806.75,,Supplies [3]
77030037017,ICD SGL DX PRO MRI IPERIA 399032 BIOT,28806.75,,Supplies [3]
77030037018,ICD SGL INVENTRA 399436 BIOT,26948.25,,Supplies [3]
73095002675,REF ETHANOL WHOLE BLOOD,81.42,,PROCEDURES [101]
71177008752,TABLE KIT HANA CRMC USE ONLY,165.9,,Supplies [3]
77030037053,ICD EVERA DUL MRI S-DR DDMC3D4 MEDT,41636.47,,Supplies [3]
73620000024,PULM REHAB COPD 1 HR > 36 SESS,121.9,,PROCEDURES [101]
77030021878,PLT TIB LOK ZIMM -G1,2851.07,,Supplies [3]
77030021908,GRFT VASC HEMSHLD GTNG -F,1616.27,,Supplies [3]
77030022048,CATH DX MIC MSTRO MRTM -D,1087.07,,Supplies [3]
77030022129,ICD BIV UNIFY CD3231-40 STJU,28665,,Supplies [3]
77030023006,CONN SPN ROD SNAP SYNT -G1,2615.13,,Supplies [3]
73095001771,REF CHLAMYDIA TRAC AMP,135.24,,PROCEDURES [101]
76010009978,SHV LESN TRUNK/EXTREM>2.0CM,300.43,,PROCEDURES [101]
73095001252,REF CMV BY PCR,0,,PROCEDURES [101]
77030022263,SCR SPN SPHERX NUVA -F,1477.35,,Supplies [3]
71176010301,PROC JOINT MANIPULATION CRMC USE ONLY,2327.33,,PROCEDURES [101]
71177008753,URETHRAL SLING CRMC USE ONLY,2274.46,,Supplies [3]
77030022284,STEM FEM CORAIL J&J -K1,11824.31,,Supplies [3]
76010010023,MASTOTOMY EXPL/DRAIN ABSC DEEP,3011.99,,PROCEDURES [101]
71177008754,OSTEOTOMU TRUSS A CRMC USE ONLY,3348.29,,Supplies [3]
71177008755,OSTEOTOMU TRUSS B CRMC USE ONLY,4529.07,,Supplies [3]
71177008756,ENDO PEG REPLACE BALLONE RIGHT ANGLE 24FR CRMC USE ONLY,111.3,,Supplies [3]
71176010302,CYSTO W STENT REMOVAL CRMC USE ONLY,1941.66,,PROCEDURES [101]
71165410001,RM OB STEP DOWN CRMC USE ONLY,979.76,,ROOM AND BED [102]
73095002682,REF M CALR EXON 9 MUT ANAL,754.55,,PROCEDURES [101]
77030037070,STNT VASC OTW ABBT -H,1912.84,,Supplies [3]
73050000085,CD4 & CD8 WITH RATIO,121.33,,PROCEDURES [101]
73050000086,T CELLS TOTAL COUNT,121.33,,PROCEDURES [101]
77030022339,SHL ACET CNTIN ZIMM -H1,3288.76,,Supplies [3]
77030021488,NAIL IM FEM RCN TI SYNT -H,3361.52,,Supplies [3]
77030022345,SLV FEM SDT J&J -H1,5552.19,,Supplies [3]
77030022348,MSH SHT BIO ABSRB WLGO -F,1033.04,,Supplies [3]
77030022364,SCR SPN CAPSUR SPWV -B,222.71,,Supplies [3]
77030022382,COM HIP INSRT MDM STRY -G,3344.99,,Supplies [3]
77030022383,COM HIP LNR COCR STRY -G1,4398.98,,Supplies [3]
73095002301,REF CANDIDA SPECIES AMP PROBE,124.2,,PROCEDURES [101]
73095002303,REF N.GONORRHOEAE AMP PROBE,135.24,,PROCEDURES [101]
73095001791,REF TRICHOMONAS VAG PCR - LC,187.68,,PROCEDURES [101]
73095002305,REF INFECTIOUS AGENT  AMP PROBE EACH ORG.,366.16,,PROCEDURES [101]
73095002307,REF GENITAL MYCOPLASMA NAA,124.2,,PROCEDURES [101]
77030023035,NEURSTM ACTVA RC DUAL MEDT -L,38554.43,,Supplies [3]
77030022395,CLMP EXT FIX UNIV SYNT -F,1465.22,,Supplies [3]
77030023051,CATH BLN DIL NANO MEDT -D,727.65,,Supplies [3]
77030022443,IMPL TOE GRT TI WRGH -H,3091.41,,Supplies [3]
77030022468,PLT CRNL TI SYNT -C,297.68,,Supplies [3]
77030022472,CATH ANGI GDLNR TELE -E,945.95,,Supplies [3]
77030022509,CATH BLN Q50 WLGO -E,1018.71,,Supplies [3]
77030022519,STNT GRFT VIABAN WLGO -I2,5435.33,,Supplies [3]
77030022520,ANCHR SORBAFIX BARD -F,1113.53,,Supplies [3]
77030022705,PLT COM LOK ZIMM -C,586.53,,Supplies [3]
74510000030,SLEEP STUDY ATTENDED,2090.18,,PROCEDURES [101]
73095001802,REF HEPATITIS B AMPLIFIED PROB,162.84,,PROCEDURES [101]
77030023069,ICD FORTFY DUL DR CD2231-40 STJU,20782.13,,Supplies [3]
74630000100,ADMIN HEPATITIS B VACC,57.04,,PROCEDURES [101]
77030022824,PIN EXT FIX SD STRY -C,468.56,,Supplies [3]
77030022842,CATH THRM FETCH POSS -D,877.59,,Supplies [3]
77030022850,ROS SPN ILLICO ALSP -F,1082.66,,Supplies [3]
77030022862,CONN SPN SIDELD MEDT -G1,2385.81,,Supplies [3]
77030022886,GRFT BN SUB MEDT -C,6956.78,,Supplies [3]
73095002309,REF SULFONYLUREA SCREEN UR,0,,PROCEDURES [101]
73095002310,REF DONOR ANTIGEN SCREENING EACH,91.08,,PROCEDURES [101]
77030033341,SEED BRCHY I-125 LOOSE BARD -B,53.55,,Supplies [3]
73610000094,BALT ONLY CONT NEB WITH BRONCHODIL INIT DAY,0,,PROCEDURES [101]
73610000095,BALT ONLY CONT NEB WITH BRONCHODIL SUB DAY,0,,PROCEDURES [101]
77030033360,PLT RECON LCP SYNT -G,1904.02,,Supplies [3]
77030033361,PLT RECON LCP SYNT -G1,1983.4,,Supplies [3]
77030033362,PLT RECON LCP CRV1 SYNT -F,1307.57,,Supplies [3]
77030033414,PLT TIB ANTRLAT DSTL VA LCP SYNT -H,3327.35,,Supplies [3]
77030033443,PLT CNDYL VA LCP 8H SYNT -H,2918.32,,Supplies [3]
77030033444,PLT CNDYL VA LCP 10H SYNT -H,3052.82,,Supplies [3]
77030033445,PLT CNDYL VA LCP 12H SYNT -H,3109.05,,Supplies [3]
77030033446,PLT CNDYL VA LCP 14H SYNT -H,3313.01,,Supplies [3]
77030033447,PLT CNDYL VA LCP 16H SYNT -H,3375.86,,Supplies [3]
77030033448,PLT CNDYL VA LCP 18H SYNT -H,3594.15,,Supplies [3]
77030033481,NAIL IM HUM MLOK CANN SYNT -H1,3396.8,,Supplies [3]
77030033523,IMPL RETIN BND MIRA -B,63,,Supplies [3]
73095002311,REF INFLIXIMAB TX,651.36,,PROCEDURES [101]
