"SVCCD","Description","PRICE1","As of Date"
"1610138","UE-WRIST 2VW BI DR  ",837.00,"12/20/2018"
"1610139","UE-WRIST 3VW BI DR  ",837.00,"12/20/2018"
"1610163","CH-CHEST 1V DR      ",477.00,"12/20/2018"
"1610164","CH-CHEST 2V DR      ",610.00,"12/20/2018"
"1610165","CH-CHEST 3V DR      ",588.00,"12/20/2018"
"1610167","CH-ABDOMEN 1 VIEW DR",580.75,"12/20/2018"
"1610169","CH-ABDOMEN 3VWS DR  ",683.50,"12/20/2018"
"1612109","HE-FACIAL BNES 3V CR",778.00,"12/20/2018"
"1612110","HE-NASAL BONES CR   ",588.00,"12/20/2018"
"1612115","HE-SINUSES 3VPLUS CR",588.00,"12/20/2018"
"1612117","HE-SKULL LIMITED CR ",746.50,"12/20/2018"
"1612126","SP-NECK SOFT TISS CR",554.00,"12/20/2018"
"1612134","CH-RIBS UNILAT CR   ",610.00,"12/20/2018"
"1612135","CH-RIB UNI PA CXR CR",853.75,"12/20/2018"
"1612136","CH-RIBS BILATERAL CR",834.00,"12/20/2018"
"1612137","CH-RIBS BI PA CXR CR",935.50,"12/20/2018"
"1612142","SP-CERV SP 2TO3VW CR",588.00,"12/20/2018"
"1612146","SP-T SPINE 2 VIEW CR",727.75,"12/20/2018"
"1612149","SP-THORACOLMBR 2V CR",588.00,"12/20/2018"
"1612151","SP-LS SPN 2 TO 3V CR",748.75,"12/20/2018"
"1612152","SP-LS SPNE 4VPLUS CR",984.50,"12/20/2018"
"1612156","SP-SI JNTS 3VPLUS CR",583.25,"12/20/2018"
"1612157","SP-SCRM COCCYX 2V CR",583.25,"12/20/2018"
"1612164","UE-CLAVICLE CR      ",599.50,"12/20/2018"
"1612166","UE-SHOULDER 1V CR   ",608.75,"12/20/2018"
"1612167","UE-SHLDR 2VW PLUS CR",588.00,"12/20/2018"
"1612168","UE-AC JTS BILAT CR  ",613.50,"12/20/2018"
"1612169","UE-HUMERUS CR       ",620.50,"12/20/2018"
"1612170","UE-ELBOW 2V CR      ",566.75,"12/20/2018"
"1612171","UE-ELBOW 3V CR      ",588.00,"12/20/2018"
"1612172","UE-FOREARM 2V CR    ",580.75,"12/20/2018"
"1612174","UE-WRIST 2V CR      ",599.50,"12/20/2018"
"1612175","UE-WRIST 3V PLUS CR ",588.00,"12/20/2018"
"1612176","UE-HAND 2V CR       ",586.75,"12/20/2018"
"1612177","UE-HAND 3V CR       ",588.00,"12/20/2018"
"1612178","UE-FINGER S 2VPLS CR",566.75,"12/20/2018"
"1612179","LE-HIP UNILAT 1V CR ",316.00,"12/20/2018"
"1612184","LE-FEMUR 2V CR      ",588.00,"12/20/2018"
"1612185","LE-KNEE 1 TO 2V CR  ",588.00,"12/20/2018"
"1612187","LE-KNEE 4V PLUS CR  ",670.75,"12/20/2018"
"1612189","LE-TIB FIB 2V CR    ",588.00,"12/20/2018"
"1612191","LE-ANKLE 2V CR      ",566.75,"12/20/2018"
"1612192","LE-ANKLE 3VPLUS CR  ",588.00,"12/20/2018"
"1612193","LE-FOOT 2V CR       ",566.75,"12/20/2018"
"1612194","LE-FOOT 3V PLUS CR  ",588.00,"12/20/2018"
"1612196","LE-TOE S 2VPLUS CR  ",537.75,"12/20/2018"
"1612197","CH-ABDOMEN 1 VIEW CR",580.75,"12/20/2018"
"1612199","CH-ABDOMEN 3VWS CR  ",683.50,"12/20/2018"
"1612200","CH-ABD SER PA CXR CR",968.00,"12/20/2018"
"1612203","FL-ESOPHAGUS        ",832.75,"12/20/2018"
"1612207","FL-GI SERIES W KUB  ",1603.75,"12/20/2018"
"1612208","FL-GI W SM BOWEL    ",1071.00,"12/20/2018"
"1612210","FL-GI AIR W KUB     ",1673.75,"12/20/2018"
"1612211","FL-GI AIR W SM BOWEL",1859.25,"12/20/2018"
"1612212","FL-SMALL BOWEL CR   ",797.75,"12/20/2018"
"1612215","FL-BARIUM ENEMA     ",1159.50,"12/20/2018"
"1612216","FL-BARIUM ENEMA AIR ",1350.75,"12/20/2018"
"1612227","FL-GI TUBE PLACEMENT",1949.00,"12/20/2018"
"1612252","FL-FLUORO 1 HOUR CR ",626.25,"12/20/2018"
"1612257","BONE LENGTH STUDY CR",821.25,"12/20/2018"
"1612262","DEXA AXIAL          ",878.25,"12/20/2018"
"1612279","IR-ARTHROGM SHLDR CR",2357.25,"12/20/2018"
"1612280","IR-ARTHROGRAM ELBOW ",2357.25,"12/20/2018"
"1612281","IR-ARTHROGRAM WRIST ",2357.25,"12/20/2018"
"1612282","IR-ARTHROGRAM HIP CR",2357.25,"12/20/2018"
"1612284","IR-ARTHROGRAM KNEE  ",2357.25,"12/20/2018"
"1612285","IR-ARTHROGRAM ANKLE ",2357.25,"12/20/2018"
"1612286","CH-CHEST 1V CR      ",477.00,"12/20/2018"
"1612288","CH-CHEST 2V CR      ",610.00,"12/20/2018"
"1612314","LE-KNEE 1TO2V BI CR ",588.00,"12/20/2018"
"1612333","BR-DIG MAMMO SCRN BI",456.75,"12/20/2018"
"1612334","BR-DIG MAMMO BILAT  ",456.75,"12/20/2018"
"1612335","BR-DIG MAMMO UNILAT ",387.75,"12/20/2018"
"1612342","FL-FLUORO CVAD ANY  ",1473.25,"12/20/2018"
"1612347","EXAM SURG SPECMN CR ",696.25,"12/20/2018"
"1612348","LE-PELVIS CR        ",549.25,"12/20/2018"
"1612353","FL-NEDL GUIDE FLUORO",2087.75,"12/20/2018"
"1612361","BR-DIG MAMMO SCRN UN",387.75,"12/20/2018"
"1612397","SP-CERV SP 4TO5VW CR",1030.00,"12/20/2018"
"1612416","BR-PLC LOC DVCE 1ST ",3334.75,"12/20/2018"
"1612451","SP-ENTIRE SPNE 1V CR",568.00,"12/20/2018"
"1612456","LE-HIP PV UN2OR3V CR",499.00,"12/20/2018"
"1621510","US-HEAD NECK SFT TIS",1020.50,"12/20/2018"
"1621513","US-ABDOMEN COMP WO  ",1071.00,"12/20/2018"
"1621514","US-ABDOMEN LTD WO   ",1147.75,"12/20/2018"
"1621515","US-ABDOMEN RETROPER ",1071.00,"12/20/2018"
"1621516","US-ABDOMEN RETRO LMT",1071.00,"12/20/2018"
"1621519","US-PELVIS PREG      ",1074.00,"12/20/2018"
"1621521","US-PELVIS PREG LTD  ",1071.00,"12/20/2018"
"1621529","US-TRANSVAGINAL     ",1071.00,"12/20/2018"
"1621531","US-PELVIS NON OB    ",1159.50,"12/20/2018"
"1621533","US-SCROTUM          ",1079.00,"12/20/2018"
"1621543","US-GUIDE NEEDLE PLAC",2816.75,"12/20/2018"
"1621579","US-PLV PRG TRNSV    ",1071.00,"12/20/2018"
"1621581","US-VAS ACCSS SITES  ",505.00,"12/20/2018"
"1621596","US-ABDOMN AAA SCREEN",1071.00,"12/20/2018"
"1621603","S-MEAS POSTVOID URIN",247.25,"12/20/2018"
"1621618","US-EXT LTD JNT UNI  ",542.50,"12/20/2018"
"1621623","US-ABD PARACEN W IMG",2608.25,"12/20/2018"
"1621625","US-THORACNTSIS W IMG",2721.50,"12/20/2018"
"1621638","US-BREAST COMPLETE  ",1120.00,"12/20/2018"
"1621639","US-BREAST LIMITED   ",588.00,"12/20/2018"
"1630001","CT-ABSC DRN CATH PLA",6252.00,"12/20/2018"
"1630007","CT-ABD PELVIS WO    ",2205.00,"12/20/2018"
"1630008","CT-ABD PELVIS W     ",2277.00,"12/20/2018"
"1630009","CT-ABD PELVIS WWO   ",2277.00,"12/20/2018"
"1630014","CTA-ABDOMEN PELVIS  ",2277.00,"12/20/2018"
"1631500","CTA-PELVIS          ",2277.00,"12/20/2018"
"1631501","CT-PELVIS WO        ",1071.00,"12/20/2018"
"1631502","CT-PELVIS W         ",2277.00,"12/20/2018"
"1631503","CT-PELVIS WWO       ",2277.00,"12/20/2018"
"1631513","CT-GUIDE NEEDLE BX  ",3113.00,"12/20/2018"
"1631517","CT-HEAD WO          ",1071.00,"12/20/2018"
"1631518","CT-HEAD W           ",2285.00,"12/20/2018"
"1631519","CT-HEAD WWO         ",2277.00,"12/20/2018"
"1631520","CT-ORBIT EAR WO     ",1071.00,"12/20/2018"
"1631523","CT-MAXILLOFACIAL WO ",1071.00,"12/20/2018"
"1631524","CT-MAXILLOFACIAL W  ",2188.25,"12/20/2018"
"1631525","CT-MAXILLOFACIAL WWO",2277.00,"12/20/2018"
"1631526","CT-NECK SOFT TIS WO ",1071.00,"12/20/2018"
"1631527","CT-NECK SOFT TIS W  ",1896.50,"12/20/2018"
"1631528","CT-NECK SOFT TIS WWO",2277.00,"12/20/2018"
"1631529","CTA-HEAD            ",2277.00,"12/20/2018"
"1631530","CTA-NECK            ",2277.00,"12/20/2018"
"1631531","CT-CHEST WO         ",1071.00,"12/20/2018"
"1631532","CT-CHEST W          ",2277.00,"12/20/2018"
"1631533","CT-CHEST WWO        ",2277.00,"12/20/2018"
"1631534","CTA-CHEST           ",2277.00,"12/20/2018"
"1631535","CT-CERV SPINE WO    ",1071.00,"12/20/2018"
"1631536","CT-CERV SPINE W     ",2510.00,"12/20/2018"
"1631537","CT-CERV SPINE WWO   ",2277.00,"12/20/2018"
"1631538","CT-THOR SPINE WO    ",1071.00,"12/20/2018"
"1631539","CT-THOR SPINE W     ",2367.75,"12/20/2018"
"1631541","CT-LUMB SPINE WO    ",1071.00,"12/20/2018"
"1631542","CT-LUMB SPINE W     ",2510.00,"12/20/2018"
"1631543","CT-LUMB SPINE WWO   ",2277.00,"12/20/2018"
"1631544","CT-UPPER EXT WO     ",1071.00,"12/20/2018"
"1631545","CT-UPPER EXT W      ",2279.25,"12/20/2018"
"1631546","CT-UPPER EXT WWO    ",2277.00,"12/20/2018"
"1631548","CT-LOWER EXT WO     ",1071.00,"12/20/2018"
"1631549","CT-LOWER EXT W      ",2497.25,"12/20/2018"
"1631550","CT-LOWER EXT WWO    ",2277.00,"12/20/2018"
"1631552","CT-ABDOMEN WO       ",1071.00,"12/20/2018"
"1631553","CT-ABDOMEN W        ",2277.00,"12/20/2018"
"1631554","CT-ABDOMEN WWO      ",2277.00,"12/20/2018"
"1631555","CTA-ABDOMEN         ",2277.00,"12/20/2018"
"1631556","CTA-ABD ART W RUNOFF",2277.00,"12/20/2018"
"1641000","MR-UPPER EXT WO     ",2205.00,"12/20/2018"
"1641003","MR-UPPER JOINT WO   ",2205.00,"12/20/2018"
"1641004","MR-UPPER JOINT W    ",6138.00,"12/20/2018"
"1641005","MR-UPPER JOINT WWO  ",4104.00,"12/20/2018"
"1641007","MRA-NECK WO         ",2205.00,"12/20/2018"
"1641014","MR-LOWER EXTR WO    ",2205.00,"12/20/2018"
"1641016","MR-LOWER EXTR WWO   ",4104.00,"12/20/2018"
"1641017","MR-LW JOINT WO      ",2205.00,"12/20/2018"
"1641018","MR-LW JOINT W       ",6138.00,"12/20/2018"
"1641019","MR-LW JOINT WWO     ",4104.00,"12/20/2018"
"1641020","MR-ABDOMEN WO       ",2205.00,"12/20/2018"
"1641022","MR-ABDOMEN WWO      ",4104.00,"12/20/2018"
"1641046","MR-ORBT FACE NECK WO",2205.00,"12/20/2018"
"1641048","MR-ORBT FAC NCK WWO ",4104.00,"12/20/2018"
"1641049","MRA-HEAD WO         ",2205.00,"12/20/2018"
"1641052","MR-BRAIN WO         ",2205.00,"12/20/2018"
"1641054","MR-BRAIN WWO        ",4104.00,"12/20/2018"
"1641055","MR-CERV SPINE WO    ",2205.00,"12/20/2018"
"1641057","MR-THOR SPINE WO    ",2205.00,"12/20/2018"
"1641058","MR-THOR SPINE W     ",4104.00,"12/20/2018"
"1641059","MR-LUMB SPINE WO    ",2205.00,"12/20/2018"
"1641061","MR-CERV SPINE WWO   ",4104.00,"12/20/2018"
"1641062","MR-THOR SPINE WWO   ",4104.00,"12/20/2018"
"1641063","MR-LUMB SPINE WWO   ",4104.00,"12/20/2018"
"1641065","MR-PELVIS WO        ",2205.00,"12/20/2018"
"1641067","MR-PELVIS WWO       ",4104.00,"12/20/2018"
"1651016","NM-BONE MARROW LMTD ",1841.75,"12/20/2018"
"1651030","NM-LYMPHATICS NODES ",2948.75,"12/20/2018"
"1651046","NM-GASTRIC EMPTYING ",2195.25,"12/20/2018"
"1651052","NM-GI BLOOD LOSS    ",2865.75,"12/20/2018"
"1651059","NM-BONE SCAN BODY   ",2953.25,"12/20/2018"
"1651060","NM-BONE SCAN 3 PHASE",2928.75,"12/20/2018"
"1651073","NM-MYOCRD SPECT SNGL",5998.75,"12/20/2018"
"1651074","NM-MYOCRD SPECT MULT",8342.00,"12/20/2018"
"1651127","NM-ABSCESS LOC LMTD ",2897.25,"12/20/2018"
"1651128","NM-ABSCESS LOC BODY ",9187.75,"12/20/2018"
"1651143","NM-HEPATOBILIARY SYS",2238.25,"12/20/2018"
"1651144","NM-HEPATOBIL W PHARM",2238.25,"12/20/2018"
"1651146","NM-LUNG VENT PERFUS ",3498.00,"12/20/2018"
"1651150","NM-THY UPT IMG W-BF ",2419.00,"12/20/2018"
"1651152","NM-PAR PLAN THY IMG ",1350.75,"12/20/2018"
"1710900","SPIROMETRY          ",566.75,"12/20/2018"
"1710902","SUCTION PROC-NASOTRA",317.25,"12/20/2018"
"1710903","ARTERIAL PUNCTURE   ",151.75,"12/20/2018"
"1710904","BLD GAS-PH,PO2,PCO2 ",78.00,"12/20/2018"
"1710906","BRONCHO EVAL PRE/PST",716.25,"12/20/2018"
"1710933","MECH VENT INITIAL   ",2547.50,"12/20/2018"
"1710934","MECH VENT DAILY SUBS",2423.75,"12/20/2018"
"1710935","BIPAP/CPAP          ",558.00,"12/20/2018"
"1710937","MANIP CHST WALL INIT",362.75,"12/20/2018"
"1710938","MANIP CHST WALL SBSQ",240.25,"12/20/2018"
"1710943","PULSE OXIMTRY SINGLE",348.75,"12/20/2018"
"1710944","PULSE OX MULTI/EXERC",492.25,"12/20/2018"
"1710945","PULSE OX OVERNIGHT  ",1038.00,"12/20/2018"
"1710946","END-TIDAL CO2       ",379.00,"12/20/2018"
"1710948","BLD GAS W-O2 SAT    ",116.75,"12/20/2018"
"1710948","BLD GAS W-O2 SAT DIR",116.75,"12/20/2018"
"1710953","CPR ASSIST (NON ER) ",2373.50,"12/20/2018"
"1710965","AEROSOL OBSTR ADD HR",834.00,"12/20/2018"
"1710966","AEROSOL OBSTRUCT 1HR",870.25,"12/20/2018"
"1719004","GASES BLOOD PH      ",33.00,"12/20/2018"
"1719006","SPUTUM SPEC AER TECH",234.50,"12/20/2018"
"1719018","PF TEST BY GAS      ",291.50,"12/20/2018"
"1719020","CO2-MEMBANE DIFF CAP",579.75,"12/20/2018"
"1719023","INHALATION TRTMT INI",331.25,"12/20/2018"
"1719024","INHALATION TRTMT SUB",261.25,"12/20/2018"
"1719025","EVAL-DEMO INHL DEVCE",358.00,"12/20/2018"
"1811001","PT EVAL- LOW COMP   ",512.00,"12/20/2018"
"1811002","PT EVAL- MOD COMP   ",512.00,"12/20/2018"
"1811003","PT EVAL- HGH COMP   ",512.00,"12/20/2018"
"1812233","PT RE-EVAL-VISIT    ",302.00,"12/20/2018"
"1812239","MECH TRACTION-VISIT ",232.00,"12/20/2018"
"1812241","VASPNEUMATIC DEV-VIS",199.50,"12/20/2018"
"1812247","ELEC STIM-MAN-15 MIN",257.00,"12/20/2018"
"1812250","ULTRASOUND-15 MIN   ",161.00,"12/20/2018"
"1812253","THERAP EXERCS-15 MIN",302.00,"12/20/2018"
"1812254","NEURO RE-ED-15 MIN  ",302.00,"12/20/2018"
"1812255","AQUA THRPY-15 MIN   ",268.00,"12/20/2018"
"1812256","GAIT TRAINING-15 MIN",302.00,"12/20/2018"
"1812260","MANUAL THRPY-15 MIN ",267.00,"12/20/2018"
"1812261","GROUP THRP PROC-VIST",154.00,"12/20/2018"
"1812262","THERAP ACTVTS-15 MIN",302.00,"12/20/2018"
"1812278","ORTH TRAIN INI-15 MI",302.00,"12/20/2018"
"1812303","ELEC STIM-UNATTND-VI",110.75,"12/20/2018"
"182500","OBSERVATION 1ST HOUR",236.75,"12/20/2018"
"182501","OBSRVATION ADDL HOUR",53.75,"12/20/2018"
"182502","DIRECT ADMIT TO OBS ",514.50,"12/20/2018"
"1851001","OT EVAL- LOW COMP   ",512.00,"12/20/2018"
"1851002","OT EVAL- MOD COMP   ",512.00,"12/20/2018"
"1851003","OT EVAL- HGH COMP   ",512.00,"12/20/2018"
"1852241","VASPNEUMATIC DEV-VIS",199.50,"12/20/2018"
"1852242","PARAFFIN BATH-VISIT ",133.00,"12/20/2018"
"1852250","ULTRASOUND-15 MIN   ",161.00,"12/20/2018"
"1852253","THERAP EXERCS-15 MIN",302.00,"12/20/2018"
"1852260","MANUAL THRPY-15 MIN ",267.00,"12/20/2018"
"1852262","THERAP ACTVTS-15 MIN",302.00,"12/20/2018"
"1852265","SELF CARE MGT-15 MIN",302.00,"12/20/2018"
"1852267","WHEELCHR MGT-15 MIN ",302.00,"12/20/2018"
"1852279","PROS TRAIN INI-15 MI",302.00,"12/20/2018"
"1852303","ELEC STIM-UNATTND-VI",110.75,"12/20/2018"
"1872202","SP EVAL SWL WO RADOP",689.00,"12/20/2018"
"1872204","EVAL SWALLO W-RADOPQ",865.00,"12/20/2018"
"1872222","EV SP FLUENCY       ",1080.00,"12/20/2018"
"1872223","EV SP PROD          ",188.00,"12/20/2018"
"1872224","SP SOUND LANG COMP  ",1080.00,"12/20/2018"
"1872308","SP-HEAR-TX-INDI VIST",606.50,"12/20/2018"
"1872314","ORAL FUNCTION TX-VIS",676.50,"12/20/2018"
"1912002","MSED SAMEGT5 1ST15  ",270.00,"12/20/2018"
"1913221","BRIEF ED VISIT      ",428.00,"12/20/2018"
"1913222","LIMITED ED VISIT    ",854.75,"12/20/2018"
"1913223","INTERMEDIATE ED VIST",1366.00,"12/20/2018"
"1913224","EXTENDED ED VISIT   ",2172.00,"12/20/2018"
"1913225","COMPREHENSIVE ED VST",3207.00,"12/20/2018"
"1913226","CRITICAL CARE LT 74M",5946.00,"12/20/2018"
"1913227","CRIT CARE EA 30 MIN ",2783.00,"12/20/2018"
"1913228","THER AD IVP SAME MED",155.50,"12/20/2018"
"1913230","MINOR PROCEDURE     ",234.50,"12/20/2018"
"1913231","INTERMEDIATE PROCEDR",490.50,"12/20/2018"
"1913232","MAJOR PROCEDURE     ",629.25,"12/20/2018"
"1913233","CPR                 ",2295.25,"12/20/2018"
"1913235","THROMBOLY,CORONRY,IV",1156.50,"12/20/2018"
"1913241","G TUBE REPLACEMENT  ",917.00,"12/20/2018"
"1913242","IMM ADM 1ST VACCINE ",333.75,"12/20/2018"
"1913246","BLOOD TRANSFUSION   ",1984.25,"12/20/2018"
"1913247","BLOOD PUSH TRAN U2YR",1984.25,"12/20/2018"
"1913248","THERAPEUTIC DX SQ IM",73.75,"12/20/2018"
"1913249","INJECTION IV PUSH   ",161.75,"12/20/2018"
"1913250","PULSE OXIMTRY SINGLE",273.75,"12/20/2018"
"1913252","TRIAGE ONLY         ",209.00,"12/20/2018"
"1913253","SUTURE REMOVAL/RECHE",151.75,"12/20/2018"
"1913254","SIMPLE PROCEDURE    ",151.75,"12/20/2018"
"1913256","IV HYDRATION 1 HR   ",382.00,"12/20/2018"
"1913257","IV HYDRAT EA ADD HR ",127.50,"12/20/2018"
"1913258","THERA EA AD IV PUSH ",161.75,"12/20/2018"
"1913259","IV THERAPY DX 1 HR  ",382.00,"12/20/2018"
"1913260","IV THERAPY EA AD HR ",127.50,"12/20/2018"
"1913261","CONCURRENT IV THER  ",382.00,"12/20/2018"
"1913262","IV THER AD SEQ 1 HR ",127.50,"12/20/2018"
"20008","NI-ECHO 2D COMP     ",237.50,"12/20/2018"
"2010220","MNT INITIAL EA 15 MN",51.25,"12/20/2018"
"2010221","MNT REASSES EA 15 MN",40.75,"12/20/2018"
"2041000","HEMODIALY SING EVAL ",3301.50,"12/20/2018"
"2041006","DIALYSIS EMERGENT   ",3057.00,"12/20/2018"
"2811178","TC-99M SESTA / DOSE ",635.75,"12/20/2018"
"2811180","TC99M MEDRO TO 30MCI",220.50,"12/20/2018"
"2811189","I123 CAP,DX /100UCI ",593.75,"12/20/2018"
"2811191","TC99M MEBROF /15MCI ",492.25,"12/20/2018"
"2811196","TC99M LABL RBC/30MCI",492.25,"12/20/2018"
"2811213","TC99M MAA/10MCI     ",1956.00,"12/20/2018"
"2811214","TC99M SULF COL/20MCI",220.50,"12/20/2018"
"2811220","IN111 OXYQUINO/.5MCI",5406.25,"12/20/2018"
"2811240","LOCM 300-399MG/ML ML",3.40,"12/20/2018"
"2811241","LOC2 300-399MG/ML ML",4.60,"12/20/2018"
"2811243","INJ GAD-MR2 CONTR ML",15.25,"12/20/2018"
"2811248","INJ PERFLUTRN LIP ML",857.25,"12/20/2018"
"2811249","TC99M AEROSOL 75 MCI",739.50,"12/20/2018"
"2811367","S-INJ CATH HYSTERSO ",1026.50,"12/20/2018"
"2811414","S-INJ SHOULDER ARTH ",1026.50,"12/20/2018"
"2811419","S-INJ WRIST ARTHRO  ",1026.50,"12/20/2018"
"2811420","S-INJ ELBOW ARTHRO  ",1026.50,"12/20/2018"
"2811421","S-INJ KNEE ARTHRO   ",1026.50,"12/20/2018"
"2811422","S-INJ HIP ARTHRO    ",1026.50,"12/20/2018"
"2811471","S-INS PICC WO SQ O5 ",2707.25,"12/20/2018"
"2850020","THERAPEUTIC IV PUSH ",162.25,"12/20/2018"
"2850034","OXYGEN PER HOUR     ",44.25,"12/20/2018"
"315200","R&B ICU             ",4286.25,"12/20/2018"
"3750342","BED BARIAIR         ",1123.69,"12/20/2018"
"395003","S-INS PICC WO SQ O5 ",2467.00,"12/20/2018"
"4140029","EKG-INTERPRETATION  ",73.50,"12/20/2018"
"5510035","WT LOSS 5 SESSIONS  ",81.00,"12/20/2018"
"5510036","WT LOSS 20 VISITS   ",81.00,"12/20/2018"
"625120","R&B SEMI SWING BED  ",242.60,"12/20/2018"
"7210015","BUPIV.5%/EPI PF 30ML",32.25,"12/20/2018"
"7210024","ALBUTEROL 0.083% NEB",5.50,"12/20/2018"
"7210031","AMIODARONE 200MG TAB",4.90,"12/20/2018"
"7210044","EMOLLIENT LOT 425ML ",9.00,"12/20/2018"
"7210051","MOXIFLOXA .5% OS 3ML",54.00,"12/20/2018"
"7210081","MEMANTINE 5MG TAB   ",18.75,"12/20/2018"
"7210091","CINACALCET 30MG TAB ",60.75,"12/20/2018"
"7210092","ALBUTEROL 1.25/3ML  ",6.10,"12/20/2018"
"7210103","HYDROCOD5-APAP325 TB",5.60,"12/20/2018"
"7210113","AMOX400-CLAV57 100ML",34.00,"12/20/2018"
"7210179","SOD BICARB 650MG TAB",1.00,"12/20/2018"
"7210184","CARBA PERO6.5%OTIC15",5.10,"12/20/2018"
"7210209","LEVETIRA 100MG/ML 1M",4.60,"12/20/2018"
"7210212","GATIFLOXAC.5%OS 2.5M",319.50,"12/20/2018"
"7210226","BUPROPION 150MG SRTB",5.10,"12/20/2018"
"7210238","BUPROPION 150MG SRTB",5.10,"12/20/2018"
"7210241","FENOFIBRAT 145MG TAB",8.10,"12/20/2018"
"7210244","H-COD10-CHLO POL8/5M",7.10,"12/20/2018"
"7210245","BUPRENORPHI 2MG SLTB",3.50,"12/20/2018"
"7210251","ALBUTEROL2.5MG/.5NEB",8.10,"12/20/2018"
"7210264","DULOXETINE 30MG CAP ",20.50,"12/20/2018"
"7210270","STRONG IOD 5% 14ML  ",82.25,"12/20/2018"
"7210273","DEXMEDETOM 200MCG/2M",23.37,"12/20/2018"
"7210275","RIFAXIMINE 200MG TAB",48.50,"12/20/2018"
"7210287","TRYPAN BLU.06%OS .5M",199.25,"12/20/2018"
"7210292","FENOFIBRATE 48MG TAB",4.90,"12/20/2018"
"7210297","PHENYTOI EX 100MG CP",5.10,"12/20/2018"
"7210310","PHENOBARB 16.2MG PO ",5.60,"12/20/2018"
"7210323","DULOXETINE 20MG CAP ",2.00,"12/20/2018"
"7210344","GLUCOSE 40% GEL 38GM",25.50,"12/20/2018"
"7210361","PREGABALIN 50MG CAP ",11.50,"12/20/2018"
"7210366","PREGABALIN 25MG CAP ",15.25,"12/20/2018"
"7210367","PREGABALIN 75MG CAP ",11.50,"12/20/2018"
"7210387","FINASTERIDE 5MG TAB ",4.90,"12/20/2018"
"7210439","PHENOBARB 97.2MG TAB",5.60,"12/20/2018"
"7210462","NYS100K-TRI.1CRM 30G",40.38,"12/20/2018"
"7210476","VITAMIN D 400IU TAB ",5.60,"12/20/2018"
"7210482","PENICIL VK 250MG TAB",5.10,"12/20/2018"
"7210483","MAGIC MOUTHWASH     ",38.25,"12/20/2018"
"7210488","METOPROLOL 25MG SRTB",3.60,"12/20/2018"
"7210500","LIDOCAINE 2%VIS 100M",0.60,"12/20/2018"
"7210529","FENTANYL 12MCG/HR PT",81.00,"12/20/2018"
"7210536","METOPROLOL 25MG TAB ",5.60,"12/20/2018"
"7210541","FLUTICAS 50MCG/A 16G",88.25,"12/20/2018"
"7210602","MULTIVITAMIN TAB    ",3.00,"12/20/2018"
"7210622","ARIPIPRAZOLE 5MG TAB",6.60,"12/20/2018"
"7210623","BRIMONIDIN.2%OS 5ML ",301.25,"12/20/2018"
"7210630","PREDNISONE 1MG ORAL ",5.60,"12/20/2018"
"7210665","EMTRICI/TENO 200/300",154.75,"12/20/2018"
"7210772","VALPROATE 250MG/5ML ",18.50,"12/20/2018"
"7210790","RANOLAZI 500MG SR TB",15.75,"12/20/2018"
"7210791","OXYCOD10-APAP325MGTB",5.40,"12/20/2018"
"7210794","DIPH/TET/ACPERT .5ML",192.25,"12/20/2018"
"7210796","DAKINS .25%SOL 473ML",27.50,"12/20/2018"
"7210874","VALPROATE 500MG/5ML ",7.30,"12/20/2018"
"7210903","IPRATROPIU .02% 2.5M",14.50,"12/20/2018"
"7210930","LIDOCAIN 2%/EPI 20ML",30.50,"12/20/2018"
"7210965","ZINC OXIDE 40% OINT ",8.80,"12/20/2018"
"7210974","MINERAL OIL TOP 25ML",5.06,"12/20/2018"
"7211065","PROMETHAZINE 25MG TB",5.60,"12/20/2018"
"7211080","BUPIVAC .25% MPF 30M",76.25,"12/20/2018"
"7211116","DORZOLAMID 2%OS 10ML",40.75,"12/20/2018"
"7211155","PENTA/TETRA SPY 104M",19.50,"12/20/2018"
"7211417","TERBINAFIN 1% CR30GM",29.00,"12/20/2018"
"7211438","RISPERDONE 0.5MG TAB",5.10,"12/20/2018"
"7211442","SITAGLIPTIN 50MG TAB",29.00,"12/20/2018"
"7211461","LEVOTHYROX 100MCG TB",5.60,"12/20/2018"
"7211486","OXYCOD5-APAP325MG TB",3.00,"12/20/2018"
"7211618","ONDANSETRON 1MG ODT ",2.70,"12/20/2018"
"7211649","PHENOBARBI 32.4MG TB",5.10,"12/20/2018"
"7211731","H-COD7.5/APAP325MGTB",5.60,"12/20/2018"
"7211756","OXYCODONE 10MG SR TB",7.30,"12/20/2018"
"7211782","RABIES IG IM/SC 150U",1134.92,"12/20/2018"
"7211790","RABIES VAC IM       ",1506.75,"12/20/2018"
"7211805","PANTOPRAZOLE SOD VL ",69.75,"12/20/2018"
"7211812","OMALIZUMAB 5MG INJ  ",79.50,"12/20/2018"
"7211828","BOTULINUM TOXI A 1U ",31.25,"12/20/2018"
"7211834","ERTAPENEM SOD/500MG ",207.25,"12/20/2018"
"7211841","INFLIXIMAB 10 MG INJ",294.00,"12/20/2018"
"7211844","LINEZOLID 200 MG    ",210.25,"12/20/2018"
"7211849","PAMIDRONATE 30MG IJ ",2544.50,"12/20/2018"
"7211882","MYCOPHE MOF 250MG PO",5.10,"12/20/2018"
"7211933","EPO NESRD 1000 U INJ",38.25,"12/20/2018"
"7211934","FOSPHENYTOIN 50MG   ",47.50,"12/20/2018"
"7211938","AMINOPHYLL 250MG INJ",50.50,"12/20/2018"
