"SVCCD","Description","PRICE1","As of Date"
"1314709","MUMPS AB            ",43.00,"12/20/2018"
"1314710","MYCOPLASMA AB       ",43.00,"12/20/2018"
"1314713","PARVOVIRUS AB       ",49.00,"12/20/2018"
"1314717","RICKETTSIA AB       ",63.00,"12/20/2018"
"1314719","RUBELLA AB          ",71.00,"12/20/2018"
"1314720","RUBEOLA AB          ",42.00,"12/20/2018"
"1314724","TOXOPLASMA AB       ",47.00,"12/20/2018"
"1314725","TOXOPLASMA AB, IGM  ",47.00,"12/20/2018"
"1314726","TREP. PALLIDUM,CONFI",75.00,"12/20/2018"
"1314728","VARICELLA-ZOSTER AB ",42.00,"12/20/2018"
"1314731","THYROGLOBULIN AB    ",52.00,"12/20/2018"
"1314732","HEPATITIS C AB TEST ",47.00,"12/20/2018"
"1314738","HLA  A,B,OR C,SING  ",84.00,"12/20/2018"
"1314747","WBC DIFF, MAN       ",33.00,"12/20/2018"
"1314751","HEMATOCRIT, OTHER   ",36.00,"12/20/2018"
"1314752","HEMOGLOBIN          ",38.00,"12/20/2018"
"1314753","CBC W-PLT AUTO COMPD",92.00,"12/20/2018"
"1314754","CBC W-PLT           ",79.00,"12/20/2018"
"1314757","RETIC COUNT, FLOW   ",43.00,"12/20/2018"
"1314759","WBC COUNT           ",51.00,"12/20/2018"
"1314764","FACTOR II,PROTHROMBI",74.00,"12/20/2018"
"1314766","FACTOR VII ASSAY    ",60.00,"12/20/2018"
"1314767","FACTOR VIII, AHG    ",99.00,"12/20/2018"
"1314769","FACTOR VIII RISTOCET",75.00,"12/20/2018"
"1314770","FACTOR VIII VW AG   ",130.00,"12/20/2018"
"1314780","ANTITHROMBIN IIIACTI",67.00,"12/20/2018"
"1314782","PROTEIN C, AG       ",39.00,"12/20/2018"
"1314783","PROTEIN C, ACTIVITY ",45.00,"12/20/2018"
"1314784","PROTEIN S, TOTAL    ",66.00,"12/20/2018"
"1314785","PROTEIN S, FREE     ",50.00,"12/20/2018"
"1314790","COAG TIME ACTIVATED ",20.00,"12/20/2018"
"1314793","FDP-FSP AGG SLIDE   ",75.00,"12/20/2018"
"1314797","D-DIMER, QUANT      ",62.00,"12/20/2018"
"1314798","FIBRINOGEN ACTIVITY ",97.00,"12/20/2018"
"1314799","FIBRINOGEN AG       ",43.38,"12/20/2018"
"1314808","FETAL HGB KLEIH-BETK",116.00,"12/20/2018"
"1314809","FETAL HGB, ROSETTE  ",34.00,"12/20/2018"
"1314822","PROTHROMBIN TIME    ",43.00,"12/20/2018"
"1314825","RUSSELL VIPER VEN DI",31.00,"12/20/2018"
"1314828","SED RATE, AUTOMATED ",13.00,"12/20/2018"
"1314829","SICKLE CELL TEST RED",18.00,"12/20/2018"
"1314830","THROMBIN TIME       ",22.00,"12/20/2018"
"1314833","THROMBOPLAST TIMEPTT",47.00,"12/20/2018"
"1314834","PTT SUBSTITUT       ",21.00,"12/20/2018"
"1314843","CULTURE BLOOD BACTER",135.00,"12/20/2018"
"1314844","CULT STL BACT W-ISOL",50.00,"12/20/2018"
"1314846","CULTURE BACTERIA OTH",236.00,"12/20/2018"
"1314849","CULT BACT ANA ANY SO",163.00,"12/20/2018"
"1314850","CULT ANAERO IDENT EA",86.00,"12/20/2018"
"1314851","CULT AEROBIC IDENTIF",86.00,"12/20/2018"
"1314852","CULTURE SCREEN ONLY ",79.00,"12/20/2018"
"1314854","CULT URINE-COLONY CT",39.00,"12/20/2018"
"1314855","CULT URINE W-P ID   ",99.00,"12/20/2018"
"1314857","CULT FUNGUS ISOLATIO",90.00,"12/20/2018"
"1314859","FUNGI IDENTIF YEAST ",45.00,"12/20/2018"
"1314860","FUNGI IDENTIF, MOLD ",34.00,"12/20/2018"
"1314861","CULT MYCOPLASMA     ",87.00,"12/20/2018"
"1314863","CULT MYCOBACTERIA   ",47.00,"12/20/2018"
"1314873","MACRO EXAM ARTHROPOD",19.00,"12/20/2018"
"1314876","TISSUE HOMOGENIZ CUL",29.00,"12/20/2018"
"1314877","OVA-PARASITES SMEARS",105.00,"12/20/2018"
"1314881","MICROBE SUSCEPT MIC ",77.00,"12/20/2018"
"1314888","SMEAR,GRAM STAIN    ",73.00,"12/20/2018"
"1314889","SMEAR FLUORES-ACI ST",23.00,"12/20/2018"
"1314891","SMEARWET MOUNT SAL-I",43.00,"12/20/2018"
"1314895","VIRUS INOCULAT TISSU",85.00,"12/20/2018"
"1314925","HPYLORI,STOOL,EIA   ",35.00,"12/20/2018"
"1314927","HBSAG               ",34.00,"12/20/2018"
"1314929","HBEAG               ",38.00,"12/20/2018"
"1314931","HISTOPLASM CAPSU AGE",58.00,"12/20/2018"
"1314934","INFLUENZA A AG,EIA  ",145.00,"12/20/2018"
"1314934","INFLUENZA A,AG,EIA  ",145.00,"12/20/2018"
"1314934","INFLUENZA B,AG,EIA  ",145.00,"12/20/2018"
"1314936","ROTAVIRUS AG,EIA    ",244.00,"12/20/2018"
"1314939","AG DETEC NOS,EIA MUL",124.00,"12/20/2018"
"1314946","LYME DIS DNA AMP PRO",199.00,"12/20/2018"
"1314955","CHLMYD TRACH DNA AMP",151.00,"12/20/2018"
"1314959","CYTOMEG DNA QUANT   ",243.00,"12/20/2018"
"1314964","HEPATITIS B,DNA AMPP",115.00,"12/20/2018"
"1314967","HEPATITIS C,RNA,AMPP",149.00,"12/20/2018"
"1314968","HEPATITIS C,RNA,QUAN",140.00,"12/20/2018"
"1314973","HSV, DNA, AMP PROBE ",192.00,"12/20/2018"
"1314980","HIV-1, DNA, QUANT   ",142.00,"12/20/2018"
"1314991","M.TUBERCULO,DNA,AMPP",115.00,"12/20/2018"
"1314997","M.PNEUM,DNA,AMP PROB",199.00,"12/20/2018"
"1315000","N.GONORRHO,DNA,AMPPR",151.00,"12/20/2018"
"1315009","DETECT AGNTNOS,DNAAM",200.00,"12/20/2018"
"1315010","DETECT AGNT NOS,DNAQ",623.00,"12/20/2018"
"1315013","STREP B ASSAY W-OPTI",68.00,"12/20/2018"
"1315018","STREP A ASSAY W-OPTI",131.00,"12/20/2018"
"1315019","AGENT NOS ASSAY W-OP",39.00,"12/20/2018"
"1315022","UA, AUTO W-SCOPE    ",52.00,"12/20/2018"
"1315023","UA NONAUTO W-O SCOPE",10.44,"12/20/2018"
"1315024","UA, AUTO, W-O SCOPE ",21.00,"12/20/2018"
"1315029","URINE PREG TEST QL  ",71.00,"12/20/2018"
"1315034","GENOTYPE,DNA,HEPAT C",430.00,"12/20/2018"
"1315038","CELL CTW-DIF BODYFLU",29.00,"12/20/2018"
"1315064","SEMEN ANALY MOTIL CT",109.00,"12/20/2018"
"1315076","NATRIURETIC PEPTIDE ",208.00,"12/20/2018"
"1315077","SODIUM OTHER SOURCE ",49.00,"12/20/2018"
"1315079","CBC-PLT AUTORP CDM  ",64.00,"12/20/2018"
"1315081","VIRUS ISOLATION GEN ",110.00,"12/20/2018"
"1315084","LEUKOCY ASSES FEC QL",86.00,"12/20/2018"
"1315089","CAPILLARY PUNCTURE  ",32.00,"12/20/2018"
"1315090","CHAIN OF CUSTODY    ",24.00,"12/20/2018"
"1315091","PROT TOTL RANDOM URI",77.00,"12/20/2018"
"1315092","PROTEIN TOT OTHR SRC",38.00,"12/20/2018"
"1315097","INFAGT DT QLSQT GIAR",81.00,"12/20/2018"
"1315123","BLD OCC NON CA SCREE",34.00,"12/20/2018"
"1315125","LACTOFERRIN,FEC QUAN",111.00,"12/20/2018"
"1315127","LIPOPROT BLD BY NMR ",82.00,"12/20/2018"
"1315133","CCP ANTIBODY        ",73.00,"12/20/2018"
"1315134","TB TEST CELL IM MEAS",298.00,"12/20/2018"
"1315137","SMEAR COMPLEX STN   ",176.00,"12/20/2018"
"1315148","ASPERGILLUS AG EIA  ",68.00,"12/20/2018"
"1315149","ENTEROVIRUS,DNA, PRO",227.00,"12/20/2018"
"1315157","VENIPUNCTURE,ROUTINE",20.00,"12/20/2018"
"1315822","GENTAMICIN          ",154.00,"12/20/2018"
"1315826","VANCOMYCIN          ",139.00,"12/20/2018"
"1315834","CHLORIDE URINE RAN  ",30.00,"12/20/2018"
"1315845","PH FLUID,NOS        ",17.00,"12/20/2018"
"1315863","AMIKACIN            ",49.00,"12/20/2018"
"1315878","ARSENIC             ",196.00,"12/20/2018"
"1315881","COPPER SERUM        ",40.00,"12/20/2018"
"1315893","HEMOGLOBIN A1C      ",41.00,"12/20/2018"
"1316335","CALPROTECTIN FECAL  ",134.65,"12/20/2018"
"1316337","MONONUC CELL AG QT  ",152.00,"12/20/2018"
"1316342","BASIC METABO CA TOTA",75.00,"12/20/2018"
"1316361","HCG QUANT           ",116.00,"12/20/2018"
"1316362","GLU,HOME USE DIAGNOS",22.00,"12/20/2018"
"1316364","CRYSTAL ID,TISSUE,FL",54.00,"12/20/2018"
"1316382","PROCALCITONIN PCT   ",115.00,"12/20/2018"
"1316386","PAMG-1 QUALITATIVE  ",262.95,"12/20/2018"
"1316418","C DIFF AMPLI PROBE  ",169.00,"12/20/2018"
"1316430","HIV-1 AB EIA        ",56.00,"12/20/2018"
"1316430","HIV-2 AB EIA        ",56.00,"12/20/2018"
"1316431","HIV-1 AB EIA        ",56.00,"12/20/2018"
"1316431","HIV-2 AB EIA        ",56.00,"12/20/2018"
"1316447","INFLUENZA A AG,EIA  ",145.00,"12/20/2018"
"1316447","INFLUENZA A,AG,EIA  ",145.00,"12/20/2018"
"1316447","INFLUENZA B,AG,EIA  ",145.00,"12/20/2018"
"1316449","VALPROIC ACID TOTAL ",161.00,"12/20/2018"
"1316451","VALPROIC ACID FREE  ",161.00,"12/20/2018"
"1316452","DIGOXIN TOTAL       ",94.00,"12/20/2018"
"1316535","GABAPENTIN QT       ",61.00,"12/20/2018"
"1316537","LEVETIRACETAM QT    ",61.00,"12/20/2018"
"1316542","T VAGINALIS AMP     ",143.28,"12/20/2018"
"1316549","HIV-1 AB ELISA      ",179.00,"12/20/2018"
"1316549","HIV1 AG HIV1 HIV2 AB",179.00,"12/20/2018"
"1316549","HIV-2 AB ELISA      ",179.00,"12/20/2018"
"1316600","PRS DRG IA ANAZ     ",296.00,"12/20/2018"
"1316611","ALCOHOLS MS         ",34.56,"12/20/2018"
"1316640","BUPRENORPHINE MS    ",66.15,"12/20/2018"
"1316646","HEROIN METABOLITE MS",66.15,"12/20/2018"
"1316651","OPIATES MS 1 PL     ",66.15,"12/20/2018"
"1316655","OXYCODONE MS        ",66.15,"12/20/2018"
"1316673","AMPHETAMINES MS 1-2 ",192.00,"12/20/2018"
"1316676","ANABOLC STRD MS 1-2 ",71.49,"12/20/2018"
"1316681","ANTIDPRS SERO MS 1-2",285.00,"12/20/2018"
"1316684","ANTIDPRS TRIC MS 1-2",55.00,"12/20/2018"
"1316687","ANTIEPILP NOS MS 1-3",54.00,"12/20/2018"
"1316693","BENZODIAZ MS 1-12   ",63.00,"12/20/2018"
"1316694","BENZODIAZ MS 13PL   ",76.00,"12/20/2018"
"1316704","DEF DRUG NOS MS 1-3 ",282.00,"12/20/2018"
"1317025","F5 GENE ANALY LEID V",263.00,"12/20/2018"
"1317050","MTHFR GENE ANALY CV ",178.20,"12/20/2018"
"1317090","HLA2 TYP HR 1 AL EA ",445.53,"12/20/2018"
"1321004","BONE MARROW INTERPRE",244.00,"12/20/2018"
"1321023","CYTOPATH CONCENT TEC",183.00,"12/20/2018"
"1321038","CYTOP SMR OTH PRE-SC",363.00,"12/20/2018"
"1321045","CYTOP EVAL,FNA,REPOR",46.00,"12/20/2018"
"1321048","TISSUE CULT LYMPHOCY",539.00,"12/20/2018"
"1321059","CHROMOSOME ANAL15-20",435.00,"12/20/2018"
"1321075","SURG PATH GROSS LVL1",46.00,"12/20/2018"
"1321076","SURG PATH GROSS LVL2",92.00,"12/20/2018"
"1321077","SURG PATH GROSS LVL3",138.00,"12/20/2018"
"1321078","SURG PATH GROSS LVL4",305.00,"12/20/2018"
"1321079","SURG PATH GROSS LVL5",544.00,"12/20/2018"
"1321080","SURG PATH GROSS LVL6",733.00,"12/20/2018"
"1321081","DECALCIFY TISSUE    ",78.00,"12/20/2018"
"1321082","SPECIAL STAINS GRP 1",205.00,"12/20/2018"
"1321083","SPECIAL STAINS GRP 2",205.00,"12/20/2018"
"1321091","PATH CONSULT INT-1BL",399.00,"12/20/2018"
"1321092","PATH CONSULT-INTRADD",194.00,"12/20/2018"
"1321114","CYTOPATH FLD NOT V-C",183.00,"12/20/2018"
"1321118","FLOWCYTOMET-TC,1 MRK",646.00,"12/20/2018"
"1321119","FLOWCYTOMETRY-TC,ADD",715.00,"12/20/2018"
"1321159","MICROSLID CONSUL-W-P",46.00,"12/20/2018"
"1321188","1ST SEP ID AB       ",46.00,"12/20/2018"
"1321189","ICC ADD AB PER SLIDE",46.00,"12/20/2018"
"1321194","TUMOR IHC QT MAN    ",700.00,"12/20/2018"
"1321195","TUMOR IHC QT UTO    ",700.00,"12/20/2018"
"1331038","S-H RBC LEUKO REDU  ",362.00,"12/20/2018"
"1331038","UNIT RBC LEUKO REDU ",362.00,"12/20/2018"
"1331039","S-H 1 DONOR FFP     ",161.00,"12/20/2018"
"1331049","S-H PLAT PHERE L-R  ",923.00,"12/20/2018"
"1331051","S-H PLAT A-P L-R IRR",1513.00,"12/20/2018"
"1331054","S-H RBC L-R IRRAD   ",685.00,"12/20/2018"
"1410001","OTH STER SUPP LVL 1 ",66.00,"12/20/2018"
"1410002","OTH STER SUPP LVL 2 ",116.00,"12/20/2018"
"1410003","OTH STER SUPP LVL 3 ",216.00,"12/20/2018"
"1410004","OTH STER SUPP LVL 4 ",305.00,"12/20/2018"
"1410005","OTH STER SUPP LVL 5 ",332.00,"12/20/2018"
"1410006","OTH STER SUPP LVL 6 ",448.00,"12/20/2018"
"1410007","OTH STER SUPP LVL 7 ",498.00,"12/20/2018"
"1410008","OTH STER SUPP LVL 8 ",570.00,"12/20/2018"
"1410009","OTH STER SUPP LVL 9 ",829.00,"12/20/2018"
"1410010","OTH STER SUPP LVL 10",1161.00,"12/20/2018"
"1410011","OTH STER SUPP LVL 11",1493.00,"12/20/2018"
"1410012","OTH STER SUPP LVL 12",2488.00,"12/20/2018"
"1410013","OTH STER SUPP LVL 13",3980.00,"12/20/2018"
"1410014","OTH STER SUPP LVL 14",7297.00,"12/20/2018"
"1410015","OTH STER SUPP LVL 15",13267.00,"12/20/2018"
"1410021","TUBE DRAIN CATH 1   ",32.00,"12/20/2018"
"1410022","TUBE DRAIN CATH 2   ",51.00,"12/20/2018"
"1410023","TUBE DRAIN CATH 3   ",105.00,"12/20/2018"
"1410024","TUBE DRAIN CATH 4   ",187.50,"12/20/2018"
"1410026","TUBE DRAIN CATH 6   ",1500.00,"12/20/2018"
"1410047","PMKR SINGL RATE-RSL2",9924.96,"12/20/2018"
"1410066","PMKR DUAL RATE-RS L2",12455.64,"12/20/2018"
"1410067","PMKR DUAL RATE-RS L3",14644.56,"12/20/2018"
"1411434","IMPLANT OTHER LVL 4 ",2685.00,"12/20/2018"
"1413001","ADHESION BARRIER1   ",352.00,"12/20/2018"
"1413006","AICD SINGLE CHAMBER2",35040.00,"12/20/2018"
"1413038","CATH BAL DIL NONVAS1",1232.00,"12/20/2018"
"1413057","CATH SUPRPUBC-CYSTO1",528.00,"12/20/2018"
"1413067","CATH URETERAL 1     ",225.00,"12/20/2018"
"1413121","EAR TUBES DRAINAGE 1",83.01,"12/20/2018"
"1413124","EVENT RECRDR CARDIAC",13935.00,"12/20/2018"
"1413142","CATH BRACHY SEED AD2",9212.00,"12/20/2018"
"1413181","LEAD NEUROSTIMULAT 2",10245.00,"12/20/2018"
"1413183","LEAD PMKR NON-TRN L1",1757.00,"12/20/2018"
"1413211","PATIENT PROGR NEURO2",3570.00,"12/20/2018"
"1413213","PMKR DUAL RATE-RS L1",7995.00,"12/20/2018"
"1413234","REP DEV URNRY W/O SL",1189.20,"12/20/2018"
"1413258","STNT NONCOR TM W/O 1",398.00,"12/20/2018"
"1413265","TISSUE LOCALZ EXCISI",85.05,"12/20/2018"
"1413267","SYNTH IMP URIN2/1ML ",9212.00,"12/20/2018"
"1414001","ANCHOR/SCRW LEVEL 1 ",64.00,"12/20/2018"
"1414002","ANCHOR/SCRW LEVEL 2 ",152.00,"12/20/2018"
"1414003","ANCHOR/SCRW LEVEL 3 ",240.00,"12/20/2018"
"1414004","ANCHOR/SCRW LEVEL 4 ",370.00,"12/20/2018"
"1414005","ANCHOR/SCRW LEVEL 5 ",528.00,"12/20/2018"
"1414006","ANCHOR/SCRW LEVEL 6 ",749.00,"12/20/2018"
"1414007","ANCHOR/SCRW LEVEL 7 ",1055.00,"12/20/2018"
"1414008","ANCHOR/SCRW LEVEL 8 ",1407.00,"12/20/2018"
"1414009","ANCHOR/SCRW LEVEL 9 ",1587.00,"12/20/2018"
"1414010","ANCHOR/SCRW LEVEL 10",2142.00,"12/20/2018"
"1414011","ANCHOR/SCRW LEVEL 11",3095.00,"12/20/2018"
"1414012","ANCHOR/SCRW LEVEL 12",3968.00,"12/20/2018"
"1414013","ANCHOR/SCRW LEVEL 13",5250.00,"12/20/2018"
"1414014","ANCHOR/SCRW LEVEL 14",7500.00,"12/20/2018"
"1414015","ANCHOR/SCRW LEVEL 15",10500.00,"12/20/2018"
"1414175","CATH HEMODIAL LT 1  ",704.00,"12/20/2018"
"1414176","CATH HEMODIAL LT 2  ",2902.00,"12/20/2018"
"1414177","CATH HEMODIAL ST 1  ",238.00,"12/20/2018"
"1414178","CATH HEMODIAL ST 2  ",863.00,"12/20/2018"
"1414200","CATH INTRAVAS ULTRA1",2429.00,"12/20/2018"
"1414249","CATH THRMB/EMBOL 1  ",352.00,"12/20/2018"
"1414250","CATH THRMB/EMBOL 2  ",1232.00,"12/20/2018"
"1414252","CATH THRMB/EMBOL 4  ",5000.00,"12/20/2018"
"1414325","CATH-ANGIO LEVEL 1  ",176.00,"12/20/2018"
"1414326","CATH-ANGIO LEVEL 2  ",616.00,"12/20/2018"
"1414327","CATH-ANGIO LEVEL 3  ",1143.00,"12/20/2018"
"1414329","CATH-ANGIO LEVEL 5  ",1800.00,"12/20/2018"
"1414350","CATH-DRAINAG LEVEL 1",46.00,"12/20/2018"
"1414351","CATH-DRAINAG LEVEL 2",222.00,"12/20/2018"
"1414352","CATH-DRAINAG LEVEL 3",616.00,"12/20/2018"
"1414375","CATHETER GUIDING 1  ",176.00,"12/20/2018"
"1414376","CATHETER GUIDING 2  ",880.00,"12/20/2018"
"1414377","CATHETER GUIDING 3  ",4364.00,"12/20/2018"
"1414400","CATH-INFUS PERIF 1  ",46.00,"12/20/2018"
"1414402","CATH-INFUS PERIF 3  ",265.00,"12/20/2018"
"1414403","CATH-INFUS PERIF 4  ",556.00,"12/20/2018"
"1414425","CATH-RETRIEVAL 1    ",1759.00,"12/20/2018"
"1414450","CLOSURE DEVIC VASC 1",1000.00,"12/20/2018"
"1414478","CONN TISSUE HUMAN 4 ",7200.00,"12/20/2018"
"1414479","CONN TISSUE HUMAN 5 ",9600.00,"12/20/2018"
"1414480","CONN TISSUE HUMAN 6 ",12900.00,"12/20/2018"
"1414500","DRILL BIT/BLADE LVL1",46.00,"12/20/2018"
"1414501","DRILL BIT/BLADE LVL2",134.00,"12/20/2018"
"1414502","DRILL BIT/BLADE LVL3",265.00,"12/20/2018"
"1414503","DRILL BIT/BLADE LVL4",528.00,"12/20/2018"
"1414504","DRILL BIT/BLADE LVL5",880.00,"12/20/2018"
"1414505","DRILL BIT/BLADE LVL6",1232.00,"12/20/2018"
"1414506","DRILL BIT/BLADE LVL7",1583.00,"12/20/2018"
"1414507","DRILL BIT/BLADE LVL8",2047.00,"12/20/2018"
"1414575","GENRATR NEUROSTM 1  ",22450.00,"12/20/2018"
"1414576","GENRATR NEUROSTM 2  ",22900.00,"12/20/2018"
"1414604","GRAFT VASCULAR 5    ",10500.00,"12/20/2018"
"1414625","GUIDEWIRE LEVEL 1   ",79.00,"12/20/2018"
"1414626","GUIDEWIRE LEVEL 2   ",225.00,"12/20/2018"
"1414627","GUIDEWIRE LEVEL 3   ",450.00,"12/20/2018"
"1414628","GUIDEWIRE LEVEL 4   ",750.00,"12/20/2018"
"1414629","GUIDEWIRE LEVEL 5   ",1050.00,"12/20/2018"
"1414632","GUIDEWIRE LEVEL 8   ",1950.00,"12/20/2018"
"1414636","GUIDEWIRE LEVEL 12  ",3750.00,"12/20/2018"
"1414675","INT SHTH FIX NO-PL 1",450.00,"12/20/2018"
"1414700","JOINT DEVICE IMPLT 1",1759.00,"12/20/2018"
"1414701","JOINT DEVICE IMPLT 2",4500.00,"12/20/2018"
"1414702","JOINT DEVICE IMPLT 3",6750.00,"12/20/2018"
"1414703","JOINT DEVICE IMPLT 4",9750.00,"12/20/2018"
"1414704","JOINT DEVICE IMPLT 5",13500.00,"12/20/2018"
"1414705","JOINT DEVICE IMPLT 6",17250.00,"12/20/2018"
"1414725","LENS INTRAOCULR NT 1",440.00,"12/20/2018"
"1414750","MESH IMPLANTABLE 1  ",352.00,"12/20/2018"
"1414751","MESH IMPLANTABLE 2  ",1055.00,"12/20/2018"
"1414752","MESH IMPLANTABLE 3  ",1759.00,"12/20/2018"
"1414754","MESH IMPLANTABLE 5  ",2161.00,"12/20/2018"
"1414755","MESH IMPLANTABLE 6  ",3600.00,"12/20/2018"
"1414757","MESH IMPLANTABLE 8  ",5400.00,"12/20/2018"
"1414801","PEEL-AWAY SHEATH 2  ",352.00,"12/20/2018"
"1414826","PORT 2              ",1055.00,"12/20/2018"
"1414827","PORT 3              ",1746.00,"12/20/2018"
"1414900","REP DEV URINRY W/SL1",1407.00,"12/20/2018"
"1414901","REP DEV URINRY W/SL2",4307.00,"12/20/2018"
"1414924","SHEATH NON-LASR 1   ",352.00,"12/20/2018"
"1414925","SHEATH NON-LASR 2   ",1232.00,"12/20/2018"
"1414951","STNT COAT/COV W/DEL1",1662.00,"12/20/2018"
"1414952","STNT COAT/COV W/DEL2",7185.00,"12/20/2018"
"1414953","STNT COAT/COV W/DEL3",8035.00,"12/20/2018"
"1414970","STNT NO COCV W/DEL 1",1662.00,"12/20/2018"
"1414972","STNT NO COCV W/DEL 3",7500.00,"12/20/2018"
"1414985","STNT NON-COR TM DL 1",250.00,"12/20/2018"
"1417000","SUTURE LEVEL 1      ",18.00,"12/20/2018"
"1417001","SUTURE LEVEL 2      ",46.00,"12/20/2018"
"1417002","SUTURE LEVEL 3      ",124.00,"12/20/2018"
"1417003","SUTURE LEVEL 4      ",265.00,"12/20/2018"
"1417004","SUTURE LEVEL 5      ",1350.00,"12/20/2018"
"1417050","TISSUE NON-HUMAN 2  ",2381.00,"12/20/2018"
"1417051","TISSUE NON-HUMAN 3  ",4917.00,"12/20/2018"
"1417076","VENA CAVA FILTER 2  ",1672.00,"12/20/2018"
"1417085","STAPLER/RELOAD 1    ",88.00,"12/20/2018"
"1417086","STAPLER/RELOAD 2    ",265.00,"12/20/2018"
"1417087","STAPLER/RELOAD 3    ",616.00,"12/20/2018"
"1417088","STAPLER/RELOAD 4    ",1143.00,"12/20/2018"
"1417089","STAPLER/RELOAD 5    ",1759.00,"12/20/2018"
"1417119","NEEDLES 1           ",29.00,"12/20/2018"
"1417120","NEEDLES 2           ",159.00,"12/20/2018"
"1417124","ADHESION BARRIER2   ",785.00,"12/20/2018"
"1417125","LEAD NEUROSTIMULAT 1",840.00,"12/20/2018"
"1417226","LEAD NEUROSTIMULAT 3",10245.90,"12/20/2018"
"1510105","RT-RAD TX SIMU SIMP ",444.00,"12/20/2018"
"1510107","RT-RAD TX SIMU COMP ",800.00,"12/20/2018"
"1510108","RT-RAD TX SIMU 3D   ",5476.00,"12/20/2018"
"1510110","RT-RAD TX DOSE PLAN ",241.00,"12/20/2018"
"1510111","RT-DOSE PLAN IMRT   ",2863.00,"12/20/2018"
"1510119","RT-SPECIAL DOSIMETRY",197.00,"12/20/2018"
"1510122","RT-TREATMENT AIDS CO",482.00,"12/20/2018"
"1510123","RT-MEDPHYS CONSULT  ",287.00,"12/20/2018"
"1510135","RT-RAD TRTMNT COMPLX",540.00,"12/20/2018"
"1510139","RT-RAD TX PORT FILMS",120.00,"12/20/2018"
"1510192","RT-DESIGN MIC DEV   ",600.00,"12/20/2018"
"1510202","RT-IMRT SIMPLE      ",1143.00,"12/20/2018"
"1510203","RT-IMRT COMPLEX     ",1143.00,"12/20/2018"
"1522021","PROCEDURE MINOR     ",233.00,"12/20/2018"
"1522022","PROCEDURE INTERMEDIA",534.00,"12/20/2018"
"1522023","PROCEDURE MAJOR     ",999.00,"12/20/2018"
"1522030","BLOOD TRANSF 0 2 HRS",738.00,"12/20/2018"
"1522031","BLOOD TRANSF 2 4 HRS",877.00,"12/20/2018"
"1522032","BLOOD TRANSF 4 6 HRS",1016.00,"12/20/2018"
"1522033","BLOOD TRANSF 6 8 HRS",1154.00,"12/20/2018"
"1522034","BLOOD TRANSF 8 10 HR",1293.00,"12/20/2018"
"1522101","IV HYDRATION 1 HR   ",525.00,"12/20/2018"
"1522102","IV HYDRAT EA ADD HR ",105.00,"12/20/2018"
"1522111","IV THERAPY DX 1 HR  ",525.00,"12/20/2018"
"1522112","IV THERAPY EA AD HR ",105.00,"12/20/2018"
"1522113","IV THER AD SEQ 1 HR ",105.00,"12/20/2018"
"1522114","CONCURRENT IV THER  ",105.00,"12/20/2018"
"1522115","THERAPEUTIC IV PUSH ",126.00,"12/20/2018"
"1522116","THERA EA AD IV PUSH ",126.00,"12/20/2018"
"1522117","THERAPEUTIC DX SQ IM",126.00,"12/20/2018"
"1522118","THERAPEUTIC DX IA   ",154.00,"12/20/2018"
"1522131","IR-IRR PORT DRUG DEL",416.00,"12/20/2018"
"1522132","BLD COLLECT VAD     ",113.00,"12/20/2018"
"1522135","PHLEBOTOMY THERAPEUT",122.00,"12/20/2018"
"1522140","IMM ADM FLU VACCINE ",33.00,"12/20/2018"
"1522141","IMM ADM PNEU VACCINE",33.00,"12/20/2018"
"1522143","IMM ADM EA ADD VACC ",80.00,"12/20/2018"
"1523111","CHEMO IV INFU 1ST HR",532.00,"12/20/2018"
"1523112","CHEMO IV IN EA AD HR",184.00,"12/20/2018"
"1523113","CHEMO IV EA SEQ INF ",208.00,"12/20/2018"
"1523114","CHEMO IV PUSH       ",364.00,"12/20/2018"
"1523115","CHEMO EA AD IV PUSH ",280.00,"12/20/2018"
"1523119","CHEMO NON HORM IM SC",280.00,"12/20/2018"
"1523121","CHEMO IV PUMP GT 8HR",653.00,"12/20/2018"
"1523130","THER AD IVP SAME MED",126.00,"12/20/2018"
"1523131","BLD DRAW CENTRAL LN ",113.00,"12/20/2018"
"1580001","EXAM SURG SPECMN DR ",519.00,"12/20/2018"
"1581008","DEXA AXIAL          ",266.00,"12/20/2018"
"1581010","BR-DIG MAMMO SCRN BI",434.00,"12/20/2018"
"1581011","BR-DIG MAMMO BILAT  ",472.00,"12/20/2018"
"1581012","BR-DIG MAMMO UNILAT ",384.00,"12/20/2018"
"1581023","BR-DIG MAMMO SCRN UN",601.00,"12/20/2018"
"1581028","BR-PLC LOC DVCE 1ST ",2479.00,"12/20/2018"
"1581031","BR-BRST BX LOC CLP 1",4156.00,"12/20/2018"
"1590051","PET-BRAIN ALZHEIMERS",4216.00,"12/20/2018"
"1590058","PET-IMG /CT SKL-THI ",7671.00,"12/20/2018"
"1590059","PET-IMG/CT FULL BODY",7671.00,"12/20/2018"
"1610002","HE-MANDIBLE LTD DR  ",197.00,"12/20/2018"
"1610003","HE-MANDIBLE 4VPLS DR",300.00,"12/20/2018"
"1610005","HE-MASTOID 3VPLUS DR",338.00,"12/20/2018"
"1610007","HE-FACIAL BNS LTD DR",288.00,"12/20/2018"
"1610008","HE-FACIAL BNES 3V DR",362.00,"12/20/2018"
