"Type","Name","Per Day Charges"
"Pharmacy","piperacillin-tazobactam 2 gm-0.25 gm Pow inj (addv)","35.71"
"Pharmacy","piperacillin-tazobactam 2 gm-0.25 gm Powder Inj (vial)","38.85"
"Pharmacy","piperacillin-tazobactam 2 gm-0.25 gm/50 mL Solution IV (frozen)","3.5"
"Pharmacy","piperacillin-tazobactam 3 gm-0.375 gm Pow inj (addv)","50.13"
"Pharmacy","piperacillin-tazobactam 3 gm-0.375 gm Powder Inj (vial)","76.14"
"Pharmacy","piperacillin-tazobactam 3 gm-0.375 gm/50 mL Solution IV (frozen)","3.5"
"Pharmacy","piperacillin-tazobactam 36 g-4.5 g Powder Inj (Vial)","616.42"
"Pharmacy","piperacillin-tazobactam 4 gm-0.5 gm Pow inj (addv)","64.55"
"Pharmacy","piperacillin-tazobactam 4 gm-0.5 gm Powder Inj (vial)","81.85"
"Pharmacy","piperacillin-tazobactam 4 gm-0.5 gm/100 mL Solution IV (frozen)","3.5"
"Pharmacy","piperonyl butoxide-pyrethrins 4%-0.33% Topical Shampoo (118mL Bulk)","3.5"
"Pharmacy","pirfenidone 267 mg Tab","132.5"
"Pharmacy","piroxicam 10 mg Cap","9.12"
"Pharmacy","piroxicam 20 mg Cap","4.5"
"Pharmacy","pitavastatin 1 mg Tab","38.68"
"Pharmacy","pitavastatin 2 mg Tab","38.68"
"Pharmacy","pitavastatin 4 mg Tab","38.68"
"Pharmacy","pneumococcal 13-valent conjugate vaccine -Inj Sus UD","1410.94"
"Pharmacy","pneumococcal 23-polyvalent vaccine -  Inj Sol 0.5mL","793.92"
"Pharmacy","pneumococcal 23-valent vaccine Inj Sol","793.92"
"Pharmacy","polycarbophil 500 mg Tab-Chew","3.5"
"Pharmacy","polycarbophil 625 mg Tab","3.5"
"Pharmacy","polyethylene glycol 3350 - Pow (119 gm)","3.5"
"Pharmacy","polyethylene glycol 3350 - Pow (238gm)","3.5"
"Pharmacy","polyethylene glycol 3350 Oral Pwdr-Reconstit {17gm} (1EA UD)","6.54"
"Pharmacy","polyethylene glycol 3350 with electrolytes - Oral Powder (4000mL Bulk)","3.5"
"Pharmacy","polymyxin B sulfate 500,000 units Inj","47.25"
"Pharmacy","polymyxin B-trimethoprim 10,000 units-1 mg/mL Ophthalmic Solution (10mL Bulk)","4.57"
"Pharmacy","posaconazole 100 mg Tab DR","249.21"
"Pharmacy","posaconazole 40 mg/mL Oral Susp (Extemp)","51.95"
"Pharmacy","potassium acetate 2 mEq/mL IV Sol (20mL Vila)","3.5"
"Pharmacy","potassium acid phosphate 500 mg Tab","3.5"
"Pharmacy","potassium bicarbonate 25 mEq Tab Eff","3.5"
"Pharmacy","potassium bicarbonate-potassium chloride 25 mEq Tab Eff (1EA UD)","5"
"Pharmacy","potassium chloride 10 mEq Cap","18.51"
"Pharmacy","potassium chloride 10 mEq ER Tab","3.5"
"Pharmacy","potassium chloride 10 mEq/100 mL IV Sol","3.5"
"Pharmacy","potassium chloride 10 mEq/50 mL IV Sol","3.5"
"Pharmacy","potassium chloride 2 mEq/mL IV Sol (10mL Vial)","3.5"
"Pharmacy","potassium chloride 2 mEq/mL IV Sol (20mL Vial)","3.5"
"Pharmacy","potassium chloride 2 mEq/mL IV Sol (5mL Vial)","3.5"
"Pharmacy","potassium chloride 20 mEq ER Tab","3.5"
"Pharmacy","potassium chloride 20 mEq/100 mL IV Sol","3.5"
"Pharmacy","potassium chloride 20 mEq/15 mL Oral Liquid (15mL UD)","4.34"
"Pharmacy","potassium chloride 20 mEq/1packet Oral Powder (1EA UD)","37.59"
"Pharmacy","potassium chloride 20 mEq/50 mL IV Sol","3.5"
"Pharmacy","potassium chloride 25mEq/1packet Oral Powder (1EA UD)","24.22"
"Pharmacy","potassium chloride 40 mEq/100 mL IV Sol","3.5"
"Pharmacy","potassium chloride 40 mEq/30 mL Oral Liquid (30mL UD Liq)","3.5"
"Pharmacy","potassium chloride 40mEq/15mL Oral Liquid (15mL UD Liq)","3.5"
"Pharmacy","potassium chloride 8 mEq ER Cap","3.5"
"Pharmacy","potassium chloride 8 mEq ER Tab","3.5"
"Pharmacy","potassium chloride-sodium chloride 15 mg-457 mg Tab","3.5"
"Pharmacy","potassium citrate 10 mEq ER Tab","9.65"
"Pharmacy","potassium citrate 15 mEq ER Tab","9.32"
"Pharmacy","potassium citrate 5 mEq ER Tab","6.89"
"Pharmacy","potassium gluconate 595 mg Tab","3.5"
"Pharmacy","potassium iodide 1 g/mL Oral Solution (30mL Bulk)","3.5"
"Pharmacy","potassium phosphate 3 mmol/mL IV Sol (15mL Vial)","3.91"
"Pharmacy","potassium phosphate 3 mmol/mL IV Sol (5mL Vial)","12.44"
"Pharmacy","potassium phosphate-sodium phosphate 250 mg-45 mg-298 mg Tab","3.5"
"Pharmacy","potassium phosphate-sodium phosphate 250-280-160mg Oral Powder (1EA UD)","3.5"
"Pharmacy","potassium phosphate-sodium phosphate 305 mg-700 mg Tab","3.5"
"Pharmacy","povidone iodine 10% Topical Oin (28.35gm Bulk)","3.5"
"Pharmacy","pramipexole 0.125 mg Tab","10.32"
"Pharmacy","pramipexole 0.25 mg Tab","3.5"
"Pharmacy","pramipexole 0.375 mg Tab ER","56.48"
"Pharmacy","pramipexole 0.5 mg Tab","10.32"
"Pharmacy","pramipexole 0.75 mg Tab ER","56.48"
"Pharmacy","pramipexole 1 mg Tab","10.32"
"Pharmacy","pramipexole 1.5 mg Tab","11.7"
"Pharmacy","pramipexole 1.5 mg Tab ER","62.27"
"Pharmacy","pramoxine  1% Topical  Lotion (240mL Bulk)","3.5"
"Pharmacy","pramoxine 1% topical Cream (30gm Bulk)","3.5"
"Pharmacy","pramoxine 1% Topical Lotion (222mL Bulk)","3.5"
"Pharmacy","pramoxine 1% Topical Rectal Foam (15gm Bulk)","12.23"
"Pharmacy","pramoxine-zinc oxide 1%-12.5% Topical Ointment (28.3gm Bulk)","3.5"
"Pharmacy","prasugrel 10 mg Tab","57.73"
"Pharmacy","prasugrel 5 mg Tab","57.73"
"Pharmacy","pravastatin 10 mg Tab","10.13"
"Pharmacy","pravastatin 20 mg Tab","11.43"
"Pharmacy","pravastatin 40 mg Tab","16.7"
"Pharmacy","pravastatin 80 mg Tab","16.78"
"Pharmacy","praziquantel 600 mg Tab","313.87"
"Pharmacy","prazosin 1 mg Cap","6.34"
"Pharmacy","prazosin 2 mg Cap","8.83"
"Pharmacy","prazosin 5 mg Cap","15.08"
"Pharmacy","prednisoLONE 15 mg/5 mL Oral Syrup (5mL UD)","3.5"
"Pharmacy","prednisoLONE 5 mg Tab","59.03"
"Pharmacy","prednisoLONE acetate 0.12% Ophthalmic Suspension (5mL Bulk)","116.5"
"Pharmacy","prednisoLONE acetate 1% Ophthalmic Suspension (10mL Bulk)","38.69"
"Pharmacy","prednisoLONE acetate 1% Ophthalmic Suspension (1mL Bulk)","116.51"
"Pharmacy","prednisoLONE acetate 1% Ophthalmic Suspension (5mL Bulk)","11.03"
"Pharmacy","prednisoLONE opth sod phos 1% Sol (10ml Bulk)","20.31"
"Pharmacy","prednisoLONE sodium phosphate 15mg/5mL Oral Liquid (Extemp)","3.5"
"Pharmacy","prednisoLONE-sodium sulfacetamide 0.2%-10% Ophthalmic Suspension (5mL Bulk)","116.5"
"Pharmacy","prednisoLONE-sulfacetamide sodium 0.2%-10% Opth Oint (3.5gm Bulk)","166.43"
"Pharmacy","prednisoLONE-sulfacetamide sodium 0.25% -10% Opth Sol (10mL Bulk)","8.75"
"Pharmacy","prednisoLONE-sulfacetamide sodium 0.25% -10% Opth Sol (5mL Bulk)","13.13"
"Pharmacy","predniSONE 1 mg Tab","3.5"
"Pharmacy","predniSONE 10 mg Tab","3.5"
"Pharmacy","predniSONE 2.5 mg Tab","3.5"
"Pharmacy","predniSONE 20 mg Tab","3.5"
"Pharmacy","predniSONE 5 mg Tab","3.5"
"Pharmacy","predniSONE 5 mg/5 mL Sol (5 ml UD)","3.5"
"Pharmacy","predniSONE 5 mg/mL Oral Sol (1 mL UD)","18.2"
"Pharmacy","predniSONE 50 mg Tab","3.5"
"Pharmacy","pregabalin 100 mg oral capsule","31.5"
"Pharmacy","pregabalin 150 mg oral capsule","31.5"
"Pharmacy","pregabalin 200 mg oral capsule","28.63"
"Pharmacy","pregabalin 25 mg oral capsule","28.63"
"Pharmacy","pregabalin 300 mg oral capsule","28.63"
"Pharmacy","pregabalin 50 mg oral capsule","31.5"
"Pharmacy","pregabalin 75 mg oral capsule","31.5"
"Pharmacy","primaquine 15 mg Tab","6.3"
"Pharmacy","primidone 250 mg Tab","3.5"
"Pharmacy","primidone 50 mg Tab","3.5"
"Pharmacy","probenecid 500 mg Tab","4.01"
"Pharmacy","procainamide 100mg/mL Solution IV (10mL MDV)","36.28"
"Pharmacy","procainamide 500 mg/mL Inj Sol","150.53"
"Pharmacy","prochlorperazine 10 mg Tab","3.5"
"Pharmacy","prochlorperazine 25 mg Supp","42.9"
"Pharmacy","prochlorperazine 5 mg Tab","3.5"
"Pharmacy","prochlorperazine 5 mg/mL Inj Sol 2 mL","38.85"
"Pharmacy","progesterone 100 mg Cap","7.35"
"Pharmacy","progesterone 200 mg Cap","34.38"
"Pharmacy","promethazine 12.5 mg Sup","61.97"
"Pharmacy","promethazine 12.5 mg Tab","3.5"
"Pharmacy","promethazine 25 mg Supp","61.97"
"Pharmacy","promethazine 25 mg Tab","3.5"
"Pharmacy","promethazine 25 mg/mL Inj Sol","4.95"
"Pharmacy","promethazine 50 mg/mL Inj Sol","7.77"
"Pharmacy","promethazine 6.25 mg/5 mL Oral Syrup (5mL UD)","3.5"
"Pharmacy","propafenone 150 mg Tab","3.5"
"Pharmacy","propafenone 225 mg ERCap","27.62"
"Pharmacy","propafenone 225 mg Tab","8.15"
"Pharmacy","propafenone 325 mg Oral ER Cap","35"
"Pharmacy","propafenone 425 mg Oral ER Cap","35"
"Pharmacy","propofol 10 mg/mL Emulsion (20mL Bulk)","3.5"
"Pharmacy","propranolol  LA 80 mg Cap","8.43"
"Pharmacy","propranolol 10 mg Tab","3.5"
"Pharmacy","propranolol 20 mg Tab","3.5"
"Pharmacy","propranolol 20mg/5mL Oral Soln (5mL UD Liq)","3.5"
"Pharmacy","propranolol 40 mg Tab","3.5"
"Pharmacy","propranolol 80 mg Tab","3.5"
"Pharmacy","propranolol LA  60 mg Cap","7.69"
"Pharmacy","propranolol LA 120 mg Cap","10.44"
"Pharmacy","propranolol LA 160 mg Cap","13.67"
"Pharmacy","propylthiouracil 50 mg Tab","3.5"
"Pharmacy","protamine 10 mg/mL Inj Sol 25 mL","6.19"
"Pharmacy","protamine 10 mg/mL Inj Sol 5 mL","10.32"
"Pharmacy","protriptyline 5 mg Tab","14.29"
"Pharmacy","pseudoephedrine 120 mg ER Tab","3.5"
"Pharmacy","pseudoephedrine 30 mg Tab","3.5"
"Pharmacy","pseudoephedrine 30 mg/5 mL Oral Liquid (Extemp)","3.5"
"Pharmacy","pseudoephedrine 60 mg Tab","3.5"
"Pharmacy","psyllium 3.4gm in 12.2gm Packet Powder-Pkt (1EA UD)","3.5"
"Pharmacy","psyllium 3.4gm in 5.8gm Packet Powder-Pkt (1EA UD)","3.5"
"Pharmacy","psyllium 3.5 g/3.7 g Packet Powder-Recon (1 Ea UD)","3.5"
"Pharmacy","psyllium 500 mg Cap","3.5"
"Pharmacy","psyllium 520 mg Cap","3.5"
"Pharmacy","psyllium cap","3.5"
"Pharmacy","pyrazinamide 500 mg Tab","22.73"
"Pharmacy","pyridostigmine 180 mg ER Tab","86.91"
"Pharmacy","pyridostigmine 60 mg Tab","4.46"
"Pharmacy","pyridostigmine 60 mg/5 mL Oral Syrup (5mL UD Liq)","9.62"
"Pharmacy","pyridoxine 100 mg Tab","3.5"
"Pharmacy","pyridoxine 100 mg/mL Inj Sol","63.84"
"Pharmacy","pyridoxine 25 mg Tab","3.5"
"Pharmacy","pyridoxine 50 mg Tab","3.5"
"Pharmacy","pyrimethamine 25 mg Tab","3150"
"Pharmacy","QUEtiapine 100 mg Tab","3.5"
"Pharmacy","QUEtiapine 150 mg ER Tab","55.74"
"Pharmacy","QUEtiapine 200 mg ER Tab","3.71"
"Pharmacy","QUEtiapine 200 mg Tab","42.61"
"Pharmacy","QUEtiapine 25 mg Tab","3.5"
"Pharmacy","QUEtiapine 300 mg ER Tab","4.27"
"Pharmacy","QUEtiapine 300 mg Tab","59.72"
"Pharmacy","QUEtiapine 400 mg ER Tab","94.53"
"Pharmacy","QUEtiapine 400 mg Tab","69.1"
"Pharmacy","QUEtiapine 50 mg ER Tab","3.5"
"Pharmacy","QUEtiapine 50 mg Tab","22.99"
"Pharmacy","quinapril 10 mg Tab","4.28"
"Pharmacy","quinapril 20 mg Tab","4.28"
"Pharmacy","quinapril 5 mg Tab","4.28"
"Pharmacy","quiNIDine 200 mg Tab","3.5"
"Pharmacy","quiNIDine 300 mg Tab","3.5"
"Pharmacy","quiNIDine 324 mg ER Tab","31.72"
"Pharmacy","quiNINE 324 mg oral capsule","25.64"
"Pharmacy","RABEprazole 20 mg Tab-EC","40.11"
"Pharmacy","racepinephrine 2.25% Solution (0.5mL UD)","6.56"
"Pharmacy","raloxifene 60 mg Tab","24.95"
"Pharmacy","raltegravir 100 mg Tab-chew","25.16"
"Pharmacy","raltegravir 400 mg Tab","104.04"
"Pharmacy","ramelteon 8 mg Tab","52.88"
"Pharmacy","ramipril 1.25 mg Cap","5.36"
"Pharmacy","ramipril 10 mg Cap","7.76"
"Pharmacy","ramipril 2.5 mg Cap","6.32"
"Pharmacy","ramipril 5 mg Cap","3.5"
"Pharmacy","ranitidine 150 mg Tab","3.5"
"Pharmacy","ranitidine 150mg/10mL Oral Syrup (10mL UD Liq)","3.5"
"Pharmacy","ranitidine 25 mg/mL Inj Sol 2mL","27.07"
"Pharmacy","ranitidine 75 mg Tab","3.5"
"Pharmacy","ranolazine 1000 mg oral ER Tab","28.23"
"Pharmacy","ranolazine 500 mg oral ER Tab","17.19"
"Pharmacy","rasagiline 0.5 mg oral tablet","87.44"
"Pharmacy","rasagiline 1 mg oral tablet","87.44"
"Pharmacy","renal caps","3.5"
"Pharmacy","repaglinide 0.5 mg Tab","12.81"
"Pharmacy","repaglinide 1 mg Tab","12.81"
"Pharmacy","repaglinide 2 mg Tab","12.81"
"Pharmacy","ribavirin 200 mg Cap","34.72"
"Pharmacy","riboflavin 100 mg Tab","3.5"
"Pharmacy","rifabutin 150 mg Cap","61.4"
"Pharmacy","rifAMPIN 150 mg Cap","5.1"
"Pharmacy","rifAMPIN 300 mg Cap","4.77"
"Pharmacy","rifAMPIN 600 mg IV Inj","642.6"
"Pharmacy","rifAXIMIN 200 mg Tab","80.61"
"Pharmacy","rifAXIMIN 550 mg Tab","153.65"
"Pharmacy","rilpivirine 25 mg Tab","132.76"
"Pharmacy","riluzole 50 mg Tab","129.29"
"Pharmacy","rimabotulinumtoxinB 5000 units/mL Inj Soln.","2440.2"
"Pharmacy","rimantadine 100 mg Tab","11.37"
"Pharmacy","risedronate 150 mg Tab","816.87"
"Pharmacy","risedronate 35 mg Tab","216.83"
"Pharmacy","risedronate 35 mg Tab DR","183.07"
"Pharmacy","risedronate 5 mg Tab","30.99"
"Pharmacy","risperiDONE 0.25 mg Tab","13.63"
"Pharmacy","risperiDONE 0.5 mg Tab","13.76"
"Pharmacy","risperiDONE 0.5 mg Tab Dis","17.21"
"Pharmacy","risperiDONE 1 mg Tab","15.89"
"Pharmacy","risperiDONE 1 mg/mL Oral Solution","17.78"
"Pharmacy","risperiDONE 2 mg Tab","26.56"
"Pharmacy","risperiDONE 2 mg Tab Dis","31.31"
"Pharmacy","risperiDONE 4 mg Tab","42"
"Pharmacy","ritonavir 100 mg  packet Oral Powder-Recon (1 EA UD)","36"
"Pharmacy","ritonavir 100 mg Cap","31.58"
"Pharmacy","ritonavir 100 mg Tab","32.4"
"Pharmacy","rivaroxaban 10 mg tab","58.67"
"Pharmacy","rivaroxaban 15 mg Tab","58.67"
"Pharmacy","rivaroxaban 20 mg Tab","58.67"
"Pharmacy","rivastigmine 1.5 mg Cap","14.85"
"Pharmacy","rivastigmine 13.3 mg/24 hr TD film, ER","56.71"
"Pharmacy","rivastigmine 3 mg Cap","14.12"
"Pharmacy","rivastigmine 4.5 mg Cap","14.77"
"Pharmacy","rivastigmine 4.6 mg/24 hr TD film, ER","56.71"
"Pharmacy","rivastigmine 6 mg Cap","14.77"
"Pharmacy","rivastigmine 9.5 mg/24 hr TD film, ER","56.71"
"Pharmacy","rizatriptan 10 mg Dis Tab","127.3"
"Pharmacy","rizatriptan 10 mg Tab","116.38"
"Pharmacy","rizatriptan 5 mg Tab","116.38"
"Pharmacy","rizatriptan 5 mg Tab-Dis","127.3"
"Pharmacy","roflumilast 500 mcg Tab","49.09"
"Pharmacy","rOPINIRole 0.25 mg Tab","8.77"
"Pharmacy","rOPINIRole 0.5 mg Tab","8.77"
"Pharmacy","rOPINIRole 1 mg Tab","8.75"
"Pharmacy","rOPINIRole 12 mg Tab XL","47.89"
"Pharmacy","rOPINIRole 2 mg Tab","8.77"
"Pharmacy","rOPINIRole 2 mg Tab XL","9.57"
"Pharmacy","rOPINIRole 3 mg Tab","3.5"
"Pharmacy","rOPINIRole 4 mg Tab","3.5"
"Pharmacy","rOPINIRole 4 mg Tab XL","19.15"
"Pharmacy","rOPINIRole 5 mg Tab","9.1"
"Pharmacy","rOPINIRole 6 mg Tab XL","28.72"
"Pharmacy","rOPINIRole 8 mg Tab XL","28.72"
"Pharmacy","ropivacaine 0.2% Sol","3.5"
"Pharmacy","rosiglitazone 4 mg Tab","21.57"
"Pharmacy","rosuvastatin 10 mg Tab","31.27"
"Pharmacy","rosuvastatin 20 mg Tab","5.05"
"Pharmacy","rosuvastatin 40 mg Tab","31.31"
"Pharmacy","rosuvastatin 5 mg Tab","5.06"
"Pharmacy","rotigotine 1 mg/24 hr Film ER","90.53"
"Pharmacy","rotigotine 2 mg/24 hr Film ER","90.53"
"Pharmacy","rotigotine 3 mg/24 hr Film ER","90.53"
"Pharmacy","rotigotine 4 mg/24 hr Film ER","90.53"
"Pharmacy","rotigotine 6 mg/24 hr Film ER","90.53"
"Pharmacy","rotigotine 8 mg/24 hr Film ER","90.53"
"Pharmacy","rufinamide 200 mg Tab","45.92"
"Pharmacy","rufinamide 400 mg Tab","91.84"
"Pharmacy","saccharomyces boulardii lyo 250 mg oral capsule","3.5"
"Pharmacy","saccharomyces boulardii lyo 250mg/1packet Oral Powder (1EA UD)","3.5"
"Pharmacy","sacubitril-valsartan 24 mg-26 mg Tab","30.08"
"Pharmacy","sacubitril-valsartan 49 mg-51 mg Tab","29.48"
"Pharmacy","sacubitril-valsartan 97 mg-103 mg Tab","30.08"
"Pharmacy","salicylic acid 17% Topical Liquid (9.3mL Bulk)","3.5"
"Pharmacy","salicylic acid 3% Topical Shampoo (120mL Bulk)","3.5"
"Pharmacy","salicylic acid 3% Topical Shampoo (133mL Bulk)","3.5"
"Pharmacy","saliva substitute Oral Spray *Mouth Kote* (60mL Bulk)","3.5"
"Pharmacy","saliva substitutes - Loz","3.5"
"Pharmacy","saliva substitutes Oral Spray 'Oasis' (30mL Bulk)","3.5"
"Pharmacy","salmeterol 50 mcg Inh Pwdr","33.32"
"Pharmacy","salsalate 500 mg Tab","5.98"
"Pharmacy","salsalate 750 mg Tab","9"
"Pharmacy","saw palmetto 160 mg Cap","3.5"
"Pharmacy","saxagliptin 2.5 mg Tab","51.96"
"Pharmacy","saxagliptin 5 mg Tab","51.96"
"Pharmacy","scopolamine 1.5 mg Transderm ER Film","74.9"
"Pharmacy","scopolamine ophthalmic 0.25% Sol","25.49"
"Pharmacy","selegiline 5 mg Cap","8.06"
"Pharmacy","selegiline 5 mg Tab","10.37"
"Pharmacy","selegiline 6 mg/24 hr TD film","209.39"
"Pharmacy","selenium 100 mcg Tab","3.5"
"Pharmacy","selenium 200 mcg Tab","3.5"
"Pharmacy","selenium 40 mcg/mL IV Sol (10mL Vial)","7.76"
"Pharmacy","selenium 50 mcg Tab","3.5"
"Pharmacy","selenium sulfide 1% Topical Shampoo (207mL Bulk)","3.5"
"Pharmacy","selenium sulfide 1% Topical Shampoo (210mL Bulk)","20.44"
"Pharmacy","selenium sulfide 2.5% Topical Lotion (118mL Bulk)","3.5"
"Pharmacy","senna 8.6 mg Tab","3.5"
"Pharmacy","senna 8.8 mg/5 mL Oral Syrup (5mL UD Liq)","3.5"
"Pharmacy","senna leaf extract 528mg/15mL Oral Syrup (15mL UD Liq)","3.5"
"Pharmacy","sertraline 100 mg Tab","9.95"
"Pharmacy","sertraline 20 mg/mL Oral Concentrate (Extemp)","3.91"
"Pharmacy","sertraline 25 mg Tab","9.98"
"Pharmacy","sertraline 50 mg Tab","3.5"
"Pharmacy","sevelamer carbonate 0.8gm/1packet Oral Powder (1EA UD)","64"
"Pharmacy","sevelamer carbonate 2.4gm/1packet Oral Powder (1EA UD)","39.71"
"Pharmacy","sevelamer carbonate 800 mg Tab","13.24"
"Pharmacy","sevelamer HCl 400 mg Tab","13.82"
"Pharmacy","sevelamer HCl 800 mg Tab","29.64"
"Pharmacy","sildenafil 100 mg Tab","232.62"
"Pharmacy","sildenafil 20 mg Tab","70.01"
"Pharmacy","sildenafil 25 mg Tab","232.62"
"Pharmacy","sildenafil 50 mg Tab","232.62"
"Pharmacy","silodosin 4 mg Cap","35"
"Pharmacy","silodosin 8 mg Cap","34.9"
"Pharmacy","silver nitrate Top Stick (1EA UD)","3.5"
"Pharmacy","silver sulfADIAZINE 1% Topical Cream (20gm Bulk)","3.5"
"Pharmacy","silver sulfADIAZINE 1% Topical Cream (25gm Bulk)","3.5"
"Pharmacy","silver sulfADIAZINE 1% Topical Cream (400gm Bulk)","3.5"
"Pharmacy","silver sulfADIAZINE 1% Topical Cream (50gm Bulk)","3.5"
"Pharmacy","silver topical - Gel (45mL Bulk)","3.5"
"Pharmacy","simethicone 125 mg Cap","3.5"
"Pharmacy","simethicone 125 mg Chew Tab","3.5"
"Pharmacy","simethicone 40 mg/0.6 mL Liquid","3.5"
"Pharmacy","simethicone 80 mg Chew Tab","3.5"
"Pharmacy","simvastatin 10 mg Tab","3.5"
"Pharmacy","simvastatin 20 mg Tab","3.53"
"Pharmacy","simvastatin 40 mg Tab","17.21"
"Pharmacy","simvastatin 5 mg Tab","3.5"
"Pharmacy","simvastatin 80 mg Tab","16.88"
"Pharmacy","sirolimus 0.5 mg Tab","29.66"
"Pharmacy","sirolimus 1 mg Tab","59.32"
"Pharmacy","sirolimus 1mg/mL Oral Soln (Extemp)","116.96"
"Pharmacy","sitaGLIPtin 100 mg Tab","60.14"
"Pharmacy","sitaGLIPtin 25 mg tablet","60.14"
"Pharmacy","sitaGLIPtin 50 mg tablet","60.14"
"Pharmacy","SMOG Enema (Bulk)","46.68"
"Pharmacy","sodium acetate 2 mEq/mL IV Sol","3.5"
"Pharmacy","sodium bicarbonate 325 mg Tab","3.5"
"Pharmacy","sodium bicarbonate 4% Inhalation Sol","5.42"
"Pharmacy","sodium bicarbonate 4.2% Sol 10mL","4.35"
"Pharmacy","sodium bicarbonate 4.2% Sol 5mL","3.5"
"Pharmacy","sodium bicarbonate 650 mg Tab","3.5"
"Pharmacy","sodium bicarbonate 8.4% (50 mEq/50 mL) IV Sol 50 mL","3.5"
"Pharmacy","sodium biphosphate-sodium phosphate 19 g-7 g Rectal Enema 133 mL","3.5"
"Pharmacy","sodium biphosphate-sodium phosphate 3.5 g-9.5 g Ene","3.5"
"Pharmacy","Sodium Chloride 0.45% + 20mEq KCL","3.5"
"Pharmacy","Sodium Chloride 0.45% IV Sol 1000mL","3.5"
"Pharmacy","Sodium Chloride 0.45% IV Sol IVPB 250mL","3.5"
"Pharmacy","Sodium Chloride 0.45% IV Sol LVP 500mL CONT","3.5"
"Pharmacy","sodium chloride 0.45% Solution IV (100mL IVPB)","3.5"
"Pharmacy","sodium chloride 0.65% Nasal Gel (14.1gm Bulk)","3.5"
"Pharmacy","sodium chloride 0.65% Nasal Gel (22gm Bulk)","3.5"
"Pharmacy","sodium chloride 0.65% Nasal Spray (30mL Bulk)","3.5"
"Pharmacy","sodium chloride 0.65% Nasal Spray (45mL Bulk)","3.5"
"Pharmacy","Sodium Chloride 0.9% + 20mEq KCL","3.5"
"Pharmacy","Sodium Chloride 0.9% + 40mEq KCL","3.5"
"Pharmacy","Sodium Chloride 0.9% Inhalation Sol (15mL UD)","3.5"
"Pharmacy","Sodium Chloride 0.9% Inhalation Sol (3mL UD)","3.5"
"Pharmacy","Sodium Chloride 0.9% Irrigation Sol 1000mL","3.5"
"Pharmacy","Sodium Chloride 0.9% Irrigation Sol 250mL","3.5"
"Pharmacy","Sodium Chloride 0.9% Irrigation Sol 500mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol ADDV 100mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol ADDV 250mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol ADDV 50mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol Flush (10mL) - PF","3.5"
"Pharmacy","sodium chloride 0.9% IV Sol Flush 2.5mL","4.93"
"Pharmacy","sodium chloride 0.9% IV Sol Flush 3mL","3.5"
"Pharmacy","sodium chloride 0.9% IV Sol Flush 5mL - PF","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol IVPB (50mL SDPF Vial)","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol IVPB 100mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol IVPB 150mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol IVPB 250mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol IVPB 25mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol IVPB 50mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol LVP 1000mL BOLUS","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol LVP 500mL BOLUS","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol MB+ 100mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol MB+ 50mL","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol Recon 10mL bacteriostatic","3.5"
"Pharmacy","Sodium Chloride 0.9% IV Sol Recon 30mL bacteriostatic","3.5"
"Pharmacy","sodium chloride 0.9% Sol Inj - Diluent (20mL)PF","3.5"
"Pharmacy","sodium chloride 0.9% Sterile Field  IV Sol 10mL","3.5"
"Pharmacy","Sodium Chloride 1 gm Tab","3.5"
"Pharmacy","sodium chloride 2% Ophthalmic Solution (15mL Bulk)","4.25"
"Pharmacy","Sodium chloride 23.4% concentrated  IV Sol 30 mL","3.5"
"Pharmacy","sodium chloride 23.4% Sol 100 mL","3.5"
"Pharmacy","Sodium Chloride 3% Inhalation Sol (15mL)","3.5"
"Pharmacy","Sodium Chloride 3% IV Sol LVP 500mL","3.5"
"Pharmacy","sodium chloride 3% Nasal Spray (44mL Bulk)","21.56"
"Pharmacy","sodium chloride 5% Ophthalmic Ointment (3.5gm Bulk)","19.18"
"Pharmacy","sodium chloride 5% Ophthalmic Solution (15ml Bulk)","3.5"
"Pharmacy","sodium chloride 6% Inhalation Sol (4mL)","3.5"
"Pharmacy","Sodium Chloride 7% Inhalation Sol","3.5"
"Pharmacy","sodium ferric gluconate complex 12.5 mg/mL IV Sol","26.71"
"Pharmacy","sodium hyaluronate 10 mg/mL IA Sol 2mL","399"
"Pharmacy","sodium hypochlorite 0.0125% Topical Solution (473mL Bulk)","3.5"
"Pharmacy","sodium hypochlorite 0.125% Topical Solution (473mL Bulk)","3.5"
