Procedure Master #,Procedure Name,Revenue ID,2019 Inova Other,2019 Inova-IFMC,,,
H2790874,HC GW SAMURAI J-TIP 190CM,278,285,,,,
H2790875,HC GW SAMURAI J-TIP 300CM,278,181,,,,
H2790876,HC STENT GRAFT ENDURANT II LIMB 16X13X82MM,278,"11,834.00",,,,
H2790877,HC STENT GRAFT VIABAHN 9MMX7.5CM,278,"8,524.00",,,,
H2790878,HC SHEATH DRYSEAL 12F 45CM,278,"1,498.00",,,,
H2790879,HC GW AMPLATZ EXTRA-STIFF .025 180CM CRVD,278,186,,,,
H2790880,HC CATH GUIDE CONVEY 5FR TIG4,278,101,,,,
H2790881,HC CATH GUIDE CONVEY 5FR CLS4,278,101,,,,
H2790882,HC INTRO SUPER ARROW-FLEX 10FX65CM,278,290,,,,
H2790883,HC CATH EP DX SUPREME 4FX120CM 2-5-2MM CRD,278,493,,,,
H2790884,HC OCCLUDER AMPLATZER MUSC VSD 4MM,278,"20,718.00",,,,
H2790885,HC CATH GUIDE ECHELON 14 MICRO 1.9F 45D,278,"1,739.00",,,,
H2790886,HC CATH GUIDE CXI 2.3FX150CM STR TIP,278,153,,,,
H2790887,HC COIL EMBO INTERLOCK-18 STD 2D 3MMX12CM,278,895,,,,
H2790888,HC CATH EMBOLECT FOGARTY THRU-LUMEN 6FX80CM,278,234,,,,
H2790889,HC STENT NEUROFORM ATLAS 3X21MM,278,"16,704.00",,,,
H2790890,HC GW GLIDEWIRE ADV .014IN 180CM,278,519,,,,
H2790891,HC CATH BLN PTA STERLING OTW 9X60MM 80CM,278,519,,,,
H2790892,HC CATH BLN PTA DORADO 3MMX10CM 135CM,278,506,,,,
H2790893,HC CATH BLN PTA DORADO 4MMX20CM 135CM,278,711,,,,
H2790894,HC CATH BLN PTA DORADO 5MMX6CM 135CM,278,506,,,,
H2790895,HC CATH BLN PTA Z-MED II-X 23MMX4CM,278,"1,526.00",,,,
H2790896,HC CATH BLN PTA Z-MED II-X 25MMX3CM,278,"1,832.00",,,,
H2790897,HC CATH BLN PTA Z-MED II-X 25MMX4CM,278,"1,526.00",,,,
H2790898,HC CATH BLN PTA Z-MED II-X 28MMX4CM,278,"1,832.00",,,,
H2790899,HC CATH BLN PTA ULTRAVERSE 018 4MMX22CM 130CM,278,519,,,,
H2790900,HC CATH BLN PTA STERLING OTW 9X40MM 80CM,278,519,,,,
H2790901,HC CATH BLN PTA STERLING OTW 10X60MM 80CM,278,519,,,,
H2790902,HC CATH PCB OTW 2CM 8MMX90CM,278,"1,826.00",,,,
H2790903,HC CATH BLN PTA DORADO 6MMX20CM 135CM,278,711,,,,
H2790904,HC CATH BLN PTA STERLING 8X60MM 135CM,278,519,,,,
H2790905,HC CATH BLN PTA MUSTANG OTW 7X20MM 40CM,278,350,,,,
H2790906,HC CATH BLN PTA MUSTANG OTW 5X20MM 40CM,278,350,,,,
H2790907,HC CATH BLN PTA MUSTANG OTW 12X60MM 135CM,278,350,,,,
H2790908,HC CATH BLN PTA MUSTANG OTW 9X60MM 135CM,278,350,,,,
H2790909,HC CATH BLN PTA MUSTANG OTW 4X200MM 75CM,278,415,,,,
H2790910,HC CATH BLN PTA ULTRAVERSE 018 4MMX10CM 130CM,278,519,,,,
H2790911,HC CATH BLN PTA MUSTANG OTW 7X200MM 135CM,278,415,,,,
H2790912,HC STENT PALMAZ GENESIS UNMOUNTED XD 59MM,278,"1,778.00",,,,
H2790913,HC STENT GRAFT ENDURANT II BI 25X16X145MM,278,"24,338.00",,,,
H2790914,HC STENT GRAFT ENDURANT II AAA ILIAC LIMB 16X28X82MM,278,"11,834.00",,,,
H2790915,HC STENT GRAFT ZENITH FEN 34X122MM,278,"28,552.00",,,,
H2790916,HC STENT GRAFT ZENITH SPIRAL-Z 13X90MM,278,"8,495.00",,,,
H2790917,HC COIL EMBO MREYE .038INX2CMX3MM,278,255,,,,
H2790918,HC STENT SYNERGY OTW CORNR 3X16MM,278,"2,985.00",,,,
H2790919,HC CATH LINEAR IABP W/ARROW 40CC,278,"2,198.00",,,,
H2790920,HC INTRO FLEXOR HI-FLEX CHECK-FLO 6F 70CM MULTI,278,192,,,,
H3100218,HC G6PD FULL GENE SEQUENCE,310,"1,854.00",,,,
H2790922,HC GRAFT OVATION IX BODY 20X80MM,278,"22,060.00",,,,
H2790923,HC GRAFT OVATION IX ILIAC 14X10X80MM,278,"9,539.00",,,,
H2790924,HC CATH BLN PTA EVERCROSS 7X60MM 135CM SHFT,278,239,,,,
H2790925,HC CATH BLN PTA SABER 3X250MMX150CM,278,714,,,,
H3100219,HC HBA1/HBA2 GENE FAM VRNT,310,"1,160.00",,,,
H2790927,HC STENT GRAFT AFX2 BFRC 22X70X16X30MM,278,"33,740.00",,,,
H2790928,HC CATH GUIDE LAUNCHER 7F JUDKINS POST LT 3.5,278,116,,,,
H2790929,HC STENT GRAFT VALIANT FF STR 24X24X150MM,278,"44,165.00",,,,
H2790930,HC CANNULA BIOMED 1PC FMR ART 19F,278,617,,,,
H2790931,HC CANNULA BIOMED 1PC FMR ART 21F,278,617,,,,
H2790932,HC STENT GRAFT VALIANT FF TPR 30X30X150MM,278,"44,165.00",,,,
H2790933,HC STENT GRAFT VALIANT FF STR 30X30X200MM,278,"46,553.00",,,,
H2790934,HC STENT GENESIS OPTA 36MM STENT 7X40MM BLN,278,"1,804.00",,,,
H2790935,HC LEAD ICD SGL SPRINT QUATTRO SECURE DF4 49CM,278,"7,657.00",,,,
H2790936,HC DEVICE EMBO PIPELINE FLEX 4.50X14MM,278,"33,675.00",,,,
H2790937,HC CATH BLN PTA STERLING SL OTW 2X120MM 150CM,278,571,,,,
H2790938,HC CATH BLN PTA CONQUEST 40 8MMX2CM 75CM SHFT,278,545,,,,
H2790939,HC CATH BLN PTA POWERFLEX PRO 8X60MM 80CM SHFT,278,311,,,,
H2790940,HC INTRO GLIDESHEATH SS AWP 6FX25CM 21G NDL,278,31,,,,
H2790941,HC CATH BLN PTA Z-MED II 33MMX6CM,278,"1,756.00",,,,
H2790942,HC CATH BLN PTA EVERCROSS 4MMX200CM,278,239,,,,
H2790943,HC CATH BLN PTA NANOCROSS ELITE 4X120MM,278,533,,,,
H2790944,HC CATH BLN PTA NANOCROSS ELITE 3X100MM,278,533,,,,
H2790945,HC CATH GUIDE CELLO 6F 103CM,278,"3,076.00",,,,
H2790946,HC CATH EP DX INQUIRY DECA 6F LG CRV 2-5-2MM SPAC,278,818,,,,
H2790947,HC CATH BLN ARMADA 18 5.5X40MM 150CM,278,434,,,,
H2790948,HC CATH BLN ARMADA 18 5.5X80MM 150CM,278,434,,,,
H2790949,HC CATH BLN ARMADA 18 5.5X120MM 150CM,278,434,,,,
H2790950,HC CATH EP DX INQUIRY QUAD 6F LG CRV 2-5-2MM SPAC,278,765,,,,
H2790951,HC CATH HEMO SHRT TRM T-3 CT BASIC 15.5FX20CM,278,376,,,,
H2790952,HC CATH GUIDE GLIDECATH XP STR TIP 5FX100CM,278,127,,,,
H2790953,HC CATH GUIDE OPTITORQUE CORONARY SARAH 5FX100CM 2SH,278,116,,,,
H2790954,HC CATH GUIDE GLIDECATH PV TIP 4FX150CM,278,126,,,,
H2790955,HC CATH GUIDE GLIDECATH XP STR TIP 5FX150CM,278,127,,,,
H2790956,HC CATH HEMO SHRT TRM SLX BASIC 14FX30CM,278,220,,,,
H2790957,HC CATH HEMO SHRT TRM SLX BASIC 14FX24CM,278,220,,,,
H2790958,HC COIL EMBO AZUR DETACH .018 2MMX4CM,278,"1,947.00",,,,
H2790959,HC INTRO PINNACLE R/O II W/GW 6FX6CM,278,65,,,,
H2790960,HC CATH HEMO LNG TRM HICKMAN DUAL 13.5F 45CM,278,659,,,,
H2790961,HC CATH DRNG FLEXIMA APD LOOP W/TTIP 12FX25CM,278,208,,,,
H2790962,HC CATH GUIDE PHENOM PLUS COIL 15CM,278,"5,321.00",,,,
H2790963,HC GW SAFE-T-J .035 260CMX3MM,278,42,,,,
H2790964,HC CATH EP DX WEBSTER QUAD F-CURVE 6FRX115CM,278,"1,277.00",,,,
H2790965,HC CATH EP ABLATE FREEZOR SHORT 7F 47MM,278,"2,466.00",,,,
H3100220,HC HBA1/HBA2 FULL GENE SEQUENCE,310,"1,854.00",,,,
H3100221,HC HBA1/HBA2 GENE DUP/DEL VRNTS,310,625,,,,
H3100224,HC HBB GENE COM VRNTS,310,540,,,,
H3100225,HC HBB GENE KNOWN FAM VRNTS,310,"1,160.00",,,,
H2790972,HC CATH BLN PTA GATEWAY 3.5X15MM,278,"2,865.00",,,,
H2790973,HC CATH GUIDE DAC 044 4.3FX130CM,278,"2,985.00",,,,
H2790974,HC CATH GUIDE PROGREAT ALPHA 2FX110CM,278,"1,882.00",,,,
H2790975,HC CATH DUAL LUMEN URETERAL 10F 54CM,278,172,,,,
H2790976,HC CATH BLN PTA Z-MED 30MM 2X85CM,278,"1,756.00",,,,
H2790977,HC CATH GUIDE CANTATA 2.5F 135CM,278,782,,,,
H2790978,HC GW AMPLATZ FIXED CORE .035IN 180CM,278,58,,,,
H2790979,HC CATH GUIDE RENEGADE HF FATHOM 10X105CM,278,"1,778.00",,,,
H2790980,HC BUTTON MINIONE BLN 18F 2CM,278,239,,,,
H2790981,HC BUTTON MINIONE BLN 24F 3.5CM,278,239,,,,
H2790982,HC TUBE FEEDING MIC-KEY LOW PROFILE 24F 3.5CM,278,234,,,,
H2790983,HC GW APPROACH CTO MICROWIRE 135CM 6G TIP,278,398,,,,
H2790984,HC GW APPROACH CTO MICROWIRE 135CM 25G TIP,278,398,,,,
H2790985,HC SHEATH TIGHTRAIL ROTATE DILTR 9F 15.5CM,278,"4,399.00",,,,
H2790986,HC SHEATH TIGHTRAIL ROTATE DILTR 11F 15.5CM,278,"4,399.00",,,,
H2790987,HC SHEATH TIGHTRAIL ROTATE DILTR 13F 15.5CM,278,"4,399.00",,,,
H2790988,HC KIT NRG RF TRANSSEPTAL ACCESS,278,"1,830.00",,,,
H2790989,HC GW INQWIRE STD J3 .035X150CM,278,18,,,,
H2790990,HC STENT GRAFT VALIANT FF TPR 30X26X150MM,278,"44,165.00",,,,
H2790991,HC STENT GRAFT VALIANT FF STR 26X26X150MM,278,"44,165.00",,,,
H2790992,HC INTRO BRITE TIP 9FX23CM,278,56,,,,
H2790993,HC CATH INTRCARD ECHO ACUNAV SIEMENS 10F,278,"6,619.00",,,,
H2790994,HC DEVICE RETRV AMPLATZER EXCHG 8FX80CM 180DEG,278,"1,851.00",,,,
H2790995,HC INTRO PINNACLE R/O II 4FX6CM,278,65,,,,
H2790996,HC CRT-P EDORA PROMRI 8 HF-T QP,278,"16,383.00",,,,
H2790997,HC LEAD LT VENT SENTUS PROMRI QP S-75-49,278,"4,259.00",,,,
H2790998,HC LEAD LT VENT SENTUS PROMRI QP S-85-49,278,"4,259.00",,,,
H2790999,HC LEAD LT VENT SENTUS PROMRI QP L-75-49,278,"4,259.00",,,,
H2791000,HC LEAD LT VENT SENTUS PROMRI QP L-85-49,278,"4,259.00",,,,
H2791001,HC CATH BLN VALVULOPSTY TRUE DILATION 110CM 28MMX4.5CM,278,"3,933.00",,,,
H2791002,HC DEVICE EMBO PIPELINE FLEX 4X25MM,278,"35,905.00",,,,
H2791003,HC STENT WINGSPAN 2.5X15MM,278,"17,420.00",,,,
H2791004,HC SET GORE TIPS,278,"1,264.00",,,,
H2791005,HC COIL EMBO AZUR DETACH .035 12MMX20CM,278,"2,725.00",,,,
H2791006,HC DEVICE SNARE ATRIEVE VASC 12-20MM,278,857,,,,
H2791007,HC MARKER TISSUE GOLD 0.9X3 18GX20CM QTY1,278,545,,,,
H2791008,HC APPLICATOR SOLERO MW 19CM,278,"6,735.00",,,,
H2791009,HC TUBE FEEDING MIC-KEY LO PRO 24F 4CM,278,234,,,,
H2791010,HC INTRO FLEXOR SHUTTLE SEL 5F 90CM,278,260,,,,
H2791011,HC CATH HEMO SHRT TRM T-3 BSC SET 15.5FX15CM,278,75,,,,
H2791012,HC INTRO RING TJ INTRAHEP ACCESS,278,"1,117.00",,,,
H2791013,HC STENT GRAFT ZENITH MAIN BODY 32X96MM,278,"23,290.00",,,,
H2791014,HC STENT GRAFT ZENITH SPIRAL-Z 20X74MM,278,"8,495.00",,,,
H2791015,HC STENT GRAFT ZENITH SPIRAL Z 13X107MM,278,"8,495.00",,,,
H2791016,HC CATH BLN VALVULOPSTY TRUE DILATION 26MMX4.5CM,278,"3,933.00",,,,
H2791017,HC STENT WALLSTENT CAROTID MR 8X36MM,278,"5,840.00",,,,
H2791018,HC CATH IVUS VISIONS PV .035 90CM,278,"2,531.00",,,,
H2791019,HC COIL EMBO MREYE 12CMX8MM,278,354,,,,
H2791020,HC GW FATHOM-16 180CM 10CM TIP ANG,278,756,,,,
H2791021,HC STENT GRAFT ENDURANT II BI 25X16X166MM,278,"24,338.00",,,,
H2791022,HC CATH BLN PTA XXL LARGE 16MMX2CM 75CM LGTH,278,649,,,,
H2791023,HC GRAFT AFX2 BFRC 25X100X120X40MM,278,"33,740.00",,,,
H2791024,HC STENT GRAFT EXCLUDER CL 14.5MMX10CM,278,"11,161.00",,,,
H2791025,HC CATH EP DX SUPREME 4FX65CM 2-5-2MM CSL,278,569,,,,
H2791026,HC GW FIXED CORE STR 7CM TPR .018X145CM,278,32,,,,
H2791027,HC GRAFT ZENITH SPIRAL-Z 16X74MM,278,"8,495.00",,,,
H2791028,HC CATH DRNG PIGTAIL W/19G NDL 6F 25CM,278,203,,,,
H2791029,HC STENT GRAFT VALIANT FF STR 40X40X200MM,278,"46,553.00",,,,
H2791030,HC STENT GRAFT VALIANT FF STR 46X46X200MM,278,"46,553.00",,,,
H2791031,HC STENT GRAFT VALIANT FF STR 44X44X150MM,278,"44,165.00",,,,
H2791032,HC STENT GRAFT VALIANT FF STR 36X36X200MM,278,"46,553.00",,,,
H2791033,HC CATH BLN PTA EVERCROSS 5X60MM 135CM SHFT,278,239,,,,
H2791034,HC LEAD S-ICD EMBLEM ELECTRODE 45CM,278,"1,168.00",,,,
H2791035,HC CATH BLN PTA MUSTANG OTW 6X60MM 75CM,278,350,,,,
H2791036,HC INTRO GUIDE SWARTZ TS SL1 8FX63CM,278,620,,,,
H2791037,HC INTRO PINNACLE PERIPH W/GW 7FX10CM,278,21,,,,
H2791038,HC STENT GRAFT ZENITH FLEX AAA 26X111MM,278,"23,290.00",,,,
H3100226,HC HBB GENE DUP/DEL VRNTS,310,625,,,,
H2791040,HC CATH BLN PTA BIB 9F 8X4.5 INNR 16X5.5 OUTR,278,"2,225.00",,,,
H2791041,HC STENT GRAFT ZENITH FEN 32X94MM,278,"28,552.00",,,,
H2791042,HC INTRO PINNACLE PERIPH W/GW 9FX10CM,278,21,,,,
H2791043,HC INTRO PINNACLE R/O II W/GW 5FX6CM,278,65,,,,
H2791044,HC SYSTEM INDIGO ASPIR 8FX50CM,278,"6,930.00",,,,
H2791045,HC GW GLIDEWIRE GT .016X180CM 90/60 ANGL,278,948,,,,
H2791046,HC CATHETER OCCLUSION,278,196,,,,
H2791047,HC CATH BLN PTA COYOTE OTW 2.5X80MM 150CM,278,571,,,,
H2791048,HC CATH BLN PTA EVERCROSS 8X80MM 135CM SHFT,278,239,,,,
H2791049,HC CATH BLN PTA CROSPERIO OTW 1.5X120MM 150CM,278,753,,,,
H2791050,HC CATH BLN PTA CROSPERIO OTW 2.5X200MM 150CM,278,753,,,,
H2791051,HC CATH BLN PTA CROSPERIO OTW 2X200MM 150CM,278,753,,,,
H2791052,HC ICD ILIVIA 7 VR-T MRI,278,"35,191.00",,,,
H2791053,HC CATH EP DX INQUIRY DECA 6F MED/LG CRV,278,"1,542.00",,,,
H2791054,HC STENT XIENCE SIERRA RX DES 2.25X8MM,278,"2,466.00",,,,
H2791055,HC STENT XIENCE SIERRA RX DES 2.25X12MM,278,"2,466.00",,,,
H2791056,HC STENT XIENCE SIERRA RX DES 2.25X15MM,278,"2,466.00",,,,
H2791057,HC STENT XIENCE SIERRA RX DES 2.25X18MM,278,"2,466.00",,,,
H2791058,HC STENT XIENCE SIERRA RX DES 2.25X23MM,278,"2,466.00",,,,
H2791059,HC STENT XIENCE SIERRA RX DES 2.25X28MM,278,"2,466.00",,,,
H2791060,HC STENT XIENCE SIERRA RX DES 2.25X33MM,278,"2,466.00",,,,
H2791061,HC STENT XIENCE SIERRA RX DES 2.25X38MM,278,"2,466.00",,,,
H2791062,HC STENT XIENCE SIERRA RX DES 2.50X8MM,278,"2,466.00",,,,
H2791063,HC STENT XIENCE SIERRA RX DES 2.50X12MM,278,"2,466.00",,,,
H2791064,HC STENT XIENCE SIERRA RX DES 2.50X15MM,278,"2,466.00",,,,
H2791065,HC STENT XIENCE SIERRA RX DES 2.50X18MM,278,"2,466.00",,,,
H2791066,HC STENT XIENCE SIERRA RX DES 2.50X23MM,278,"2,466.00",,,,
H2791067,HC STENT XIENCE SIERRA RX DES 2.50X28MM,278,"2,466.00",,,,
H2791068,HC STENT XIENCE SIERRA RX DES 2.50X33MM,278,"2,466.00",,,,
H2791069,HC STENT XIENCE SIERRA RX DES 2.50X38MM,278,"2,466.00",,,,
H2791070,HC STENT XIENCE SIERRA RX DES 2.75X8MM,278,"2,466.00",,,,
H2791071,HC STENT XIENCE SIERRA RX DES 2.75X12MM,278,"2,466.00",,,,
H2791072,HC STENT XIENCE SIERRA RX DES 2.75X15MM,278,"2,466.00",,,,
H2791073,HC STENT XIENCE SIERRA RX DES 2.75X18MM,278,"2,466.00",,,,
H2791074,HC STENT XIENCE SIERRA RX DES 2.75X23MM,278,"2,466.00",,,,
H2791075,HC STENT XIENCE SIERRA RX DES 2.75X28MM,278,"2,466.00",,,,
H2791076,HC STENT XIENCE SIERRA RX DES 2.75X33MM,278,"2,466.00",,,,
H2791077,HC STENT XIENCE SIERRA RX DES 2.75X38MM,278,"2,466.00",,,,
H2791078,HC STENT XIENCE SIERRA RX DES 3X8MM,278,"2,466.00",,,,
H2791079,HC STENT XIENCE SIERRA RX DES 3X12MM,278,"2,466.00",,,,
H2791080,HC STENT XIENCE SIERRA RX DES 3X15MM,278,"2,466.00",,,,
H2791081,HC STENT XIENCE SIERRA RX DES 3X18MM,278,"2,466.00",,,,
H2791082,HC STENT XIENCE SIERRA RX DES 3X23MM,278,"2,466.00",,,,
H2791083,HC STENT XIENCE SIERRA RX DES 3X28MM,278,"2,466.00",,,,
H2791084,HC STENT XIENCE SIERRA RX DES 3X33MM,278,"2,466.00",,,,
H2791085,HC STENT XIENCE SIERRA RX DES 3X38MM,278,"2,466.00",,,,
H2791086,HC STENT XIENCE SIERRA RX DES 3.25X8MM,278,"2,466.00",,,,
H2791087,HC STENT XIENCE SIERRA RX DES 3.25X12MM,278,"2,466.00",,,,
H2791088,HC STENT XIENCE SIERRA RX DES 3.25X15MM,278,"2,466.00",,,,
H2791089,HC STENT XIENCE SIERRA RX DES 3.25X18MM,278,"2,466.00",,,,
H2791090,HC STENT XIENCE SIERRA RX DES 3.25X23MM,278,"2,466.00",,,,
H2791091,HC STENT XIENCE SIERRA RX DES 3.25X28MM,278,"2,466.00",,,,
H2791092,HC STENT XIENCE SIERRA RX DES 3.25X33MM,278,"2,466.00",,,,
H2791093,HC STENT XIENCE SIERRA RX DES 3.25X38MM,278,"2,466.00",,,,
H2791094,HC STENT XIENCE SIERRA RX DES 3.5X8MM,278,"2,466.00",,,,
H2791095,HC STENT XIENCE SIERRA RX DES 3.5X12MM,278,"2,466.00",,,,
H2791096,HC STENT XIENCE SIERRA RX DES 3.5X15MM,278,"2,466.00",,,,
H2791097,HC STENT XIENCE SIERRA RX DES 3.5X18MM,278,"2,466.00",,,,
H2791098,HC STENT XIENCE SIERRA RX DES 3.5X23MM,278,"2,466.00",,,,
H2791099,HC STENT XIENCE SIERRA RX DES 3.5X28MM,278,"2,466.00",,,,
H2791100,HC STENT XIENCE SIERRA RX DES 3.5X33MM,278,"2,466.00",,,,
H2791101,HC STENT XIENCE SIERRA RX DES 3.5X38MM,278,"2,466.00",,,,
H2791102,HC STENT XIENCE SIERRA RX DES 4X8MM,278,"2,466.00",,,,
H2791103,HC STENT XIENCE SIERRA RX DES 4X12MM,278,"2,466.00",,,,
H2791104,HC STENT XIENCE SIERRA RX DES 4X15MM,278,"2,466.00",,,,
H2791105,HC STENT XIENCE SIERRA RX DES 4X18MM,278,"2,466.00",,,,
H2791106,HC STENT XIENCE SIERRA RX DES 4X23MM,278,"2,466.00",,,,
H2791107,HC STENT XIENCE SIERRA RX DES 4X28MM,278,"2,466.00",,,,
H2791108,HC STENT XIENCE SIERRA RX DES 4X33MM,278,"2,466.00",,,,
H2791109,HC STENT XIENCE SIERRA RX DES 4X38MM,278,"2,466.00",,,,
H2791110,HC CATH BLN PTA CROSPERIO OTW 1.5X20MM 150CM,278,753,,,,
H2791111,HC CATH BLN PTA CROSSTELLA OTW 2X150MM 150CM,278,649,,,,
H2791112,HC CATH BLN PTA CROSSTELLA OTW 3X120MM 150CM,278,649,,,,
H2791113,HC CATH BLN PTA CROSSTELLA OTW 2.5X200MM 150CM,278,649,,,,
H2791114,HC CATH BLN PTA CROSSTELLA OTW 2X40MM 150CM,278,649,,,,
H2791115,HC CATH BLN PTA CROSPERIO OTW 2X150MM 150CM,278,753,,,,
H2791116,HC GW GLIDEWIRE GOLD .018X300CM 5CM TIP 45 ANGL,278,444,,,,
H2791117,HC CATH GUIDE NAVIEN STR 6FX115CM,278,610,,,,
H2791118,HC CATH GUIDE NAVIEN STR 6FX125CM,278,636,,,,
H2791119,HC KIT EVLT PERFORATOR VEIN ABL 4F,278,776,,,,
H2791120,HC CATH BLN TAKERU NC RX 2.5X21MM,278,480,,,,
H2791121,HC STENT GRAFT FLAIR ENDOVASC 9X40MM STR,278,"6,489.00",,,,
H2791122,HC STENT GRAFT VALIANT FF STR 34X34X200MM,278,"46,553.00",,,,
H2791123,HC STENT GRAFT VALIANT FF STR 36X36X150MM,278,"44,165.00",,,,
H2791124,HC CATH BLN PTA NC QUANTUM APEX MONORAIL 30X3.5MM,278,311,,,,
H2791125,HC CATH BLN PTA NC QUANTUM APEX MONORAIL 30X2.5MM,278,311,,,,
H2791126,HC GW GW H20 .035X180CM STD ANG,278,106,,,,
H2791127,HC GW LAUREATE .035X180CM STD ANG,278,83,,,,
H2791128,HC CATH GUIDE RENEGADE 150/20/TIP,278,937,,,,
H2791129,HC CATH BLN WOLVERINE CUTTING MR 2.5X6MM,278,"2,401.00",,,,
H2791130,HC CATH BLN WOLVERINE CUTTING MR 2.75X6MM,278,"2,401.00",,,,
H2791131,HC CATH BLN WOLVERINE CUTTING MR 3X6MM,278,"2,401.00",,,,
H2791132,HC CATH BLN WOLVERINE CUTTING MR 3.25X6MM,278,"2,401.00",,,,
H2791133,HC CATH BLN WOLVERINE CUTTING MR 3.5X6MM,278,"2,401.00",,,,
H2791134,HC CATH BLN WOLVERINE CUTTING MR 4X6MM,278,"2,401.00",,,,
H2791135,HC CATH BLN WOLVERINE CUTTING MR 2X10MM,278,"2,401.00",,,,
H2791136,HC CATH BLN WOLVERINE CUTTING MR 2.5X10MM,278,"2,401.00",,,,
H2791137,HC CATH BLN WOLVERINE CUTTING MR 2.75X10MM,278,"2,401.00",,,,
H2791138,HC CATH BLN WOLVERINE CUTTING MR 3X10MM,278,"2,401.00",,,,
H2791139,HC CATH BLN WOLVERINE CUTTING MR 3.25X10MM,278,"2,401.00",,,,
H2791140,HC CATH BLN WOLVERINE CUTTING MR 3.5X10MM,278,"2,401.00",,,,
H2791141,HC CATH BLN WOLVERINE CUTTING MR 3.75X10MM,278,"2,401.00",,,,
H2791142,HC CATH BLN WOLVERINE CUTTING MR 4X10MM,278,"2,401.00",,,,
H2791143,HC CATH BLN WOLVERINE CUTTING MR 2X15MM,278,"2,401.00",,,,
H2791144,HC CATH BLN WOLVERINE CUTTING MR 2.25X15MM,278,"2,401.00",,,,
H2791145,HC CATH BLN WOLVERINE CUTTING MR 2.5X15MM,278,"2,401.00",,,,
H2791146,HC CATH BLN WOLVERINE CUTTING MR 2.75X15MM,278,"2,401.00",,,,
H2791147,HC CATH BLN WOLVERINE CUTTING MR 3X15MM,278,"2,401.00",,,,
H2791148,HC CATH BLN WOLVERINE CUTTING MR 3.25X15MM,278,"2,401.00",,,,
H2791149,HC CATH BLN WOLVERINE CUTTING MR 3.5X15MM,278,"2,401.00",,,,
H2791150,HC CATH BLN WOLVERINE CUTTING OTW 3X10MM,278,"2,401.00",,,,
H2791151,HC STENT GRAFT EXCLUDER IB 12MMX10CM,278,"27,903.00",,,,
H2791152,HC STENT GRAFT EXCLUDER AORTIC EXT 36MMX4.5CM,278,"7,852.00",,,,
H2791153,HC GW INQWIRE J 3MM .021INX150CM,278,24,,,,
H2791154,HC COIL EMBO TARGET XXL 360 10MMX40CM,278,"2,596.00",,,,
H2791155,HC COIL EMBO TARGET XXL 360 12MMX45CM,278,"2,596.00",,,,
H2791156,HC COIL EMBO TARGET XXL 360 14MMX50CM,278,"2,596.00",,,,
H2791157,HC COIL EMBO TARGET XXL 360 16MMX50CM,278,"2,596.00",,,,
H2791158,HC COIL EMBO TARGET XXL 360 18MMX50CM,278,"2,596.00",,,,
H2791159,HC COIL EMBO TARGET XXL 360 20MMX50CM,278,"2,596.00",,,,
H2791160,HC DEVICE EMBOTRAP II THROMB,278,"8,704.00",,,,
H2791161,HC GW HYDROSTEER STD .035IN 260CM,278,29,,,,
H2791162,HC STENT VALEO BILIARY 8X18MM 80CM 6F,278,"5,487.00",,,,
H2791163,HC COIL EMBO RUBY COMPLEX STD 36X60MM,278,"3,323.00",,,,
H2791164,HC COIL EMBO RUBY COMPLEX STD 40X60MM,278,"3,323.00",,,,
H2791165,HC CATH EP DX TCOOL SMRTTCH SF F 8FX115CM,278,"6,385.00",,,,
H2791166,HC STENT GRAFT ZENITH FEN 32X109MM,278,"28,552.00",,,,
H2791167,HC INTRO COOK-Z 16FX70CM,278,423,,,,
H2791168,HC STENT COOK-Z 20MMX5CM,278,"2,855.00",,,,
H2791169,HC STENT NEUROFORM ATLAS 4.5X30MM,278,"17,312.00",,,,
H2791170,HC STENT NEUROFORM ATLAS 4X24MM,278,"17,312.00",,,,
H2791171,HC CATH OCCL CODA 10FX46MM,278,"1,149.00",,,,
H2791172,HC CATH BLN PTA ADVANCE 35LP 6F 135CM 9MMX2CM,278,468,,,,
H2791173,HC STENT GRAFT ZENITH SPIRAL-Z 20X56MM,278,"8,495.00",,,,
H2791174,HC CATH EP DX QUAD D CRV 5MM 92CM 6F,278,792,,,,
H2791175,HC DEVICE EMBO PIPELINE FLEX 4.75X25MM,278,"35,905.00",,,,
H2791181,HC CATH BLN PTA CROSPERIO OTW 3X200MM,278,753,,,,
H2791182,HC CATH BLN PTA EVERCROSS 3X100MM,278,239,,,,
H2791183,HC CATH BLN PTA EVERCROSS 7X80MM,278,239,,,,
H2791184,HC CATH DRNG UNIVERSAL .038INX8.5F,278,177,,,,
H2791185,HC CATH BLN PTA MUSTANG OTW 7X60MM 75CM,278,350,,,,
H2791186,HC CATH BLN PTA SABER 2.5X200MMX150CM,278,714,,,,
H2791187,HC CATH BLN PTA SABER 2X60MMX150CM,278,584,,,,
H2791188,HC CATH GUIDE LAUNCHER 6F JUDKINS RT 3.0,278,116,,,,
H2791189,HC DEVICE EMBO PIPELINE FLEX 5X35MM,278,"35,905.00",,,,
H2791190,HC CATH BLN CUTTING WOLVERINE MR 2X6MM,278,"2,401.00",,,,
H2791191,HC CATH BLN CUTTING WOLVERINE MR 2.25X6MM,278,"2,401.00",,,,
H2791192,HC CATH BLN CUTTING WOLVERINE MR 2.25X10MM,278,"2,401.00",,,,
H2791193,HC GW MERIT H2O .035INX260CM ANG,278,106,,,,
